,Report_Date,Netherlands_aruba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.61776250458031,50.80803824596316,True,1,0.0011960821974329892,101.6121855785116
1,2020-01-23,0,70.61776250458031,50.80803824596316,True,2,0.0014078741572859964,101.6121855785116
2,2020-01-24,0,70.61776250458031,50.80803824596316,True,3,0.0016571678062632345,101.6121855785116
3,2020-01-25,0,70.61776250458031,50.80803824596316,True,4,0.001950603277230595,101.6121855785116
4,2020-01-26,0,70.61776250458031,50.80803824596316,True,5,0.0022959963289283744,101.6121855785116
5,2020-01-27,0,70.61776250458031,50.80803824596316,True,6,0.002702546453787812,101.6121855785116
6,2020-01-28,0,70.61776250458031,50.80803824596316,True,7,0.0031810818112257377,101.6121855785116
7,2020-01-29,0,70.61776250458031,50.80803824596316,True,8,0.0037443474976202014,101.6121855785116
8,2020-01-30,0,70.61776250458031,50.80803824596316,True,9,0.004407344813423825,101.6121855785116
9,2020-01-31,0,70.61776250458031,50.80803824596316,True,10,0.005187730539198821,101.6121855785116
10,2020-02-01,0,70.61776250458031,50.80803824596316,True,11,0.0061062868209894785,101.6121855785116
11,2020-02-02,0,70.61776250458031,50.80803824596316,True,12,0.007187474132642286,101.6121855785116
12,2020-02-03,0,70.61776250458031,50.80803824596316,True,13,0.008460081976710844,101.6121855785116
13,2020-02-04,0,70.61776250458031,50.80803824596316,True,14,0.009957994562853408,101.6121855785116
14,2020-02-05,0,70.61776250458031,50.80803824596316,True,15,0.01172109172898272,101.6121855785116
15,2020-02-06,0,70.61776250458031,50.80803824596316,True,16,0.013796308922578089,101.6121855785116
16,2020-02-07,0,70.61776250458031,50.80803824596316,True,17,0.016238884226742276,101.6121855785116
17,2020-02-08,0,70.61776250458031,50.80803824596316,True,18,0.019113825301314214,101.6121855785116
18,2020-02-09,0,70.61776250458031,50.80803824596316,True,19,0.022497634833436503,101.6121855785116
19,2020-02-10,0,70.61776250458031,50.80803824596316,True,20,0.02648033979259148,101.6121855785116
20,2020-02-11,0,70.61776250458031,50.80803824596316,True,21,0.03116787762095433,101.6121855785116
21,2020-02-12,0,70.61776250458031,50.80803824596316,True,22,0.03668490164231205,101.6121855785116
22,2020-02-13,0,70.61776250458031,50.80803824596316,True,23,0.04317807864770364,101.6121855785116
23,2020-02-14,0,70.61776250458031,50.80803824596316,True,24,0.05081996404537421,101.6121855785116
