,Report_Date,Serbia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.90425315066275,5928.522628572115,True,1,0.13516106217482457,9838.949327895205
1,2020-01-23,0,87.90425315066275,5928.522628572115,True,2,0.15407457287970855,9838.949327895205
2,2020-01-24,0,87.90425315066275,5928.522628572115,True,3,0.17563467116359519,9838.949327895205
3,2020-01-25,0,87.90425315066275,5928.522628572115,True,4,0.20021168508917048,9838.949327895205
4,2020-01-26,0,87.90425315066275,5928.522628572115,True,5,0.22822775795903807,9838.949327895205
5,2020-01-27,0,87.90425315066275,5928.522628572115,True,6,0.26016409710276117,9838.949327895205
6,2020-01-28,0,87.90425315066275,5928.522628572115,True,7,0.2965692364309089,9838.949327895205
7,2020-01-29,0,87.90425315066275,5928.522628572115,True,8,0.33806845444040096,9838.949327895205
8,2020-01-30,0,87.90425315066275,5928.522628572115,True,9,0.385374509128996,9838.949327895205
9,2020-01-31,0,87.90425315066275,5928.522628572115,True,10,0.4392998738014604,9838.949327895205
10,2020-02-01,0,87.90425315066275,5928.522628572115,True,11,0.5007706834060093,9838.949327895205
11,2020-02-02,0,87.90425315066275,5928.522628572115,True,12,0.5708426302590526,9838.949327895205
12,2020-02-03,0,87.90425315066275,5928.522628572115,True,13,0.6507190812897298,9838.949327895205
13,2020-02-04,0,87.90425315066275,5928.522628572115,True,14,0.7417717268200508,9838.949327895205
14,2020-02-05,0,87.90425315066275,5928.522628572115,True,15,0.8455641140233927,9838.949327895205
15,2020-02-06,0,87.90425315066275,5928.522628572115,True,16,0.9638784672896636,9838.949327895205
16,2020-02-07,0,87.90425315066275,5928.522628572115,True,17,1.0987462535806445,9838.949327895205
17,2020-02-08,0,87.90425315066275,5928.522628572115,True,18,1.252483014401514,9838.949327895205
18,2020-02-09,0,87.90425315066275,5928.522628572115,True,19,1.427728058281603,9838.949327895205
19,2020-02-10,0,87.90425315066275,5928.522628572115,True,20,1.6274896898198463,9838.949327895205
20,2020-02-11,0,87.90425315066275,5928.522628572115,True,21,1.855196744728068,9838.949327895205
21,2020-02-12,0,87.90425315066275,5928.522628572115,True,22,2.114757306383235,9838.949327895205
22,2020-02-13,0,87.90425315066275,5928.522628572115,True,23,2.4106255998460417,9838.949327895205
23,2020-02-14,0,87.90425315066275,5928.522628572115,True,24,2.7478781959862024,9838.949327895205
24,2020-02-15,0,87.90425315066275,5928.522628572115,True,25,3.1323008133626233,9838.949327895205
25,2020-02-16,0,87.90425315066275,5928.522628572115,True,26,3.570487181164286,9838.949327895205
26,2020-02-17,0,87.90425315066275,5928.522628572115,True,27,4.0699516254049195,9838.949327895205
27,2020-02-18,0,87.90425315066275,5928.522628572115,True,28,4.639257265529728,9838.949327895205
28,2020-02-19,0,87.90425315066275,5928.522628572115,True,29,5.288161962763626,9838.949327895205
29,2020-02-20,0,87.90425315066275,5928.522628572115,True,30,6.027784448318703,9838.949327895205
30,2020-02-21,0,87.90425315066275,5928.522628572115,True,31,6.870793382672857,9838.949327895205
31,2020-02-22,0,87.90425315066275,5928.522628572115,True,32,7.831622460478697,9838.949327895205
32,2020-02-23,0,87.90425315066275,5928.522628572115,True,33,8.926715083426684,9838.949327895205
33,2020-02-24,0,87.90425315066275,5928.522628572115,True,34,10.174802579886853,9838.949327895205
34,2020-02-25,0,87.90425315066275,5928.522628572115,True,35,11.597220459753764,9838.949327895205
35,2020-02-26,0,87.90425315066275,5928.522628572115,True,36,13.218267759879337,9838.949327895205
36,2020-02-27,0,87.90425315066275,5928.522628572115,True,37,15.065615163731058,9838.949327895205
37,2020-02-28,0,87.90425315066275,5928.522628572115,True,38,17.170768271755094,9838.949327895205
38,2020-02-29,0,87.90425315066275,5928.522628572115,True,39,19.569593158594042,9838.949327895205
39,2020-03-01,0,87.90425315066275,5928.522628572115,True,40,22.30291218040532,9838.949327895205
40,2020-03-02,0,87.90425315066275,5928.522628572115,True,41,25.417178888244248,9838.949327895205
41,2020-03-03,0,87.90425315066275,5928.522628572115,True,42,28.965241856574146,9838.949327895205
42,2020-03-04,0,87.90425315066275,5928.522628572115,True,43,33.00720823943627,9838.949327895205
43,2020-03-05,0,87.90425315066275,5928.522628572115,True,44,37.61141890412051,9838.949327895205
44,2020-03-06,1,87.90425315066275,5928.522628572115,True,45,42.855548038017105,9838.949327895205
45,2020-03-07,1,87.90425315066275,5928.522628572115,True,46,48.82784114173596,9838.949327895205
46,2020-03-08,1,87.90425315066275,5928.522628572115,True,47,55.62850625826937,9838.949327895205
47,2020-03-09,1,87.90425315066275,5928.522628572115,True,48,63.37127407177033,9838.949327895205
48,2020-03-10,5,87.90425315066275,5928.522628572115,True,49,72.1851430426407,9838.949327895205
49,2020-03-11,12,87.90425315066275,5928.522628572115,True,50,82.21632589773418,9838.949327895205
50,2020-03-12,19,87.90425315066275,5928.522628572115,True,51,93.6304133942378,9838.949327895205
51,2020-03-13,35,87.90425315066275,5928.522628572115,True,52,106.614770100923,9838.949327895205
52,2020-03-14,46,87.90425315066275,5928.522628572115,True,53,121.38117470619557,9838.949327895205
53,2020-03-15,48,87.90425315066275,5928.522628572115,True,54,138.16871370859582,9838.949327895205
54,2020-03-16,55,87.90425315066275,5928.522628572115,True,55,157.2469318228834,9838.949327895205
55,2020-03-17,65,87.90425315066275,5928.522628572115,True,56,178.9192344915323,9838.949327895205
56,2020-03-18,83,87.90425315066275,5928.522628572115,True,57,203.52652686068524,9838.949327895205
57,2020-03-19,103,87.90425315066275,5928.522628572115,True,58,231.45105867261398,9838.949327895205
58,2020-03-20,135,87.90425315066275,5928.522628572115,True,59,263.12042483405594,9838.949327895205
59,2020-03-21,171,87.90425315066275,5928.522628572115,True,60,299.0116459273498,9838.949327895205
60,2020-03-22,222,87.90425315066275,5928.522628572115,True,61,339.6552205596937,9838.949327895205
61,2020-03-23,249,87.90425315066275,5928.522628572115,True,62,385.63900112468957,9838.949327895205
62,2020-03-24,303,87.90425315066275,5928.522628572115,True,63,437.6116953416737,9838.949327895205
63,2020-03-25,384,87.90425315066275,5928.522628572115,True,64,496.2857372277018,9838.949327895205
64,2020-03-26,384,87.90425315066275,5928.522628572115,True,65,562.4392029308971,9838.949327895205
65,2020-03-27,457,87.90425315066275,5928.522628572115,True,66,636.9163700826327,9838.949327895205
66,2020-03-28,659,87.90425315066275,5928.522628572115,True,67,720.6264364651407,9838.949327895205
67,2020-03-29,741,87.90425315066275,5928.522628572115,True,68,814.5398293974331,9838.949327895205
68,2020-03-30,785,87.90425315066275,5928.522628572115,True,69,919.681458675756,9838.949327895205
69,2020-03-31,900,87.90425315066275,5928.522628572115,True,70,1037.1202040385697,9838.949327895205
70,2020-04-01,1060,87.90425315066275,5928.522628572115,True,71,1167.9538979228478,9838.949327895205
71,2020-04-02,1171,87.90425315066275,5928.522628572115,True,72,1313.2890850013428,9838.949327895205
72,2020-04-03,1476,87.90425315066275,5928.522628572115,True,73,1474.2149347191416,9838.949327895205
73,2020-04-04,1624,87.90425315066275,5928.522628572115,True,74,1651.7708770880643,9838.949327895205
74,2020-04-05,1908,87.90425315066275,5928.522628572115,True,75,1846.907849738883,9838.949327895205
75,2020-04-06,2200,87.90425315066275,5928.522628572115,True,76,2060.4435041099628,9838.949327895205
76,2020-04-07,2447,87.90425315066275,5928.522628572115,True,77,2293.012326163868,9838.949327895205
