,Report_Date,Burundi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,181.9695137889918,897.6194281509518,False,1,0.01912470492236594,1795.238856301903
1,2020-01-23,0,181.9695137889918,897.6194281509518,False,2,0.020373778064382262,1795.238856301903
2,2020-01-24,0,181.9695137889918,897.6194281509518,False,3,0.021704429712191206,1795.238856301903
3,2020-01-25,0,181.9695137889918,897.6194281509518,False,4,0.02312198772547044,1795.238856301903
4,2020-01-26,0,181.9695137889918,897.6194281509518,False,5,0.0246321279063423,1795.238856301903
5,2020-01-27,0,181.9695137889918,897.6194281509518,False,6,0.02624089671976341,1795.238856301903
6,2020-01-28,0,181.9695137889918,897.6194281509518,False,7,0.027954735497212675,1795.238856301903
7,2020-01-29,0,181.9695137889918,897.6194281509518,False,8,0.029780506220470716,1795.238856301903
8,2020-01-30,0,181.9695137889918,897.6194281509518,False,9,0.031725518988593895,1795.238856301903
9,2020-01-31,0,181.9695137889918,897.6194281509518,False,10,0.033797561277907194,1795.238856301903
10,2020-02-01,0,181.9695137889918,897.6194281509518,False,11,0.03600492911199798,1795.238856301903
11,2020-02-02,0,181.9695137889918,897.6194281509518,False,12,0.038356460266316686,1795.238856301903
12,2020-02-03,0,181.9695137889918,897.6194281509518,False,13,0.0408615696401094,1795.238856301903
13,2020-02-04,0,181.9695137889918,897.6194281509518,False,14,0.04353028693705436,1795.238856301903
14,2020-02-05,0,181.9695137889918,897.6194281509518,False,15,0.046373296805183296,1795.238856301903
15,2020-02-06,0,181.9695137889918,897.6194281509518,False,16,0.049401981596475464,1795.238856301903
16,2020-02-07,0,181.9695137889918,897.6194281509518,False,17,0.05262846691695559,1795.238856301903
17,2020-02-08,0,181.9695137889918,897.6194281509518,False,18,0.056065670149249146,1795.238856301903
18,2020-02-09,0,181.9695137889918,897.6194281509518,False,19,0.05972735214139065,1795.238856301903
19,2020-02-10,0,181.9695137889918,897.6194281509518,False,20,0.06362817226829239,1795.238856301903
20,2020-02-11,0,181.9695137889918,897.6194281509518,False,21,0.06778374708570906,1795.238856301903
21,2020-02-12,0,181.9695137889918,897.6194281509518,False,22,0.07221071281083244,1795.238856301903
22,2020-02-13,0,181.9695137889918,897.6194281509518,False,23,0.07692679187887454,1795.238856301903
23,2020-02-14,0,181.9695137889918,897.6194281509518,False,24,0.08195086384120687,1795.238856301903
24,2020-02-15,0,181.9695137889918,897.6194281509518,False,25,0.08730304088788189,1795.238856301903
25,2020-02-16,0,181.9695137889918,897.6194281509518,False,26,0.09300474829573527,1795.238856301903
26,2020-02-17,0,181.9695137889918,897.6194281509518,False,27,0.09907881012282828,1795.238856301903
27,2020-02-18,0,181.9695137889918,897.6194281509518,False,28,0.10554954049081103,1795.238856301903
28,2020-02-19,0,181.9695137889918,897.6194281509518,False,29,0.1124428408189536,1795.238856301903
29,2020-02-20,0,181.9695137889918,897.6194281509518,False,30,0.11978630339718428,1795.238856301903
30,2020-02-21,0,181.9695137889918,897.6194281509518,False,31,0.12760932171058706,1795.238856301903
31,2020-02-22,0,181.9695137889918,897.6194281509518,False,32,0.13594320795453743,1795.238856301903
32,2020-02-23,0,181.9695137889918,897.6194281509518,False,33,0.14482131820810057,1795.238856301903
33,2020-02-24,0,181.9695137889918,897.6194281509518,False,34,0.15427918576358465,1795.238856301903
34,2020-02-25,0,181.9695137889918,897.6194281509518,False,35,0.1643546631423541,1795.238856301903
35,2020-02-26,0,181.9695137889918,897.6194281509518,False,36,0.17508807336127905,1795.238856301903
36,2020-02-27,0,181.9695137889918,897.6194281509518,False,37,0.1865223710506605,1795.238856301903
37,2020-02-28,0,181.9695137889918,897.6194281509518,False,38,0.19870331406326527,1795.238856301903
38,2020-02-29,0,181.9695137889918,897.6194281509518,False,39,0.21167964625536573,1795.238856301903
39,2020-03-01,0,181.9695137889918,897.6194281509518,False,40,0.22550329216457382,1795.238856301903
40,2020-03-02,0,181.9695137889918,897.6194281509518,False,41,0.24022956435593693,1795.238856301903
41,2020-03-03,0,181.9695137889918,897.6194281509518,False,42,0.2559173842574026,1795.238856301903
42,2020-03-04,0,181.9695137889918,897.6194281509518,False,43,0.27262951735854163,1795.238856301903
43,2020-03-05,0,181.9695137889918,897.6194281509518,False,44,0.29043282370253265,1795.238856301903
44,2020-03-06,0,181.9695137889918,897.6194281509518,False,45,0.3093985246610618,1795.238856301903
45,2020-03-07,0,181.9695137889918,897.6194281509518,False,46,0.329602487045191,1795.238856301903
46,2020-03-08,0,181.9695137889918,897.6194281509518,False,47,0.35112552567261984,1795.238856301903
47,2020-03-09,0,181.9695137889918,897.6194281509518,False,48,0.3740537255833556,1795.238856301903
48,2020-03-10,0,181.9695137889918,897.6194281509518,False,49,0.3984787851718453,1795.238856301903
49,2020-03-11,0,181.9695137889918,897.6194281509518,False,50,0.4244983815844016,1795.238856301903
50,2020-03-12,0,181.9695137889918,897.6194281509518,False,51,0.45221655981651787,1795.238856301903
51,2020-03-13,0,181.9695137889918,897.6194281509518,False,52,0.4817441470357298,1795.238856301903
52,2020-03-14,0,181.9695137889918,897.6194281509518,False,53,0.5131991937523323,1795.238856301903
53,2020-03-15,0,181.9695137889918,897.6194281509518,False,54,0.546707443562823,1795.238856301903
54,2020-03-16,0,181.9695137889918,897.6194281509518,False,55,0.5824028332997481,1795.238856301903
55,2020-03-17,0,181.9695137889918,897.6194281509518,False,56,0.6204280255370211,1795.238856301903
56,2020-03-18,0,181.9695137889918,897.6194281509518,False,57,0.6609349755221314,1795.238856301903
57,2020-03-19,0,181.9695137889918,897.6194281509518,False,58,0.7040855347363285,1795.238856301903
58,2020-03-20,0,181.9695137889918,897.6194281509518,False,59,0.7500520934212558,1795.238856301903
59,2020-03-21,0,181.9695137889918,897.6194281509518,False,60,0.799018264556015,1795.238856301903
60,2020-03-22,0,181.9695137889918,897.6194281509518,False,61,0.8511796119226775,1795.238856301903
61,2020-03-23,0,181.9695137889918,897.6194281509518,False,62,0.9067444250612712,1795.238856301903
62,2020-03-24,0,181.9695137889918,897.6194281509518,False,63,0.9659345440876669,1795.238856301903
63,2020-03-25,0,181.9695137889918,897.6194281509518,False,64,1.0289862375300545,1795.238856301903
64,2020-03-26,0,181.9695137889918,897.6194281509518,False,65,1.0961511365322527,1795.238856301903
65,2020-03-27,0,181.9695137889918,897.6194281509518,False,66,1.1676972289754268,1795.238856301903
66,2020-03-28,0,181.9695137889918,897.6194281509518,False,67,1.243909917284352,1795.238856301903
67,2020-03-29,0,181.9695137889918,897.6194281509518,False,68,1.3250931439105884,1795.238856301903
68,2020-03-30,0,181.9695137889918,897.6194281509518,False,69,1.411570588723342,1795.238856301903
69,2020-03-31,2,181.9695137889918,897.6194281509518,False,70,1.5036869427897557,1795.238856301903
70,2020-04-01,2,181.9695137889918,897.6194281509518,False,71,1.6018092632903682,1795.238856301903
71,2020-04-02,3,181.9695137889918,897.6194281509518,False,72,1.7063284145928914,1795.238856301903
72,2020-04-03,3,181.9695137889918,897.6194281509518,False,73,1.8176606007986535,1795.238856301903
73,2020-04-04,3,181.9695137889918,897.6194281509518,False,74,1.9362489953814048,1795.238856301903
74,2020-04-05,3,181.9695137889918,897.6194281509518,False,75,2.0625654738578683,1795.238856301903
75,2020-04-06,3,181.9695137889918,897.6194281509518,False,76,2.197112455763763,1795.238856301903
76,2020-04-07,3,181.9695137889918,897.6194281509518,False,77,2.3404248625580966,1795.238856301903
77,2020-04-08,3,181.9695137889918,897.6194281509518,False,78,2.4930721984423583,1795.238856301903
78,2020-04-09,3,181.9695137889918,897.6194281509518,False,79,2.655660761459776,1795.238856301903
79,2020-04-10,3,181.9695137889918,897.6194281509518,False,80,2.828835992632746,1795.238856301903
80,2020-04-11,5,181.9695137889918,897.6194281509518,False,81,3.013284971303645,1795.238856301903
81,2020-04-12,5,181.9695137889918,897.6194281509518,False,82,3.209739065264744,1795.238856301903
82,2020-04-13,5,181.9695137889918,897.6194281509518,False,83,3.4189767446961294,1795.238856301903
83,2020-04-14,5,181.9695137889918,897.6194281509518,False,84,3.641826569375289,1795.238856301903
84,2020-04-15,5,181.9695137889918,897.6194281509518,False,85,3.8791703590770013,1795.238856301903
85,2020-04-16,5,181.9695137889918,897.6194281509518,False,86,4.131946557545515,1795.238856301903
86,2020-04-17,5,181.9695137889918,897.6194281509518,False,87,4.401153800890602,1795.238856301903
87,2020-04-18,5,181.9695137889918,897.6194281509518,False,88,4.687854701732241,1795.238856301903
88,2020-04-19,5,181.9695137889918,897.6194281509518,False,89,4.99317986089229,1795.238856301903
89,2020-04-20,5,181.9695137889918,897.6194281509518,False,90,5.318332118901631,1795.238856301903
90,2020-04-21,5,181.9695137889918,897.6194281509518,False,91,5.664591060053327,1795.238856301903
91,2020-04-22,11,181.9695137889918,897.6194281509518,False,92,6.033317782181064,1795.238856301903
92,2020-04-23,11,181.9695137889918,897.6194281509518,False,93,6.42595994577116,1795.238856301903
93,2020-04-24,11,181.9695137889918,897.6194281509518,False,94,6.844057116418462,1795.238856301903
94,2020-04-25,11,181.9695137889918,897.6194281509518,False,95,7.289246415002745,1795.238856301903
95,2020-04-26,11,181.9695137889918,897.6194281509518,False,96,7.763268490283114,1795.238856301903
96,2020-04-27,11,181.9695137889918,897.6194281509518,False,97,8.26797382887192,1795.238856301903
97,2020-04-28,11,181.9695137889918,897.6194281509518,False,98,8.805329417743753,1795.238856301903
98,2020-04-29,11,181.9695137889918,897.6194281509518,False,99,9.37742577454398,1795.238856301903
99,2020-04-30,11,181.9695137889918,897.6194281509518,False,100,9.986484360968207,1795.238856301903
100,2020-05-01,11,181.9695137889918,897.6194281509518,False,101,10.634865394369475,1795.238856301903
101,2020-05-02,15,181.9695137889918,897.6194281509518,False,102,11.325076072491656,1795.238856301903
102,2020-05-03,15,181.9695137889918,897.6194281509518,False,103,12.059779225800554,1795.238856301903
103,2020-05-04,15,181.9695137889918,897.6194281509518,False,104,12.841802411260492,1795.238856301903
104,2020-05-05,15,181.9695137889918,897.6194281509518,False,105,13.674147460552035,1795.238856301903
105,2020-05-06,15,181.9695137889918,897.6194281509518,False,106,14.560000494610476,1795.238856301903
106,2020-05-07,15,181.9695137889918,897.6194281509518,False,107,15.502742414944814,1795.238856301903
107,2020-05-08,15,181.9695137889918,897.6194281509518,False,108,16.50595988042958,1795.238856301903
108,2020-05-09,15,181.9695137889918,897.6194281509518,False,109,17.573456776097423,1795.238856301903
109,2020-05-10,15,181.9695137889918,897.6194281509518,False,110,18.709266177845098,1795.238856301903
110,2020-05-11,15,181.9695137889918,897.6194281509518,False,111,19.917662813838767,1795.238856301903
111,2020-05-12,15,181.9695137889918,897.6194281509518,False,112,21.20317601970175,1795.238856301903
112,2020-05-13,15,181.9695137889918,897.6194281509518,False,113,22.570603180216324,1795.238856301903
113,2020-05-14,15,181.9695137889918,897.6194281509518,False,114,24.02502364519353,1795.238856301903
114,2020-05-15,15,181.9695137889918,897.6194281509518,False,115,25.57181310127609,1795.238856301903
115,2020-05-16,15,181.9695137889918,897.6194281509518,False,116,27.216658374648954,1795.238856301903
116,2020-05-17,23,181.9695137889918,897.6194281509518,False,117,28.965572631842903,1795.238856301903
117,2020-05-18,42,181.9695137889918,897.6194281509518,False,118,30.824910936925654,1795.238856301903
118,2020-05-19,42,181.9695137889918,897.6194281509518,False,119,32.80138611327363,1795.238856301903
119,2020-05-20,42,181.9695137889918,897.6194281509518,False,120,34.902084846694244,1795.238856301903
120,2020-05-21,42,181.9695137889918,897.6194281509518,False,121,37.13448395380693,1795.238856301903
121,2020-05-22,42,181.9695137889918,897.6194281509518,False,122,39.506466725174626,1795.238856301903
122,2020-05-23,42,181.9695137889918,897.6194281509518,False,123,42.02633923658927,1795.238856301903
