,Report_Date,Egypt_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,109.9404962994178,8952.642810234622,False,1,4.521598726372683,17905.28562046924
1,2020-01-23,0,109.9404962994178,8952.642810234622,False,2,4.878729033826536,17905.28562046924
2,2020-01-24,0,109.9404962994178,8952.642810234622,False,3,5.264058338596013,17905.28562046924
3,2020-01-25,0,109.9404962994178,8952.642810234622,False,4,5.679811870596828,17905.28562046924
4,2020-01-26,0,109.9404962994178,8952.642810234622,False,5,6.128390232728287,17905.28562046924
5,2020-01-27,0,109.9404962994178,8952.642810234622,False,6,6.61238318550547,17905.28562046924
6,2020-01-28,0,109.9404962994178,8952.642810234622,False,7,7.1345845091564595,17905.28562046924
7,2020-01-29,0,109.9404962994178,8952.642810234622,False,8,7.698008026411573,17905.28562046924
8,2020-01-30,0,109.9404962994178,8952.642810234622,False,9,8.305904875476484,17905.28562046924
9,2020-01-31,0,109.9404962994178,8952.642810234622,False,10,8.961782129390441,17905.28562046924
10,2020-02-01,0,109.9404962994178,8952.642810234622,False,11,9.669422865151107,17905.28562046924
11,2020-02-02,0,109.9404962994178,8952.642810234622,False,12,10.432907793666896,17905.28562046924
12,2020-02-03,0,109.9404962994178,8952.642810234622,False,13,11.256638569804041,17905.28562046924
13,2020-02-04,0,109.9404962994178,8952.642810234622,False,14,12.145362910558053,17905.28562046924
14,2020-02-05,0,109.9404962994178,8952.642810234622,False,15,13.104201658726339,17905.28562046924
15,2020-02-06,0,109.9404962994178,8952.642810234622,False,16,14.138677939419658,17905.28562046924
16,2020-02-07,0,109.9404962994178,8952.642810234622,False,17,15.254748567353037,17905.28562046924
17,2020-02-08,0,109.9404962994178,8952.642810234622,False,18,16.458837874128967,17905.28562046924
18,2020-02-09,0,109.9404962994178,8952.642810234622,False,19,17.757874136693108,17905.28562046924
19,2020-02-10,0,109.9404962994178,8952.642810234622,False,20,19.159328800828828,17905.28562046924
20,2020-02-11,0,109.9404962994178,8952.642810234622,False,21,20.67125870698161,17905.28562046924
21,2020-02-12,0,109.9404962994178,8952.642810234622,False,22,22.302351539884754,17905.28562046924
22,2020-02-13,0,109.9404962994178,8952.642810234622,False,23,24.061974738403517,17905.28562046924
23,2020-02-14,1,109.9404962994178,8952.642810234622,False,24,25.960228117730967,17905.28562046924
24,2020-02-15,1,109.9404962994178,8952.642810234622,False,25,28.008000472549792,17905.28562046924
25,2020-02-16,1,109.9404962994178,8952.642810234622,False,26,30.217030447005694,17905.28562046924
26,2020-02-17,1,109.9404962994178,8952.642810234622,False,27,32.59997197529097,17905.28562046924
27,2020-02-18,1,109.9404962994178,8952.642810234622,False,28,35.17046461526819,17905.28562046924
28,2020-02-19,1,109.9404962994178,8952.642810234622,False,29,37.94320911680959,17905.28562046924
29,2020-02-20,1,109.9404962994178,8952.642810234622,False,30,40.9340485863035,17905.28562046924
30,2020-02-21,1,109.9404962994178,8952.642810234622,False,31,44.16005562896982,17905.28562046924
31,2020-02-22,1,109.9404962994178,8952.642810234622,False,32,47.639625871089294,17905.28562046924
32,2020-02-23,1,109.9404962994178,8952.642810234622,False,33,51.392578284799136,17905.28562046924
33,2020-02-24,1,109.9404962994178,8952.642810234622,False,34,55.440262758515566,17905.28562046924
34,2020-02-25,1,109.9404962994178,8952.642810234622,False,35,59.80567537602601,17905.28562046924
35,2020-02-26,1,109.9404962994178,8952.642810234622,False,36,64.5135818865104,17905.28562046924
36,2020-02-27,1,109.9404962994178,8952.642810234622,False,37,69.59064986578363,17905.28562046924
37,2020-02-28,1,109.9404962994178,8952.642810234622,False,38,75.0655900854023,17905.28562046924
38,2020-02-29,1,109.9404962994178,8952.642810234622,False,39,80.9693076203514,17905.28562046924
39,2020-03-01,2,109.9404962994178,8952.642810234622,False,40,87.33506323711399,17905.28562046924
40,2020-03-02,2,109.9404962994178,8952.642810234622,False,41,94.19864561119232,17905.28562046924
41,2020-03-03,2,109.9404962994178,8952.642810234622,False,42,101.59855492561248,17905.28562046924
42,2020-03-04,2,109.9404962994178,8952.642810234622,False,43,109.5761983984532,17905.28562046924
43,2020-03-05,3,109.9404962994178,8952.642810234622,False,44,118.17609827666044,17905.28562046924
44,2020-03-06,15,109.9404962994178,8952.642810234622,False,45,127.44611281378307,17905.28562046924
45,2020-03-07,15,109.9404962994178,8952.642810234622,False,46,137.4376707190038,17905.28562046924
46,2020-03-08,49,109.9404962994178,8952.642810234622,False,47,148.2060195218748,17905.28562046924
47,2020-03-09,55,109.9404962994178,8952.642810234622,False,48,159.81048823914384,17905.28562046924
48,2020-03-10,59,109.9404962994178,8952.642810234622,False,49,172.31476465426996,17905.28562046924
49,2020-03-11,60,109.9404962994178,8952.642810234622,False,50,185.78718742363714,17905.28562046924
50,2020-03-12,67,109.9404962994178,8952.642810234622,False,51,200.30105310261618,17905.28562046924
51,2020-03-13,80,109.9404962994178,8952.642810234622,False,52,215.93493803563842,17905.28562046924
52,2020-03-14,109,109.9404962994178,8952.642810234622,False,53,232.7730348730033,17905.28562046924
53,2020-03-15,110,109.9404962994178,8952.642810234622,False,54,250.905503258459,17905.28562046924
54,2020-03-16,150,109.9404962994178,8952.642810234622,False,55,270.428833970402,17905.28562046924
55,2020-03-17,196,109.9404962994178,8952.642810234622,False,56,291.4462254900906,17905.28562046924
56,2020-03-18,196,109.9404962994178,8952.642810234622,False,57,314.06797160634613,17905.28562046924
57,2020-03-19,256,109.9404962994178,8952.642810234622,False,58,338.4118582412047,17905.28562046924
58,2020-03-20,285,109.9404962994178,8952.642810234622,False,59,364.6035671878926,17905.28562046924
59,2020-03-21,294,109.9404962994178,8952.642810234622,False,60,392.77708388410747,17905.28562046924
60,2020-03-22,327,109.9404962994178,8952.642810234622,False,61,423.07510569260097,17905.28562046924
61,2020-03-23,366,109.9404962994178,8952.642810234622,False,62,455.6494464202514,17905.28562046924
62,2020-03-24,402,109.9404962994178,8952.642810234622,False,63,490.6614319694466,17905.28562046924
63,2020-03-25,456,109.9404962994178,8952.642810234622,False,64,528.2822810756212,17905.28562046924
64,2020-03-26,495,109.9404962994178,8952.642810234622,False,65,568.6934640374471,17905.28562046924
65,2020-03-27,536,109.9404962994178,8952.642810234622,False,66,612.087031188514,17905.28562046924
66,2020-03-28,576,109.9404962994178,8952.642810234622,False,67,658.6659015909128,17905.28562046924
67,2020-03-29,609,109.9404962994178,8952.642810234622,False,68,708.6441010549303,17905.28562046924
68,2020-03-30,656,109.9404962994178,8952.642810234622,False,69,762.2469371124218,17905.28562046924
69,2020-03-31,710,109.9404962994178,8952.642810234622,False,70,819.7110970072832,17905.28562046924
70,2020-04-01,779,109.9404962994178,8952.642810234622,False,71,881.284653134635,17905.28562046924
71,2020-04-02,865,109.9404962994178,8952.642810234622,False,72,947.2269586890905,17905.28562046924
72,2020-04-03,985,109.9404962994178,8952.642810234622,False,73,1017.8084146099801,17905.28562046924
73,2020-04-04,1070,109.9404962994178,8952.642810234622,False,74,1093.3100872875991,17905.28562046924
74,2020-04-05,1173,109.9404962994178,8952.642810234622,False,75,1174.0231549825514,17905.28562046924
