,Report_Date,Mali_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.32849276284546,153.42051730892732,False,1,0.003495696436173879,306.82380879641033
1,2020-01-23,0,88.32849276284546,153.42051730892732,False,2,0.003982352401652207,306.82380879641033
2,2020-01-24,0,88.32849276284546,153.42051730892732,False,3,0.0045367575356701105,306.82380879641033
3,2020-01-25,0,88.32849276284546,153.42051730892732,False,4,0.005168343151069104,306.82380879641033
4,2020-01-26,0,88.32849276284546,153.42051730892732,False,5,0.005887853398098701,306.82380879641033
5,2020-01-27,0,88.32849276284546,153.42051730892732,False,6,0.006707527984738566,306.82380879641033
6,2020-01-28,0,88.32849276284546,153.42051730892732,False,7,0.007641310320101305,306.82380879641033
7,2020-01-29,0,88.32849276284546,153.42051730892732,False,8,0.008705084615849448,306.82380879641033
8,2020-01-30,0,88.32849276284546,153.42051730892732,False,9,0.009916945971373466,306.82380879641033
9,2020-01-31,0,88.32849276284546,153.42051730892732,False,10,0.011297508027229957,306.82380879641033
10,2020-02-01,0,88.32849276284546,153.42051730892732,False,11,0.01287025340737325,306.82380879641033
11,2020-02-02,0,88.32849276284546,153.42051730892732,False,12,0.01466193289463713,306.82380879641033
12,2020-02-03,0,88.32849276284546,153.42051730892732,False,13,0.01670302010777681,306.82380879641033
13,2020-02-04,0,88.32849276284546,153.42051730892732,False,14,0.019028229385822396,306.82380879641033
14,2020-02-05,0,88.32849276284546,153.42051730892732,False,15,0.02167710565200855,306.82380879641033
15,2020-02-06,0,88.32849276284546,153.42051730892732,False,16,0.02469469624267219,306.82380879641033
16,2020-02-07,0,88.32849276284546,153.42051730892732,False,17,0.028132316066108408,306.82380879641033
17,2020-02-08,0,88.32849276284546,153.42051730892732,False,18,0.03204841902490095,306.82380879641033
18,2020-02-09,0,88.32849276284546,153.42051730892732,False,19,0.036509590418067554,306.82380879641033
19,2020-02-10,0,88.32849276284546,153.42051730892732,False,20,0.04159167706510674,306.82380879641033
20,2020-02-11,0,88.32849276284546,153.42051730892732,False,21,0.04738107419495254,306.82380879641033
21,2020-02-12,0,88.32849276284546,153.42051730892732,False,22,0.05397619075521335,306.82380879641033
22,2020-02-13,0,88.32849276284546,153.42051730892732,False,23,0.06148911776161196,306.82380879641033
23,2020-02-14,0,88.32849276284546,153.42051730892732,False,24,0.0700475276698712,306.82380879641033
24,2020-02-15,0,88.32849276284546,153.42051730892732,False,25,0.07979683656334757,306.82380879641033
25,2020-02-16,0,88.32849276284546,153.42051730892732,False,26,0.09090266526624179,306.82380879641033
26,2020-02-17,0,88.32849276284546,153.42051730892732,False,27,0.10355364037714072,306.82380879641033
27,2020-02-18,0,88.32849276284546,153.42051730892732,False,28,0.11796458174047014,306.82380879641033
28,2020-02-19,0,88.32849276284546,153.42051730892732,False,29,0.13438012911049996,306.82380879641033
29,2020-02-20,0,88.32849276284546,153.42051730892732,False,30,0.15307886779712807,306.82380879641033
30,2020-02-21,0,88.32849276284546,153.42051730892732,False,31,0.17437802100491925,306.82380879641033
31,2020-02-22,0,88.32849276284546,153.42051730892732,False,32,0.19863878548333844,306.82380879641033
32,2020-02-23,0,88.32849276284546,153.42051730892732,False,33,0.2262723970988812,306.82380879641033
33,2020-02-24,0,88.32849276284546,153.42051730892732,False,34,0.2577470241249481,306.82380879641033
34,2020-02-25,0,88.32849276284546,153.42051730892732,False,35,0.2935955985305242,306.82380879641033
35,2020-02-26,0,88.32849276284546,153.42051730892732,False,36,0.3344247094397609,306.82380879641033
36,2020-02-27,0,88.32849276284546,153.42051730892732,False,37,0.3809246983301069,306.82380879641033
37,2020-02-28,0,88.32849276284546,153.42051730892732,False,38,0.4338811125211393,306.82380879641033
38,2020-02-29,0,88.32849276284546,153.42051730892732,False,39,0.4941876921400641,306.82380879641033
39,2020-03-01,0,88.32849276284546,153.42051730892732,False,40,0.5628610860558135,306.82380879641033
40,2020-03-02,0,88.32849276284546,153.42051730892732,False,41,0.6410575142191826,306.82380879641033
41,2020-03-03,0,88.32849276284546,153.42051730892732,False,42,0.730091617319603,306.82380879641033
42,2020-03-04,0,88.32849276284546,153.42051730892732,False,43,0.8314577594476178,306.82380879641033
43,2020-03-05,0,88.32849276284546,153.42051730892732,False,44,0.9468540751623025,306.82380879641033
44,2020-03-06,0,88.32849276284546,153.42051730892732,False,45,1.0782095784274484,306.82380879641033
45,2020-03-07,0,88.32849276284546,153.42051730892732,False,46,1.2277146764510882,306.82380879641033
46,2020-03-08,0,88.32849276284546,153.42051730892732,False,47,1.3978554553354157,306.82380879641033
47,2020-03-09,0,88.32849276284546,153.42051730892732,False,48,1.5914521249506823,306.82380879641033
48,2020-03-10,0,88.32849276284546,153.42051730892732,False,49,1.8117020253230878,306.82380879641033
49,2020-03-11,0,88.32849276284546,153.42051730892732,False,50,2.062227603049157,306.82380879641033
50,2020-03-12,0,88.32849276284546,153.42051730892732,False,51,2.34712975983635,306.82380879641033
51,2020-03-13,0,88.32849276284546,153.42051730892732,False,52,2.671046951047809,306.82380879641033
52,2020-03-14,0,88.32849276284546,153.42051730892732,False,53,3.0392203634591577,306.82380879641033
53,2020-03-15,0,88.32849276284546,153.42051730892732,False,54,3.457565419904646,306.82380879641033
54,2020-03-16,0,88.32849276284546,153.42051730892732,False,55,3.9327497335803034,306.82380879641033
55,2020-03-17,0,88.32849276284546,153.42051730892732,False,56,4.472277453520802,306.82380879641033
56,2020-03-18,0,88.32849276284546,153.42051730892732,False,57,5.0845796894627675,306.82380879641033
57,2020-03-19,0,88.32849276284546,153.42051730892732,False,58,5.7791103602724325,306.82380879641033
58,2020-03-20,0,88.32849276284546,153.42051730892732,False,59,6.56644635367247,306.82380879641033
59,2020-03-21,0,88.32849276284546,153.42051730892732,False,60,7.4583902917541645,306.82380879641033
60,2020-03-22,0,88.32849276284546,153.42051730892732,False,61,8.468073440377246,306.82380879641033
61,2020-03-23,0,88.32849276284546,153.42051730892732,False,62,9.610055354327711,306.82380879641033
62,2020-03-24,0,88.32849276284546,153.42051730892732,False,63,10.90041568957384,306.82380879641033
63,2020-03-25,2,88.32849276284546,153.42051730892732,False,64,12.356832221101783,306.82380879641033
64,2020-03-26,4,88.32849276284546,153.42051730892732,False,65,13.998637474140839,306.82380879641033
65,2020-03-27,11,88.32849276284546,153.42051730892732,False,66,15.846844523737156,306.82380879641033
66,2020-03-28,18,88.32849276284546,153.42051730892732,False,67,17.92413049073057,306.82380879641033
67,2020-03-29,18,88.32849276284546,153.42051730892732,False,68,20.254764156110877,306.82380879641033
68,2020-03-30,25,88.32849276284546,153.42051730892732,False,69,22.864462088758426,306.82380879641033
69,2020-03-31,28,88.32849276284546,153.42051730892732,False,70,25.780155972977255,306.82380879641033
70,2020-04-01,31,88.32849276284546,153.42051730892732,False,71,29.029652767876716,306.82380879641033
71,2020-04-02,36,88.32849276284546,153.42051730892732,False,72,32.641169371777494,306.82380879641033
72,2020-04-03,39,88.32849276284546,153.42051730892732,False,73,36.64272514272547,306.82380879641033
73,2020-04-04,41,88.32849276284546,153.42051730892732,False,74,41.061379553502555,306.82380879641033
74,2020-04-05,45,88.32849276284546,153.42051730892732,False,75,45.92230905714588,306.82380879641033
75,2020-04-06,47,88.32849276284546,153.42051730892732,False,76,51.24772742930017,306.82380879641033
76,2020-04-07,56,88.32849276284546,153.42051730892732,False,77,57.05566770557393,306.82380879641033
77,2020-04-08,59,88.32849276284546,153.42051730892732,False,78,63.35866116465717,306.82380879641033
78,2020-04-09,74,88.32849276284546,153.42051730892732,False,79,70.16236877894539,306.82380879641033
79,2020-04-10,87,88.32849276284546,153.42051730892732,False,80,77.46424148108801,306.82380879641033
80,2020-04-11,87,88.32849276284546,153.42051730892732,False,81,85.25230488054301,306.82380879641033
