,Report_Date,Syrian Arab Republic_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.99827934630322,25.249289319971037,True,1,0.0007597505490108569,46.66357661791674
1,2020-01-23,0,80.99827934630322,25.249289319971037,True,2,0.0008728786402177385,46.66357661791674
2,2020-01-24,0,80.99827934630322,25.249289319971037,True,3,0.0010028513534892476,46.66357661791674
3,2020-01-25,0,80.99827934630322,25.249289319971037,True,4,0.0011521767235692084,46.66357661791674
4,2020-01-26,0,80.99827934630322,25.249289319971037,True,5,0.0013237361780462664,46.66357661791674
5,2020-01-27,0,80.99827934630322,25.249289319971037,True,6,0.0015208401166203144,46.66357661791674
6,2020-01-28,0,80.99827934630322,25.249289319971037,True,7,0.0017472917597976321,46.66357661791674
7,2020-01-29,0,80.99827934630322,25.249289319971037,True,8,0.0020074604962696013,46.66357661791674
8,2020-01-30,0,80.99827934630322,25.249289319971037,True,9,0.0023063661406000613,46.66357661791674
9,2020-01-31,0,80.99827934630322,25.249289319971037,True,10,0.00264977572215764,46.66357661791674
10,2020-02-01,0,80.99827934630322,25.249289319971037,True,11,0.0030443146664248556,46.66357661791674
11,2020-02-02,0,80.99827934630322,25.249289319971037,True,12,0.0034975945054035625,46.66357661791674
12,2020-02-03,0,80.99827934630322,25.249289319971037,True,13,0.004018359569967216,46.66357661791674
13,2020-02-04,0,80.99827934630322,25.249289319971037,True,14,0.004616655479563731,46.66357661791674
14,2020-02-05,0,80.99827934630322,25.249289319971037,True,15,0.005304022660353146,46.66357661791674
15,2020-02-06,0,80.99827934630322,25.249289319971037,True,16,0.006093718599308488,46.66357661791674
16,2020-02-07,0,80.99827934630322,25.249289319971037,True,17,0.0070009730877022254,46.66357661791674
17,2020-02-08,0,80.99827934630322,25.249289319971037,True,18,0.008043281332609164,46.66357661791674
18,2020-02-09,0,80.99827934630322,25.249289319971037,True,19,0.009240740530760244,46.66357661791674
19,2020-02-10,0,80.99827934630322,25.249289319971037,True,20,0.010616436317926352,46.66357661791674
20,2020-02-11,0,80.99827934630322,25.249289319971037,True,21,0.012196886443261425,46.66357661791674
21,2020-02-12,0,80.99827934630322,25.249289319971037,True,22,0.014012550087730212,46.66357661791674
22,2020-02-13,0,80.99827934630322,25.249289319971037,True,23,0.016098412466859835,46.66357661791674
23,2020-02-14,0,80.99827934630322,25.249289319971037,True,24,0.01849465575062907,46.66357661791674
24,2020-02-15,0,80.99827934630322,25.249289319971037,True,25,0.021247428919580806,46.66357661791674
25,2020-02-16,0,80.99827934630322,25.249289319971037,True,26,0.024409730980713813,46.66357661791674
26,2020-02-17,0,80.99827934630322,25.249289319971037,True,27,0.028042424016158154,46.66357661791674
27,2020-02-18,0,80.99827934630322,25.249289319971037,True,28,0.032215394861028195,46.66357661791674
28,2020-02-19,0,80.99827934630322,25.249289319971037,True,29,0.03700888683508912,46.66357661791674
29,2020-02-20,0,80.99827934630322,25.249289319971037,True,30,0.0425150259183741,46.66357661791674
30,2020-02-21,0,80.99827934630322,25.249289319971037,True,31,0.048839569096818095,46.66357661791674
31,2020-02-22,0,80.99827934630322,25.249289319971037,True,32,0.05610390634311006,46.66357661791674
32,2020-02-23,0,80.99827934630322,25.249289319971037,True,33,0.06444735187100875,46.66357661791674
33,2020-02-24,0,80.99827934630322,25.249289319971037,True,34,0.07402976493450175,46.66357661791674
34,2020-02-25,0,80.99827934630322,25.249289319971037,True,35,0.08503454555465687,46.66357661791674
35,2020-02-26,0,80.99827934630322,25.249289319971037,True,36,0.0976720561523773,46.66357661791674
36,2020-02-27,0,80.99827934630322,25.249289319971037,True,37,0.11218352613093469,46.66357661791674
37,2020-02-28,0,80.99827934630322,25.249289319971037,True,38,0.1288455029466572,46.66357661791674
38,2020-02-29,0,80.99827934630322,25.249289319971037,True,39,0.14797492004852314,46.66357661791674
39,2020-03-01,0,80.99827934630322,25.249289319971037,True,40,0.1699348591218055,46.66357661791674
40,2020-03-02,0,80.99827934630322,25.249289319971037,True,41,0.19514109112651748,46.66357661791674
41,2020-03-03,0,80.99827934630322,25.249289319971037,True,42,0.22406948736635668,46.66357661791674
42,2020-03-04,0,80.99827934630322,25.249289319971037,True,43,0.2572643978118928,46.66357661791674
43,2020-03-05,0,80.99827934630322,25.249289319971037,True,44,0.29534809850986954,46.66357661791674
44,2020-03-06,0,80.99827934630322,25.249289319971037,True,45,0.33903141228608097,46.66357661791674
45,2020-03-07,0,80.99827934630322,25.249289319971037,True,46,0.38912560594482953,46.66357661791674
46,2020-03-08,0,80.99827934630322,25.249289319971037,True,47,0.44655566126240553,46.66357661791674
47,2020-03-09,0,80.99827934630322,25.249289319971037,True,48,0.5123750042777997,46.66357661791674
48,2020-03-10,0,80.99827934630322,25.249289319971037,True,49,0.5877817551408338,46.66357661791674
49,2020-03-11,0,80.99827934630322,25.249289319971037,True,50,0.6741365258377008,46.66357661791674
50,2020-03-12,0,80.99827934630322,25.249289319971037,True,51,0.7729817414225896,46.66357661791674
51,2020-03-13,0,80.99827934630322,25.249289319971037,True,52,0.8860623869772439,46.66357661791674
52,2020-03-14,0,80.99827934630322,25.249289319971037,True,53,1.0153479814557433,46.66357661791674
53,2020-03-15,0,80.99827934630322,25.249289319971037,True,54,1.1630554439371112,46.66357661791674
54,2020-03-16,0,80.99827934630322,25.249289319971037,True,55,1.331672339861638,46.66357661791674
55,2020-03-17,0,80.99827934630322,25.249289319971037,True,56,1.5239797663522627,46.66357661791674
56,2020-03-18,0,80.99827934630322,25.249289319971037,True,57,1.743073848712972,46.66357661791674
57,2020-03-19,0,80.99827934630322,25.249289319971037,True,58,1.9923844680076754,46.66357661791674
58,2020-03-20,0,80.99827934630322,25.249289319971037,True,59,2.275689418772834,46.66357661791674
59,2020-03-21,0,80.99827934630322,25.249289319971037,True,60,2.5971217087154455,46.66357661791674
60,2020-03-22,1,80.99827934630322,25.249289319971037,True,61,2.961167170424376,46.66357661791674
61,2020-03-23,1,80.99827934630322,25.249289319971037,True,62,3.372648984524865,46.66357661791674
62,2020-03-24,1,80.99827934630322,25.249289319971037,True,63,3.836695159941278,46.66357661791674
63,2020-03-25,5,80.99827934630322,25.249289319971037,True,64,4.358684551468045,46.66357661791674
64,2020-03-26,5,80.99827934630322,25.249289319971037,True,65,4.944166720499999,46.66357661791674
65,2020-03-27,5,80.99827934630322,25.249289319971037,True,66,5.598750998726169,46.66357661791674
66,2020-03-28,5,80.99827934630322,25.249289319971037,True,67,6.327960666123381,46.66357661791674
67,2020-03-29,9,80.99827934630322,25.249289319971037,True,68,7.137049393744509,46.66357661791674
68,2020-03-30,10,80.99827934630322,25.249289319971037,True,69,8.030779214838569,46.66357661791674
69,2020-03-31,10,80.99827934630322,25.249289319971037,True,70,9.013162415965402,46.66357661791674
70,2020-04-01,10,80.99827934630322,25.249289319971037,True,71,10.087173920411129,46.66357661791674
71,2020-04-02,16,80.99827934630322,25.249289319971037,True,72,11.254445831751484,46.66357661791674
72,2020-04-03,16,80.99827934630322,25.249289319971037,True,73,12.514961432629123,46.66357661791674
73,2020-04-04,16,80.99827934630322,25.249289319971037,True,74,13.866771417512224,46.66357661791674
74,2020-04-05,19,80.99827934630322,25.249289319971037,True,75,15.305759520419764,46.66357661791674
75,2020-04-06,19,80.99827934630322,25.249289319971037,True,76,16.825486835051255,46.66357661791674
76,2020-04-07,19,80.99827934630322,25.249289319971037,True,77,18.417142886157148,46.66357661791674
77,2020-04-08,19,80.99827934630322,25.249289319971037,True,78,20.069626075252344,46.66357661791674
78,2020-04-09,19,80.99827934630322,25.249289319971037,True,79,21.76976630048066,46.66357661791674
79,2020-04-10,19,80.99827934630322,25.249289319971037,True,80,23.502689036505174,46.66357661791674
80,2020-04-11,25,80.99827934630322,25.249289319971037,True,81,25.252304609789746,46.66357661791674
81,2020-04-12,25,80.99827934630322,25.249289319971037,True,82,27.001891227056863,46.66357661791674
82,2020-04-13,25,80.99827934630322,25.249289319971037,True,83,28.73472819933499,46.66357661791674
83,2020-04-14,29,80.99827934630322,25.249289319971037,True,84,30.43472907747982,46.66357661791674
84,2020-04-15,33,80.99827934630322,25.249289319971037,True,85,32.08702442705819,46.66357661791674
85,2020-04-16,33,80.99827934630322,25.249289319971037,True,86,33.678450718575995,46.66357661791674
86,2020-04-17,38,80.99827934630322,25.249289319971037,True,87,35.197913939331436,46.66357661791674
87,2020-04-18,38,80.99827934630322,25.249289319971037,True,88,36.63661171666348,46.66357661791674
88,2020-04-19,39,80.99827934630322,25.249289319971037,True,89,37.988113289673606,46.66357661791674
