,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,active_patients,fastest_growth_day,growth_stabilized,current_day,cap
19,2020-02-10,4.076301000367514,-36.06664859917281,41.56768655590652,0.0,0.0018895806767732124,0.005031603528868615,4.0322468694804785,-33.61710292154623,43.60189411322828,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
20,2020-02-11,2.113078565771618,-37.36371734520176,39.19385466500782,0.0,0.002833044659197541,0.0073102220535961665,4.047161887316975,-32.25917630647539,40.863103765315415,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
21,2020-02-12,5.871038317506495,-33.10415428451529,43.63853036486439,0.0,0.004168285978053642,0.010437742227884324,6.287653141214367,-30.77793351205635,42.98281316434354,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
22,2020-02-13,4.818864872190676,-32.42789090181676,41.36000079326162,0.0,0.006028448008780831,0.01466917471364887,3.174523828198308,-31.60901792188875,41.041819541154275,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
23,2020-02-14,3.6265002673740714,-35.22042381716529,44.3204662414642,0.0,0.008582865372888038,0.0203195192749111,6.73213090493405,-30.414245425246914,43.904438081226814,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
24,2020-02-15,5.581387627586036,-34.56751497230624,45.06523720476659,0.0,0.01204466997766301,0.027774329508307112,8.975504907322751,-27.09977187325482,46.0502125787734,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
25,2020-02-16,1.932225368343245,-37.66142631493865,36.08866368923052,0.0,0.016679568476338533,0.037501568493279215,2.8295790455409637,-37.23940412888942,40.46591893721839,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
26,2020-02-17,6.162266917118094,-31.832314635877843,43.362443538410375,0.0,0.02281591134345728,0.05006484919096584,6.5562996606823845,-30.855017223279834,45.32870067859177,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
27,2020-02-18,4.354150117113063,-34.090754074021596,44.74863404978275,0.0,0.030856180365323744,0.0661381558526677,6.747516872777271,-28.064584090447276,45.335061959703964,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
28,2020-02-19,8.278719517149028,-29.686332024036883,46.426545749801605,0.0,0.04129002799206306,0.08652214503150181,9.17658441854714,-26.161660758633417,46.1981810368613,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
29,2020-02-20,7.4055084761338055,-29.793597346446006,45.966505165099406,0.0,0.05470900866904997,0.11216212700852896,6.2651541646632465,-33.28862715962768,44.22827793578748,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
30,2020-02-21,6.405369698265511,-32.67696918414181,41.722035474189326,0.0,0.07182314894033255,0.14416783052705406,10.038489570702353,-26.235919297823443,49.97650958133489,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
31,2020-02-22,8.566723309121667,-27.564931504427967,45.96742825354973,0.0,0.0934795097690056,0.18383505565077152,12.512589326553321,-22.596230724759817,50.17221126123081,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
32,2020-02-23,5.139315768148009,-34.407718402600274,42.11458086848397,0.0,0.12068290111676623,0.23266932129199364,6.6134205009364395,-31.173433316594906,43.771553586806476,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
33,2020-02-24,9.607524611470422,-30.42845242262679,45.78871967959389,0.0,0.15461891532678101,0.2924116154576959,10.604033292731094,-27.172971512374616,47.21341761035113,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
34,2020-02-25,8.055193211788206,-29.853284532852438,45.35659252557968,0.0,0.1966794522106975,0.3650663574881572,11.07745623753585,-28.90746021648092,48.77347477102076,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
35,2020-02-26,12.254458775505737,-22.669691952933448,50.71754839061775,0.0,0.2484909148908986,0.4529316824613318,13.808300869175515,-23.971603306428275,51.808085524990304,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
36,2020-02-27,11.676240524562953,-26.91461691583002,49.62888474399219,0.0,0.3119452613180035,0.5586321584414171,11.219561340654728,-25.857520578887733,50.5491471045603,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
37,2020-02-28,10.99287669801383,-25.901847499579034,48.56800646148612,0.0,0.389234101879957,0.6851540472865392,15.337933285373593,-21.950149491577676,55.40002939430284,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
38,2020-02-29,13.494379504162415,-22.58097823877491,49.62986289877206,0.0,0.48288603853239986,0.8358832192092277,18.180943158853797,-19.24919402175333,55.57515307559375,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
39,2020-03-01,10.432201338085346,-31.203077439545364,47.9803174161044,0.0,0.5958074452773376,1.0146458301009034,12.67618740590704,-27.36752221525616,49.48092712966678,2020-05-28,0.0,114.35862303964753,True,128,3884.601546631811
40,2020-03-02,15.292547276546948,-24.16105913870681,55.44332980163554,1.0,0.7313268934390242,1.2257518686680666,17.088453560846936,-19.580911581516535,55.21074375711569,2020-05-28,1.0,114.35862303964753,True,128,3884.601546631811
41,2020-03-03,14.161218056717228,-24.024638711010518,55.815335311343226,2.0,0.8932434278423665,1.4740416775450744,18.012622130962484,-19.552505650655963,56.35661824806028,2020-05-28,2.0,114.35862303964753,True,128,3884.601546631811
42,2020-03-04,18.812446781558005,-20.388553153460876,57.492545191316474,4.0,1.0858789014645478,1.7649355485878189,21.225278284532223,-19.146363871809296,58.82314854955509,2020-05-28,4.0,114.35862303964753,True,128,3884.601546631811
43,2020-03-05,18.719396304969884,-18.23102767469341,55.84823794245606,4.0,1.3141345761388392,2.1044864873334372,19.15151884663217,-19.149194545433602,56.002595346527286,2020-05-28,4.0,114.35862303964753,True,128,3884.601546631811
44,2020-03-06,18.556805959557263,-19.840139717124277,52.50606514302605,4.0,1.5835521951280556,2.499436234927921,23.820278892737413,-14.92889214952592,59.85994674597051,2020-05-28,4.0,114.35862303964753,True,128,3884.601546631811
45,2020-03-07,21.61725676758228,-16.98815259515274,58.71977151231795,4.0,1.90037972948851,2.957274627443952,27.25146917523975,-8.800636408330101,67.08833255489638,2020-05-28,4.0,114.35862303964753,True,128,3884.601546631811
46,2020-03-08,19.154948454350425,-19.038061883504767,57.97896990599721,4.0,2.2716419936887084,3.4863023621743188,22.375223742305533,-16.035575325562707,62.3190039797431,2020-05-28,3.0,114.35862303964753,True,128,3884.601546631811
47,2020-03-09,24.659023297309904,-13.31481324369573,63.122361561870804,4.0,2.705216316438779,4.095697227899431,27.459029839023575,-10.96137900642352,65.96097036907096,2020-05-28,3.0,114.35862303964753,True,128,3884.601546631811
48,2020-03-10,24.21842101057566,-13.680356284893351,61.97318490425417,4.0,3.209913439560771,4.7955838409652864,29.100638943295525,-7.2657020963577255,68.22323488531967,2020-05-28,3.0,114.35862303964753,True,128,3884.601546631811
49,2020-03-11,29.610727905282584,-10.043117948189405,64.87399151523641,4.0,3.795563800338426,5.597106910910157,33.0796879365495,-1.4455275156744374,70.42712465022599,2020-05-28,3.0,114.35862303964753,True,128,3884.601546631811
50,2020-03-12,30.312687283400436,-6.05753268062273,65.7558947735936,4.0,4.473109330389613,6.512508037947141,31.82451590698461,-5.703824047628972,70.38556767004656,2020-05-28,3.0,114.35862303964753,True,128,3884.601546631811
51,2020-03-13,31.00285970202257,-6.154765733951729,67.0492191911114,10.0,5.25470087586963,7.555206019410847,37.3675008404876,0.396629679601768,72.48531473624018,2020-05-28,9.0,114.35862303964753,True,128,3884.601546631811
52,2020-03-14,34.977902228804005,-2.3337725157546925,74.12668393170021,10.0,6.153801308798227,8.739880612837137,41.732207411843014,3.694913641697416,80.36421273770323,2020-05-28,9.0,114.35862303964753,True,128,3884.601546631811
53,2020-03-15,33.49635997974005,-5.114981511900978,71.6541656928305,24.0,7.185294356455553,10.082559669154506,37.85264518575137,3.9663704609002677,73.25621587364094,2020-05-28,23.0,114.35862303964753,True,128,3884.601546631811
54,2020-03-16,40.052004916896735,0.4477785974601519,78.8269227734906,24.0,8.365599123944683,11.600709509977545,44.00040927598321,7.3823527864249865,79.57952284682119,2020-05-28,22.0,114.35862303964753,True,128,3884.601546631811
55,2020-03-17,40.73870605044161,5.325465063202661,81.93509199278287,26.0,9.712790222884008,13.313328377626778,46.77760224939775,8.591928750666447,86.71941283512773,2020-05-28,24.0,114.35862303964753,True,128,3884.601546631811
56,2020-03-18,47.33929421524837,11.00285215901068,87.21901779610089,31.0,11.246723345367032,15.24104273464502,51.96846619914723,15.591248483879468,91.6331267207841,2020-05-28,29.0,114.35862303964753,True,128,3884.601546631811
57,2020-03-19,49.336088274386164,9.978390510975773,89.70612269648758,31.0,12.989166035290689,17.406206130606034,52.00621039768974,14.188139784168037,87.94287812567582,2020-05-28,29.0,114.35862303964753,True,128,3884.601546631811
58,2020-03-20,51.41357127602004,13.634525220450895,88.95448703353672,38.0,14.963933307282437,19.833000287269265,58.92835867414959,19.46155120961502,94.8379955568496,2020-05-28,36.0,114.35862303964753,True,128,3884.601546631811
59,2020-03-21,56.87468552157298,20.930608591765917,94.85248308722507,47.0,17.19702764503897,22.547537977975868,64.76390761386007,25.293016423464028,100.12123301477259,2020-05-28,42.0,114.35862303964753,True,128,3884.601546631811
60,2020-03-22,56.98463970149468,17.774514544878308,94.9768550596816,67.0,19.716782774148914,25.577967192968035,62.45259469980555,25.214438818720158,98.50952187846231,2020-05-28,62.0,114.35862303964753,True,128,3884.601546631811
61,2020-03-23,65.24426283078807,28.189298777683913,101.90531008199741,79.0,22.554010447603595,28.954575988440343,70.27204834749796,30.42702196212964,108.12003634066127,2020-05-28,74.0,114.35862303964753,True,128,3884.601546631811
62,2020-03-24,67.75488890464828,31.801147472300563,106.80842645736496,86.0,25.742149303416586,32.70989731304623,74.83071834857783,36.88144159033868,113.59407221623997,2020-05-28,78.0,114.35862303964753,True,128,3884.601546631811
63,2020-03-25,76.30723516676605,38.58261347249265,113.55022141126439,99.0,29.31741465137019,36.87881299081639,81.91951545821956,42.185907569941286,120.60865546412207,2020-05-28,90.0,114.35862303964753,True,128,3884.601546631811
64,2020-03-26,80.39194047311983,43.336183384443046,118.34736452317327,105.0,33.31894781834124,41.49865591364758,83.97864525534193,46.50799241148981,120.95060727891668,2020-05-28,96.0,114.35862303964753,True,128,3884.601546631811
65,2020-03-27,84.70225192681391,47.4522748487423,122.01079121656562,119.0,37.788963427651005,46.609309359495995,93.05296013587287,55.97842839819609,130.15063466040164,2020-05-28,108.0,114.35862303964753,True,128,3884.601546631811
66,2020-03-28,92.55032830020747,53.724828892517436,129.56028753734088,130.0,42.772892706542926,52.253302204171305,101.17912018307494,64.84375887932795,140.8462490622884,2020-05-28,112.0,114.35862303964753,True,128,3884.601546631811
67,2020-03-29,95.2110528301029,59.24936814842382,135.54968094891396,142.0,48.31952060686772,58.47589863544583,101.30486191674517,61.7098636578905,139.21176933817424,2020-05-28,115.0,114.35862303964753,True,128,3884.601546631811
68,2020-03-30,106.19538962421808,69.20002357770376,142.0039038654421,162.0,54.48111418771467,65.32518080866232,111.71614528413252,71.84952065998274,151.19441734215562,2020-05-28,135.0,114.35862303964753,True,128,3884.601546631811
69,2020-03-31,111.61526687965114,73.70298156671048,147.72108830050118,175.0,61.31353934637366,72.85212270412612,119.03007912768967,80.62248739424115,158.75312539174615,2020-05-28,135.0,114.35862303964753,True,128,3884.601546631811
70,2020-04-01,123.27244905709507,85.16547959499782,161.23164572054748,190.0,68.87636259811177,81.11065325975471,129.04655123084154,90.77758806136461,168.078626028965,2020-05-28,144.0,114.35862303964753,True,128,3884.601546631811
71,2020-04-02,130.66906376243512,95.20337964021523,170.43402593089385,195.0,77.23293419971776,90.15770665973078,134.21504851338645,99.48119123647,171.27326667774807,2020-05-28,139.0,114.35862303964753,True,128,3884.601546631811
72,2020-04-03,138.51027043938797,102.36302356085214,175.83780001579973,207.0,86.45044849225862,100.05325746389951,146.58999037689665,110.26102792199464,184.01559215307898,2020-05-28,140.0,114.35862303964753,True,128,3884.601546631811
73,2020-04-04,150.12053849368553,113.74545220740201,191.24759524953436,219.0,96.59997691271516,110.86033806673176,158.2178653009024,121.61007330893145,194.45691894688548,2020-05-28,145.0,114.35862303964753,True,128,3884.601546631811
74,2020-04-05,156.78742629440524,117.27602229977856,196.72059130681922,222.0,107.75646870221216,122.64503578301674,162.0564686741596,123.03584796400786,200.16929527916471,2020-05-28,138.0,114.35862303964753,True,128,3884.601546631811
75,2020-04-06,172.03489403762342,131.98046062477349,207.69436517397904,226.0,119.99871393322874,135.4764666751289,176.4020125352607,138.42361036269517,213.10141632771033,2020-05-28,132.0,114.35862303964753,True,128,3884.601546631811
76,2020-04-07,181.9881324285371,144.97374033356235,218.80675110899816,237.0,133.40926310526746,149.426723069778,187.88200448715256,147.12876492198362,224.26554567912933,2020-05-28,130.0,114.35862303964753,True,128,3884.601546631811
77,2020-04-08,198.46236791880244,161.36352779194047,237.134999182668,244.0,148.0742972370118,164.57079156767995,202.30682304956605,167.62009578361588,239.98834144717,2020-05-28,129.0,114.35862303964753,True,128,3884.601546631811
78,2020-04-09,210.9733087409644,172.11438679368248,247.54468638790024,250.0,164.08344213545098,180.98643823571524,212.1364730994971,175.49731419692523,250.16646924511699,2020-05-28,125.0,114.35862303964753,True,128,3884.601546631811
79,2020-04-10,224.23971745041104,186.66173685062932,262.70735230862556,265.0,181.52952037465369,198.7540575970753,229.4358436729766,188.7738188019488,267.5146283690153,2020-05-28,126.0,114.35862303964753,True,128,3884.601546631811
80,2020-04-11,241.59957590890176,204.526571368405,277.04069013498315,278.0,200.50823449796067,217.95648201085345,246.26175720684162,207.70010417317934,282.1618369137906,2020-05-28,124.0,114.35862303964753,True,128,3884.601546631811
81,2020-04-12,254.35373268922848,216.43886090543663,290.464510577846,280.0,221.11777509935672,238.67874806965466,255.58210737582473,220.13859589387894,296.7240714864976,2020-05-28,107.0,114.35862303964753,True,128,3884.601546631811
82,2020-04-13,276.0397037366547,238.09644323404524,310.6726632986511,291.0,243.4583477769106,261.00781675396405,276.214000041502,236.23731654281806,313.99036881877475,2020-05-28,111.0,114.35862303964753,True,128,3884.601546631811
83,2020-04-14,292.79449083134506,253.88390520443016,329.6113500110381,299.0,267.63161351887135,285.03224427762007,294.3445723814823,255.2704345514311,331.2974244816972,2020-05-28,114.0,114.35862303964753,True,128,3884.601546631811
84,2020-04-15,316.44495359093264,280.2483478709256,354.31811259172866,314.0,293.7400379164993,310.84180085234095,315.7972438773471,279.4762923082185,355.2288664218054,2020-05-28,122.0,114.35862303964753,True,128,3884.601546631811
85,2020-04-16,336.51747168301813,298.2077424769015,372.60754827188987,335.0,321.88614573013416,338.5270350031413,333.0443531135403,297.4904180986568,370.9062502715013,2020-05-28,139.0,114.35862303964753,True,128,3884.601546631811
86,2020-04-17,359.0798590112054,322.3051241879214,395.5030124346647,342.0,352.17167879513005,368.178781592114,359.92831348216714,323.7650214356321,394.99565581502793,2020-05-28,142.0,114.35862303964753,True,128,3884.601546631811
87,2020-04-18,386.30362575712627,350.70766710690725,424.3660665075244,350.0,384.6966570637548,399.88761236543684,386.96238652187776,349.1733344396692,422.61877757089337,2020-05-28,136.0,114.35862303964753,True,128,3884.601546631811
88,2020-04-19,409.5067026222471,371.9944377998425,446.7268090757185,367.0,419.55834474932675,433.7432286353698,407.1368170974907,368.82281995393384,443.740006017181,2020-05-28,144.0,114.35862303964753,True,128,3884.601546631811
89,2020-04-20,442.2407721116124,405.2682222254945,477.8238637009174,377.0,456.8501260674376,469.83379665011955,438.777955011392,398.68385077847455,476.3342715012461,2020-05-28,137.0,114.35862303964753,True,128,3884.601546631811
90,2020-04-21,473.970681197091,437.07949954092646,512.0188489457357,412.0,496.6602979365879,508.24522729046254,472.14877867505595,432.75579858014504,508.2156813737058,2020-05-28,165.0,114.35862303964753,True,128,3884.601546631811
91,2020-04-22,513.6251781963175,474.64229724051523,554.2905823567157,442.0,539.0707901668711,549.060402958694,509.9147400856877,470.30709207001524,548.71284063282,2020-05-28,183.0,114.35862303964753,True,128,3884.601546631811
92,2020-04-23,550.7568472930063,512.9214926553674,587.079348737482,479.0,584.1558270669353,592.3583558826662,544.5774575415735,509.03700670644,583.8909384745166,2020-05-28,216.0,114.35862303964753,True,128,3884.601546631811
93,2020-04-24,590.113362005851,547.6032767773215,627.4636029396178,545.0,631.9805479471901,638.213403528522,588.2357602882043,548.7453457543173,623.8101244607267,2020-05-28,276.0,114.35862303964753,True,128,3884.601546631811
94,2020-04-25,639.6228869690668,601.9567221145082,676.6920053532639,614.0,682.5996075755269,686.6942483758668,638.1033750465141,598.6699609348781,675.1202222866295,2020-05-28,331.0,114.35862303964753,True,128,3884.601546631811
95,2020-04-26,686.5720034267631,648.0975607875243,723.1709186594155,671.0,736.0557811094546,737.8630509262297,682.6444194449997,647.7865885159058,720.5797657700473,2020-05-28,379.0,114.35862303964753,True,128,3884.601546631811
96,2020-04-27,744.507294256765,704.1918694070482,781.6449323275119,736.0,792.3786012214856,791.7744864492952,740.1811948865861,701.8638003513481,775.6454309501262,2020-05-28,443.0,114.35862303964753,True,128,3884.601546631811
97,2020-04-28,799.5544037919566,761.0145102704059,836.150339642873,823.0,851.5830578712173,848.4747975731135,797.3443949803564,760.9346788140787,835.2203922968802,2020-05-28,518.0,114.35862303964753,True,128,3884.601546631811
98,2020-04-29,867.3249510224746,830.2681279160665,907.4993186115665,882.0,913.6683932663174,908.0008563387215,865.1363126940194,830.2154055192985,903.6040168963858,2020-05-28,558.0,114.35862303964753,True,128,3884.601546631811
99,2020-04-30,933.8633178793623,897.1115123472823,971.5695698559213,933.0,978.617025804302,970.3792507047068,931.3034443221025,894.6301013354205,968.1371357643372,2020-05-28,590.0,114.35862303964753,True,128,3884.601546631811
100,2020-05-01,1003.793781034002,965.7327345856377,1043.4656246004542,1024.0,1046.3936370188667,1035.6254116374553,1007.8096187434867,971.7759203208973,1046.3308982071428,2020-05-28,659.0,114.35862303964753,True,128,3884.601546631811
101,2020-05-02,1080.3172783590644,1045.9402727449735,1118.110459821895,1115.0,1116.9444546162747,1103.7427977906884,1086.5629187431678,1047.655640672488,1124.4329275488492,2020-05-28,738.0,114.35862303964753,True,128,3884.601546631811
102,2020-05-03,1156.6211309298187,1119.043091557008,1195.2567922094595,1182.0,1190.1967624672484,1174.7221552971962,1160.3320760920553,1121.603074030878,1199.9548297147157,2020-05-28,801.0,114.35862303964753,True,128,3884.601546631811
103,2020-05-04,1244.1049897502276,1204.8720176228528,1282.8015280164238,1271.0,1266.0586648608505,1248.5408703049047,1247.1718652139825,1210.2320351962594,1283.4466618158551,2020-05-28,846.0,114.35862303964753,True,128,3884.601546631811
104,2020-05-05,1328.6105027973401,1288.1098651785596,1366.89628326126,1329.0,1344.4191274381224,1325.162431535567,1333.4156172873077,1297.3993876271495,1369.7968535072055,2020-05-28,848.0,114.35862303964753,True,128,3884.601546631811
105,2020-05-06,1421.617044235251,1384.4640041890962,1458.8699249258648,1433.0,1425.1483110887757,1404.5360192867217,1424.527963474544,1387.7872934037593,1459.4297140517774,2020-05-28,928.0,114.35862303964753,True,128,3884.601546631811
106,2020-05-07,1512.254365380871,1470.3154469684116,1549.4712980059712,1492.0,1508.0982078763132,1486.5962359115117,1512.574409008681,1477.9368792741664,1550.3240571901972,2020-05-28,917.0,114.35862303964753,True,128,3884.601546631811
