,Report_Date,Ireland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,90.71864606515005,18475.30843766849,False,1,0.8267889228821045,36950.61687533699
1,2020-01-23,0,90.71864606515005,18475.30843766849,False,2,0.9315893845705976,36950.61687533699
2,2020-01-24,0,90.71864606515005,18475.30843766849,False,3,1.0496735568362978,36950.61687533699
3,2020-01-25,0,90.71864606515005,18475.30843766849,False,4,1.1827250802120899,36950.61687533699
4,2020-01-26,0,90.71864606515005,18475.30843766849,False,5,1.3326409603994882,36950.61687533699
5,2020-01-27,0,90.71864606515005,18475.30843766849,False,6,1.5015586003145351,36950.61687533699
6,2020-01-28,0,90.71864606515005,18475.30843766849,False,7,1.691886254933531,36950.61687533699
7,2020-01-29,0,90.71864606515005,18475.30843766849,False,8,1.9063373417964298,36950.61687533699
8,2020-01-30,0,90.71864606515005,18475.30843766849,False,9,2.1479690946213403,36950.61687533699
9,2020-01-31,0,90.71864606515005,18475.30843766849,False,10,2.4202261089260997,36950.61687533699
10,2020-02-01,0,90.71864606515005,18475.30843766849,False,11,2.7269893976904362,36950.61687533699
11,2020-02-02,0,90.71864606515005,18475.30843766849,False,12,3.072631652875116,36950.61687533699
12,2020-02-03,0,90.71864606515005,18475.30843766849,False,13,3.462079496106557,36950.61687533699
13,2020-02-04,0,90.71864606515005,18475.30843766849,False,14,3.9008836002270795,36950.61687533699
14,2020-02-05,0,90.71864606515005,18475.30843766849,False,15,4.395297674032369,36950.61687533699
15,2020-02-06,0,90.71864606515005,18475.30843766849,False,16,4.952367426854006,36950.61687533699
16,2020-02-07,0,90.71864606515005,18475.30843766849,False,17,5.580030769351816,36950.61687533699
17,2020-02-08,0,90.71864606515005,18475.30843766849,False,18,6.28723066380188,36950.61687533699
18,2020-02-09,0,90.71864606515005,18475.30843766849,False,19,7.084042213350209,36950.61687533699
19,2020-02-10,0,90.71864606515005,18475.30843766849,False,20,7.981815777422605,36950.61687533699
20,2020-02-11,0,90.71864606515005,18475.30843766849,False,21,8.993338122253787,36950.61687533699
21,2020-02-12,0,90.71864606515005,18475.30843766849,False,22,10.133013864101484,36950.61687533699
22,2020-02-13,0,90.71864606515005,18475.30843766849,False,23,11.417069741200365,36950.61687533699
23,2020-02-14,0,90.71864606515005,18475.30843766849,False,24,12.86378456223981,36950.61687533699
24,2020-02-15,0,90.71864606515005,18475.30843766849,False,25,14.493748027778942,36950.61687533699
25,2020-02-16,0,90.71864606515005,18475.30843766849,False,26,16.330152010521036,36950.61687533699
26,2020-02-17,0,90.71864606515005,18475.30843766849,False,27,18.39911831505205,36950.61687533699
27,2020-02-18,0,90.71864606515005,18475.30843766849,False,28,20.730067422110565,36950.61687533699
28,2020-02-19,0,90.71864606515005,18475.30843766849,False,29,23.35613326158782,36950.61687533699
29,2020-02-20,0,90.71864606515005,18475.30843766849,False,30,26.314629657392416,36950.61687533699
30,2020-02-21,0,90.71864606515005,18475.30843766849,False,31,29.647574751362324,36950.61687533699
31,2020-02-22,0,90.71864606515005,18475.30843766849,False,32,33.40228044795328,36950.61687533699
32,2020-02-23,0,90.71864606515005,18475.30843766849,False,33,37.63201473178494,36950.61687533699
33,2020-02-24,0,90.71864606515005,18475.30843766849,False,34,42.396745601320866,36950.61687533699
34,2020-02-25,0,90.71864606515005,18475.30843766849,False,35,47.76397633846717,36950.61687533699
35,2020-02-26,0,90.71864606515005,18475.30843766849,False,36,53.80968289923962,36950.61687533699
36,2020-02-27,0,90.71864606515005,18475.30843766849,False,37,60.61936536697254,36950.61687533699
37,2020-02-28,0,90.71864606515005,18475.30843766849,False,38,68.28922665683695,36950.61687533699
38,2020-02-29,1,90.71864606515005,18475.30843766849,False,39,76.92749299575748,36950.61687533699
39,2020-03-01,1,90.71864606515005,18475.30843766849,False,40,86.65589211818231,36950.61687533699
40,2020-03-02,1,90.71864606515005,18475.30843766849,False,41,97.6113066031022,36950.61687533699
41,2020-03-03,2,90.71864606515005,18475.30843766849,False,42,109.94762131152369,36950.61687533699
42,2020-03-04,6,90.71864606515005,18475.30843766849,False,43,123.83778543702118,36950.61687533699
43,2020-03-05,6,90.71864606515005,18475.30843766849,False,44,139.47611121342115,36950.61687533699
44,2020-03-06,18,90.71864606515005,18475.30843766849,False,45,157.08083277558976,36950.61687533699
45,2020-03-07,18,90.71864606515005,18475.30843766849,False,46,176.89694996395383,36950.61687533699
46,2020-03-08,19,90.71864606515005,18475.30843766849,False,47,199.19938289743675,36950.61687533699
47,2020-03-09,21,90.71864606515005,18475.30843766849,False,48,224.296463777593,36950.61687533699
48,2020-03-10,34,90.71864606515005,18475.30843766849,False,49,252.53379245377326,36950.61687533699
49,2020-03-11,43,90.71864606515005,18475.30843766849,False,50,284.2984815512175,36950.61687533699
50,2020-03-12,43,90.71864606515005,18475.30843766849,False,51,320.0238151576902,36950.61687533699
51,2020-03-13,90,90.71864606515005,18475.30843766849,False,52,360.19434182485537,36950.61687533699
52,2020-03-14,129,90.71864606515005,18475.30843766849,False,53,405.3514175285243,36950.61687533699
53,2020-03-15,129,90.71864606515005,18475.30843766849,False,54,456.09920670880956,36950.61687533699
54,2020-03-16,169,90.71864606515005,18475.30843766849,False,55,513.1111389257297,36950.61687533699
55,2020-03-17,223,90.71864606515005,18475.30843766849,False,56,577.1368042405833,36950.61687533699
56,2020-03-18,292,90.71864606515005,18475.30843766849,False,57,649.0092512557193,36950.61687533699
57,2020-03-19,557,90.71864606515005,18475.30843766849,False,58,729.6526267638463,36950.61687533699
58,2020-03-20,683,90.71864606515005,18475.30843766849,False,59,820.0900639908217,36950.61687533699
59,2020-03-21,785,90.71864606515005,18475.30843766849,False,60,921.4516861751721,36950.61687533699
60,2020-03-22,906,90.71864606515005,18475.30843766849,False,61,1034.9825423702766,36950.61687533699
61,2020-03-23,1125,90.71864606515005,18475.30843766849,False,62,1162.0502315687704,36950.61687533699
62,2020-03-24,1329,90.71864606515005,18475.30843766849,False,63,1304.151898387432,36950.61687533699
63,2020-03-25,1564,90.71864606515005,18475.30843766849,False,64,1462.9201978352814,36950.61687533699
64,2020-03-26,1819,90.71864606515005,18475.30843766849,False,65,1640.127727987369,36950.61687533699
65,2020-03-27,2121,90.71864606515005,18475.30843766849,False,66,1837.6893185997176,36950.61687533699
66,2020-03-28,2415,90.71864606515005,18475.30843766849,False,67,2057.6614432435813,36950.61687533699
67,2020-03-29,2615,90.71864606515005,18475.30843766849,False,68,2302.2378969459396,36950.61687533699
68,2020-03-30,2910,90.71864606515005,18475.30843766849,False,69,2573.740757950951,36950.61687533699
69,2020-03-31,3235,90.71864606515005,18475.30843766849,False,70,2874.6055419783015,36950.61687533699
70,2020-04-01,3447,90.71864606515005,18475.30843766849,False,71,3207.359375424214,36950.61687533699
71,2020-04-02,3849,90.71864606515005,18475.30843766849,False,72,3574.590980268844,36950.61687533699
72,2020-04-03,4273,90.71864606515005,18475.30843766849,False,73,3978.911302802565,36950.61687533699
73,2020-04-04,4604,90.71864606515005,18475.30843766849,False,74,4422.90375964097,36950.61687533699
74,2020-04-05,4994,90.71864606515005,18475.30843766849,False,75,4909.063349293096,36950.61687533699
75,2020-04-06,5364,90.71864606515005,18475.30843766849,False,76,5439.724316439974,36950.61687533699
76,2020-04-07,5709,90.71864606515005,18475.30843766849,False,77,6016.976683955184,36950.61687533699
77,2020-04-08,6074,90.71864606515005,18475.30843766849,False,78,6642.572796785812,36950.61687533699
78,2020-04-09,6574,90.71864606515005,18475.30843766849,False,79,7317.826043261142,36950.61687533699
79,2020-04-10,8089,90.71864606515005,18475.30843766849,False,80,8043.505094252476,36950.61687533699
80,2020-04-11,8928,90.71864606515005,18475.30843766849,False,81,8819.72825191848,36950.61687533699
81,2020-04-12,9655,90.71864606515005,18475.30843766849,False,82,9645.863708341149,36950.61687533699
82,2020-04-13,10647,90.71864606515005,18475.30843766849,False,83,10520.442521174347,36950.61687533699
83,2020-04-14,11479,90.71864606515005,18475.30843766849,False,84,11441.091731632927,36950.61687533699
84,2020-04-15,12547,90.71864606515005,18475.30843766849,False,85,12404.495088239892,36950.61687533699
