,Report_Date,Saint Kitts and Nevis_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,74.22216830664206,8.35899610361069,True,1,0.00019522901594976456,16.077500821832
1,2020-01-23,0,74.22216830664206,8.35899610361069,True,2,0.0002279863431528816,16.077500821832
2,2020-01-24,0,74.22216830664206,8.35899610361069,True,3,0.00026623990969057274,16.077500821832
3,2020-01-25,0,74.22216830664206,8.35899610361069,True,4,0.000310911878830598,16.077500821832
4,2020-01-26,0,74.22216830664206,8.35899610361069,True,5,0.0003630791235235314,16.077500821832
5,2020-01-27,0,74.22216830664206,8.35899610361069,True,6,0.0004239991775575806,16.077500821832
6,2020-01-28,0,74.22216830664206,8.35899610361069,True,7,0.000495140538253644,16.077500821832
7,2020-01-29,0,74.22216830664206,8.35899610361069,True,8,0.0005782180498180504,16.077500821832
8,2020-01-30,0,74.22216830664206,8.35899610361069,True,9,0.0006752342184341237,16.077500821832
9,2020-01-31,0,74.22216830664206,8.35899610361069,True,10,0.0007885274524651612,16.077500821832
10,2020-02-01,0,74.22216830664206,8.35899610361069,True,11,0.0009208283871217773,16.077500821832
11,2020-02-02,0,74.22216830664206,8.35899610361069,True,12,0.001075325646522875,16.077500821832
12,2020-02-03,0,74.22216830664206,8.35899610361069,True,13,0.0012557426217898128,16.077500821832
13,2020-02-04,0,74.22216830664206,8.35899610361069,True,14,0.001466427106923565,16.077500821832
14,2020-02-05,0,74.22216830664206,8.35899610361069,True,15,0.001712455940828689,16.077500821832
15,2020-02-06,0,74.22216830664206,8.35899610361069,True,16,0.00199975716103142,16.077500821832
16,2020-02-07,0,74.22216830664206,8.35899610361069,True,17,0.0023352525905588045,16.077500821832
17,2020-02-08,0,74.22216830664206,8.35899610361069,True,18,0.002727024263522666,16.077500821832
18,2020-02-09,0,74.22216830664206,8.35899610361069,True,19,0.0031845086580312345,16.077500821832
19,2020-02-10,0,74.22216830664206,8.35899610361069,True,20,0.003718723359582676,16.077500821832
20,2020-02-11,0,74.22216830664206,8.35899610361069,True,21,0.004342531538326473,16.077500821832
21,2020-02-12,0,74.22216830664206,8.35899610361069,True,22,0.005070950505752395,16.077500821832
22,2020-02-13,0,74.22216830664206,8.35899610361069,True,23,0.005921511638910514,16.077500821832
23,2020-02-14,0,74.22216830664206,8.35899610361069,True,24,0.006914680143965532,16.077500821832
24,2020-02-15,0,74.22216830664206,8.35899610361069,True,25,0.008074344499022279,16.077500821832
25,2020-02-16,0,74.22216830664206,8.35899610361069,True,26,0.009428386994556885,16.077500821832
26,2020-02-17,0,74.22216830664206,8.35899610361069,True,27,0.011009348606777597,16.077500821832
27,2020-02-18,0,74.22216830664206,8.35899610361069,True,28,0.0128552035254129,16.077500821832
28,2020-02-19,0,74.22216830664206,8.35899610361069,True,29,0.015010261045134428,16.077500821832
29,2020-02-20,0,74.22216830664206,8.35899610361069,True,30,0.01752621525228974,16.077500821832
30,2020-02-21,0,74.22216830664206,8.35899610361069,True,31,0.02046336602847455,16.077500821832
31,2020-02-22,0,74.22216830664206,8.35899610361069,True,32,0.023892038379513817,16.077500821832
32,2020-02-23,0,74.22216830664206,8.35899610361069,True,33,0.027894231006249035,16.077500821832
33,2020-02-24,0,74.22216830664206,8.35899610361069,True,34,0.032565529374690295,16.077500821832
