,Report_Date,Saint Kitts and Nevis_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,74.22216830664206,8.35899610361069,True,35,0.038017323312102655,16.077500821832
35,2020-02-26,0,74.22216830664206,8.35899610361069,True,36,0.04437937431919117,16.077500821832
36,2020-02-27,0,74.22216830664206,8.35899610361069,True,37,0.051802783272150724,16.077500821832
37,2020-02-28,0,74.22216830664206,8.35899610361069,True,38,0.060463414857564235,16.077500821832
38,2020-02-29,0,74.22216830664206,8.35899610361069,True,39,0.07056584071879982,16.077500821832
39,2020-03-01,0,74.22216830664206,8.35899610361069,True,40,0.08234786855735066,16.077500821832
40,2020-03-02,0,74.22216830664206,8.35899610361069,True,41,0.09608572882714458,16.077500821832
41,2020-03-03,0,74.22216830664206,8.35899610361069,True,42,0.11209999346583785,16.077500821832
42,2020-03-04,0,74.22216830664206,8.35899610361069,True,43,0.13076230131447952,16.077500821832
43,2020-03-05,0,74.22216830664206,8.35899610361069,True,44,0.15250296109327152,16.077500821832
44,2020-03-06,0,74.22216830664206,8.35899610361069,True,45,0.17781949314152434,16.077500821832
45,2020-03-07,0,74.22216830664206,8.35899610361069,True,46,0.20728615308791482,16.077500821832
46,2020-03-08,0,74.22216830664206,8.35899610361069,True,47,0.24156445092191312,16.077500821832
47,2020-03-09,0,74.22216830664206,8.35899610361069,True,48,0.2814146334082797,16.077500821832
48,2020-03-10,0,74.22216830664206,8.35899610361069,True,49,0.327708031209524,16.077500821832
49,2020-03-11,0,74.22216830664206,8.35899610361069,True,50,0.38144007814628195,16.077500821832
50,2020-03-12,0,74.22216830664206,8.35899610361069,True,51,0.44374368139474285,16.077500821832
51,2020-03-13,0,74.22216830664206,8.35899610361069,True,52,0.5159024500284638,16.077500821832
52,2020-03-14,0,74.22216830664206,8.35899610361069,True,53,0.5993630670512984,16.077500821832
53,2020-03-15,0,74.22216830664206,8.35899610361069,True,54,0.6957458100611202,16.077500821832
54,2020-03-16,0,74.22216830664206,8.35899610361069,True,55,0.8068518844016882,16.077500821832
55,2020-03-17,0,74.22216830664206,8.35899610361069,True,56,0.9346658331716873,16.077500821832
56,2020-03-18,0,74.22216830664206,8.35899610361069,True,57,1.0813508450610922,16.077500821832
57,2020-03-19,0,74.22216830664206,8.35899610361069,True,58,1.2492343252855143,16.077500821832
58,2020-03-20,0,74.22216830664206,8.35899610361069,True,59,1.4407806830497603,16.077500821832
59,2020-03-21,0,74.22216830664206,8.35899610361069,True,60,1.6585480090533444,16.077500821832
60,2020-03-22,0,74.22216830664206,8.35899610361069,True,61,1.9051252937989362,16.077500821832
61,2020-03-23,0,74.22216830664206,8.35899610361069,True,62,2.1830472338256373,16.077500821832
62,2020-03-24,0,74.22216830664206,8.35899610361069,True,63,2.494684675530295,16.077500821832
63,2020-03-25,2,74.22216830664206,8.35899610361069,True,64,2.8421105381763785,16.077500821832
64,2020-03-26,2,74.22216830664206,8.35899610361069,True,65,3.2269437667091365,16.077500821832
65,2020-03-27,2,74.22216830664206,8.35899610361069,True,66,3.65017748831494,16.077500821832
66,2020-03-28,2,74.22216830664206,8.35899610361069,True,67,4.112001862280136,16.077500821832
67,2020-03-29,2,74.22216830664206,8.35899610361069,True,68,4.61163660143465,16.077500821832
68,2020-03-30,7,74.22216830664206,8.35899610361069,True,69,5.147191962635036,16.077500821832
69,2020-03-31,8,74.22216830664206,8.35899610361069,True,70,5.71557906165467,16.077500821832
70,2020-04-01,8,74.22216830664206,8.35899610361069,True,71,6.312489535369337,16.077500821832
71,2020-04-02,9,74.22216830664206,8.35899610361069,True,72,6.932460025916574,16.077500821832
72,2020-04-03,9,74.22216830664206,8.35899610361069,True,73,7.569028568559742,16.077500821832
73,2020-04-04,9,74.22216830664206,8.35899610361069,True,74,8.214978589609585,16.077500821832
74,2020-04-05,10,74.22216830664206,8.35899610361069,True,75,8.86265374193117,16.077500821832
75,2020-04-06,10,74.22216830664206,8.35899610361069,True,76,9.50431576816883,16.077500821832
76,2020-04-07,11,74.22216830664206,8.35899610361069,True,77,10.132510516036344,16.077500821832
77,2020-04-08,11,74.22216830664206,8.35899610361069,True,78,10.74040586266431,16.077500821832
78,2020-04-09,11,74.22216830664206,8.35899610361069,True,79,11.322069978728598,16.077500821832
79,2020-04-10,12,74.22216830664206,8.35899610361069,True,80,11.872667917790052,16.077500821832
80,2020-04-11,12,74.22216830664206,8.35899610361069,True,81,12.388566686298155,16.077500821832
81,2020-04-12,12,74.22216830664206,8.35899610361069,True,82,12.867351099431579,16.077500821832
82,2020-04-13,12,74.22216830664206,8.35899610361069,True,83,13.307762616418266,16.077500821832
83,2020-04-14,14,74.22216830664206,8.35899610361069,True,84,13.709579643985403,16.077500821832
84,2020-04-15,14,74.22216830664206,8.35899610361069,True,85,14.073460210782683,16.077500821832
