,Report_Date,Guyana_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,96.70027522894478,74.90917247271115,True,1,0.17054513054675904,142.18534668293074
1,2020-01-23,0,0,96.70027522894478,74.90917247271115,True,2,0.18304493792583712,142.18534668293074
2,2020-01-24,0,0,96.70027522894478,74.90917247271115,True,3,0.19645969411161596,142.18534668293074
3,2020-01-25,0,0,96.70027522894478,74.90917247271115,True,4,0.2108561879181624,142.18534668293074
4,2020-01-26,0,0,96.70027522894478,74.90917247271115,True,5,0.22630605580979266,142.18534668293074
5,2020-01-27,0,0,96.70027522894478,74.90917247271115,True,6,0.24288612953478517,142.18534668293074
6,2020-01-28,0,0,96.70027522894478,74.90917247271115,True,7,0.2606788080463794,142.18534668293074
7,2020-01-29,0,0,96.70027522894478,74.90917247271115,True,8,0.2797724553094732,142.18534668293074
8,2020-01-30,0,0,96.70027522894478,74.90917247271115,True,9,0.3002618256812742,142.18534668293074
9,2020-01-31,0,0,96.70027522894478,74.90917247271115,True,10,0.3222485186465504,142.18534668293074
10,2020-02-01,0,0,96.70027522894478,74.90917247271115,True,11,0.34584146478264577,142.18534668293074
11,2020-02-02,0,0,96.70027522894478,74.90917247271115,True,12,0.3711574449255766,142.18534668293074
12,2020-02-03,0,0,96.70027522894478,74.90917247271115,True,13,0.3983216446056504,142.18534668293074
13,2020-02-04,0,0,96.70027522894478,74.90917247271115,True,14,0.4274682459183539,142.18534668293074
14,2020-02-05,0,0,96.70027522894478,74.90917247271115,True,15,0.45874105909276686,142.18534668293074
15,2020-02-06,0,0,96.70027522894478,74.90917247271115,True,16,0.4922941961142765,142.18534668293074
16,2020-02-07,0,0,96.70027522894478,74.90917247271115,True,17,0.5282927888494899,142.18534668293074
17,2020-02-08,0,0,96.70027522894478,74.90917247271115,True,18,0.5669137542072382,142.18534668293074
18,2020-02-09,0,0,96.70027522894478,74.90917247271115,True,19,0.6083466089484488,142.18534668293074
19,2020-02-10,0,0,96.70027522894478,74.90917247271115,True,20,0.652794336827026,142.18534668293074
20,2020-02-11,0,0,96.70027522894478,74.90917247271115,True,21,0.7004743108009371,142.18534668293074
21,2020-02-12,0,0,96.70027522894478,74.90917247271115,True,22,0.7516192730941826,142.18534668293074
22,2020-02-13,0,0,96.70027522894478,74.90917247271115,True,23,0.8064783759124213,142.18534668293074
23,2020-02-14,0,0,96.70027522894478,74.90917247271115,True,24,0.8653182856133195,142.18534668293074
24,2020-02-15,0,0,96.70027522894478,74.90917247271115,True,25,0.928424353102088,142.18534668293074
25,2020-02-16,0,0,96.70027522894478,74.90917247271115,True,26,0.9961018531573096,142.18534668293074
26,2020-02-17,0,0,96.70027522894478,74.90917247271115,True,27,1.0686772952852983,142.18534668293074
27,2020-02-18,0,0,96.70027522894478,74.90917247271115,True,28,1.1464998085452154,142.18534668293074
28,2020-02-19,0,0,96.70027522894478,74.90917247271115,True,29,1.22994260257322,142.18534668293074
29,2020-02-20,0,0,96.70027522894478,74.90917247271115,True,30,1.3194045067521678,142.18534668293074
30,2020-02-21,0,0,96.70027522894478,74.90917247271115,True,31,1.4153115891125898,142.18534668293074
31,2020-02-22,0,0,96.70027522894478,74.90917247271115,True,32,1.5181188560983085,142.18534668293074
32,2020-02-23,0,0,96.70027522894478,74.90917247271115,True,33,1.628312033771952,142.18534668293074
33,2020-02-24,0,0,96.70027522894478,74.90917247271115,True,34,1.7464094303561863,142.18534668293074
34,2020-02-25,0,0,96.70027522894478,74.90917247271115,True,35,1.872963879188205,142.18534668293074
35,2020-02-26,0,0,96.70027522894478,74.90917247271115,True,36,2.0085647601887935,142.18534668293074
36,2020-02-27,0,0,96.70027522894478,74.90917247271115,True,37,2.1538400967920466,142.18534668293074
37,2020-02-28,0,0,96.70027522894478,74.90917247271115,True,38,2.3094587239247506,142.18534668293074
38,2020-02-29,0,0,96.70027522894478,74.90917247271115,True,39,2.476132521040859,142.18534668293074
39,2020-03-01,0,0,96.70027522894478,74.90917247271115,True,40,2.654618702380037,142.18534668293074
40,2020-03-02,0,0,96.70027522894478,74.90917247271115,True,41,2.8457221545020532,142.18534668293074
41,2020-03-03,0,0,96.70027522894478,74.90917247271115,True,42,3.0502978087217967,142.18534668293074
42,2020-03-04,0,0,96.70027522894478,74.90917247271115,True,43,3.2692530333029177,142.18534668293074
43,2020-03-05,0,0,96.70027522894478,74.90917247271115,True,44,3.5035500271316695,142.18534668293074
44,2020-03-06,0,0,96.70027522894478,74.90917247271115,True,45,3.7542081930567934,142.18534668293074
45,2020-03-07,0,0,96.70027522894478,74.90917247271115,True,46,4.022306465118661,142.18534668293074
46,2020-03-08,0,0,96.70027522894478,74.90917247271115,True,47,4.308985559476423,142.18534668293074
47,2020-03-09,0,0,96.70027522894478,74.90917247271115,True,48,4.615450113955536,142.18534668293074
48,2020-03-10,0,0,96.70027522894478,74.90917247271115,True,49,4.942970675766179,142.18534668293074
49,2020-03-11,0,0,96.70027522894478,74.90917247271115,True,50,5.2928854910814405,142.18534668293074
50,2020-03-12,1,0,96.70027522894478,74.90917247271115,True,51,5.666602043820347,142.18534668293074
51,2020-03-13,1,0,96.70027522894478,74.90917247271115,True,52,6.065598284178207,142.18534668293074
52,2020-03-14,1,0,96.70027522894478,74.90917247271115,True,53,6.491423480227829,142.18534668293074
53,2020-03-15,4,3,96.70027522894478,74.90917247271115,True,54,6.945698618346892,142.18534668293074
54,2020-03-16,4,3,96.70027522894478,74.90917247271115,True,55,7.430116270404699,142.18534668293074
55,2020-03-17,7,6,96.70027522894478,74.90917247271115,True,56,7.946439837696177,142.18534668293074
56,2020-03-18,7,6,96.70027522894478,74.90917247271115,True,57,8.49650207371291,142.18534668293074
57,2020-03-19,7,6,96.70027522894478,74.90917247271115,True,58,9.082202780207263,142.18534668293074
58,2020-03-20,7,6,96.70027522894478,74.90917247271115,True,59,9.705505563906007,142.18534668293074
59,2020-03-21,7,6,96.70027522894478,74.90917247271115,True,60,10.368433534990483,142.18534668293074
60,2020-03-22,19,18,96.70027522894478,74.90917247271115,True,61,11.073063823471971,142.18534668293074
61,2020-03-23,20,19,96.70027522894478,74.90917247271115,True,62,11.821520786306172,142.18534668293074
62,2020-03-24,5,4,96.70027522894478,74.90917247271115,True,63,12.615967777032024,142.18534668293074
63,2020-03-25,5,4,96.70027522894478,74.90917247271115,True,64,13.458597351468732,142.18534668293074
64,2020-03-26,5,4,96.70027522894478,74.90917247271115,True,65,14.351619788203925,142.18534668293074
65,2020-03-27,5,4,96.70027522894478,74.90917247271115,True,66,15.297249811937922,142.18534668293074
66,2020-03-28,8,7,96.70027522894478,74.90917247271115,True,67,16.297691421928228,142.18534668293074
67,2020-03-29,8,7,96.70027522894478,74.90917247271115,True,68,17.355120747516438,142.18534668293074
68,2020-03-30,8,7,96.70027522894478,74.90917247271115,True,69,18.47166687869547,142.18534668293074
69,2020-03-31,12,10,96.70027522894478,74.90917247271115,True,70,19.649390652493892,142.18534668293074
70,2020-04-01,19,17,96.70027522894478,74.90917247271115,True,71,20.890261416087395,142.18534668293074
71,2020-04-02,19,15,96.70027522894478,74.90917247271115,True,72,22.196131835282365,142.18534668293074
72,2020-04-03,23,19,96.70027522894478,74.90917247271115,True,73,23.568710872376506,142.18534668293074
73,2020-04-04,23,19,96.70027522894478,74.90917247271115,True,74,25.009535120084028,142.18534668293074
74,2020-04-05,24,20,96.70027522894478,74.90917247271115,True,75,26.519938747504458,142.18534668293074
75,2020-04-06,31,19,96.70027522894478,74.90917247271115,True,76,28.101022388833872,142.18534668293074
76,2020-04-07,33,20,96.70027522894478,74.90917247271115,True,77,29.75362138394419,142.18534668293074
77,2020-04-08,37,23,96.70027522894478,74.90917247271115,True,78,31.478273859807626,142.18534668293074
78,2020-04-09,37,23,96.70027522894478,74.90917247271115,True,79,33.27518922014754,142.18534668293074
79,2020-04-10,37,23,96.70027522894478,74.90917247271115,True,80,35.14421768423793,142.18534668293074
80,2020-04-11,45,31,96.70027522894478,74.90917247271115,True,81,37.08482158054957,142.18534668293074
