,Report_Date,Guyana_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
81,2020-04-12,45,31,96.70027522894478,74.90917247271115,True,82,39.096049152704055,142.18534668293074
82,2020-04-13,45,31,96.70027522894478,74.90917247271115,True,83,41.176511669525716,142.18534668293074
83,2020-04-14,47,33,96.70027522894478,74.90917247271115,True,84,43.32436464352818,142.18534668293074
84,2020-04-15,55,41,96.70027522894478,74.90917247271115,True,85,45.53729394894323,142.18534668293074
85,2020-04-16,55,41,96.70027522894478,74.90917247271115,True,86,47.81250758807776,142.18534668293074
86,2020-04-17,63,48,96.70027522894478,74.90917247271115,True,87,50.146733781073195,142.18534668293074
87,2020-04-18,63,48,96.70027522894478,74.90917247271115,True,88,52.536225948072364,142.18534668293074
88,2020-04-19,65,49,96.70027522894478,74.90917247271115,True,89,54.97677501503091,142.18534668293074
89,2020-04-20,65,49,96.70027522894478,74.90917247271115,True,90,57.46372930741372,142.18534668293074
90,2020-04-21,66,50,96.70027522894478,74.90917247271115,True,91,59.9920221041816,142.18534668293074
91,2020-04-22,67,51,96.70027522894478,74.90917247271115,True,92,62.55620671404729,142.18534668293074
92,2020-04-23,70,54,96.70027522894478,74.90917247271115,True,93,65.15049871489425,142.18534668293074
93,2020-04-24,73,54,96.70027522894478,74.90917247271115,True,94,67.76882477473819,142.18534668293074
94,2020-04-25,73,54,96.70027522894478,74.90917247271115,True,95,70.40487725874388,142.18534668293074
95,2020-04-26,74,54,96.70027522894478,74.90917247271115,True,96,73.052173631856,142.18534668293074
96,2020-04-27,74,51,96.70027522894478,74.90917247271115,True,97,75.70411950039014,142.18534668293074
97,2020-04-28,74,51,96.70027522894478,74.90917247271115,True,98,78.35407400712421,142.18534668293074
98,2020-04-29,78,52,96.70027522894478,74.90917247271115,True,99,80.99541620993554,142.18534668293074
99,2020-04-30,82,51,96.70027522894478,74.90917247271115,True,100,83.62161103844653,142.18534668293074
100,2020-05-01,82,51,96.70027522894478,74.90917247271115,True,101,86.22627343842672,142.18534668293074
101,2020-05-02,82,51,96.70027522894478,74.90917247271115,True,102,88.80322937901447,142.18534668293074
102,2020-05-03,82,51,96.70027522894478,74.90917247271115,True,103,91.34657250958631,142.18534668293074
103,2020-05-04,92,56,96.70027522894478,74.90917247271115,True,104,93.8507154052881,142.18534668293074
104,2020-05-05,93,56,96.70027522894478,74.90917247271115,True,105,96.31043452481121,142.18534668293074
105,2020-05-06,93,56,96.70027522894478,74.90917247271115,True,106,98.7209082115147,142.18534668293074
106,2020-05-07,93,56,96.70027522894478,74.90917247271115,True,107,101.07774728927687,142.18534668293074
107,2020-05-08,94,49,96.70027522894478,74.90917247271115,True,108,103.3770180272875,142.18534668293074
108,2020-05-09,94,49,96.70027522894478,74.90917247271115,True,109,105.61525746372058,142.18534668293074
109,2020-05-10,104,59,96.70027522894478,74.90917247271115,True,110,107.78948127836141,142.18534668293074
110,2020-05-11,109,63,96.70027522894478,74.90917247271115,True,111,109.89718458183985,142.18534668293074
111,2020-05-12,113,67,96.70027522894478,74.90917247271115,True,112,111.93633613900202,142.18534668293074
112,2020-05-13,113,62,96.70027522894478,74.90917247271115,True,113,113.90536666289462,142.18534668293074
113,2020-05-14,113,61,96.70027522894478,74.90917247271115,True,114,115.80315190247865,142.18534668293074
114,2020-05-15,116,63,96.70027522894478,74.90917247271115,True,115,117.62899130187664,142.18534668293074
115,2020-05-16,117,64,96.70027522894478,74.90917247271115,True,116,119.38258303348958,142.18534668293074
116,2020-05-17,117,64,96.70027522894478,74.90917247271115,True,117,121.06399620464954,142.18534668293074
117,2020-05-18,124,70,96.70027522894478,74.90917247271115,True,118,122.67364101136131,142.18534668293074
118,2020-05-19,125,69,96.70027522894478,74.90917247271115,True,119,124.21223756737295,142.18534668293074
119,2020-05-20,125,68,96.70027522894478,74.90917247271115,True,120,125.68078407672792,142.18534668293074
120,2020-05-21,127,60,96.70027522894478,74.90917247271115,True,121,127.08052494742952,142.18534668293074
121,2020-05-22,127,60,96.70027522894478,74.90917247271115,True,122,128.41291936695325,142.18534668293074
122,2020-05-23,127,59,96.70027522894478,74.90917247271115,True,123,129.67961078069433,142.18534668293074
123,2020-05-24,135,63,96.70027522894478,74.90917247271115,True,124,130.88239763513266,142.18534668293074
124,2020-05-25,137,64,96.70027522894478,74.90917247271115,True,125,132.02320567105554,142.18534668293074
125,2020-05-26,139,66,96.70027522894478,74.90917247271115,True,126,133.1040619805424,142.18534668293074
126,2020-05-27,139,61,96.70027522894478,74.90917247271115,True,127,134.12707097597456,142.18534668293074
127,2020-05-28,150,72,96.70027522894478,74.90917247271115,True,128,135.0943923609829,142.18534668293074
