,Report_Date,Sudan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,83.67329593155041,24.386317892555077,False,1,0.000710360515022041,0.06370002796128849
1,2020-01-23,0,83.67329593155041,24.386317892555077,False,2,0.000812796022439738,0.06370002796128849
2,2020-01-24,0,83.67329593155041,24.386317892555077,False,3,0.0009300026677130115,0.06370002796128849
3,2020-01-25,0,83.67329593155041,24.386317892555077,False,4,0.00106411035284441,0.06370002796128849
4,2020-01-26,0,83.67329593155041,24.386317892555077,False,5,0.001217556070923736,0.06370002796128849
5,2020-01-27,0,83.67329593155041,24.386317892555077,False,6,0.0013931281744569285,0.06370002796128849
6,2020-01-28,0,83.67329593155041,24.386317892555077,False,7,0.0015940170225657274,0.06370002796128849
7,2020-01-29,0,83.67329593155041,24.386317892555077,False,8,0.001823872925429159,0.06370002796128849
8,2020-01-30,0,83.67329593155041,24.386317892555077,False,9,0.002086872436310257,0.06370002796128849
9,2020-01-31,0,83.67329593155041,24.386317892555077,False,10,0.002387794192372385,0.06370002796128849
10,2020-02-01,0,83.67329593155041,24.386317892555077,False,11,0.002732105677918871,0.06370002796128849
11,2020-02-02,0,83.67329593155041,24.386317892555077,False,12,0.0031260624807400703,0.06370002796128849
12,2020-02-03,0,83.67329593155041,24.386317892555077,False,13,0.003576821837398541,0.06370002796128849
13,2020-02-04,0,83.67329593155041,24.386317892555077,False,14,0.0040925725204787105,0.06370002796128849
14,2020-02-05,0,83.67329593155041,24.386317892555077,False,15,0.004682683414564769,0.06370002796128849
15,2020-02-06,0,83.67329593155041,24.386317892555077,False,16,0.005357873463090206,0.06370002796128849
16,2020-02-07,0,83.67329593155041,24.386317892555077,False,17,0.006130406051008358,0.06370002796128849
17,2020-02-08,0,83.67329593155041,24.386317892555077,False,18,0.007014311325015697,0.06370002796128849
18,2020-02-09,0,83.67329593155041,24.386317892555077,False,19,0.008025640451223844,0.06370002796128849
19,2020-02-10,0,83.67329593155041,24.386317892555077,False,20,0.009182756378079256,0.06370002796128849
20,2020-02-11,0,83.67329593155041,24.386317892555077,False,21,0.010506666319381578,0.06370002796128849
21,2020-02-12,0,83.67329593155041,24.386317892555077,False,22,0.012021401909019949,0.06370002796128849
22,2020-02-13,0,83.67329593155041,24.386317892555077,False,23,0.013754453817364029,0.06370002796128849
23,2020-02-14,0,83.67329593155041,24.386317892555077,False,24,0.015737268572311156,0.06370002796128849
24,2020-02-15,0,83.67329593155041,24.386317892555077,False,25,0.018005816410462193,0.06370002796128849
25,2020-02-16,0,83.67329593155041,24.386317892555077,False,26,0.02060124021197091,0.06370002796128849
26,2020-02-17,0,83.67329593155041,24.386317892555077,False,27,0.023570596964059373,0.06370002796128849
27,2020-02-18,0,83.67329593155041,24.386317892555077,False,28,0.02696770477237007,0.06370002796128849
28,2020-02-19,0,83.67329593155041,24.386317892555077,False,29,0.030854110217096935,0.06370002796128849
29,2020-02-20,0,83.67329593155041,24.386317892555077,False,30,0.03530019285440387,0.06370002796128849
30,2020-02-21,0,83.67329593155041,24.386317892555077,False,31,0.0403864259162316,0.06370002796128849
31,2020-02-22,0,83.67329593155041,24.386317892555077,False,32,0.04620481478696782,0.06370002796128849
32,2020-02-23,0,83.67329593155041,24.386317892555077,False,33,0.0528605376571256,0.06370002796128849
33,2020-02-24,0,83.67329593155041,24.386317892555077,False,34,0.06047381589428465,0.06370002796128849
34,2020-02-25,0,83.67329593155041,24.386317892555077,False,35,0.06918204514927989,0.06370002796128849
35,2020-02-26,0,83.67329593155041,24.386317892555077,False,36,0.0791422220449396,0.06370002796128849
36,2020-02-27,0,83.67329593155041,24.386317892555077,False,37,0.09053370548128006,0.06370002796128849
37,2020-02-28,0,83.67329593155041,24.386317892555077,False,38,0.10356135612822773,0.06370002796128849
38,2020-02-29,0,83.67329593155041,24.386317892555077,False,39,0.11845910253993716,0.06370002796128849
39,2020-03-01,0,83.67329593155041,24.386317892555077,False,40,0.1354939874635091,0.06370002796128849
40,2020-03-02,0,83.67329593155041,24.386317892555077,False,41,0.15497075324424486,0.06370002796128849
41,2020-03-03,0,83.67329593155041,24.386317892555077,False,42,0.17723703061669033,0.06370002796128849
42,2020-03-04,0,83.67329593155041,24.386317892555077,False,43,0.20268920041891705,0.06370002796128849
43,2020-03-05,0,83.67329593155041,24.386317892555077,False,44,0.23177900259538825,0.06370002796128849
44,2020-03-06,0,83.67329593155041,24.386317892555077,False,45,0.2650209708691335,0.06370002796128849
45,2020-03-07,0,83.67329593155041,24.386317892555077,False,46,0.3030007741309397,0.06370002796128849
46,2020-03-08,0,83.67329593155041,24.386317892555077,False,47,0.34638454619201753,0.06370002796128849
47,2020-03-09,0,83.67329593155041,24.386317892555077,False,48,0.39592928312442255,0.06370002796128849
48,2020-03-10,0,83.67329593155041,24.386317892555077,False,49,0.4524943807266679,0.06370002796128849
49,2020-03-11,0,83.67329593155041,24.386317892555077,False,50,0.5170543720985443,0.06370002796128849
50,2020-03-12,0,83.67329593155041,24.386317892555077,False,51,0.5907129048539506,0.06370002796128849
51,2020-03-13,1,83.67329593155041,24.386317892555077,False,52,0.6747179665954954,0.06370002796128849
52,2020-03-14,1,83.67329593155041,24.386317892555077,False,53,0.7704783227813414,0.06370002796128849
53,2020-03-15,1,83.67329593155041,24.386317892555077,False,54,0.8795810692405786,0.06370002796128849
54,2020-03-16,1,83.67329593155041,24.386317892555077,False,55,1.0038101178589764,0.06370002796128849
