,Report_Date,China_sichuan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,5,5,14.667108462048992,276.34789288290625,True,1,36.78827471538505,552.6957857410882
1,2020-01-23,8,8,14.667108462048992,276.34789288290625,True,2,44.00532326775998,552.6957857410882
2,2020-01-24,15,15,14.667108462048992,276.34789288290625,True,3,52.49413587727261,552.6957857410882
3,2020-01-25,28,28,14.667108462048992,276.34789288290625,True,4,62.419541241854255,552.6957857410882
4,2020-01-26,44,44,14.667108462048992,276.34789288290625,True,5,73.94418274368847,552.6957857410882
5,2020-01-27,69,69,14.667108462048992,276.34789288290625,True,6,87.21811143221034,552.6957857410882
6,2020-01-28,90,90,14.667108462048992,276.34789288290625,True,7,102.36538792281185,552.6957857410882
7,2020-01-29,108,106,14.667108462048992,276.34789288290625,True,8,119.46813659344011,552.6957857410882
8,2020-01-30,142,140,14.667108462048992,276.34789288290625,True,9,138.54920888455132,552.6957857410882
9,2020-01-31,177,175,14.667108462048992,276.34789288290625,True,10,159.5554463015481,552.6957857410882
10,2020-02-01,207,203,14.667108462048992,276.34789288290625,True,11,182.3442928377764,552.6957857410882
11,2020-02-02,231,219,14.667108462048992,276.34789288290625,True,12,206.67689709891778,552.6957857410882
12,2020-02-03,254,239,14.667108462048992,276.34789288290625,True,13,232.22055083319353,552.6957857410882
13,2020-02-04,282,267,14.667108462048992,276.34789288290625,True,14,258.56213977118585,552.6957857410882
14,2020-02-05,301,276,14.667108462048992,276.34789288290625,True,15,285.23232343646816,552.6957857410882
15,2020-02-06,321,289,14.667108462048992,276.34789288290625,True,16,311.7378581510827,552.6957857410882
16,2020-02-07,344,301,14.667108462048992,276.34789288290625,True,17,337.5975319879903,552.6957857410882
17,2020-02-08,364,303,14.667108462048992,276.34789288290625,True,18,362.3762707199689,552.6957857410882
18,2020-02-09,386,314,14.667108462048992,276.34789288290625,True,19,385.7124378491736,552.6957857410882
19,2020-02-10,405,324,14.667108462048992,276.34789288290625,True,20,407.3350157073166,552.6957857410882
20,2020-02-11,417,331,14.667108462048992,276.34789288290625,True,21,427.0696215016735,552.6957857410882
21,2020-02-12,436,343,14.667108462048992,276.34789288290625,True,22,444.8344523286559,552.6957857410882
22,2020-02-13,451,346,14.667108462048992,276.34789288290625,True,23,460.62871488325607,552.6957857410882
23,2020-02-14,463,348,14.667108462048992,276.34789288290625,True,24,474.51667186202053,552.6957857410882
24,2020-02-15,470,350,14.667108462048992,276.34789288290625,True,25,486.6102426325142,552.6957857410882
25,2020-02-16,481,347,14.667108462048992,276.34789288290625,True,26,497.05242370958786,552.6957857410882
26,2020-02-17,495,336,14.667108462048992,276.34789288290625,True,27,506.002958383626,552.6957857410882
27,2020-02-18,508,336,14.667108462048992,276.34789288290625,True,28,513.6269166068977,552.6957857410882
28,2020-02-19,514,323,14.667108462048992,276.34789288290625,True,29,520.0862661530995,552.6957857410882
29,2020-02-20,520,300,14.667108462048992,276.34789288290625,True,30,525.5341508168383,552.6957857410882
30,2020-02-21,525,291,14.667108462048992,276.34789288290625,True,31,530.1114112318442,552.6957857410882
31,2020-02-22,526,273,14.667108462048992,276.34789288290625,True,32,533.9448366582205,552.6957857410882
32,2020-02-23,526,262,14.667108462048992,276.34789288290625,True,33,537.1466698557073,552.6957857410882
33,2020-02-24,527,248,14.667108462048992,276.34789288290625,True,34,539.814960774941,552.6957857410882
34,2020-02-25,529,237,14.667108462048992,276.34789288290625,True,35,542.0344504563121,552.6957857410882
35,2020-02-26,531,221,14.667108462048992,276.34789288290625,True,36,543.8777480397576,552.6957857410882
36,2020-02-27,534,210,14.667108462048992,276.34789288290625,True,37,545.4066334232639,552.6957857410882
37,2020-02-28,538,197,14.667108462048992,276.34789288290625,True,38,546.6733734947076,552.6957857410882
38,2020-02-29,538,184,14.667108462048992,276.34789288290625,True,39,547.7219816078737,552.6957857410882
39,2020-03-01,538,170,14.667108462048992,276.34789288290625,True,40,548.5893800495203,552.6957857410882
40,2020-03-02,538,149,14.667108462048992,276.34789288290625,True,41,549.3064460181918,552.6957857410882
41,2020-03-03,538,141,14.667108462048992,276.34789288290625,True,42,549.8989353624607,552.6957857410882
42,2020-03-04,538,129,14.667108462048992,276.34789288290625,True,43,550.388286926885,552.6957857410882
43,2020-03-05,539,111,14.667108462048992,276.34789288290625,True,44,550.7923153551658,552.6957857410882
44,2020-03-06,539,94,14.667108462048992,276.34789288290625,True,45,551.1258027591894,552.6957857410882
45,2020-03-07,539,82,14.667108462048992,276.34789288290625,True,46,551.4010006253105,552.6957857410882
46,2020-03-08,539,72,14.667108462048992,276.34789288290625,True,47,551.628053294336,552.6957857410882
47,2020-03-09,539,70,14.667108462048992,276.34789288290625,True,48,551.8153537315644,552.6957857410882
48,2020-03-10,539,58,14.667108462048992,276.34789288290625,True,49,551.9698413740063,552.6957857410882
49,2020-03-11,539,48,14.667108462048992,276.34789288290625,True,50,552.0972507825254,552.6957857410882
50,2020-03-12,539,38,14.667108462048992,276.34789288290625,True,51,552.2023187487197,552.6957857410882
51,2020-03-13,539,33,14.667108462048992,276.34789288290625,True,52,552.2889564757332,552.6957857410882
52,2020-03-14,539,25,14.667108462048992,276.34789288290625,True,53,552.3603925044046,552.6957857410882
53,2020-03-15,539,20,14.667108462048992,276.34789288290625,True,54,552.4192912071536,552.6957857410882
54,2020-03-16,539,20,14.667108462048992,276.34789288290625,True,55,552.4678509256199,552.6957857410882
55,2020-03-17,540,17,14.667108462048992,276.34789288290625,True,56,552.5078851808721,552.6957857410882
56,2020-03-18,540,12,14.667108462048992,276.34789288290625,True,57,552.5408898296366,552.6957857410882
57,2020-03-19,540,1,14.667108462048992,276.34789288290625,True,58,552.5680985672473,552.6957857410882
58,2020-03-20,541,2,14.667108462048992,276.34789288290625,True,59,552.5905287781043,552.6957857410882
59,2020-03-21,542,3,14.667108462048992,276.34789288290625,True,60,552.6090193978058,552.6957857410882
60,2020-03-22,543,4,14.667108462048992,276.34789288290625,True,61,552.6242621688774,552.6957857410882
61,2020-03-23,543,4,14.667108462048992,276.34789288290625,True,62,552.6368274361361,552.6957857410882
62,2020-03-24,545,6,14.667108462048992,276.34789288290625,True,63,552.6471854310703,552.6957857410882
63,2020-03-25,547,8,14.667108462048992,276.34789288290625,True,64,552.6557238310112,552.6957857410882
64,2020-03-26,547,8,14.667108462048992,276.34789288290625,True,65,552.6627622429884,552.6957857410882
65,2020-03-27,548,9,14.667108462048992,276.34789288290625,True,66,552.6685641494573,552.6957857410882
66,2020-03-28,548,9,14.667108462048992,276.34789288290625,True,67,552.6733467597077,552.6957857410882
67,2020-03-29,550,11,14.667108462048992,276.34789288290625,True,68,552.6772891334715,552.6957857410882
68,2020-03-30,550,11,14.667108462048992,276.34789288290625,True,69,552.6805388793155,552.6957857410882
69,2020-03-31,550,11,14.667108462048992,276.34789288290625,True,70,552.683217677557,552.6957857410882
70,2020-04-01,552,12,14.667108462048992,276.34789288290625,True,71,552.6854258337753,552.6957857410882
71,2020-04-02,554,14,14.667108462048992,276.34789288290625,True,72,552.6872460329356,552.6957857410882
72,2020-04-03,555,15,14.667108462048992,276.34789288290625,True,73,552.6887464343624,552.6957857410882
73,2020-04-04,557,16,14.667108462048992,276.34789288290625,True,74,552.6899832232336,552.6957857410882
74,2020-04-05,558,16,14.667108462048992,276.34789288290625,True,75,552.6910027139872,552.6957857410882
75,2020-04-06,559,16,14.667108462048992,276.34789288290625,True,76,552.6918430843004,552.6957857410882
76,2020-04-07,560,16,14.667108462048992,276.34789288290625,True,77,552.6925358045073,552.6957857410882
77,2020-04-08,560,16,14.667108462048992,276.34789288290625,True,78,552.6931068159336,552.6957857410882
78,2020-04-09,560,16,14.667108462048992,276.34789288290625,True,79,552.6935775022434,552.6957857410882
79,2020-04-10,560,11,14.667108462048992,276.34789288290625,True,80,552.6939654901519,552.6957857410882
80,2020-04-11,560,10,14.667108462048992,276.34789288290625,True,81,552.6942853094727,552.6957857410882
81,2020-04-12,560,10,14.667108462048992,276.34789288290625,True,82,552.6945489372116,552.6957857410882
82,2020-04-13,560,9,14.667108462048992,276.34789288290625,True,83,552.6947662460709,552.6957857410882
83,2020-04-14,560,9,14.667108462048992,276.34789288290625,True,84,552.6949453741599,552.6957857410882
84,2020-04-15,560,7,14.667108462048992,276.34789288290625,True,85,552.6950930297521,552.6957857410882
85,2020-04-16,560,5,14.667108462048992,276.34789288290625,True,86,552.6952147424979,552.6957857410882
86,2020-04-17,560,5,14.667108462048992,276.34789288290625,True,87,552.6953150705048,552.6957857410882
87,2020-04-18,561,5,14.667108462048992,276.34789288290625,True,88,552.6953977710319,552.6957857410882
88,2020-04-19,561,4,14.667108462048992,276.34789288290625,True,89,552.695465941197,552.6957857410882
89,2020-04-20,561,4,14.667108462048992,276.34789288290625,True,90,552.6955221339607,552.6957857410882
90,2020-04-21,561,4,14.667108462048992,276.34789288290625,True,91,552.6955684537338,552.6957857410882
91,2020-04-22,561,2,14.667108462048992,276.34789288290625,True,92,552.6956066351858,552.6957857410882
92,2020-04-23,561,0,14.667108462048992,276.34789288290625,True,93,552.6956381082076,552.6957857410882
93,2020-04-24,561,0,14.667108462048992,276.34789288290625,True,94,552.695664051461,552.6957857410882
94,2020-04-25,561,0,14.667108462048992,276.34789288290625,True,95,552.6956854365186,552.6957857410882
95,2020-04-26,561,0,14.667108462048992,276.34789288290625,True,96,552.6957030642491,552.6957857410882
96,2020-04-27,561,0,14.667108462048992,276.34789288290625,True,97,552.6957175948102,552.6957857410882
97,2020-04-28,561,0,14.667108462048992,276.34789288290625,True,98,552.6957295723699,552.6957857410882
98,2020-04-29,561,0,14.667108462048992,276.34789288290625,True,99,552.6957394454877,552.6957857410882
99,2020-04-30,561,0,14.667108462048992,276.34789288290625,True,100,552.695747583911,552.6957857410882
100,2020-05-01,561,0,14.667108462048992,276.34789288290625,True,101,552.6957542924237,552.6957857410882
101,2020-05-02,561,0,14.667108462048992,276.34789288290625,True,102,552.695759822259,552.6957857410882
102,2020-05-03,561,0,14.667108462048992,276.34789288290625,True,103,552.6957643805092,552.6957857410882
103,2020-05-04,561,0,14.667108462048992,276.34789288290625,True,104,552.6957681378806,552.6957857410882
104,2020-05-05,561,0,14.667108462048992,276.34789288290625,True,105,552.6957712350865,552.6957857410882
105,2020-05-06,561,0,14.667108462048992,276.34789288290625,True,106,552.695773788117,552.6957857410882
106,2020-05-07,561,0,14.667108462048992,276.34789288290625,True,107,552.6957758925832,552.6957857410882
107,2020-05-08,561,0,14.667108462048992,276.34789288290625,True,108,552.6957776272974,552.6957857410882
108,2020-05-09,561,0,14.667108462048992,276.34789288290625,True,109,552.6957790572244,552.6957857410882
109,2020-05-10,561,0,14.667108462048992,276.34789288290625,True,110,552.6957802359151,552.6957857410882
110,2020-05-11,561,0,14.667108462048992,276.34789288290625,True,111,552.6957812075112,552.6957857410882
111,2020-05-12,561,0,14.667108462048992,276.34789288290625,True,112,552.6957820083992,552.6957857410882
112,2020-05-13,561,0,14.667108462048992,276.34789288290625,True,113,552.6957826685721,552.6957857410882
113,2020-05-14,561,0,14.667108462048992,276.34789288290625,True,114,552.6957832127534,552.6957857410882
114,2020-05-15,561,0,14.667108462048992,276.34789288290625,True,115,552.6957836613227,552.6957857410882
115,2020-05-16,561,0,14.667108462048992,276.34789288290625,True,116,552.695784031079,552.6957857410882
116,2020-05-17,561,0,14.667108462048992,276.34789288290625,True,117,552.6957843358695,552.6957857410882
117,2020-05-18,561,0,14.667108462048992,276.34789288290625,True,118,552.6957845871087,552.6957857410882
118,2020-05-19,561,0,14.667108462048992,276.34789288290625,True,119,552.6957847942055,552.6957857410882
119,2020-05-20,561,0,14.667108462048992,276.34789288290625,True,120,552.6957849649157,552.6957857410882
120,2020-05-21,561,0,14.667108462048992,276.34789288290625,True,121,552.6957851056322,552.6957857410882
121,2020-05-22,563,2,14.667108462048992,276.34789288290625,True,122,552.6957852216251,552.6957857410882
122,2020-05-23,563,2,14.667108462048992,276.34789288290625,True,123,552.6957853172381,552.6957857410882
123,2020-05-24,564,3,14.667108462048992,276.34789288290625,True,124,552.6957853960522,552.6957857410882
124,2020-05-25,564,3,14.667108462048992,276.34789288290625,True,125,552.6957854610185,552.6957857410882
125,2020-05-26,564,3,14.667108462048992,276.34789288290625,True,126,552.6957855145705,552.6957857410882
126,2020-05-27,564,3,14.667108462048992,276.34789288290625,True,127,552.6957855587134,552.6957857410882
127,2020-05-28,564,3,14.667108462048992,276.34789288290625,True,128,552.6957855951005,552.6957857410882
