,Report_Date,Timor-Leste_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.19442676007025,0.6467008719481593,True,1,1.5518478278114094e-05,1.2836837431595962
1,2020-01-23,0,63.19442676007025,0.6467008719481593,True,2,1.8619541938075476e-05,1.2836837431595962
2,2020-01-24,0,63.19442676007025,0.6467008719481593,True,3,2.2340281673625437e-05,1.2836837431595962
3,2020-01-25,0,63.19442676007025,0.6467008719481593,True,4,2.6804520756252054e-05,1.2836837431595962
4,2020-01-26,0,63.19442676007025,0.6467008719481593,True,5,3.216082267488777e-05,1.2836837431595962
5,2020-01-27,0,63.19442676007025,0.6467008719481593,True,6,3.8587433387635236e-05,1.2836837431595962
6,2020-01-28,0,63.19442676007025,0.6467008719481593,True,7,4.6298210467158136e-05,1.2836837431595962
7,2020-01-29,0,63.19442676007025,0.6467008719481593,True,8,5.554973603191456e-05,1.2836837431595962
8,2020-01-30,0,63.19442676007025,0.6467008719481593,True,9,6.664984955951107e-05,1.2836837431595962
9,2020-01-31,0,63.19442676007025,0.6467008719481593,True,10,7.996788365467129e-05,1.2836837431595962
10,2020-02-01,0,63.19442676007025,0.6467008719481593,True,11,9.59469421184645e-05,1.2836837431595962
11,2020-02-02,0,63.19442676007025,0.6467008719481593,True,12,0.00011511862705628044,1.2836837431595962
12,2020-02-03,0,63.19442676007025,0.6467008719481593,True,13,0.00013812070243452443,1.2836837431595962
13,2020-02-04,0,63.19442676007025,0.6467008719481593,True,14,0.00016571827802294476,1.2836837431595962
14,2020-02-05,0,63.19442676007025,0.6467008719481593,True,15,0.00019882921309217447,1.2836837431595962
15,2020-02-06,0,63.19442676007025,0.6467008719481593,True,16,0.00023855457718426756,1.2836837431595962
16,2020-02-07,0,63.19442676007025,0.6467008719481593,True,17,0.00028621516999522225,1.2836837431595962
17,2020-02-08,0,63.19442676007025,0.6467008719481593,True,18,0.0003433952989052032,1.2836837431595962
18,2020-02-09,0,63.19442676007025,0.6467008719481593,True,19,0.00041199524681457904,1.2836837431595962
19,2020-02-10,0,63.19442676007025,0.6467008719481593,True,20,0.0004942941414931235,1.2836837431595962
20,2020-02-11,0,63.19442676007025,0.6467008719481593,True,21,0.0005930252684731472,1.2836837431595962
21,2020-02-12,0,63.19442676007025,0.6467008719481593,True,22,0.000711466261581877,1.2836837431595962
22,2020-02-13,0,63.19442676007025,0.6467008719481593,True,23,0.0008535470686305464,1.2836837431595962
23,2020-02-14,0,63.19442676007025,0.6467008719481593,True,24,0.0010239791357761876,1.2836837431595962
24,2020-02-15,0,63.19442676007025,0.6467008719481593,True,25,0.0012284098947941706,1.2836837431595962
25,2020-02-16,0,63.19442676007025,0.6467008719481593,True,26,0.001473607385645324,1.2836837431595962
26,2020-02-17,0,63.19442676007025,0.6467008719481593,True,27,0.0017676807148595066,1.2836837431595962
27,2020-02-18,0,63.19442676007025,0.6467008719481593,True,28,0.0021203430496743478,1.2836837431595962
28,2020-02-19,0,63.19442676007025,0.6467008719481593,True,29,0.002543224986728654,1.2836837431595962
29,2020-02-20,0,63.19442676007025,0.6467008719481593,True,30,0.003050247414616265,1.2836837431595962
30,2020-02-21,0,63.19442676007025,0.6467008719481593,True,31,0.0036580644037140625,1.2836837431595962
31,2020-02-22,0,63.19442676007025,0.6467008719481593,True,32,0.004386588179796537,1.2836837431595962
32,2020-02-23,0,63.19442676007025,0.6467008719481593,True,33,0.005259609819697913,1.2836837431595962
33,2020-02-24,0,63.19442676007025,0.6467008719481593,True,34,0.00630553085854534,1.2836837431595962
34,2020-02-25,0,63.19442676007025,0.6467008719481593,True,35,0.007558222372627055,1.2836837431595962
35,2020-02-26,0,63.19442676007025,0.6467008719481593,True,36,0.009058029071261159,1.2836837431595962
36,2020-02-27,0,63.19442676007025,0.6467008719481593,True,37,0.010852936150406915,1.2836837431595962
37,2020-02-28,0,63.19442676007025,0.6467008719481593,True,38,0.01299991562494046,1.2836837431595962
38,2020-02-29,0,63.19442676007025,0.6467008719481593,True,39,0.015566465843444595,1.2836837431595962
39,2020-03-01,0,63.19442676007025,0.6467008719481593,True,40,0.01863235189252365,1.2836837431595962
40,2020-03-02,0,63.19442676007025,0.6467008719481593,True,41,0.022291544250628497,1.2836837431595962
41,2020-03-03,0,63.19442676007025,0.6467008719481593,True,42,0.026654336554795675,1.2836837431595962
42,2020-03-04,0,63.19442676007025,0.6467008719481593,True,43,0.0318495984160315,1.2836837431595962
43,2020-03-05,0,63.19442676007025,0.6467008719481593,True,44,0.03802708311091755,1.2836837431595962
44,2020-03-06,0,63.19442676007025,0.6467008719481593,True,45,0.04535965961613442,1.2836837431595962
45,2020-03-07,0,63.19442676007025,0.6467008719481593,True,46,0.05404527082437184,1.2836837431595962
46,2020-03-08,0,63.19442676007025,0.6467008719481593,True,47,0.06430833269300383,1.2836837431595962
47,2020-03-09,0,63.19442676007025,0.6467008719481593,True,48,0.07640018250226464,1.2836837431595962
48,2020-03-10,0,63.19442676007025,0.6467008719481593,True,49,0.09059806257988344,1.2836837431595962
49,2020-03-11,0,63.19442676007025,0.6467008719481593,True,50,0.10720200028252991,1.2836837431595962
50,2020-03-12,0,63.19442676007025,0.6467008719481593,True,51,0.1265288381648154,1.2836837431595962
51,2020-03-13,0,63.19442676007025,0.6467008719481593,True,52,0.1489026172062381,1.2836837431595962
52,2020-03-14,0,63.19442676007025,0.6467008719481593,True,53,0.17464057441216319,1.2836837431595962
53,2020-03-15,0,63.19442676007025,0.6467008719481593,True,54,0.20403425167890232,1.2836837431595962
54,2020-03-16,0,63.19442676007025,0.6467008719481593,True,55,0.23732569556954286,1.2836837431595962
55,2020-03-17,0,63.19442676007025,0.6467008719481593,True,56,0.2746795057918363,1.2836837431595962
56,2020-03-18,0,63.19442676007025,0.6467008719481593,True,57,0.3161525520598773,1.2836837431595962
57,2020-03-19,0,63.19442676007025,0.6467008719481593,True,58,0.3616644083323109,1.2836837431595962
58,2020-03-20,0,63.19442676007025,0.6467008719481593,True,59,0.4109726965764789,1.2836837431595962
59,2020-03-21,0,63.19442676007025,0.6467008719481593,True,60,0.46365820874455016,1.2836837431595962
60,2020-03-22,1,63.19442676007025,0.6467008719481593,True,61,0.519124461823943,1.2836837431595962
61,2020-03-23,1,63.19442676007025,0.6467008719481593,True,62,0.5766149318212508,1.2836837431595962
62,2020-03-24,1,63.19442676007025,0.6467008719481593,True,63,0.6352486172013907,1.2836837431595962
63,2020-03-25,1,63.19442676007025,0.6467008719481593,True,64,0.6940712504395277,1.2836837431595962
64,2020-03-26,1,63.19442676007025,0.6467008719481593,True,65,0.7521162488803307,1.2836837431595962
65,2020-03-27,1,63.19442676007025,0.6467008719481593,True,66,0.8084673396614055,1.2836837431595962
66,2020-03-28,1,63.19442676007025,0.6467008719481593,True,67,0.8623144124356505,1.2836837431595962
67,2020-03-29,1,63.19442676007025,0.6467008719481593,True,68,0.9129956765721835,1.2836837431595962
68,2020-03-30,1,63.19442676007025,0.6467008719481593,True,69,0.9600221197690698,1.2836837431595962
