,Report_Date,Peru_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,234,84.54110327780332,4665.949550532281,False,58,244.7448001440848,9331.899101064571
58,2020-03-20,234,84.54110327780332,4665.949550532281,False,59,279.38154777048317,9331.899101064571
59,2020-03-21,318,84.54110327780332,4665.949550532281,False,60,318.74821206503674,9331.899101064571
60,2020-03-22,363,84.54110327780332,4665.949550532281,False,61,363.439192722089,9331.899101064571
61,2020-03-23,395,84.54110327780332,4665.949550532281,False,62,414.1083049582683,9331.899101064571
62,2020-03-24,416,84.54110327780332,4665.949550532281,False,63,471.4701279485073,9331.899101064571
63,2020-03-25,480,84.54110327780332,4665.949550532281,False,64,536.2998072324235,9331.899101064571
64,2020-03-26,580,84.54110327780332,4665.949550532281,False,65,609.4307712208324,9331.899101064571
65,2020-03-27,635,84.54110327780332,4665.949550532281,False,66,691.7497331670828,9331.899101064571
66,2020-03-28,671,84.54110327780332,4665.949550532281,False,67,784.1882732246521,9331.899101064571
67,2020-03-29,852,84.54110327780332,4665.949550532281,False,68,887.7102454914157,9331.899101064571
68,2020-03-30,950,84.54110327780332,4665.949550532281,False,69,1003.294252374089,9331.899101064571
69,2020-03-31,1065,84.54110327780332,4665.949550532281,False,70,1131.9104982850681,9331.899101064571
70,2020-04-01,1323,84.54110327780332,4665.949550532281,False,71,1274.4915052811,9331.899101064571
71,2020-04-02,1414,84.54110327780332,4665.949550532281,False,72,1431.8964738452753,9331.899101064571
72,2020-04-03,1595,84.54110327780332,4665.949550532281,False,73,1604.8695265672147,9331.899101064571
73,2020-04-04,1746,84.54110327780332,4665.949550532281,False,74,1793.9926917770217,9331.899101064571
74,2020-04-05,2281,84.54110327780332,4665.949550532281,False,75,1999.6352556691888,9331.899101064571
