,Report_Date,China_zhejiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,10,11.846628255677308,619.369460926209,True,1,52.03738198600661,1238.7389218523704
1,2020-01-23,27,11.846628255677308,619.369460926209,True,2,68.46432216680606,1238.7389218523704
2,2020-01-24,43,11.846628255677308,619.369460926209,True,3,89.68494855963196,1238.7389218523704
3,2020-01-25,62,11.846628255677308,619.369460926209,True,4,116.82633579050906,1238.7389218523704
4,2020-01-26,104,11.846628255677308,619.369460926209,True,5,151.1014090118317,1238.7389218523704
5,2020-01-27,128,11.846628255677308,619.369460926209,True,6,193.6961552670996,1238.7389218523704
6,2020-01-28,173,11.846628255677308,619.369460926209,True,7,245.58693241239166,1238.7389218523704
7,2020-01-29,296,11.846628255677308,619.369460926209,True,8,307.29146587417836,1238.7389218523704
8,2020-01-30,428,11.846628255677308,619.369460926209,True,9,378.58954597629656,1238.7389218523704
9,2020-01-31,538,11.846628255677308,619.369460926209,True,10,458.2909599311577,1238.7389218523704
10,2020-02-01,599,11.846628255677308,619.369460926209,True,11,544.1564350142266,1238.7389218523704
11,2020-02-02,661,11.846628255677308,619.369460926209,True,12,633.0600911966621,1238.7389218523704
12,2020-02-03,724,11.846628255677308,619.369460926209,True,13,721.4028842961657,1238.7389218523704
13,2020-02-04,829,11.846628255677308,619.369460926209,True,14,805.6749089346147,1238.7389218523704
14,2020-02-05,895,11.846628255677308,619.369460926209,True,15,882.988920330614,1238.7389218523704
15,2020-02-06,954,11.846628255677308,619.369460926209,True,16,951.4224876699824,1238.7389218523704
16,2020-02-07,1006,11.846628255677308,619.369460926209,True,17,1010.1005741427267,1238.7389218523704
17,2020-02-08,1048,11.846628255677308,619.369460926209,True,18,1059.0581300396768,1238.7389218523704
18,2020-02-09,1075,11.846628255677308,619.369460926209,True,19,1098.9829975106234,1238.7389218523704
19,2020-02-10,1092,11.846628255677308,619.369460926209,True,20,1130.9395920247996,1238.7389218523704
20,2020-02-11,1117,11.846628255677308,619.369460926209,True,21,1156.1382070441023,1238.7389218523704
21,2020-02-12,1131,11.846628255677308,619.369460926209,True,22,1175.7744630711381,1238.7389218523704
22,2020-02-13,1145,11.846628255677308,619.369460926209,True,23,1190.9357003913726,1238.7389218523704
23,2020-02-14,1155,11.846628255677308,619.369460926209,True,24,1202.5585941500137,1238.7389218523704
24,2020-02-15,1162,11.846628255677308,619.369460926209,True,25,1211.4203178797147,1238.7389218523704
25,2020-02-16,1167,11.846628255677308,619.369460926209,True,26,1218.1486846917123,1238.7389218523704
26,2020-02-17,1171,11.846628255677308,619.369460926209,True,27,1223.2411053633448,1238.7389218523704
27,2020-02-18,1172,11.846628255677308,619.369460926209,True,28,1227.0861059442234,1238.7389218523704
28,2020-02-19,1174,11.846628255677308,619.369460926209,True,29,1229.9839913083033,1238.7389218523704
29,2020-02-20,1175,11.846628255677308,619.369460926209,True,30,1232.1650756355639,1238.7389218523704
30,2020-02-21,1203,11.846628255677308,619.369460926209,True,31,1233.8049739293951,1238.7389218523704
31,2020-02-22,1205,11.846628255677308,619.369460926209,True,32,1235.037015587014,1238.7389218523704
32,2020-02-23,1205,11.846628255677308,619.369460926209,True,33,1235.9621001386543,1238.7389218523704
33,2020-02-24,1205,11.846628255677308,619.369460926209,True,34,1236.6564013189677,1238.7389218523704
34,2020-02-25,1205,11.846628255677308,619.369460926209,True,35,1237.17732260011,1238.7389218523704
35,2020-02-26,1205,11.846628255677308,619.369460926209,True,36,1237.5680641034392,1238.7389218523704
36,2020-02-27,1205,11.846628255677308,619.369460926209,True,37,1237.8611041052384,1238.7389218523704
37,2020-02-28,1205,11.846628255677308,619.369460926209,True,38,1238.0808416244593,1238.7389218523704
38,2020-02-29,1205,11.846628255677308,619.369460926209,True,39,1238.2455958232729,1238.7389218523704
39,2020-03-01,1205,11.846628255677308,619.369460926209,True,40,1238.3691151738808,1238.7389218523704
40,2020-03-02,1206,11.846628255677308,619.369460926209,True,41,1238.4617145781108,1238.7389218523704
41,2020-03-03,1213,11.846628255677308,619.369460926209,True,42,1238.5311310292273,1238.7389218523704
42,2020-03-04,1213,11.846628255677308,619.369460926209,True,43,1238.5831668481744,1238.7389218523704
43,2020-03-05,1215,11.846628255677308,619.369460926209,True,44,1238.6221728750902,1238.7389218523704
44,2020-03-06,1215,11.846628255677308,619.369460926209,True,45,1238.651411237426,1238.7389218523704
45,2020-03-07,1215,11.846628255677308,619.369460926209,True,46,1238.67332759507,1238.7389218523704
46,2020-03-08,1215,11.846628255677308,619.369460926209,True,47,1238.6897553880808,1238.7389218523704
47,2020-03-09,1215,11.846628255677308,619.369460926209,True,48,1238.7020690350532,1238.7389218523704
48,2020-03-10,1215,11.846628255677308,619.369460926209,True,49,1238.711298821461,1238.7389218523704
49,2020-03-11,1215,11.846628255677308,619.369460926209,True,50,1238.718217046927,1238.7389218523704
50,2020-03-12,1215,11.846628255677308,619.369460926209,True,51,1238.7234026151755,1238.7389218523704
51,2020-03-13,1215,11.846628255677308,619.369460926209,True,52,1238.7272894576013,1238.7389218523704
52,2020-03-14,1227,11.846628255677308,619.369460926209,True,53,1238.7302028348065,1238.7389218523704
53,2020-03-15,1231,11.846628255677308,619.369460926209,True,54,1238.7323865495398,1238.7389218523704
54,2020-03-16,1231,11.846628255677308,619.369460926209,True,55,1238.7340233458708,1238.7389218523704
55,2020-03-17,1232,11.846628255677308,619.369460926209,True,56,1238.735250200331,1238.7389218523704
56,2020-03-18,1232,11.846628255677308,619.369460926209,True,57,1238.7361697838899,1238.7389218523704
57,2020-03-19,1233,11.846628255677308,619.369460926209,True,58,1238.736859053548,1238.7389218523704
58,2020-03-20,1234,11.846628255677308,619.369460926209,True,59,1238.7373756923057,1238.7389218523704
59,2020-03-21,1236,11.846628255677308,619.369460926209,True,60,1238.7377629363073,1238.7389218523704
60,2020-03-22,1238,11.846628255677308,619.369460926209,True,61,1238.7380531930626,1238.7389218523704
61,2020-03-23,1238,11.846628255677308,619.369460926209,True,62,1238.7382707534953,1238.7389218523704
62,2020-03-24,1240,11.846628255677308,619.369460926209,True,63,1238.7384338247623,1238.7389218523704
63,2020-03-25,1241,11.846628255677308,619.369460926209,True,64,1238.7385560539556,1238.7389218523704
64,2020-03-26,1243,11.846628255677308,619.369460926209,True,65,1238.7386476701865,1238.7389218523704
65,2020-03-27,1247,11.846628255677308,619.369460926209,True,66,1238.7387163406336,1238.7389218523704
66,2020-03-28,1251,11.846628255677308,619.369460926209,True,67,1238.7387678121918,1238.7389218523704
67,2020-03-29,1254,11.846628255677308,619.369460926209,True,68,1238.7388063924159,1238.7389218523704
68,2020-03-30,1255,11.846628255677308,619.369460926209,True,69,1238.7388353100112,1238.7389218523704
69,2020-03-31,1257,11.846628255677308,619.369460926209,True,70,1238.738856985035,1238.7389218523704
70,2020-04-01,1257,11.846628255677308,619.369460926209,True,71,1238.7388732314298,1238.7389218523704
71,2020-04-02,1258,11.846628255677308,619.369460926209,True,72,1238.7388854088251,1238.7389218523704
72,2020-04-03,1260,11.846628255677308,619.369460926209,True,73,1238.7388945363246,1238.7389218523704
73,2020-04-04,1262,11.846628255677308,619.369460926209,True,74,1238.7389013777915,1238.7389218523704
