,Report_Date,Morocco_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,79.19154228992096,1387.5832645244732,True,1,0.03209386947308209,2352.5258092828826
1,2020-01-23,0,79.19154228992096,1387.5832645244732,True,2,0.037115844938754326,2352.5258092828826
2,2020-01-24,0,79.19154228992096,1387.5832645244732,True,3,0.0429236355119447,2352.5258092828826
3,2020-01-25,0,79.19154228992096,1387.5832645244732,True,4,0.0496401977443483,2352.5258092828826
4,2020-01-26,0,79.19154228992096,1387.5832645244732,True,5,0.05740772582500506,2352.5258092828826
5,2020-01-27,0,79.19154228992096,1387.5832645244732,True,6,0.06639066101139038,2352.5258092828826
6,2020-01-28,0,79.19154228992096,1387.5832645244732,True,7,0.07677917168190956,2352.5258092828826
7,2020-01-29,0,79.19154228992096,1387.5832645244732,True,8,0.08879317755341769,2352.5258092828826
8,2020-01-30,0,79.19154228992096,1387.5832645244732,True,9,0.10268700308203975,2352.5258092828826
9,2020-01-31,0,79.19154228992096,1387.5832645244732,True,10,0.1187547583244885,2352.5258092828826
10,2020-02-01,0,79.19154228992096,1387.5832645244732,True,11,0.13733656085567386,2352.5258092828826
11,2020-02-02,0,79.19154228992096,1387.5832645244732,True,12,0.15882573003387632,2352.5258092828826
12,2020-02-03,0,79.19154228992096,1387.5832645244732,True,13,0.18367710534225395,2352.5258092828826
13,2020-02-04,0,79.19154228992096,1387.5832645244732,True,14,0.21241666413495,2352.5258092828826
14,2020-02-05,0,79.19154228992096,1387.5832645244732,True,15,0.2456526413602043,2352.5258092828826
15,2020-02-06,0,79.19154228992096,1387.5832645244732,True,16,0.2840883852757148,2352.5258092828826
16,2020-02-07,0,79.19154228992096,1387.5832645244732,True,17,0.32853721944835057,2352.5258092828826
17,2020-02-08,0,79.19154228992096,1387.5832645244732,True,18,0.37993962316859486,2352.5258092828826
18,2020-02-09,0,79.19154228992096,1387.5832645244732,True,19,0.4393830906412717,2352.5258092828826
19,2020-02-10,0,79.19154228992096,1387.5832645244732,True,20,0.5081250848867351,2352.5258092828826
20,2020-02-11,0,79.19154228992096,1387.5832645244732,True,21,0.5876195662803579,2352.5258092828826
21,2020-02-12,0,79.19154228992096,1387.5832645244732,True,22,0.6795476492981001,2352.5258092828826
22,2020-02-13,0,79.19154228992096,1387.5832645244732,True,23,0.785853025708194,2352.5258092828826
23,2020-02-14,0,79.19154228992096,1387.5832645244732,True,24,0.9087828897150022,2352.5258092828826
24,2020-02-15,0,79.19154228992096,1387.5832645244732,True,25,1.0509352121715798,2352.5258092828826
25,2020-02-16,0,79.19154228992096,1387.5832645244732,True,26,1.2153133388834092,2352.5258092828826
26,2020-02-17,0,79.19154228992096,1387.5832645244732,True,27,1.4053890343855113,2352.5258092828826
27,2020-02-18,0,79.19154228992096,1387.5832645244732,True,28,1.6251752597541633,2352.5258092828826
28,2020-02-19,0,79.19154228992096,1387.5832645244732,True,29,1.8793101635748146,2352.5258092828826
29,2020-02-20,0,79.19154228992096,1387.5832645244732,True,30,2.173153981861438,2352.5258092828826
30,2020-02-21,0,79.19154228992096,1387.5832645244732,True,31,2.5129007883622125,2352.5258092828826
31,2020-02-22,0,79.19154228992096,1387.5832645244732,True,32,2.9057073141842436,2352.5258092828826
32,2020-02-23,0,79.19154228992096,1387.5832645244732,True,33,3.3598413678312555,2352.5258092828826
33,2020-02-24,0,79.19154228992096,1387.5832645244732,True,34,3.8848527361033716,2352.5258092828826
34,2020-02-25,0,79.19154228992096,1387.5832645244732,True,35,4.491769834841131,2352.5258092828826
35,2020-02-26,0,79.19154228992096,1387.5832645244732,True,36,5.193325807258313,2352.5258092828826
36,2020-02-27,0,79.19154228992096,1387.5832645244732,True,37,6.004218236182079,2352.5258092828826
37,2020-02-28,0,79.19154228992096,1387.5832645244732,True,38,6.941407142278494,2352.5258092828826
38,2020-02-29,0,79.19154228992096,1387.5832645244732,True,39,8.024456477449572,2352.5258092828826
39,2020-03-01,0,79.19154228992096,1387.5832645244732,True,40,9.275924880650132,2352.5258092828826
40,2020-03-02,1,79.19154228992096,1387.5832645244732,True,41,10.721812025645518,2352.5258092828826
41,2020-03-03,1,79.19154228992096,1387.5832645244732,True,42,12.392067431272316,2352.5258092828826
42,2020-03-04,1,79.19154228992096,1387.5832645244732,True,43,14.321169087370102,2352.5258092828826
43,2020-03-05,2,79.19154228992096,1387.5832645244732,True,44,16.548779620835216,2352.5258092828826
44,2020-03-06,2,79.19154228992096,1387.5832645244732,True,45,19.120487912663766,2352.5258092828826
45,2020-03-07,2,79.19154228992096,1387.5832645244732,True,46,22.088643978014083,2352.5258092828826
46,2020-03-08,2,79.19154228992096,1387.5832645244732,True,47,25.513294402460023,2352.5258092828826
47,2020-03-09,2,79.19154228992096,1387.5832645244732,True,48,29.46322451062277,2352.5258092828826
48,2020-03-10,3,79.19154228992096,1387.5832645244732,True,49,34.01711149658067,2352.5258092828826
49,2020-03-11,5,79.19154228992096,1387.5832645244732,True,50,39.264789672491425,2352.5258092828826
50,2020-03-12,6,79.19154228992096,1387.5832645244732,True,51,45.308624420585915,2352.5258092828826
51,2020-03-13,7,79.19154228992096,1387.5832645244732,True,52,52.26498490689666,2352.5258092828826
52,2020-03-14,17,79.19154228992096,1387.5832645244732,True,53,60.26579658580937,2352.5258092828826
53,2020-03-15,28,79.19154228992096,1387.5832645244732,True,54,69.46014236058747,2352.5258092828826
54,2020-03-16,29,79.19154228992096,1387.5832645244732,True,55,80.015865269604,2352.5258092828826
55,2020-03-17,38,79.19154228992096,1387.5832645244732,True,56,92.12110502610952,2352.5258092828826
56,2020-03-18,49,79.19154228992096,1387.5832645244732,True,57,105.98567500324455,2352.5258092828826
57,2020-03-19,63,79.19154228992096,1387.5832645244732,True,58,121.84215488644564,2352.5258092828826
58,2020-03-20,77,79.19154228992096,1387.5832645244732,True,59,139.9465371977015,2352.5258092828826
59,2020-03-21,96,79.19154228992096,1387.5832645244732,True,60,160.57822394969503,2352.5258092828826
60,2020-03-22,115,79.19154228992096,1387.5832645244732,True,61,184.03912468118054,2352.5258092828826
61,2020-03-23,143,79.19154228992096,1387.5832645244732,True,62,210.65156259086163,2352.5258092828826
62,2020-03-24,170,79.19154228992096,1387.5832645244732,True,63,240.75465719869183,2352.5258092828826
63,2020-03-25,225,79.19154228992096,1387.5832645244732,True,64,274.6988284752659,2352.5258092828826
64,2020-03-26,275,79.19154228992096,1387.5832645244732,True,65,312.8380703540181,2352.5258092828826
65,2020-03-27,345,79.19154228992096,1387.5832645244732,True,66,355.51968557920554,2352.5258092828826
66,2020-03-28,402,79.19154228992096,1387.5832645244732,True,67,403.07127544021273,2352.5258092828826
67,2020-03-29,479,79.19154228992096,1387.5832645244732,True,68,455.78495313045164,2352.5258092828826
68,2020-03-30,556,79.19154228992096,1387.5832645244732,True,69,513.8990097905358,2352.5258092828826
69,2020-03-31,617,79.19154228992096,1387.5832645244732,True,70,577.5776090765696,2352.5258092828826
70,2020-04-01,654,79.19154228992096,1387.5832645244732,True,71,646.8895036005591,2352.5258092828826
71,2020-04-02,708,79.19154228992096,1387.5832645244732,True,72,721.787215615823,2352.5258092828826
72,2020-04-03,791,79.19154228992096,1387.5832645244732,True,73,802.0885388417998,2352.5258092828826
73,2020-04-04,919,79.19154228992096,1387.5832645244732,True,74,887.4625085571292,2352.5258092828826
74,2020-04-05,1021,79.19154228992096,1387.5832645244732,True,75,977.4220519628088,2352.5258092828826
75,2020-04-06,1120,79.19154228992096,1387.5832645244732,True,76,1071.3252807025322,2352.5258092828826
76,2020-04-07,1184,79.19154228992096,1387.5832645244732,True,77,1168.386773996734,2352.5258092828826
77,2020-04-08,1275,79.19154228992096,1387.5832645244732,True,78,1267.6992459070877,2352.5258092828826
78,2020-04-09,1374,79.19154228992096,1387.5832645244732,True,79,1368.2648018946609,2352.5258092828826
79,2020-04-10,1448,79.19154228992096,1387.5832645244732,True,80,1469.0337549301578,2352.5258092828826
80,2020-04-11,1545,79.19154228992096,1387.5832645244732,True,81,1568.9479199847922,2352.5258092828826
