,Report_Date,China_ningxia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.480100869425238,37.344476473060894,True,1,3.5965194591203615,74.68890813767754
1,2020-01-23,1,15.480100869425238,37.344476473060894,True,2,4.37140281486921,74.68890813767754
2,2020-01-24,2,15.480100869425238,37.344476473060894,True,3,5.300789417075221,74.68890813767754
3,2020-01-25,3,15.480100869425238,37.344476473060894,True,4,6.409757716528277,74.68890813767754
4,2020-01-26,4,15.480100869425238,37.344476473060894,True,5,7.724902347600101,74.68890813767754
5,2020-01-27,7,15.480100869425238,37.344476473060894,True,6,9.273238567312191,74.68890813767754
6,2020-01-28,11,15.480100869425238,37.344476473060894,True,7,11.080562605466522,74.68890813767754
7,2020-01-29,12,15.480100869425238,37.344476473060894,True,8,13.169216428322855,74.68890813767754
8,2020-01-30,17,15.480100869425238,37.344476473060894,True,9,15.555295665329282,74.68890813767754
9,2020-01-31,21,15.480100869425238,37.344476473060894,True,10,18.245480859674664,74.68890813767754
10,2020-02-01,26,15.480100869425238,37.344476473060894,True,11,21.23385278631443,74.68890813767754
11,2020-02-02,28,15.480100869425238,37.344476473060894,True,12,24.49923302960618,74.68890813767754
12,2020-02-03,31,15.480100869425238,37.344476473060894,True,13,28.003703154656467,74.68890813767754
13,2020-02-04,34,15.480100869425238,37.344476473060894,True,14,31.692918873238558,74.68890813767754
14,2020-02-05,34,15.480100869425238,37.344476473060894,True,15,35.498593640368654,74.68890813767754
15,2020-02-06,40,15.480100869425238,37.344476473060894,True,16,39.343093748752125,74.68890813767754
16,2020-02-07,43,15.480100869425238,37.344476473060894,True,17,43.145573535384614,74.68890813767754
17,2020-02-08,45,15.480100869425238,37.344476473060894,True,18,46.82866147682987,74.68890813767754
18,2020-02-09,45,15.480100869425238,37.344476473060894,True,19,50.324550907485296,74.68890813767754
19,2020-02-10,49,15.480100869425238,37.344476473060894,True,20,53.579518653655434,74.68890813767754
20,2020-02-11,53,15.480100869425238,37.344476473060894,True,21,56.55632006583668,74.68890813767754
21,2020-02-12,58,15.480100869425238,37.344476473060894,True,22,59.23442229197056,74.68890813767754
22,2020-02-13,64,15.480100869425238,37.344476473060894,True,23,61.60846389533644,74.68890813767754
