,Report_Date,UK_cayman islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,76.72815792123157,36.8733636660609,True,35,0.14050568585019277,71.5679829518462
35,2020-02-26,0,76.72815792123157,36.8733636660609,True,36,0.16320185496021458,71.5679829518462
36,2020-02-27,0,76.72815792123157,36.8733636660609,True,37,0.1895547411220334,71.5679829518462
37,2020-02-28,0,76.72815792123157,36.8733636660609,True,38,0.2201502068282637,71.5679829518462
38,2020-02-29,0,76.72815792123157,36.8733636660609,True,39,0.2556668310411024,71.5679829518462
39,2020-03-01,0,76.72815792123157,36.8733636660609,True,40,0.29689018217793717,71.5679829518462
40,2020-03-02,0,76.72815792123157,36.8733636660609,True,41,0.34472914846938413,71.5679829518462
41,2020-03-03,0,76.72815792123157,36.8733636660609,True,42,0.4002345727066111,71.5679829518462
42,2020-03-04,0,76.72815792123157,36.8733636660609,True,43,0.4646204497149047,71.5679829518462
43,2020-03-05,0,76.72815792123157,36.8733636660609,True,44,0.5392879488095706,71.5679829518462
44,2020-03-06,0,76.72815792123157,36.8733636660609,True,45,0.6258525160155035,71.5679829518462
45,2020-03-07,0,76.72815792123157,36.8733636660609,True,46,0.7261742865796074,71.5679829518462
46,2020-03-08,0,76.72815792123157,36.8733636660609,True,47,0.8423919901373427,71.5679829518462
47,2020-03-09,0,76.72815792123157,36.8733636660609,True,48,0.9769604495064643,71.5679829518462
48,2020-03-10,0,76.72815792123157,36.8733636660609,True,49,1.1326916475667401,71.5679829518462
49,2020-03-11,0,76.72815792123157,36.8733636660609,True,50,1.3127991501276708,71.5679829518462
50,2020-03-12,0,76.72815792123157,36.8733636660609,True,51,1.5209454078659452,71.5679829518462
51,2020-03-13,1,76.72815792123157,36.8733636660609,True,52,1.7612910957734127,71.5679829518462
52,2020-03-14,1,76.72815792123157,36.8733636660609,True,53,2.0385451596655075,71.5679829518462
53,2020-03-15,1,76.72815792123157,36.8733636660609,True,54,2.3580136001598717,71.5679829518462
54,2020-03-16,1,76.72815792123157,36.8733636660609,True,55,2.725644210194785,71.5679829518462
55,2020-03-17,1,76.72815792123157,36.8733636660609,True,56,3.1480634732835187,71.5679829518462
56,2020-03-18,1,76.72815792123157,36.8733636660609,True,57,3.6326006198481373,71.5679829518462
57,2020-03-19,3,76.72815792123157,36.8733636660609,True,58,4.187292445355029,71.5679829518462
58,2020-03-20,3,76.72815792123157,36.8733636660609,True,59,4.820860972327928,71.5679829518462
59,2020-03-21,3,76.72815792123157,36.8733636660609,True,60,5.542654501933759,71.5679829518462
60,2020-03-22,3,76.72815792123157,36.8733636660609,True,61,6.362541242514476,71.5679829518462
61,2020-03-23,5,76.72815792123157,36.8733636660609,True,62,7.290743815979445,71.5679829518462
62,2020-03-24,6,76.72815792123157,36.8733636660609,True,63,8.337602937624121,71.5679829518462
63,2020-03-25,8,76.72815792123157,36.8733636660609,True,64,9.51325996183007,71.5679829518462
64,2020-03-26,8,76.72815792123157,36.8733636660609,True,65,10.827251381453499,71.5679829518462
65,2020-03-27,8,76.72815792123157,36.8733636660609,True,66,12.288014346116777,71.5679829518462
66,2020-03-28,8,76.72815792123157,36.8733636660609,True,67,13.9023112415633,71.5679829518462
67,2020-03-29,8,76.72815792123157,36.8733636660609,True,68,15.674593378891135,71.5679829518462
68,2020-03-30,12,76.72815792123157,36.8733636660609,True,69,17.606338257508167,71.5679829518462
69,2020-03-31,14,76.72815792123157,36.8733636660609,True,70,19.695410174287442,71.5679829518462
70,2020-04-01,22,76.72815792123157,36.8733636660609,True,71,21.93550763610594,71.5679829518462
71,2020-04-02,28,76.72815792123157,36.8733636660609,True,72,24.315769734300588,71.5679829518462
72,2020-04-03,28,76.72815792123157,36.8733636660609,True,73,26.82061370215999,71.5679829518462
73,2020-04-04,35,76.72815792123157,36.8733636660609,True,74,29.4298642922636,71.5679829518462
74,2020-04-05,35,76.72815792123157,36.8733636660609,True,75,32.11921119013168,71.5679829518462
75,2020-04-06,39,76.72815792123157,36.8733636660609,True,76,34.860995080977794,71.5679829518462
76,2020-04-07,45,76.72815792123157,36.8733636660609,True,77,37.62528110350273,71.5679829518462
77,2020-04-08,45,76.72815792123157,36.8733636660609,True,78,40.38113776080896,71.5679829518462
78,2020-04-09,45,76.72815792123157,36.8733636660609,True,79,43.09800831483728,71.5679829518462
79,2020-04-10,45,76.72815792123157,36.8733636660609,True,80,45.74704722908397,71.5679829518462
80,2020-04-11,45,76.72815792123157,36.8733636660609,True,81,48.302299723977846,71.5679829518462
81,2020-04-12,53,76.72815792123157,36.8733636660609,True,82,50.741626675597715,71.5679829518462
82,2020-04-13,53,76.72815792123157,36.8733636660609,True,83,53.047314374549835,71.5679829518462
83,2020-04-14,54,76.72815792123157,36.8733636660609,True,84,55.206351023378105,71.5679829518462
84,2020-04-15,54,76.72815792123157,36.8733636660609,True,85,57.210391109815994,71.5679829518462
85,2020-04-16,60,76.72815792123157,36.8733636660609,True,86,59.05545871666739,71.5679829518462
86,2020-04-17,61,76.72815792123157,36.8733636660609,True,87,60.74145827551294,71.5679829518462
87,2020-04-18,61,76.72815792123157,36.8733636660609,True,88,62.27156623208036,71.5679829518462
88,2020-04-19,61,76.72815792123157,36.8733636660609,True,89,63.65157189145254,71.5679829518462
89,2020-04-20,66,76.72815792123157,36.8733636660609,True,90,64.8892238484944,71.5679829518462
