,Report_Date,UK_cayman islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.72815792123157,36.8733636660609,True,1,0.0008568461137477914,71.5679829518462
1,2020-01-23,0,76.72815792123157,36.8733636660609,True,2,0.0009955593131264157,71.5679829518462
2,2020-01-24,0,76.72815792123157,36.8733636660609,True,3,0.001156728178191355,71.5679829518462
3,2020-01-25,0,76.72815792123157,36.8733636660609,True,4,0.0013439878339626123,71.5679829518462
4,2020-01-26,0,76.72815792123157,36.8733636660609,True,5,0.0015615618166558338,71.5679829518462
5,2020-01-27,0,76.72815792123157,36.8733636660609,True,6,0.0018143573036524582,71.5679829518462
6,2020-01-28,0,76.72815792123157,36.8733636660609,True,7,0.002108075750446798,71.5679829518462
7,2020-01-29,0,76.72815792123157,36.8733636660609,True,8,0.0024493414253699292,71.5679829518462
8,2020-01-30,0,76.72815792123157,36.8733636660609,True,9,0.002845850734922867,71.5679829518462
9,2020-01-31,0,76.72815792123157,36.8733636660609,True,10,0.0033065456992483,71.5679829518462
10,2020-02-01,0,76.72815792123157,36.8733636660609,True,11,0.0038418154789521854,71.5679829518462
11,2020-02-02,0,76.72815792123157,36.8733636660609,True,12,0.004463730483094588,71.5679829518462
12,2020-02-03,0,76.72815792123157,36.8733636660609,True,13,0.005186314317507496,71.5679829518462
13,2020-02-04,0,76.72815792123157,36.8733636660609,True,14,0.0060258596786113,71.5679829518462
14,2020-02-05,0,76.72815792123157,36.8733636660609,True,15,0.007001295278991536,71.5679829518462
15,2020-02-06,0,76.72815792123157,36.8733636660609,True,16,0.008134612028372006,71.5679829518462
16,2020-02-07,0,76.72815792123157,36.8733636660609,True,17,0.009451358011691715,71.5679829518462
17,2020-02-08,0,76.72815792123157,36.8733636660609,True,18,0.010981213332815105,71.5679829518462
18,2020-02-09,0,76.72815792123157,36.8733636660609,True,19,0.012758657660155718,71.5679829518462
19,2020-02-10,0,76.72815792123157,36.8733636660609,True,20,0.01482374535599583,71.5679829518462
20,2020-02-11,0,76.72815792123157,36.8733636660609,True,21,0.017223005436563646,71.5679829518462
21,2020-02-12,0,76.72815792123157,36.8733636660609,True,22,0.020010486342790887,71.5679829518462
22,2020-02-13,0,76.72815792123157,36.8733636660609,True,23,0.02324896865628246,71.5679829518462
23,2020-02-14,0,76.72815792123157,36.8733636660609,True,24,0.027011372532466365,71.5679829518462
24,2020-02-15,0,76.72815792123157,36.8733636660609,True,25,0.03138239081162636,71.5679829518462
25,2020-02-16,0,76.72815792123157,36.8733636660609,True,26,0.03646038358474925,71.5679829518462
26,2020-02-17,0,76.72815792123157,36.8733636660609,True,27,0.042359575518860534,71.5679829518462
27,2020-02-18,0,76.72815792123157,36.8733636660609,True,28,0.049212603577333563,71.5679829518462
28,2020-02-19,0,76.72815792123157,36.8733636660609,True,29,0.05717347000277651,71.5679829518462
29,2020-02-20,0,76.72815792123157,36.8733636660609,True,30,0.06642096366676255,71.5679829518462
30,2020-02-21,0,76.72815792123157,36.8733636660609,True,31,0.07716262223720123,71.5679829518462
31,2020-02-22,0,76.72815792123157,36.8733636660609,True,32,0.08963931817338913,71.5679829518462
32,2020-02-23,0,76.72815792123157,36.8733636660609,True,33,0.1041305634241143,71.5679829518462
33,2020-02-24,0,76.72815792123157,36.8733636660609,True,34,0.12096064094932592,71.5679829518462
