,Report_Date,Benin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.28891277735578,22.34289901076067,True,1,0.0005196426526008077,43.2804002153759
1,2020-01-23,0,76.28891277735578,22.34289901076067,True,2,0.0006042884473199767,43.2804002153759
2,2020-01-24,0,76.28891277735578,22.34289901076067,True,3,0.0007027221746735398,43.2804002153759
3,2020-01-25,0,76.28891277735578,22.34289901076067,True,4,0.0008171896712154312,43.2804002153759
4,2020-01-26,0,76.28891277735578,22.34289901076067,True,5,0.0009503025579042145,43.2804002153759
5,2020-01-27,0,76.28891277735578,22.34289901076067,True,6,0.0011050978067418404,43.2804002153759
6,2020-01-28,0,76.28891277735578,22.34289901076067,True,7,0.0012851070042785905,43.2804002153759
7,2020-01-29,0,76.28891277735578,22.34289901076067,True,8,0.00149443688936204,43.2804002153759
8,2020-01-30,0,76.28891277735578,22.34289901076067,True,9,0.0017378629986832606,43.2804002153759
9,2020-01-31,0,76.28891277735578,22.34289901076067,True,10,0.002020938551306932,43.2804002153759
10,2020-02-01,0,76.28891277735578,22.34289901076067,True,11,0.002350121049121373,43.2804002153759
11,2020-02-02,0,76.28891277735578,22.34289901076067,True,12,0.0027329194717182286,43.2804002153759
12,2020-02-03,0,76.28891277735578,22.34289901076067,True,13,0.0031780654105286357,43.2804002153759
13,2020-02-04,0,76.28891277735578,22.34289901076067,True,14,0.0036957120284132716,43.2804002153759
14,2020-02-05,0,76.28891277735578,22.34289901076067,True,15,0.004297665359234575,43.2804002153759
15,2020-02-06,0,76.28891277735578,22.34289901076067,True,16,0.004997653190964647,43.2804002153759
16,2020-02-07,0,76.28891277735578,22.34289901076067,True,17,0.005811637621421701,43.2804002153759
17,2020-02-08,0,76.28891277735578,22.34289901076067,True,18,0.006758178355973417,43.2804002153759
18,2020-02-09,0,76.28891277735578,22.34289901076067,True,19,0.007858854952376131,43.2804002153759
19,2020-02-10,0,76.28891277735578,22.34289901076067,True,20,0.009138757533241112,43.2804002153759
20,2020-02-11,0,76.28891277735578,22.34289901076067,True,21,0.01062705700873038,43.2804002153759
21,2020-02-12,0,76.28891277735578,22.34289901076067,True,22,0.01235766761204809,43.2804002153759
22,2020-02-13,0,76.28891277735578,22.34289901076067,True,23,0.014370016583315633,43.2804002153759
23,2020-02-14,0,76.28891277735578,22.34289901076067,True,24,0.01670993818320315,43.2804002153759
24,2020-02-15,0,76.28891277735578,22.34289901076067,True,25,0.019430711920740886,43.2804002153759
25,2020-02-16,0,76.28891277735578,22.34289901076067,True,26,0.02259426798955693,43.2804002153759
26,2020-02-17,0,76.28891277735578,22.34289901076067,True,27,0.02627258647792984,43.2804002153759
27,2020-02-18,0,76.28891277735578,22.34289901076067,True,28,0.03054932100986623,43.2804002153759
28,2020-02-19,0,76.28891277735578,22.34289901076067,True,29,0.03552168215047639,43.2804002153759
29,2020-02-20,0,76.28891277735578,22.34289901076067,True,30,0.0413026212357943,43.2804002153759
30,2020-02-21,0,76.28891277735578,22.34289901076067,True,31,0.048023361332431194,43.2804002153759
31,2020-02-22,0,76.28891277735578,22.34289901076067,True,32,0.055836328861432305,43.2804002153759
32,2020-02-23,0,76.28891277735578,22.34289901076067,True,33,0.06491854709179336,43.2804002153759
