,Report_Date,Benin_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,0,76.28891277735578,22.34289901076067,True,34,0.0754755612666067,43.2804002153759
34,2020-02-25,0,76.28891277735578,22.34289901076067,True,35,0.08774597458891983,43.2804002153759
35,2020-02-26,0,76.28891277735578,22.34289901076067,True,36,0.10200668464690024,43.2804002153759
36,2020-02-27,0,76.28891277735578,22.34289901076067,True,37,0.11857892102248657,43.2804002153759
37,2020-02-28,0,76.28891277735578,22.34289901076067,True,38,0.13783519664286187,43.2804002153759
38,2020-02-29,0,76.28891277735578,22.34289901076067,True,39,0.1602072976164726,43.2804002153759
39,2020-03-01,0,76.28891277735578,22.34289901076067,True,40,0.18619544839071187,43.2804002153759
40,2020-03-02,0,76.28891277735578,22.34289901076067,True,41,0.21637880038673496,43.2804002153759
41,2020-03-03,0,76.28891277735578,22.34289901076067,True,42,0.25142740179747003,43.2804002153759
42,2020-03-04,0,76.28891277735578,22.34289901076067,True,43,0.2921158125370211,43.2804002153759
43,2020-03-05,0,76.28891277735578,22.34289901076067,True,44,0.3393385293940588,43.2804002153759
44,2020-03-06,0,76.28891277735578,22.34289901076067,True,45,0.3941273795183817,43.2804002153759
45,2020-03-07,0,76.28891277735578,22.34289901076067,True,46,0.4576710217591034,43.2804002153759
46,2020-03-08,0,76.28891277735578,22.34289901076067,True,47,0.5313366601815654,43.2804002153759
47,2020-03-09,0,76.28891277735578,22.34289901076067,True,48,0.6166940159583961,43.2804002153759
48,2020-03-10,0,76.28891277735578,22.34289901076067,True,49,0.7155415146501538,43.2804002153759
49,2020-03-11,0,76.28891277735578,22.34289901076067,True,50,0.8299345155533235,43.2804002153759
50,2020-03-12,0,76.28891277735578,22.34289901076067,True,51,0.9622152260300488,43.2804002153759
51,2020-03-13,0,76.28891277735578,22.34289901076067,True,52,1.1150436921666977,43.2804002153759
52,2020-03-14,0,76.28891277735578,22.34289901076067,True,53,1.2914289216732089,43.2804002153759
53,2020-03-15,0,76.28891277735578,22.34289901076067,True,54,1.4947587589303803,43.2804002153759
54,2020-03-16,1,76.28891277735578,22.34289901076067,True,55,1.7288265801927836,43.2804002153759
55,2020-03-17,1,76.28891277735578,22.34289901076067,True,56,1.9978521986323547,43.2804002153759
56,2020-03-18,2,76.28891277735578,22.34289901076067,True,57,2.3064935637688215,43.2804002153759
57,2020-03-19,2,76.28891277735578,22.34289901076067,True,58,2.6598449253787417,43.2804002153759
58,2020-03-20,2,76.28891277735578,22.34289901076067,True,59,3.063416154102602,43.2804002153759
59,2020-03-21,2,76.28891277735578,22.34289901076067,True,60,3.5230869570386854,43.2804002153759
60,2020-03-22,2,76.28891277735578,22.34289901076067,True,61,4.045028939912844,43.2804002153759
61,2020-03-23,5,76.28891277735578,22.34289901076067,True,62,4.6355880602120365,43.2804002153759
62,2020-03-24,6,76.28891277735578,22.34289901076067,True,63,5.301120275621668,43.2804002153759
63,2020-03-25,6,76.28891277735578,22.34289901076067,True,64,6.047774473904882,43.2804002153759
64,2020-03-26,6,76.28891277735578,22.34289901076067,True,65,6.8812194618465465,43.2804002153759
65,2020-03-27,6,76.28891277735578,22.34289901076067,True,66,7.806316242132642,43.2804002153759
66,2020-03-28,6,76.28891277735578,22.34289901076067,True,67,8.826743214772522,43.2804002153759
67,2020-03-29,6,76.28891277735578,22.34289901076067,True,68,9.944590190800533,43.2804002153759
68,2020-03-30,6,76.28891277735578,22.34289901076067,True,69,11.159946605175731,43.2804002153759
69,2020-03-31,9,76.28891277735578,22.34289901076067,True,70,12.47051885087592,43.2804002153759
70,2020-04-01,13,76.28891277735578,22.34289901076067,True,71,13.87131938276325,43.2804002153759
71,2020-04-02,13,76.28891277735578,22.34289901076067,True,72,15.354473874604135,43.2804002153759
72,2020-04-03,16,76.28891277735578,22.34289901076067,True,73,16.909189991753742,43.2804002153759
73,2020-04-04,16,76.28891277735578,22.34289901076067,True,74,18.52192071107327,43.2804002153759
74,2020-04-05,22,76.28891277735578,22.34289901076067,True,75,20.17673649073327,43.2804002153759
75,2020-04-06,26,76.28891277735578,22.34289901076067,True,76,21.85589588168408,43.2804002153759
76,2020-04-07,26,76.28891277735578,22.34289901076067,True,77,23.540577303038358,43.2804002153759
77,2020-04-08,26,76.28891277735578,22.34289901076067,True,78,25.211710892568686,43.2804002153759
78,2020-04-09,26,76.28891277735578,22.34289901076067,True,79,26.85083377112175,43.2804002153759
79,2020-04-10,35,76.28891277735578,22.34289901076067,True,80,28.440888335339178,43.2804002153759
80,2020-04-11,35,76.28891277735578,22.34289901076067,True,81,29.966892202716018,43.2804002153759
81,2020-04-12,35,76.28891277735578,22.34289901076067,True,82,31.416428047969813,43.2804002153759
82,2020-04-13,35,76.28891277735578,22.34289901076067,True,83,32.779927341291625,43.2804002153759
83,2020-04-14,35,76.28891277735578,22.34289901076067,True,84,34.05074854360993,43.2804002153759
84,2020-04-15,35,76.28891277735578,22.34289901076067,True,85,35.225072827740306,43.2804002153759
85,2020-04-16,35,76.28891277735578,22.34289901076067,True,86,36.30165575716284,43.2804002153759
86,2020-04-17,35,76.28891277735578,22.34289901076067,True,87,37.28148053391027,43.2804002153759
87,2020-04-18,35,76.28891277735578,22.34289901076067,True,88,38.16735821644559,43.2804002153759
88,2020-04-19,35,76.28891277735578,22.34289901076067,True,89,38.96351465527743,43.2804002153759
