,Report_Date,West Bank and Gaza_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,80.72513112001887,293.5240288022435,True,1,0.08317028021083775,518.9789118411585
1,2020-01-23,0,80.72513112001887,293.5240288022435,True,2,0.0929468857130744,518.9789118411585
2,2020-01-24,0,80.72513112001887,293.5240288022435,True,3,0.10387252065452063,518.9789118411585
3,2020-01-25,0,80.72513112001887,293.5240288022435,True,4,0.1160821780808405,518.9789118411585
4,2020-01-26,0,80.72513112001887,293.5240288022435,True,5,0.1297266980168538,518.9789118411585
5,2020-01-27,0,80.72513112001887,293.5240288022435,True,6,0.14497462462458377,518.9789118411585
6,2020-01-28,0,80.72513112001887,293.5240288022435,True,7,0.16201428022687053,518.9789118411585
7,2020-01-29,0,80.72513112001887,293.5240288022435,True,8,0.18105608132603104,518.9789118411585
8,2020-01-30,0,80.72513112001887,293.5240288022435,True,9,0.20233512461037578,518.9789118411585
9,2020-01-31,0,80.72513112001887,293.5240288022435,True,10,0.22611407411877843,518.9789118411585
10,2020-02-01,0,80.72513112001887,293.5240288022435,True,11,0.2526863842562904,518.9789118411585
11,2020-02-02,0,80.72513112001887,293.5240288022435,True,12,0.28237989725564216,518.9789118411585
12,2020-02-03,0,80.72513112001887,293.5240288022435,True,13,0.315560857996294,518.9789118411585
13,2020-02-04,0,80.72513112001887,293.5240288022435,True,14,0.3526383938624833,518.9789118411585
14,2020-02-05,0,80.72513112001887,293.5240288022435,True,15,0.3940695125842916,518.9789118411585
15,2020-02-06,0,80.72513112001887,293.5240288022435,True,16,0.44036467680235286,518.9789118411585
16,2020-02-07,0,80.72513112001887,293.5240288022435,True,17,0.4920940204694425,518.9789118411585
17,2020-02-08,0,80.72513112001887,293.5240288022435,True,18,0.5498942791926991,518.9789118411585
18,2020-02-09,0,80.72513112001887,293.5240288022435,True,19,0.6144765142691794,518.9789118411585
19,2020-02-10,0,80.72513112001887,293.5240288022435,True,20,0.6866347185123592,518.9789118411585
20,2020-02-11,0,80.72513112001887,293.5240288022435,True,21,0.7672554010404086,518.9789118411585
21,2020-02-12,0,80.72513112001887,293.5240288022435,True,22,0.8573282580228357,518.9789118411585
22,2020-02-13,0,80.72513112001887,293.5240288022435,True,23,0.9579580469728841,518.9789118411585
23,2020-02-14,0,80.72513112001887,293.5240288022435,True,24,1.0703777935246732,518.9789118411585
24,2020-02-15,0,80.72513112001887,293.5240288022435,True,25,1.1959634717196552,518.9789118411585
25,2020-02-16,0,80.72513112001887,293.5240288022435,True,26,1.3362503115890731,518.9789118411585
26,2020-02-17,0,80.72513112001887,293.5240288022435,True,27,1.492950901160204,518.9789118411585
27,2020-02-18,0,80.72513112001887,293.5240288022435,True,28,1.6679752637841816,518.9789118411585
28,2020-02-19,0,80.72513112001887,293.5240288022435,True,29,1.8634531056645642,518.9789118411585
29,2020-02-20,0,80.72513112001887,293.5240288022435,True,30,2.0817584423547357,518.9789118411585
30,2020-02-21,0,80.72513112001887,293.5240288022435,True,31,2.3255368263757275,518.9789118411585
31,2020-02-22,0,80.72513112001887,293.5240288022435,True,32,2.5977354104340815,518.9789118411585
32,2020-02-23,0,80.72513112001887,293.5240288022435,True,33,2.901636091271084,518.9789118411585
33,2020-02-24,0,80.72513112001887,293.5240288022435,True,34,3.2408919870178208,518.9789118411585
34,2020-02-25,0,80.72513112001887,293.5240288022435,True,35,3.6195675048733933,518.9789118411585
35,2020-02-26,0,80.72513112001887,293.5240288022435,True,36,4.042182254458544,518.9789118411585
36,2020-02-27,0,80.72513112001887,293.5240288022435,True,37,4.513759053434567,518.9789118411585
37,2020-02-28,0,80.72513112001887,293.5240288022435,True,38,5.039876253571696,518.9789118411585
38,2020-02-29,0,80.72513112001887,293.5240288022435,True,39,5.626724584515665,518.9789118411585
39,2020-03-01,0,80.72513112001887,293.5240288022435,True,40,6.281168665517265,518.9789118411585
40,2020-03-02,0,80.72513112001887,293.5240288022435,True,41,7.01081326811022,518.9789118411585
41,2020-03-03,0,80.72513112001887,293.5240288022435,True,42,7.82407432007558,518.9789118411585
42,2020-03-04,0,80.72513112001887,293.5240288022435,True,43,8.730254517031046,518.9789118411585
43,2020-03-05,4,80.72513112001887,293.5240288022435,True,44,9.739623245664683,518.9789118411585
44,2020-03-06,7,80.72513112001887,293.5240288022435,True,45,10.863500314015969,518.9789118411585
45,2020-03-07,16,80.72513112001887,293.5240288022435,True,46,12.114342720335129,518.9789118411585
46,2020-03-08,16,80.72513112001887,293.5240288022435,True,47,13.505833363113652,518.9789118411585
47,2020-03-09,19,80.72513112001887,293.5240288022435,True,48,15.052970190481087,518.9789118411585
48,2020-03-10,26,80.72513112001887,293.5240288022435,True,49,16.772153796796594,518.9789118411585
49,2020-03-11,30,80.72513112001887,293.5240288022435,True,50,18.681270888038387,518.9789118411585
50,2020-03-12,30,80.72513112001887,293.5240288022435,True,51,20.79977034733391,518.9789118411585
51,2020-03-13,31,80.72513112001887,293.5240288022435,True,52,23.14872783275661,518.9789118411585
52,2020-03-14,35,80.72513112001887,293.5240288022435,True,53,25.750893931769397,518.9789118411585
53,2020-03-15,38,80.72513112001887,293.5240288022435,True,54,28.630719888937822,518.9789118411585
54,2020-03-16,38,80.72513112001887,293.5240288022435,True,55,31.814353835818338,518.9789118411585
55,2020-03-17,39,80.72513112001887,293.5240288022435,True,56,35.32959931999053,518.9789118411585
56,2020-03-18,41,80.72513112001887,293.5240288022435,True,57,39.20582681022926,518.9789118411585
57,2020-03-19,44,80.72513112001887,293.5240288022435,True,58,43.473827828506714,518.9789118411585
58,2020-03-20,47,80.72513112001887,293.5240288022435,True,59,48.16560053896914,518.9789118411585
59,2020-03-21,48,80.72513112001887,293.5240288022435,True,60,53.31405515556407,518.9789118411585
60,2020-03-22,52,80.72513112001887,293.5240288022435,True,61,58.95262759565026,518.9789118411585
61,2020-03-23,59,80.72513112001887,293.5240288022435,True,62,65.11479062205001,518.9789118411585
62,2020-03-24,59,80.72513112001887,293.5240288022435,True,63,71.83345352071227,518.9789118411585
63,2020-03-25,59,80.72513112001887,293.5240288022435,True,64,79.14024440347882,518.9789118411585
64,2020-03-26,84,80.72513112001887,293.5240288022435,True,65,87.0646737339793,518.9789118411585
65,2020-03-27,91,80.72513112001887,293.5240288022435,True,66,95.63318381935424,518.9789118411585
66,2020-03-28,98,80.72513112001887,293.5240288022435,True,67,104.86809685172979,518.9789118411585
67,2020-03-29,109,80.72513112001887,293.5240288022435,True,68,114.78648351250962,518.9789118411585
68,2020-03-30,116,80.72513112001887,293.5240288022435,True,69,125.39898483043247,518.9789118411585
69,2020-03-31,119,80.72513112001887,293.5240288022435,True,70,136.7086312889889,518.9789118411585
70,2020-04-01,134,80.72513112001887,293.5240288022435,True,71,148.7097141778394,518.9789118411585
71,2020-04-02,161,80.72513112001887,293.5240288022435,True,72,161.38677364889116,518.9789118411585
72,2020-04-03,194,80.72513112001887,293.5240288022435,True,73,174.713774423673,518.9789118411585
73,2020-04-04,217,80.72513112001887,293.5240288022435,True,74,188.6535420848651,518.9789118411585
74,2020-04-05,237,80.72513112001887,293.5240288022435,True,75,203.15752899549923,518.9789118411585
75,2020-04-06,254,80.72513112001887,293.5240288022435,True,76,218.1659681588154,518.9789118411585
76,2020-04-07,261,80.72513112001887,293.5240288022435,True,77,233.60845547925908,518.9789118411585
77,2020-04-08,263,80.72513112001887,293.5240288022435,True,78,249.40497653855786,518.9789118411585
78,2020-04-09,263,80.72513112001887,293.5240288022435,True,79,265.4673648035449,518.9789118411585
79,2020-04-10,267,80.72513112001887,293.5240288022435,True,80,281.7011467268627,518.9789118411585
80,2020-04-11,268,80.72513112001887,293.5240288022435,True,81,298.0076987643373,518.9789118411585
81,2020-04-12,290,80.72513112001887,293.5240288022435,True,82,314.28661543064135,518.9789118411585
82,2020-04-13,308,80.72513112001887,293.5240288022435,True,83,330.4381693548598,518.9789118411585
83,2020-04-14,308,80.72513112001887,293.5240288022435,True,84,346.3657362285315,518.9789118411585
84,2020-04-15,374,80.72513112001887,293.5240288022435,True,85,361.9780606286098,518.9789118411585
85,2020-04-16,374,80.72513112001887,293.5240288022435,True,86,377.1912525358909,518.9789118411585
86,2020-04-17,402,80.72513112001887,293.5240288022435,True,87,391.93042714305653,518.9789118411585
87,2020-04-18,418,80.72513112001887,293.5240288022435,True,88,406.13092937184126,518.9789118411585
88,2020-04-19,437,80.72513112001887,293.5240288022435,True,89,419.73911594778605,518.9789118411585
