,Report_Date,China_fujian_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,1,13.801952294664378,167.64415972422017,True,1,36.486351457038715,335.28831898552573
1,2020-01-23,5,5,13.801952294664378,167.64415972422017,True,2,42.18047250023583,335.28831898552573
2,2020-01-24,10,10,13.801952294664378,167.64415972422017,True,3,48.618636262132384,335.28831898552573
3,2020-01-25,18,18,13.801952294664378,167.64415972422017,True,4,55.852229456740275,335.28831898552573
4,2020-01-26,35,35,13.801952294664378,167.64415972422017,True,5,63.92207369889383,335.28831898552573
5,2020-01-27,59,59,13.801952294664378,167.64415972422017,True,6,72.85390384610533,335.28831898552573
6,2020-01-28,80,80,13.801952294664378,167.64415972422017,True,7,82.65364486742685,335.28831898552573
7,2020-01-29,84,84,13.801952294664378,167.64415972422017,True,8,93.30291853828322,335.28831898552573
8,2020-01-30,101,101,13.801952294664378,167.64415972422017,True,9,104.75533453073349,335.28831898552573
9,2020-01-31,120,120,13.801952294664378,167.64415972422017,True,10,116.93418717228337,335.28831898552573
10,2020-02-01,144,144,13.801952294664378,167.64415972422017,True,11,129.7321495887154,335.28831898552573
11,2020-02-02,159,159,13.801952294664378,167.64415972422017,True,12,143.01340284658522,335.28831898552573
12,2020-02-03,179,178,13.801952294664378,167.64415972422017,True,13,156.61835747422276,335.28831898552573
13,2020-02-04,194,191,13.801952294664378,167.64415972422017,True,14,170.3707541905199,335.28831898552573
14,2020-02-05,205,194,13.801952294664378,167.64415972422017,True,15,184.08654191817067,335.28831898552573
15,2020-02-06,215,201,13.801952294664378,167.64415972422017,True,16,197.58361584886669,335.28831898552573
16,2020-02-07,224,204,13.801952294664378,167.64415972422017,True,17,210.69133896781636,335.28831898552573
17,2020-02-08,239,215,13.801952294664378,167.64415972422017,True,18,223.25881096328206,335.28831898552573
18,2020-02-09,250,215,13.801952294664378,167.64415972422017,True,19,235.16107754496042,335.28831898552573
19,2020-02-10,261,222,13.801952294664378,167.64415972422017,True,20,246.30282868535141,335.28831898552573
20,2020-02-11,267,222,13.801952294664378,167.64415972422017,True,21,256.6195262646135,335.28831898552573
21,2020-02-12,272,219,13.801952294664378,167.64415972422017,True,22,266.07624318588137,335.28831898552573
22,2020-02-13,279,222,13.801952294664378,167.64415972422017,True,23,274.6647283724917,335.28831898552573
23,2020-02-14,281,218,13.801952294664378,167.64415972422017,True,24,282.39931482762154,335.28831898552573
24,2020-02-15,285,214,13.801952294664378,167.64415972422017,True,25,289.3122750044039,335.28831898552573
25,2020-02-16,287,205,13.801952294664378,167.64415972422017,True,26,295.4491337345034,335.28831898552573
26,2020-02-17,290,200,13.801952294664378,167.64415972422017,True,27,300.8643141811673,335.28831898552573
27,2020-02-18,292,199,13.801952294664378,167.64415972422017,True,28,305.6173513241377,335.28831898552573
28,2020-02-19,293,181,13.801952294664378,167.64415972422017,True,29,309.7697837201144,335.28831898552573
29,2020-02-20,293,166,13.801952294664378,167.64415972422017,True,30,313.3827393173524,335.28831898552573
30,2020-02-21,293,143,13.801952294664378,167.64415972422017,True,31,316.51516723747335,335.28831898552573
31,2020-02-22,293,130,13.801952294664378,167.64415972422017,True,32,319.22263114168885,335.28831898552573
32,2020-02-23,293,122,13.801952294664378,167.64415972422017,True,33,321.55656486096916,335.28831898552573
33,2020-02-24,293,109,13.801952294664378,167.64415972422017,True,34,323.5638907379555,335.28831898552573
34,2020-02-25,294,94,13.801952294664378,167.64415972422017,True,35,325.2869097839142,335.28831898552573
35,2020-02-26,294,75,13.801952294664378,167.64415972422017,True,36,326.76338582888326,335.28831898552573
36,2020-02-27,296,67,13.801952294664378,167.64415972422017,True,37,328.026760255922,335.28831898552573
37,2020-02-28,296,60,13.801952294664378,167.64415972422017,True,38,329.1064477571517,335.28831898552573
38,2020-02-29,296,52,13.801952294664378,167.64415972422017,True,39,330.0281758126979,335.28831898552573
39,2020-03-01,296,48,13.801952294664378,167.64415972422017,True,40,330.8143408621167,335.28831898552573
40,2020-03-02,296,40,13.801952294664378,167.64415972422017,True,41,331.48436237597133,335.28831898552573
41,2020-03-03,296,35,13.801952294664378,167.64415972422017,True,42,332.0550224150655,335.28831898552573
42,2020-03-04,296,25,13.801952294664378,167.64415972422017,True,43,332.5407830527185,335.28831898552573
43,2020-03-05,296,18,13.801952294664378,167.64415972422017,True,44,332.9540775214663,335.28831898552573
44,2020-03-06,296,11,13.801952294664378,167.64415972422017,True,45,333.3055734042913,335.28831898552573
45,2020-03-07,296,0,13.801952294664378,167.64415972422017,True,46,333.6044078621309,335.28831898552573
46,2020-03-08,296,0,13.801952294664378,167.64415972422017,True,47,333.85839597349667,335.28831898552573
47,2020-03-09,296,0,13.801952294664378,167.64415972422017,True,48,334.0742139181733,335.28831898552573
48,2020-03-10,296,0,13.801952294664378,167.64415972422017,True,49,334.2575590891601,335.28831898552573
49,2020-03-11,296,0,13.801952294664378,167.64415972422017,True,50,334.41328935930665,335.28831898552573
50,2020-03-12,296,0,13.801952294664378,167.64415972422017,True,51,334.5455437312569,335.28831898552573
51,2020-03-13,296,0,13.801952294664378,167.64415972422017,True,52,334.65784651212994,335.28831898552573
52,2020-03-14,296,0,13.801952294664378,167.64415972422017,True,53,334.75319701399286,335.28831898552573
53,2020-03-15,296,0,13.801952294664378,167.64415972422017,True,54,334.83414661285696,335.28831898552573
54,2020-03-16,296,0,13.801952294664378,167.64415972422017,True,55,334.90286481978114,335.28831898552573
55,2020-03-17,296,0,13.801952294664378,167.64415972422017,True,56,334.96119583895745,335.28831898552573
56,2020-03-18,296,0,13.801952294664378,167.64415972422017,True,57,335.0107069164614,335.28831898552573
57,2020-03-19,296,0,13.801952294664378,167.64415972422017,True,58,335.05272962379763,335.28831898552573
58,2020-03-20,299,3,13.801952294664378,167.64415972422017,True,59,335.0883950745713,335.28831898552573
59,2020-03-21,303,7,13.801952294664378,167.64415972422017,True,60,335.1186639413227,335.28831898552573
60,2020-03-22,313,17,13.801952294664378,167.64415972422017,True,61,335.1443520226575,335.28831898552573
61,2020-03-23,313,17,13.801952294664378,167.64415972422017,True,62,335.1661520076041,335.28831898552573
62,2020-03-24,318,22,13.801952294664378,167.64415972422017,True,63,335.18465199368507,335.28831898552573
63,2020-03-25,322,26,13.801952294664378,167.64415972422017,True,64,335.2003512363327,335.28831898552573
64,2020-03-26,328,32,13.801952294664378,167.64415972422017,True,65,335.2136735388688,335.28831898552573
65,2020-03-27,331,35,13.801952294664378,167.64415972422017,True,66,335.22497863311384,335.28831898552573
66,2020-03-28,337,41,13.801952294664378,167.64415972422017,True,67,335.2345718497147,335.28831898552573
67,2020-03-29,338,42,13.801952294664378,167.64415972422017,True,68,335.24271233344984,335.28831898552573
68,2020-03-30,340,44,13.801952294664378,167.64415972422017,True,69,335.24962002116985,335.28831898552573
69,2020-03-31,343,47,13.801952294664378,167.64415972422017,True,70,335.25548156782764,335.28831898552573
70,2020-04-01,345,46,13.801952294664378,167.64415972422017,True,71,335.26045537851564,335.28831898552573
71,2020-04-02,345,45,13.801952294664378,167.64415972422017,True,72,335.2646758809018,335.28831898552573
72,2020-04-03,349,48,13.801952294664378,167.64415972422017,True,73,335.268257152389,335.28831898552573
73,2020-04-04,350,48,13.801952294664378,167.64415972422017,True,74,335.2712959992097,335.28831898552573
74,2020-04-05,350,46,13.801952294664378,167.64415972422017,True,75,335.2738745700926,335.28831898552573
75,2020-04-06,350,44,13.801952294664378,167.64415972422017,True,76,335.27606257472576,335.28831898552573
76,2020-04-07,351,45,13.801952294664378,167.64415972422017,True,77,335.2779191666842,335.28831898552573
77,2020-04-08,351,42,13.801952294664378,167.64415972422017,True,78,335.27949454150263,335.28831898552573
78,2020-04-09,351,42,13.801952294664378,167.64415972422017,True,79,335.2808312929406,335.28831898552573
79,2020-04-10,351,39,13.801952294664378,167.64415972422017,True,80,335.28196556399485,335.28831898552573
80,2020-04-11,351,33,13.801952294664378,167.64415972422017,True,81,335.282928023695,335.28831898552573
81,2020-04-12,352,30,13.801952294664378,167.64415972422017,True,82,335.2837446960358,335.28831898552573
82,2020-04-13,352,26,13.801952294664378,167.64415972422017,True,83,335.28443766341513,335.28831898552573
83,2020-04-14,353,23,13.801952294664378,167.64415972422017,True,84,335.285025663568,335.28831898552573
84,2020-04-15,353,21,13.801952294664378,167.64415972422017,True,85,335.28552459611524,335.28831898552573
85,2020-04-16,353,19,13.801952294664378,167.64415972422017,True,86,335.28594795240735,335.28831898552573
86,2020-04-17,354,19,13.801952294664378,167.64415972422017,True,87,335.2863071802756,335.28831898552573
87,2020-04-18,355,18,13.801952294664378,167.64415972422017,True,88,335.2866119935456,335.28831898552573
88,2020-04-19,355,15,13.801952294664378,167.64415972422017,True,89,335.2868706346752,335.28831898552573
89,2020-04-20,355,15,13.801952294664378,167.64415972422017,True,90,335.28709009761695,335.28831898552573
90,2020-04-21,355,13,13.801952294664378,167.64415972422017,True,91,335.2872763169258,335.28831898552573
91,2020-04-22,355,12,13.801952294664378,167.64415972422017,True,92,335.28743432822534,335.28831898552573
92,2020-04-23,355,8,13.801952294664378,167.64415972422017,True,93,335.2875684043695,335.28831898552573
93,2020-04-24,355,5,13.801952294664378,167.64415972422017,True,94,335.28768217098064,335.28831898552573
94,2020-04-25,355,5,13.801952294664378,167.64415972422017,True,95,335.28777870448727,335.28831898552573
95,2020-04-26,355,5,13.801952294664378,167.64415972422017,True,96,335.2878606153127,335.28831898552573
96,2020-04-27,355,5,13.801952294664378,167.64415972422017,True,97,335.28793011846255,335.28831898552573
97,2020-04-28,355,2,13.801952294664378,167.64415972422017,True,98,335.28798909342083,335.28831898552573
98,2020-04-29,355,1,13.801952294664378,167.64415972422017,True,99,335.288039134973,335.28831898552573
99,2020-04-30,356,2,13.801952294664378,167.64415972422017,True,100,335.2880815963311,335.28831898552573
100,2020-05-01,356,2,13.801952294664378,167.64415972422017,True,101,335.2881176257262,335.28831898552573
101,2020-05-02,356,2,13.801952294664378,167.64415972422017,True,102,335.2881481974583,335.28831898552573
102,2020-05-03,356,2,13.801952294664378,167.64415972422017,True,103,335.28817413824294,335.28831898552573
103,2020-05-04,356,2,13.801952294664378,167.64415972422017,True,104,335.2881961495665,335.28831898552573
104,2020-05-05,356,2,13.801952294664378,167.64415972422017,True,105,335.288214826656,335.28831898552573
