,Report_Date,DRC_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,14,75.43695244795798,156.73746731398055,True,58,20.471185892957603,286.8028664350004
58,2020-03-20,18,75.43695244795798,156.73746731398055,True,59,23.59241338732393,286.8028664350004
59,2020-03-21,23,75.43695244795798,156.73746731398055,True,60,27.14544313217211,286.8028664350004
60,2020-03-22,30,75.43695244795798,156.73746731398055,True,61,31.176013850285965,286.8028664350004
61,2020-03-23,36,75.43695244795798,156.73746731398055,True,62,35.73036542958731,286.8028664350004
62,2020-03-24,45,75.43695244795798,156.73746731398055,True,63,40.85375572592595,286.8028664350004
63,2020-03-25,48,75.43695244795798,156.73746731398055,True,64,46.58856235038287,286.8028664350004
64,2020-03-26,51,75.43695244795798,156.73746731398055,True,65,52.97196700671586,286.8028664350004
65,2020-03-27,51,75.43695244795798,156.73746731398055,True,66,60.03326457766717,286.8028664350004
66,2020-03-28,65,75.43695244795798,156.73746731398055,True,67,67.79089865800447,286.8028664350004
67,2020-03-29,65,75.43695244795798,156.73746731398055,True,68,76.24939613669356,286.8028664350004
68,2020-03-30,81,75.43695244795798,156.73746731398055,True,69,85.3964476288418,286.8028664350004
69,2020-03-31,98,75.43695244795798,156.73746731398055,True,70,95.20044483319188,286.8028664350004
70,2020-04-01,109,75.43695244795798,156.73746731398055,True,71,105.6088229716297,286.8028664350004
71,2020-04-02,134,75.43695244795798,156.73746731398055,True,72,116.5475481535735,286.8028664350004
72,2020-04-03,134,75.43695244795798,156.73746731398055,True,73,127.92202182554658,286.8028664350004
73,2020-04-04,154,75.43695244795798,156.73746731398055,True,74,139.61954376856744,286.8028664350004
74,2020-04-05,154,75.43695244795798,156.73746731398055,True,75,151.5132929748772,286.8028664350004
75,2020-04-06,161,75.43695244795798,156.73746731398055,True,76,163.46758006115343,286.8028664350004
76,2020-04-07,180,75.43695244795798,156.73746731398055,True,77,175.3439352930299,286.8028664350004
77,2020-04-08,180,75.43695244795798,156.73746731398055,True,78,187.00746427891588,286.8028664350004
78,2020-04-09,180,75.43695244795798,156.73746731398055,True,79,198.3328599540748,286.8028664350004
79,2020-04-10,215,75.43695244795798,156.73746731398055,True,80,209.20951515351402,286.8028664350004
80,2020-04-11,223,75.43695244795798,156.73746731398055,True,81,219.54532138917932,286.8028664350004
