,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,0.20306900344239262,-1.9780262025343407,2.1186316326167005,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
1,2020-01-23,0.042874983613883665,-2.0058818242843968,2.0036439169497364,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
2,2020-01-24,-0.058419327693257264,-2.1557441126672523,1.8483253252677785,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
3,2020-01-25,0.08306852948832685,-2.0651311753216857,2.189516745712149,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
4,2020-01-26,0.3786070659011,-1.6768121737737758,2.377925136809595,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
5,2020-01-27,-0.07866439890800887,-2.253611435404645,1.8323350219183685,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
6,2020-01-28,-0.5325239195501427,-2.45800505710386,1.5987059020433816,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
7,2020-01-29,0.2090628486442579,-1.8444543913691052,2.257901010386042,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
8,2020-01-30,0.04981386362372341,-2.0691687856814776,2.073591708097531,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
9,2020-01-31,-0.050386443581769406,-2.1136866048034126,1.9107767780941096,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
10,2020-02-01,0.09236785867642845,-2.051330946069765,2.266450416150524,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
11,2020-02-02,0.38937244732768406,-1.5888744704242577,2.346719863745713,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
12,2020-02-03,-0.06620191712111145,-2.101340816718766,2.0143684996311397,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
13,2020-02-04,-0.5180969025899198,-2.5622025189630966,1.396400557269355,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
14,2020-02-05,0.22576394375332573,-1.7271833157157062,2.113464607969703,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
15,2020-02-06,0.0691473060762641,-1.9583920884889396,2.05694498643902,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
16,2020-02-07,-0.02800600422240304,-1.8760978827502237,1.9463111796904047,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
17,2020-02-08,0.11827517593733984,-1.9052893911310074,2.0222043839878,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
18,2020-02-09,0.4193619881773276,-1.5372098654516941,2.5046039029389977,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
19,2020-02-10,-0.031487513442772425,-1.9168464522090598,2.0009411009674523,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
20,2020-02-11,-0.4779140334059826,-2.4704454130846947,1.3729217449711923,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
21,2020-02-12,0.2722756375585511,-1.6697641718929812,2.2825284683245814,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
22,2020-02-13,0.1229831799412204,-1.9221925945919873,2.0074981981643916,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
23,2020-02-14,0.03430545934059792,-1.9847948655262195,1.9237355584177087,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
24,2020-02-15,0.19039399352768965,-1.9391649434448934,2.168305051829474,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
25,2020-02-16,0.5028283068867878,-1.4257807422225106,2.6087742738715547,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
26,2020-02-17,0.06510714442027062,-1.828308815885092,2.0964448454884637,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
27,2020-02-18,-0.3661322912833389,-2.2489714355394277,1.6404458826852504,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
28,2020-02-19,0.4016239512233343,-1.595928249040341,2.4166870591503566,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
29,2020-02-20,0.27264755082000763,-1.7373348755340277,2.220359066960326,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
30,2020-02-21,0.20746194944807064,-1.8928283821661165,2.1281388347314323,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
31,2020-02-22,0.3907101463645181,-1.5150172750026483,2.3591192325933203,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
32,2020-02-23,0.7345374944276486,-1.1936390687272223,2.817474373826177,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
33,2020-02-24,0.3330935809288432,-1.6904608889332964,2.3243529026757748,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
34,2020-02-25,-0.0562365369479213,-2.0328039036763115,2.0348585354959066,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
35,2020-02-26,0.7599193850719822,-1.3725238738709453,2.695656544173947,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
36,2020-02-27,0.6868166850796228,-1.3978926725370655,2.634439161296407,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
37,2020-02-28,0.6861043005365204,-1.292533482974051,2.609194100763277,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
38,2020-02-29,0.9437105592629826,-0.9024257678582338,2.869944224365335,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
39,2020-03-01,1.3732454037714572,-0.7183977159105098,3.301872250910632,0.0,2020-04-06,71.7425290865823,True,76,79.24130667657005
