,Report_Date,Nigeria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.24331977907646,242.7507022995824,True,1,0.0056463130835813285,458.5059310872021
1,2020-01-23,0,76.24331977907646,242.7507022995824,True,2,0.006566646661383803,458.5059310872021
2,2020-01-24,0,76.24331977907646,242.7507022995824,True,3,0.007636989733544343,458.5059310872021
3,2020-01-25,0,76.24331977907646,242.7507022995824,True,4,0.008881792220473174,458.5059310872021
4,2020-01-26,0,76.24331977907646,242.7507022995824,True,5,0.010329488821085999,458.5059310872021
5,2020-01-27,0,76.24331977907646,242.7507022995824,True,6,0.012013148337265155,458.5059310872021
6,2020-01-28,0,76.24331977907646,242.7507022995824,True,7,0.013971228770066126,458.5059310872021
7,2020-01-29,0,76.24331977907646,242.7507022995824,True,8,0.01624845540450917,458.5059310872021
8,2020-01-30,0,76.24331977907646,242.7507022995824,True,9,0.018896841897708124,458.5059310872021
9,2020-01-31,0,76.24331977907646,242.7507022995824,True,10,0.021976877636090613,458.5059310872021
10,2020-02-01,0,76.24331977907646,242.7507022995824,True,11,0.025558908404363437,458.5059310872021
11,2020-02-02,0,76.24331977907646,242.7507022995824,True,12,0.029724741795981106,458.5059310872021
12,2020-02-03,0,76.24331977907646,242.7507022995824,True,13,0.03456951388973489,458.5059310872021
13,2020-02-04,0,76.24331977907646,242.7507022995824,True,14,0.040203859632474304,458.5059310872021
14,2020-02-05,0,76.24331977907646,242.7507022995824,True,15,0.04675643623415444,458.5059310872021
15,2020-02-06,0,76.24331977907646,242.7507022995824,True,16,0.05437685684862574,458.5059310872021
16,2020-02-07,0,76.24331977907646,242.7507022995824,True,17,0.06323910105493209,458.5059310872021
17,2020-02-08,0,76.24331977907646,242.7507022995824,True,18,0.07354547936841381,458.5059310872021
18,2020-02-09,0,76.24331977907646,242.7507022995824,True,19,0.08553124142709013,458.5059310872021
19,2020-02-10,0,76.24331977907646,242.7507022995824,True,20,0.09946993187823783,458.5059310872021
20,2020-02-11,0,76.24331977907646,242.7507022995824,True,21,0.11567961463152035,458.5059310872021
21,2020-02-12,0,76.24331977907646,242.7507022995824,True,22,0.13453010538841728,458.5059310872021
22,2020-02-13,0,76.24331977907646,242.7507022995824,True,23,0.1564513745883702,458.5059310872021
23,2020-02-14,0,76.24331977907646,242.7507022995824,True,24,0.18194330856454116,458.5059310872021
24,2020-02-15,0,76.24331977907646,242.7507022995824,True,25,0.21158704626343758,458.5059310872021
25,2020-02-16,0,76.24331977907646,242.7507022995824,True,26,0.24605814289468717,458.5059310872021
26,2020-02-17,0,76.24331977907646,242.7507022995824,True,27,0.28614185093685623,458.5059310872021
27,2020-02-18,0,76.24331977907646,242.7507022995824,True,28,0.3327508536818834,458.5059310872021
28,2020-02-19,0,76.24331977907646,242.7507022995824,True,29,0.38694583764974727,458.5059310872021
29,2020-02-20,0,76.24331977907646,242.7507022995824,True,30,0.4499593484743511,458.5059310872021
30,2020-02-21,0,76.24331977907646,242.7507022995824,True,31,0.5232234409895883,458.5059310872021
31,2020-02-22,0,76.24331977907646,242.7507022995824,True,32,0.6084017089448772,458.5059310872021
32,2020-02-23,0,76.24331977907646,242.7507022995824,True,33,0.7074263636881536,458.5059310872021
33,2020-02-24,0,76.24331977907646,242.7507022995824,True,34,0.8225411247522244,458.5059310872021
34,2020-02-25,0,76.24331977907646,242.7507022995824,True,35,0.9563507887819616,458.5059310872021
35,2020-02-26,0,76.24331977907646,242.7507022995824,True,36,1.1118784564363817,458.5059310872021
36,2020-02-27,0,76.24331977907646,242.7507022995824,True,37,1.2926315189420836,458.5059310872021
37,2020-02-28,1,76.24331977907646,242.7507022995824,True,38,1.502677635075407,458.5059310872021
38,2020-02-29,1,76.24331977907646,242.7507022995824,True,39,1.74673206238078,458.5059310872021
39,2020-03-01,1,76.24331977907646,242.7507022995824,True,40,2.030257838380963,458.5059310872021
40,2020-03-02,1,76.24331977907646,242.7507022995824,True,41,2.3595804307938923,458.5059310872021
41,2020-03-03,1,76.24331977907646,242.7507022995824,True,42,2.742018579202958,458.5059310872021
42,2020-03-04,1,76.24331977907646,242.7507022995824,True,43,3.1860331183621167,458.5059310872021
43,2020-03-05,1,76.24331977907646,242.7507022995824,True,44,3.701395583226342,458.5059310872021
44,2020-03-06,1,76.24331977907646,242.7507022995824,True,45,4.299378317602135,458.5059310872021
45,2020-03-07,1,76.24331977907646,242.7507022995824,True,46,4.9929676012890365,458.5059310872021
46,2020-03-08,1,76.24331977907646,242.7507022995824,True,47,5.797100920881411,458.5059310872021
47,2020-03-09,2,76.24331977907646,242.7507022995824,True,48,6.728928867054396,458.5059310872021
48,2020-03-10,2,76.24331977907646,242.7507022995824,True,49,7.808101157004927,458.5059310872021
49,2020-03-11,2,76.24331977907646,242.7507022995824,True,50,9.057074843643436,458.5059310872021
50,2020-03-12,2,76.24331977907646,242.7507022995824,True,51,10.501440748390152,458.5059310872021
51,2020-03-13,2,76.24331977907646,242.7507022995824,True,52,12.170261384265356,458.5059310872021
52,2020-03-14,2,76.24331977907646,242.7507022995824,True,53,14.096409944403456,458.5059310872021
53,2020-03-15,2,76.24331977907646,242.7507022995824,True,54,16.31689513569259,458.5059310872021
54,2020-03-16,2,76.24331977907646,242.7507022995824,True,55,18.873150571397762,458.5059310872021
55,2020-03-17,3,76.24331977907646,242.7507022995824,True,56,21.81125998771394,458.5059310872021
56,2020-03-18,8,76.24331977907646,242.7507022995824,True,57,25.182080717615893,458.5059310872021
57,2020-03-19,8,76.24331977907646,242.7507022995824,True,58,29.041217840380316,458.5059310872021
58,2020-03-20,12,76.24331977907646,242.7507022995824,True,59,33.44879074074934,458.5059310872021
59,2020-03-21,22,76.24331977907646,242.7507022995824,True,60,38.46892343037027,458.5059310872021
60,2020-03-22,30,76.24331977907646,242.7507022995824,True,61,44.16888149525188,458.5059310872021
61,2020-03-23,40,76.24331977907646,242.7507022995824,True,62,50.617774284186254,458.5059310872021
62,2020-03-24,44,76.24331977907646,242.7507022995824,True,63,57.884744116602874,458.5059310872021
63,2020-03-25,51,76.24331977907646,242.7507022995824,True,64,66.03657876183138,458.5059310872021
64,2020-03-26,65,76.24331977907646,242.7507022995824,True,65,75.13471346528851,458.5059310872021
65,2020-03-27,70,76.24331977907646,242.7507022995824,True,66,85.2316381604734,458.5059310872021
66,2020-03-28,89,76.24331977907646,242.7507022995824,True,67,96.36679626538555,458.5059310872021
67,2020-03-29,111,76.24331977907646,242.7507022995824,True,68,108.56215221621106,458.5059310872021
68,2020-03-30,131,76.24331977907646,242.7507022995824,True,69,121.81770889592748,458.5059310872021
69,2020-03-31,135,76.24331977907646,242.7507022995824,True,70,136.1073598447167,458.5059310872021
70,2020-04-01,174,76.24331977907646,242.7507022995824,True,71,151.3755441874866,458.5059310872021
71,2020-04-02,184,76.24331977907646,242.7507022995824,True,72,167.5352095202462,458.5059310872021
72,2020-04-03,210,76.24331977907646,242.7507022995824,True,73,184.46755497633282,458.5059310872021
73,2020-04-04,214,76.24331977907646,242.7507022995824,True,74,202.0239068627361,458.5059310872021
74,2020-04-05,232,76.24331977907646,242.7507022995824,True,75,220.02987248687657,458.5059310872021
75,2020-04-06,238,76.24331977907646,242.7507022995824,True,76,238.29164600966143,458.5059310872021
76,2020-04-07,254,76.24331977907646,242.7507022995824,True,77,256.6040470655631,458.5059310872021
77,2020-04-08,276,76.24331977907646,242.7507022995824,True,78,274.7596158230257,458.5059310872021
78,2020-04-09,288,76.24331977907646,242.7507022995824,True,79,292.55792331642914,458.5059310872021
79,2020-04-10,305,76.24331977907646,242.7507022995824,True,80,309.814221587265,458.5059310872021
80,2020-04-11,318,76.24331977907646,242.7507022995824,True,81,326.366662598114,458.5059310872021
81,2020-04-12,323,76.24331977907646,242.7507022995824,True,82,342.08153335492443,458.5059310872021
82,2020-04-13,343,76.24331977907646,242.7507022995824,True,83,356.8562377259479,458.5059310872021
83,2020-04-14,373,76.24331977907646,242.7507022995824,True,84,370.62004418689116,458.5059310872021
84,2020-04-15,407,76.24331977907646,242.7507022995824,True,85,383.33286131235275,458.5059310872021
