,Report_Date,Mauritius_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,71.28455527700959,169.8239909622631,True,1,0.0039917685790221745,339.64087790966033
1,2020-01-23,0,0,71.28455527700959,169.8239909622631,True,2,0.0046914369238757955,339.64087790966033
2,2020-01-24,0,0,71.28455527700959,169.8239909622631,True,3,0.0055137395938498045,339.64087790966033
3,2020-01-25,0,0,71.28455527700959,169.8239909622631,True,4,0.0064801705534963325,339.64087790966033
4,2020-01-26,0,0,71.28455527700959,169.8239909622631,True,5,0.00761599069819945,339.64087790966033
5,2020-01-27,0,0,71.28455527700959,169.8239909622631,True,6,0.008950887918357936,339.64087790966033
6,2020-01-28,0,0,71.28455527700959,169.8239909622631,True,7,0.010519752781895533,339.64087790966033
7,2020-01-29,0,0,71.28455527700959,169.8239909622631,True,8,0.012363590071022784,339.64087790966033
8,2020-01-30,0,0,71.28455527700959,169.8239909622631,True,9,0.014530589944818456,339.64087790966033
9,2020-01-31,0,0,71.28455527700959,169.8239909622631,True,10,0.017077386650259662,339.64087790966033
10,2020-02-01,0,0,71.28455527700959,169.8239909622631,True,11,0.02007053757703596,339.64087790966033
11,2020-02-02,0,0,71.28455527700959,169.8239909622631,True,12,0.023588261170056343,339.64087790966033
12,2020-02-03,0,0,71.28455527700959,169.8239909622631,True,13,0.027722478923131746,339.64087790966033
13,2020-02-04,0,0,71.28455527700959,169.8239909622631,True,14,0.032581214547269255,339.64087790966033
14,2020-02-05,0,0,71.28455527700959,169.8239909622631,True,15,0.038291412634772176,339.64087790966033
15,2020-02-06,0,0,71.28455527700959,169.8239909622631,True,16,0.045002249955662224,339.64087790966033
16,2020-02-07,0,0,71.28455527700959,169.8239909622631,True,17,0.05288902519272612,339.64087790966033
17,2020-02-08,0,0,71.28455527700959,169.8239909622631,True,18,0.0621577277551053,339.64087790966033
18,2020-02-09,0,0,71.28455527700959,169.8239909622631,True,19,0.07305040366542652,339.64087790966033
19,2020-02-10,0,0,71.28455527700959,169.8239909622631,True,20,0.08585145680412362,339.64087790966033
20,2020-02-11,0,0,71.28455527700959,169.8239909622631,True,21,0.1008950474898549,339.64087790966033
21,2020-02-12,0,0,71.28455527700959,169.8239909622631,True,22,0.11857377801712442,339.64087790966033
22,2020-02-13,0,0,71.28455527700959,169.8239909622631,True,23,0.13934888697496955,339.64087790966033
23,2020-02-14,0,0,71.28455527700959,169.8239909622631,True,24,0.16376221162548202,339.64087790966033
24,2020-02-15,0,0,71.28455527700959,169.8239909622631,True,25,0.1924502211001799,339.64087790966033
25,2020-02-16,0,0,71.28455527700959,169.8239909622631,True,26,0.22616047352755264,339.64087790966033
26,2020-02-17,0,0,71.28455527700959,169.8239909622631,True,27,0.26577090836077616,339.64087790966033
27,2020-02-18,0,0,71.28455527700959,169.8239909622631,True,28,0.31231245211180625,339.64087790966033
28,2020-02-19,0,0,71.28455527700959,169.8239909622631,True,29,0.36699549242592294,339.64087790966033
29,2020-02-20,0,0,71.28455527700959,169.8239909622631,True,30,0.43124086293823394,339.64087790966033
30,2020-02-21,0,0,71.28455527700959,169.8239909622631,True,31,0.5067160805339435,339.64087790966033
31,2020-02-22,0,0,71.28455527700959,169.8239909622631,True,32,0.5953776881707086,339.64087790966033
32,2020-02-23,0,0,71.28455527700959,169.8239909622631,True,33,0.6995206806191773,339.64087790966033
33,2020-02-24,0,0,71.28455527700959,169.8239909622631,True,34,0.8218361270206594,339.64087790966033
34,2020-02-25,0,0,71.28455527700959,169.8239909622631,True,35,0.965478251766277,339.64087790966033
35,2020-02-26,0,0,71.28455527700959,169.8239909622631,True,36,1.134142391138494,339.64087790966033
36,2020-02-27,0,0,71.28455527700959,169.8239909622631,True,37,1.3321554025772118,339.64087790966033
37,2020-02-28,0,0,71.28455527700959,169.8239909622631,True,38,1.564580258469505,339.64087790966033
38,2020-02-29,0,0,71.28455527700959,169.8239909622631,True,39,1.8373366949036916,339.64087790966033
39,2020-03-01,0,0,71.28455527700959,169.8239909622631,True,40,2.1573398899071283,339.64087790966033
40,2020-03-02,0,0,71.28455527700959,169.8239909622631,True,41,2.5326591893779216,339.64087790966033
41,2020-03-03,0,0,71.28455527700959,169.8239909622631,True,42,2.9726988456625714,339.64087790966033
42,2020-03-04,0,0,71.28455527700959,169.8239909622631,True,43,3.488402533000164,339.64087790966033
