,Report_Date,Mauritius_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,0,0,71.28455527700959,169.8239909622631,True,44,4.092482987371954,339.64087790966033
44,2020-03-06,0,0,71.28455527700959,169.8239909622631,True,45,4.799677394679078,339.64087790966033
45,2020-03-07,0,0,71.28455527700959,169.8239909622631,True,46,5.627028002327421,339.64087790966033
46,2020-03-08,0,0,71.28455527700959,169.8239909622631,True,47,6.594185705249614,339.64087790966033
47,2020-03-09,0,0,71.28455527700959,169.8239909622631,True,48,7.723731873788324,339.64087790966033
48,2020-03-10,0,0,71.28455527700959,169.8239909622631,True,49,9.041510230111735,339.64087790966033
49,2020-03-11,0,0,71.28455527700959,169.8239909622631,True,50,10.576955899457262,339.64087790966033
50,2020-03-12,0,0,71.28455527700959,169.8239909622631,True,51,12.363402615773444,339.64087790966033
51,2020-03-13,0,0,71.28455527700959,169.8239909622631,True,52,14.438341237214194,339.64087790966033
52,2020-03-14,0,0,71.28455527700959,169.8239909622631,True,53,16.843593118326922,339.64087790966033
53,2020-03-15,0,0,71.28455527700959,169.8239909622631,True,54,19.62535059611321,339.64087790966033
54,2020-03-16,0,0,71.28455527700959,169.8239909622631,True,55,22.834024344139998,339.64087790966033
55,2020-03-17,0,0,71.28455527700959,169.8239909622631,True,56,26.523824667656243,339.64087790966033
56,2020-03-18,3,3,71.28455527700959,169.8239909622631,True,57,30.75199279535957,339.64087790966033
57,2020-03-19,3,3,71.28455527700959,169.8239909622631,True,58,35.577591754099934,339.64087790966033
58,2020-03-20,12,12,71.28455527700959,169.8239909622631,True,59,41.05976856187911,339.64087790966033
59,2020-03-21,14,13,71.28455527700959,169.8239909622631,True,60,47.255415409635056,339.64087790966033
60,2020-03-22,28,26,71.28455527700959,169.8239909622631,True,61,54.21619296497601,339.64087790966033
61,2020-03-23,36,34,71.28455527700959,169.8239909622631,True,62,61.984939058392825,339.64087790966033
62,2020-03-24,42,40,71.28455527700959,169.8239909622631,True,63,70.59157335681567,339.64087790966033
63,2020-03-25,48,46,71.28455527700959,169.8239909622631,True,64,80.04872046709244,339.64087790966033
64,2020-03-26,81,79,71.28455527700959,169.8239909622631,True,65,90.34739938153658,339.64087790966033
65,2020-03-27,94,92,71.28455527700959,169.8239909622631,True,66,101.45324538393946,339.64087790966033
66,2020-03-28,102,100,71.28455527700959,169.8239909622631,True,67,113.30381125836522,339.64087790966033
67,2020-03-29,107,104,71.28455527700959,169.8239909622631,True,68,125.80750325321772,339.64087790966033
68,2020-03-30,128,125,71.28455527700959,169.8239909622631,True,69,138.84461433592392,339.64087790966033
69,2020-03-31,143,138,71.28455527700959,169.8239909622631,True,70,152.27071125079223,339.64087790966033
70,2020-04-01,161,155,71.28455527700959,169.8239909622631,True,71,165.92233016768412,339.64087790966033
71,2020-04-02,169,162,71.28455527700959,169.8239909622631,True,72,179.6245883059022,339.64087790966033
72,2020-04-03,186,179,71.28455527700959,169.8239909622631,True,73,193.19999996031274,339.64087790966033
73,2020-04-04,196,182,71.28455527700959,169.8239909622631,True,74,206.4775726300256,339.64087790966033
74,2020-04-05,227,213,71.28455527700959,169.8239909622631,True,75,219.30120823028238,339.64087790966033
75,2020-04-06,244,230,71.28455527700959,169.8239909622631,True,76,231.53655935143078,339.64087790966033
76,2020-04-07,268,253,71.28455527700959,169.8239909622631,True,77,243.07575773304265,339.64087790966033
77,2020-04-08,273,247,71.28455527700959,169.8239909622631,True,78,253.83977323616136,339.64087790966033
78,2020-04-09,314,284,71.28455527700959,169.8239909622631,True,79,263.7784973496716,339.64087790966033
79,2020-04-10,318,286,71.28455527700959,169.8239909622631,True,80,272.86891002676816,339.64087790966033
80,2020-04-11,319,282,71.28455527700959,169.8239909622631,True,81,281.11184617669784,339.64087790966033
81,2020-04-12,324,273,71.28455527700959,169.8239909622631,True,82,288.52792454484756,339.64087790966033
82,2020-04-13,324,273,71.28455527700959,169.8239909622631,True,83,295.15315784820615,339.64087790966033
83,2020-04-14,324,264,71.28455527700959,169.8239909622631,True,84,301.03466200018056,339.64087790966033
84,2020-04-15,324,250,71.28455527700959,169.8239909622631,True,85,306.2267577033526,339.64087790966033
85,2020-04-16,324,234,71.28455527700959,169.8239909622631,True,86,310.78763613915885,339.64087790966033
86,2020-04-17,324,207,71.28455527700959,169.8239909622631,True,87,314.7766584050834,339.64087790966033
87,2020-04-18,325,136,71.28455527700959,169.8239909622631,True,88,318.2522827754217,339.64087790966033
88,2020-04-19,328,111,71.28455527700959,169.8239909622631,True,89,321.27056488128665,339.64087790966033
89,2020-04-20,328,95,71.28455527700959,169.8239909622631,True,90,323.88414955843945,339.64087790966033
90,2020-04-21,328,76,71.28455527700959,169.8239909622631,True,91,326.1416638057913,339.64087790966033
91,2020-04-22,329,59,71.28455527700959,169.8239909622631,True,92,328.0874224374834,339.64087790966033
92,2020-04-23,331,56,71.28455527700959,169.8239909622631,True,93,329.7613668687846,339.64087790966033
93,2020-04-24,331,37,71.28455527700959,169.8239909622631,True,94,331.19916949814046,339.64087790966033
94,2020-04-25,331,27,71.28455527700959,169.8239909622631,True,95,332.4324489250791,339.64087790966033
95,2020-04-26,332,24,71.28455527700959,169.8239909622631,True,96,333.48905331239496,339.64087790966033
96,2020-04-27,334,22,71.28455527700959,169.8239909622631,True,97,334.3933797982716,339.64087790966033
97,2020-04-28,334,21,71.28455527700959,169.8239909622631,True,98,335.16670670109494,339.64087790966033
98,2020-04-29,332,16,71.28455527700959,169.8239909622631,True,99,335.8275223398763,339.64087790966033
99,2020-04-30,332,12,71.28455527700959,169.8239909622631,True,100,336.3918397789297,339.64087790966033
100,2020-05-01,332,10,71.28455527700959,169.8239909622631,True,101,336.87349092963564,339.64087790966033
101,2020-05-02,332,8,71.28455527700959,169.8239909622631,True,102,337.2843964532494,339.64087790966033
102,2020-05-03,332,7,71.28455527700959,169.8239909622631,True,103,337.6348100402091,339.64087790966033
103,2020-05-04,332,6,71.28455527700959,169.8239909622631,True,104,337.9335370970322,339.64087790966033
104,2020-05-05,332,3,71.28455527700959,169.8239909622631,True,105,338.1881288210588,339.64087790966033
105,2020-05-06,332,2,71.28455527700959,169.8239909622631,True,106,338.4050532218654,339.64087790966033
106,2020-05-07,332,2,71.28455527700959,169.8239909622631,True,107,338.58984496207177,339.64087790966033
107,2020-05-08,332,2,71.28455527700959,169.8239909622631,True,108,338.74723602020475,339.64087790966033
108,2020-05-09,332,2,71.28455527700959,169.8239909622631,True,109,338.88126918447284,339.64087790966033
109,2020-05-10,332,2,71.28455527700959,169.8239909622631,True,110,338.99539631280004,339.64087790966033
110,2020-05-11,332,0,71.28455527700959,169.8239909622631,True,111,339.092563172884,339.64087790966033
111,2020-05-12,332,0,71.28455527700959,169.8239909622631,True,112,339.175282528571,339.64087790966033
112,2020-05-13,332,0,71.28455527700959,169.8239909622631,True,113,339.2456969807148,339.64087790966033
113,2020-05-14,332,0,71.28455527700959,169.8239909622631,True,114,339.30563291199906,339.64087790966033
114,2020-05-15,332,0,71.28455527700959,169.8239909622631,True,115,339.3566467324046,339.64087790966033
115,2020-05-16,332,0,71.28455527700959,169.8239909622631,True,116,339.4000644789283,339.64087790966033
116,2020-05-17,332,0,71.28455527700959,169.8239909622631,True,117,339.437015691842,339.64087790966033
117,2020-05-18,332,0,71.28455527700959,169.8239909622631,True,118,339.46846237104734,339.64087790966033
118,2020-05-19,332,0,71.28455527700959,169.8239909622631,True,119,339.4952237099275,339.64087790966033
119,2020-05-20,332,0,71.28455527700959,169.8239909622631,True,120,339.5179972100523,339.64087790966033
120,2020-05-21,332,0,71.28455527700959,169.8239909622631,True,121,339.5373766973416,339.64087790966033
121,2020-05-22,332,0,71.28455527700959,169.8239909622631,True,122,339.5538676879118,339.64087790966033
122,2020-05-23,332,0,71.28455527700959,169.8239909622631,True,123,339.56790048879606,339.64087790966033
123,2020-05-24,334,2,71.28455527700959,169.8239909622631,True,124,339.57984136405275,339.64087790966033
124,2020-05-25,334,2,71.28455527700959,169.8239909622631,True,125,339.5900020494957,339.64087790966033
125,2020-05-26,334,2,71.28455527700959,169.8239909622631,True,126,339.5986478584929,339.64087790966033
126,2020-05-27,334,2,71.28455527700959,169.8239909622631,True,127,339.6060045861806,339.64087790966033
127,2020-05-28,334,2,71.28455527700959,169.8239909622631,True,128,339.6122643892813,339.64087790966033
