,ds,yhat,yhat_lower,yhat_upper,y,current_date,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,9.97143099689189,-19.73806823790945,40.62672458865138,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
1,2020-01-23,0.4775675772280266,-28.385360478490576,29.589985911849933,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
2,2020-01-24,-5.988876132456777,-35.93886813174296,25.562110903809394,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
3,2020-01-25,-5.792147329924622,-35.43349456581125,22.931490478526023,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
4,2020-01-26,-0.801941382650827,-30.760863562366254,29.684610147380276,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
5,2020-01-27,-0.7919173803190935,-33.191990262289266,32.38982453954532,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
6,2020-01-28,3.097405758991122,-26.799414924044314,34.08419773796508,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
7,2020-01-29,10.00185955564638,-23.802339674198066,38.70294867275843,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
8,2020-01-30,0.5133942136169882,-32.085854829844436,29.960583364284556,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
9,2020-01-31,-5.946693807286701,-35.22587456179144,22.907396287841184,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
10,2020-02-01,-5.742481832611787,-34.474461913794116,25.695535676808802,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
11,2020-02-02,-0.7434652261345819,-30.92657952629007,32.67902301691394,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
12,2020-02-03,-0.7230675988477544,-31.328774797139914,29.406808738800642,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
13,2020-02-04,3.1784693758312783,-26.70421971547636,32.234925374145746,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
14,2020-02-05,10.097303634843763,-20.185982719467745,41.633895689078216,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
15,2020-02-06,0.6257696892603658,-29.45927380476044,29.977280373158965,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
16,2020-02-07,-5.8143835404140845,-37.691085670515974,23.02376775083932,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
17,2020-02-08,-5.586700683467571,-36.5891994278356,24.855532294291624,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
18,2020-02-09,-0.5600499510472015,-31.31989873329347,27.70097016757537,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
19,2020-02-10,-0.5071166056010192,-31.441186722564286,29.262968664004,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
20,2020-02-11,3.4327269257112243,-28.500860668923494,35.002311594474605,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
21,2020-02-12,10.396661911624385,-20.645371056870662,38.82331829711819,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
22,2020-02-13,0.9782275683936437,-30.14315817522562,29.604344384961973,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
23,2020-02-14,-5.399408993839667,-36.024791418480774,24.788403586277962,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
24,2020-02-15,-5.098122948357632,-36.95751335345403,24.460340148382908,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
25,2020-02-16,0.015182665810279272,-30.986533150818634,30.580503585197892,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
26,2020-02-17,0.17013576096909977,-28.573358108339967,32.60070455005016,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
27,2020-02-18,4.230086582380279,-27.92686751784219,33.90955710573909,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
28,2020-02-19,11.33542087989821,-19.818491966498023,41.32050018342791,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
29,2020-02-20,2.0834491694645476,-29.016673716997527,33.0121812319789,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
30,2020-02-21,-4.098223408861517,-33.218263700322034,27.28633950619142,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
31,2020-02-22,-3.5662498803512914,-36.13250029307285,27.300913965130064,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
32,2020-02-23,1.8186108511649768,-27.348707368142556,32.10307121605369,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
33,2020-02-24,2.2932146712473975,-27.497934046605458,32.39333274461592,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
34,2020-02-25,6.729413540815418,-21.330614199610967,38.51797819176267,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
35,2020-02-26,14.27759134857244,-13.878347750464863,46.66374518260135,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
36,2020-02-27,5.546814093972504,-27.60961237054721,35.82890758009762,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
37,2020-02-28,-0.021494793547169877,-32.033798016994,30.450405919548462,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
38,2020-02-29,1.2322499897395058,-28.567645872591346,32.07395825533519,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
39,2020-03-01,7.466365173313772,-24.20140296900265,38.06198830930794,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
40,2020-03-02,8.940106251389421,-20.89620462283944,37.85314740693,0.0,2020-04-04,79.84473935347587,False,74,4610.840677635216
