,Report_Date,Iceland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.2858805194871,894.5152146159772,True,1,0.021283517559765736,1722.2758799853682
1,2020-01-23,0,66.2858805194871,894.5152146159772,True,2,0.02532055795234676,1722.2758799853682
2,2020-01-24,0,66.2858805194871,894.5152146159772,True,3,0.03012332800709705,1722.2758799853682
3,2020-01-25,0,66.2858805194871,894.5152146159772,True,4,0.035837062906136606,1722.2758799853682
4,2020-01-26,0,66.2858805194871,894.5152146159772,True,5,0.042634542219728705,1722.2758799853682
5,2020-01-27,0,66.2858805194871,894.5152146159772,True,6,0.050721312877362465,1722.2758799853682
6,2020-01-28,0,66.2858805194871,894.5152146159772,True,7,0.06034190213573978,1722.2758799853682
7,2020-01-29,0,66.2858805194871,894.5152146159772,True,8,0.0717872080349444,1722.2758799853682
8,2020-01-30,0,66.2858805194871,894.5152146159772,True,9,0.08540329027603387,1722.2758799853682
9,2020-01-31,0,66.2858805194871,894.5152146159772,True,10,0.10160182656742237,1722.2758799853682
10,2020-02-01,0,66.2858805194871,894.5152146159772,True,11,0.12087254951833286,1722.2758799853682
11,2020-02-02,0,66.2858805194871,894.5152146159772,True,12,0.14379803857729576,1722.2758799853682
12,2020-02-03,0,66.2858805194871,894.5152146159772,True,13,0.171071312061073,1722.2758799853682
13,2020-02-04,0,66.2858805194871,894.5152146159772,True,14,0.20351674804585865,1722.2758799853682
14,2020-02-05,0,66.2858805194871,894.5152146159772,True,15,0.24211496221402476,1722.2758799853682
15,2020-02-06,0,66.2858805194871,894.5152146159772,True,16,0.28803238850541485,1722.2758799853682
16,2020-02-07,0,66.2858805194871,894.5152146159772,True,17,0.34265644794103434,1722.2758799853682
17,2020-02-08,0,66.2858805194871,894.5152146159772,True,18,0.4076373561597634,1722.2758799853682
18,2020-02-09,0,66.2858805194871,894.5152146159772,True,19,0.4849378155661913,1722.2758799853682
19,2020-02-10,0,66.2858805194871,894.5152146159772,True,20,0.5768920687815878,1722.2758799853682
20,2020-02-11,0,66.2858805194871,894.5152146159772,True,21,0.6862760623729574,1722.2758799853682
21,2020-02-12,0,66.2858805194871,894.5152146159772,True,22,0.8163907905321347,1722.2758799853682
22,2020-02-13,0,66.2858805194871,894.5152146159772,True,23,0.9711612653383064,1722.2758799853682
23,2020-02-14,0,66.2858805194871,894.5152146159772,True,24,1.1552540022556037,1722.2758799853682
24,2020-02-15,0,66.2858805194871,894.5152146159772,True,25,1.3742164262831738,1722.2758799853682
25,2020-02-16,0,66.2858805194871,894.5152146159772,True,26,1.6346422061357802,1722.2758799853682
26,2020-02-17,0,66.2858805194871,894.5152146159772,True,27,1.9443672218997103,1722.2758799853682
27,2020-02-18,0,66.2858805194871,894.5152146159772,True,28,2.312701676635755,1722.2758799853682
28,2020-02-19,0,66.2858805194871,894.5152146159772,True,29,2.7507047843276933,1722.2758799853682
29,2020-02-20,0,66.2858805194871,894.5152146159772,True,30,3.2715095130769165,1722.2758799853682
30,2020-02-21,0,66.2858805194871,894.5152146159772,True,31,3.890706036883195,1722.2758799853682
31,2020-02-22,0,66.2858805194871,894.5152146159772,True,32,4.626793847728743,1722.2758799853682
32,2020-02-23,0,66.2858805194871,894.5152146159772,True,33,5.501713886199498,1722.2758799853682
33,2020-02-24,0,66.2858805194871,894.5152146159772,True,34,6.541473529582538,1722.2758799853682
34,2020-02-25,0,66.2858805194871,894.5152146159772,True,35,7.776878770201831,1722.2758799853682
35,2020-02-26,0,66.2858805194871,894.5152146159772,True,36,9.244389323060362,1722.2758799853682
36,2020-02-27,0,66.2858805194871,894.5152146159772,True,37,10.987113563430679,1722.2758799853682
37,2020-02-28,1,66.2858805194871,894.5152146159772,True,38,13.055960875253993,1722.2758799853682
38,2020-02-29,1,66.2858805194871,894.5152146159772,True,39,15.510968844052336,1722.2758799853682
39,2020-03-01,3,66.2858805194871,894.5152146159772,True,40,18.42282125977944,1722.2758799853682
40,2020-03-02,6,66.2858805194871,894.5152146159772,True,41,21.874569416875108,1722.2758799853682
41,2020-03-03,11,66.2858805194871,894.5152146159772,True,42,25.963562771584588,1722.2758799853682
42,2020-03-04,26,66.2858805194871,894.5152146159772,True,43,30.803584390971096,1722.2758799853682
43,2020-03-05,34,66.2858805194871,894.5152146159772,True,44,36.52717018891143,1722.2758799853682
44,2020-03-06,43,66.2858805194871,894.5152146159772,True,45,43.288066677218374,1722.2758799853682
45,2020-03-07,50,66.2858805194871,894.5152146159772,True,46,51.26374746969665,1722.2758799853682
46,2020-03-08,50,66.2858805194871,894.5152146159772,True,47,60.65786140917557,1722.2758799853682
47,2020-03-09,58,66.2858805194871,894.5152146159772,True,48,71.70242233020035,1722.2758799853682
48,2020-03-10,69,66.2858805194871,894.5152146159772,True,49,84.65947014105387,1722.2758799853682
49,2020-03-11,85,66.2858805194871,894.5152146159772,True,50,99.82183476636747,1722.2758799853682
50,2020-03-12,103,66.2858805194871,894.5152146159772,True,51,117.51252140836613,1722.2758799853682
51,2020-03-13,134,66.2858805194871,894.5152146159772,True,52,138.08211587922176,1722.2758799853682
52,2020-03-14,156,66.2858805194871,894.5152146159772,True,53,161.90349901712096,1722.2758799853682
53,2020-03-15,171,66.2858805194871,894.5152146159772,True,54,189.36308729259778,1722.2758799853682
54,2020-03-16,180,66.2858805194871,894.5152146159772,True,55,220.84782398923505,1722.2758799853682
55,2020-03-17,220,66.2858805194871,894.5152146159772,True,56,256.7272861992084,1722.2758799853682
56,2020-03-18,250,66.2858805194871,894.5152146159772,True,57,297.3306089576075,1722.2758799853682
57,2020-03-19,330,66.2858805194871,894.5152146159772,True,58,342.91851377521493,1722.2758799853682
58,2020-03-20,409,66.2858805194871,894.5152146159772,True,59,393.65158736782064,1722.2758799853682
59,2020-03-21,473,66.2858805194871,894.5152146159772,True,60,449.557044575658,1722.2758799853682
60,2020-03-22,568,66.2858805194871,894.5152146159772,True,61,510.4973845318312,1722.2758799853682
61,2020-03-23,588,66.2858805194871,894.5152146159772,True,62,576.1453516629515,1722.2758799853682
62,2020-03-24,648,66.2858805194871,894.5152146159772,True,63,645.970091470626,1722.2758799853682
63,2020-03-25,737,66.2858805194871,894.5152146159772,True,64,719.2389858952359,1722.2758799853682
64,2020-03-26,802,66.2858805194871,894.5152146159772,True,65,795.0381374592087,1722.2758799853682
65,2020-03-27,890,66.2858805194871,894.5152146159772,True,66,872.3119033734561,1722.2758799853682
66,2020-03-28,963,66.2858805194871,894.5152146159772,True,67,949.9186903617459,1722.2758799853682
67,2020-03-29,1020,66.2858805194871,894.5152146159772,True,68,1026.6971540111008,1722.2758799853682
68,2020-03-30,1086,66.2858805194871,894.5152146159772,True,69,1101.5348449490207,1722.2758799853682
69,2020-03-31,1135,66.2858805194871,894.5152146159772,True,70,1173.4308355993576,1722.2758799853682
70,2020-04-01,1220,66.2858805194871,894.5152146159772,True,71,1241.545102741045,1722.2758799853682
