,Report_Date,Czechia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.49982107977668,3686.0660849056717,True,1,0.08660007258671774,6619.232950078081
1,2020-01-23,0,71.49982107977668,3686.0660849056717,True,2,0.10172966390082369,6619.232950078081
2,2020-01-24,0,71.49982107977668,3686.0660849056717,True,3,0.11950244956688331,6619.232950078081
3,2020-01-25,0,71.49982107977668,3686.0660849056717,True,4,0.14038018892394943,6619.232950078081
4,2020-01-26,0,71.49982107977668,3686.0660849056717,True,5,0.16490530330970435,6619.232950078081
5,2020-01-27,0,71.49982107977668,3686.0660849056717,True,6,0.1937149640764668,6619.232950078081
6,2020-01-28,0,71.49982107977668,3686.0660849056717,True,7,0.22755764025590633,6619.232950078081
7,2020-01-29,0,71.49982107977668,3686.0660849056717,True,8,0.2673125349671452,6619.232950078081
8,2020-01-30,0,71.49982107977668,3686.0660849056717,True,9,0.3140124143911382,6619.232950078081
9,2020-01-31,0,71.49982107977668,3686.0660849056717,True,10,0.3688704208275694,6619.232950078081
10,2020-02-01,0,71.49982107977668,3686.0660849056717,True,11,0.43331156423973505,6619.232950078081
11,2020-02-02,0,71.49982107977668,3686.0660849056717,True,12,0.5090097073854493,6619.232950078081
12,2020-02-03,0,71.49982107977668,3686.0660849056717,True,13,0.5979310011728924,6619.232950078081
13,2020-02-04,0,71.49982107977668,3686.0660849056717,True,14,0.7023848928217233,6619.232950078081
14,2020-02-05,0,71.49982107977668,3686.0660849056717,True,15,0.8250840238902625,6619.232950078081
15,2020-02-06,0,71.49982107977668,3686.0660849056717,True,16,0.9692145630636291,6619.232950078081
16,2020-02-07,0,71.49982107977668,3686.0660849056717,True,17,1.1385187853760081,6619.232950078081
17,2020-02-08,0,71.49982107977668,3686.0660849056717,True,18,1.3373920217405717,6619.232950078081
18,2020-02-09,0,71.49982107977668,3686.0660849056717,True,19,1.5709964677691894,6619.232950078081
19,2020-02-10,0,71.49982107977668,3686.0660849056717,True,20,1.8453947675050832,6619.232950078081
20,2020-02-11,0,71.49982107977668,3686.0660849056717,True,21,2.1677067857620025,6619.232950078081
21,2020-02-12,0,71.49982107977668,3686.0660849056717,True,22,2.5462935635672714,6619.232950078081
22,2020-02-13,0,71.49982107977668,3686.0660849056717,True,23,2.9909731275791622,6619.232950078081
23,2020-02-14,0,71.49982107977668,3686.0660849056717,True,24,3.513273610760813,6619.232950078081
24,2020-02-15,0,71.49982107977668,3686.0660849056717,True,25,4.12673005420373,6619.232950078081
25,2020-02-16,0,71.49982107977668,3686.0660849056717,True,26,4.847232316638249,6619.232950078081
26,2020-02-17,0,71.49982107977668,3686.0660849056717,True,27,5.693432738220162,6619.232950078081
27,2020-02-18,0,71.49982107977668,3686.0660849056717,True,28,6.687223609240376,6619.232950078081
28,2020-02-19,0,71.49982107977668,3686.0660849056717,True,29,7.854296103708072,6619.232950078081
29,2020-02-20,0,71.49982107977668,3686.0660849056717,True,30,9.224794173218154,6619.232950078081
30,2020-02-21,0,71.49982107977668,3686.0660849056717,True,31,10.834078977180694,6619.232950078081
31,2020-02-22,0,71.49982107977668,3686.0660849056717,True,32,12.723621766239074,6619.232950078081
32,2020-02-23,0,71.49982107977668,3686.0660849056717,True,33,14.942045743813978,6619.232950078081
33,2020-02-24,0,71.49982107977668,3686.0660849056717,True,34,17.546340300938176,6619.232950078081
34,2020-02-25,0,71.49982107977668,3686.0660849056717,True,35,20.603274127111032,6619.232950078081
35,2020-02-26,0,71.49982107977668,3686.0660849056717,True,36,24.19103699068562,6619.232950078081
36,2020-02-27,0,71.49982107977668,3686.0660849056717,True,37,28.401143359315622,6619.232950078081
37,2020-02-28,0,71.49982107977668,3686.0660849056717,True,38,33.340634335920285,6619.232950078081
38,2020-02-29,0,71.49982107977668,3686.0660849056717,True,39,39.134617374047714,6619.232950078081
39,2020-03-01,3,71.49982107977668,3686.0660849056717,True,40,45.92918554501508,6619.232950078081
40,2020-03-02,3,71.49982107977668,3686.0660849056717,True,41,53.89475923258649,6619.232950078081
41,2020-03-03,5,71.49982107977668,3686.0660849056717,True,42,63.2298922875435,6619.232950078081
42,2020-03-04,8,71.49982107977668,3686.0660849056717,True,43,74.16558085810708,6619.232950078081
43,2020-03-05,12,71.49982107977668,3686.0660849056717,True,44,86.9701049300205,6619.232950078081
44,2020-03-06,18,71.49982107977668,3686.0660849056717,True,45,101.95441820872486,6619.232950078081
45,2020-03-07,19,71.49982107977668,3686.0660849056717,True,46,119.47807894073607,6619.232950078081
46,2020-03-08,31,71.49982107977668,3686.0660849056717,True,47,139.95567953220475,6619.232950078081
47,2020-03-09,31,71.49982107977668,3686.0660849056717,True,48,163.8636825918412,6619.232950078081
48,2020-03-10,41,71.49982107977668,3686.0660849056717,True,49,191.74750080680812,6619.232950078081
49,2020-03-11,91,71.49982107977668,3686.0660849056717,True,50,224.22856279889183,6619.232950078081
50,2020-03-12,94,71.49982107977668,3686.0660849056717,True,51,262.0109815793584,6619.232950078081
51,2020-03-13,141,71.49982107977668,3686.0660849056717,True,52,305.887281798862,6619.232950078081
52,2020-03-14,189,71.49982107977668,3686.0660849056717,True,53,356.7424439788848,6619.232950078081
53,2020-03-15,253,71.49982107977668,3686.0660849056717,True,54,415.5552896519967,6619.232950078081
54,2020-03-16,298,71.49982107977668,3686.0660849056717,True,55,483.39596926578093,6619.232950078081
55,2020-03-17,396,71.49982107977668,3686.0660849056717,True,56,561.4180444571499,6619.232950078081
56,2020-03-18,464,71.49982107977668,3686.0660849056717,True,57,650.8434136575584,6619.232950078081
57,2020-03-19,694,71.49982107977668,3686.0660849056717,True,58,752.9381718910925,6619.232950078081
58,2020-03-20,833,71.49982107977668,3686.0660849056717,True,59,868.9775036939978,6619.232950078081
59,2020-03-21,995,71.49982107977668,3686.0660849056717,True,60,1000.1979878021355,6619.232950078081
60,2020-03-22,1120,71.49982107977668,3686.0660849056717,True,61,1147.7363638659135,6619.232950078081
61,2020-03-23,1236,71.49982107977668,3686.0660849056717,True,62,1312.554987913971,6619.232950078081
62,2020-03-24,1394,71.49982107977668,3686.0660849056717,True,63,1495.355951738777,6619.232950078081
63,2020-03-25,1654,71.49982107977668,3686.0660849056717,True,64,1696.4881288912843,6619.232950078081
64,2020-03-26,1925,71.49982107977668,3686.0660849056717,True,65,1915.85404284383,6619.232950078081
65,2020-03-27,2279,71.49982107977668,3686.0660849056717,True,66,2152.8260308682143,6619.232950078081
66,2020-03-28,2631,71.49982107977668,3686.0660849056717,True,67,2406.183095460027,6619.232950078081
67,2020-03-29,2817,71.49982107977668,3686.0660849056717,True,68,2674.080368807701,6619.232950078081
68,2020-03-30,3001,71.49982107977668,3686.0660849056717,True,69,2954.061603847829,6619.232950078081
69,2020-03-31,3308,71.49982107977668,3686.0660849056717,True,70,3243.121208676786,6619.232950078081
70,2020-04-01,3508,71.49982107977668,3686.0660849056717,True,71,3537.8162914692657,6619.232950078081
71,2020-04-02,3858,71.49982107977668,3686.0660849056717,True,72,3834.4219012507538,6619.232950078081
72,2020-04-03,4091,71.49982107977668,3686.0660849056717,True,73,4129.115622106841,6619.232950078081
73,2020-04-04,4472,71.49982107977668,3686.0660849056717,True,74,4418.172572209177,6619.232950078081
74,2020-04-05,4587,71.49982107977668,3686.0660849056717,True,75,4698.1499906902845,6619.232950078081
