,Report_Date,China_gansu_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,22.268539362440887,69.56380869309487,True,1,22.64038396340785,138.61584622735933
1,2020-01-23,2,22.268539362440887,69.56380869309487,True,2,24.138505845788547,138.61584622735933
2,2020-01-24,2,22.268539362440887,69.56380869309487,True,3,25.713876320439784,138.61584622735933
3,2020-01-25,4,22.268539362440887,69.56380869309487,True,4,27.3675913981297,138.61584622735933
4,2020-01-26,7,22.268539362440887,69.56380869309487,True,5,29.10037153332235,138.61584622735933
5,2020-01-27,14,22.268539362440887,69.56380869309487,True,6,30.912516937663227,138.61584622735933
6,2020-01-28,19,22.268539362440887,69.56380869309487,True,7,32.80386433736993,138.61584622735933
7,2020-01-29,24,22.268539362440887,69.56380869309487,True,8,34.77374634048311,138.61584622735933
8,2020-01-30,26,22.268539362440887,69.56380869309487,True,9,36.82095467573949,138.61584622735933
9,2020-01-31,29,22.268539362440887,69.56380869309487,True,10,38.94370862650118,138.61584622735933
10,2020-02-01,40,22.268539362440887,69.56380869309487,True,11,41.13963000141038,138.61584622735933
11,2020-02-02,51,22.268539362440887,69.56380869309487,True,12,43.405725949812904,138.61584622735933
12,2020-02-03,55,22.268539362440887,69.56380869309487,True,13,45.73838083777509,138.61584622735933
13,2020-02-04,57,22.268539362440887,69.56380869309487,True,14,48.13335824552439,138.61584622735933
14,2020-02-05,62,22.268539362440887,69.56380869309487,True,15,50.58581392852327,138.61584622735933
15,2020-02-06,62,22.268539362440887,69.56380869309487,True,16,53.09032030527361,138.61584622735933
16,2020-02-07,67,22.268539362440887,69.56380869309487,True,17,55.6409027028482,138.61584622735933
17,2020-02-08,79,22.268539362440887,69.56380869309487,True,18,58.2310872179857,138.61584622735933
18,2020-02-09,83,22.268539362440887,69.56380869309487,True,19,60.853959653367,138.61584622735933
19,2020-02-10,83,22.268539362440887,69.56380869309487,True,20,63.50223458470207,138.61584622735933
20,2020-02-11,86,22.268539362440887,69.56380869309487,True,21,66.16833322589564,138.61584622735933
21,2020-02-12,87,22.268539362440887,69.56380869309487,True,22,68.84446840881985,138.61584622735933
22,2020-02-13,90,22.268539362440887,69.56380869309487,True,23,71.52273470199896,138.61584622735933
23,2020-02-14,90,22.268539362440887,69.56380869309487,True,24,74.19520147687611,138.61584622735933
24,2020-02-15,90,22.268539362440887,69.56380869309487,True,25,76.85400660497754,138.61584622735933
25,2020-02-16,90,22.268539362440887,69.56380869309487,True,26,79.49144844230317,138.61584622735933
26,2020-02-17,91,22.268539362440887,69.56380869309487,True,27,82.10007383040832,138.61584622735933
27,2020-02-18,91,22.268539362440887,69.56380869309487,True,28,84.67276001215714,138.61584622735933
28,2020-02-19,91,22.268539362440887,69.56380869309487,True,29,87.20278861321835,138.61584622735933
29,2020-02-20,91,22.268539362440887,69.56380869309487,True,30,89.68391016214244,138.61584622735933
30,2020-02-21,91,22.268539362440887,69.56380869309487,True,31,92.1103979927201,138.61584622735933
31,2020-02-22,91,22.268539362440887,69.56380869309487,True,32,94.47709077065288,138.61584622735933
32,2020-02-23,91,22.268539362440887,69.56380869309487,True,33,96.77942329044888,138.61584622735933
33,2020-02-24,91,22.268539362440887,69.56380869309487,True,34,99.01344557729631,138.61584622735933
34,2020-02-25,91,22.268539362440887,69.56380869309487,True,35,101.17583068457625,138.61584622735933
35,2020-02-26,91,22.268539362440887,69.56380869309487,True,36,103.26387188646532,138.61584622735933
36,2020-02-27,91,22.268539362440887,69.56380869309487,True,37,105.27547021685037,138.61584622735933
37,2020-02-28,91,22.268539362440887,69.56380869309487,True,38,107.2091134950803,138.61584622735933
38,2020-02-29,91,22.268539362440887,69.56380869309487,True,39,109.06384810468916,138.61584622735933
39,2020-03-01,91,22.268539362440887,69.56380869309487,True,40,110.83924485562446,138.61584622735933
40,2020-03-02,91,22.268539362440887,69.56380869309487,True,41,112.53536026917581,138.61584622735933
41,2020-03-03,91,22.268539362440887,69.56380869309487,True,42,114.15269458533497,138.61584622735933
42,2020-03-04,91,22.268539362440887,69.56380869309487,True,43,115.69214771366511,138.61584622735933
43,2020-03-05,102,22.268539362440887,69.56380869309487,True,44,117.15497424036298,138.61584622735933
44,2020-03-06,119,22.268539362440887,69.56380869309487,True,45,118.54273847537787,138.61584622735933
45,2020-03-07,120,22.268539362440887,69.56380869309487,True,46,119.8572703828446,138.61584622735933
46,2020-03-08,124,22.268539362440887,69.56380869309487,True,47,121.10062309330429,138.61584622735933
47,2020-03-09,124,22.268539362440887,69.56380869309487,True,48,122.27503255357004,138.61584622735933
48,2020-03-10,125,22.268539362440887,69.56380869309487,True,49,123.3828797346488,138.61584622735933
49,2020-03-11,127,22.268539362440887,69.56380869309487,True,50,124.42665569352506,138.61584622735933
50,2020-03-12,127,22.268539362440887,69.56380869309487,True,51,125.40892967328655,138.61584622735933
51,2020-03-13,127,22.268539362440887,69.56380869309487,True,52,126.33232032937953,138.61584622735933
52,2020-03-14,129,22.268539362440887,69.56380869309487,True,53,127.19947008817519,138.61584622735933
53,2020-03-15,133,22.268539362440887,69.56380869309487,True,54,128.0130225772342,138.61584622735933
54,2020-03-16,133,22.268539362440887,69.56380869309487,True,55,128.775603013873,138.61584622735933
55,2020-03-17,133,22.268539362440887,69.56380869309487,True,56,129.4898013986825,138.61584622735933
56,2020-03-18,133,22.268539362440887,69.56380869309487,True,57,130.15815833212403,138.61584622735933
57,2020-03-19,134,22.268539362440887,69.56380869309487,True,58,130.78315325371068,138.61584622735933
58,2020-03-20,134,22.268539362440887,69.56380869309487,True,59,131.36719489304846,138.61584622735933
59,2020-03-21,134,22.268539362440887,69.56380869309487,True,60,131.9126137186768,138.61584622735933
60,2020-03-22,136,22.268539362440887,69.56380869309487,True,61,132.42165617283942,138.61584622735933
61,2020-03-23,136,22.268539362440887,69.56380869309487,True,62,132.89648048678833,138.61584622735933
62,2020-03-24,136,22.268539362440887,69.56380869309487,True,63,133.33915388088047,138.61584622735933
63,2020-03-25,136,22.268539362440887,69.56380869309487,True,64,133.751650965625,138.61584622735933
64,2020-03-26,136,22.268539362440887,69.56380869309487,True,65,134.13585317318928,138.61584622735933
65,2020-03-27,136,22.268539362440887,69.56380869309487,True,66,134.4935490630215,138.61584622735933
66,2020-03-28,136,22.268539362440887,69.56380869309487,True,67,134.82643535967753,138.61584622735933
67,2020-03-29,138,22.268539362440887,69.56380869309487,True,68,135.13611859524107,138.61584622735933
68,2020-03-30,138,22.268539362440887,69.56380869309487,True,69,135.42411724259512,138.61584622735933
