,Report_Date,Monaco_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.79464529768231,48.39852439762779,True,1,0.0011442925164506766,96.79496237043108
1,2020-01-23,0,68.79464529768231,48.39852439762779,True,2,0.001352745810974562,96.79496237043108
2,2020-01-24,0,68.79464529768231,48.39852439762779,True,3,0.0015991719642620996,96.79496237043108
3,2020-01-25,0,68.79464529768231,48.39852439762779,True,4,0.0018904880462508678,96.79496237043108
4,2020-01-26,0,68.79464529768231,48.39852439762779,True,5,0.002234871029177566,96.79496237043108
5,2020-01-27,0,68.79464529768231,48.39852439762779,True,6,0.002641987231725729,96.79496237043108
6,2020-01-28,0,68.79464529768231,48.39852439762779,True,7,0.0031232635321899794,96.79496237043108
7,2020-01-29,0,68.79464529768231,48.39852439762779,True,8,0.003692207948243571,96.79496237043108
8,2020-01-30,0,68.79464529768231,48.39852439762779,True,9,0.004364788560384696,96.79496237043108
9,2020-01-31,0,68.79464529768231,48.39852439762779,True,10,0.005159881385113468,96.79496237043108
10,2020-02-01,0,68.79464529768231,48.39852439762779,True,11,0.0060997997270841285,96.79496237043108
11,2020-02-02,0,68.79464529768231,48.39852439762779,True,12,0.007210919809476753,96.79496237043108
12,2020-02-03,0,68.79464529768231,48.39852439762779,True,13,0.00852442016041122,96.79496237043108
13,2020-02-04,0,68.79464529768231,48.39852439762779,True,14,0.010077155392850545,96.79496237043108
14,2020-02-05,0,68.79464529768231,48.39852439762779,True,15,0.011912688740999587,96.79496237043108
15,2020-02-06,0,68.79464529768231,48.39852439762779,True,16,0.014082512106965484,96.79496237043108
16,2020-02-07,0,68.79464529768231,48.39852439762779,True,17,0.016647487543238897,96.79496237043108
17,2020-02-08,0,68.79464529768231,48.39852439762779,True,18,0.01967955018419604,96.79496237043108
18,2020-02-09,0,68.79464529768231,48.39852439762779,True,19,0.023263719799730253,96.79496237043108
19,2020-02-10,0,68.79464529768231,48.39852439762779,True,20,0.02750047655709439,96.79496237043108
20,2020-02-11,0,68.79464529768231,48.39852439762779,True,21,0.03250856645105952,96.79496237043108
21,2020-02-12,0,68.79464529768231,48.39852439762779,True,22,0.03842831343544781,96.79496237043108
22,2020-02-13,0,68.79464529768231,48.39852439762779,True,23,0.045425528831045066,96.79496237043108
23,2020-02-14,0,68.79464529768231,48.39852439762779,True,24,0.05369612439960147,96.79496237043108
24,2020-02-15,0,68.79464529768231,48.39852439762779,True,25,0.06347155389862119,96.79496237043108
25,2020-02-16,0,68.79464529768231,48.39852439762779,True,26,0.07502522933599207,96.79496237043108
26,2020-02-17,0,68.79464529768231,48.39852439762779,True,27,0.08868008292194762,96.79496237043108
27,2020-02-18,0,68.79464529768231,48.39852439762779,True,28,0.1048174742774278,96.79496237043108
28,2020-02-19,0,68.79464529768231,48.39852439762779,True,29,0.12388767520644231,96.79496237043108
29,2020-02-20,0,68.79464529768231,48.39852439762779,True,30,0.14642220164288208,96.79496237043108
30,2020-02-21,0,68.79464529768231,48.39852439762779,True,31,0.17304830452189496,96.79496237043108
31,2020-02-22,0,68.79464529768231,48.39852439762779,True,32,0.20450597842801732,96.79496237043108
32,2020-02-23,0,68.79464529768231,48.39852439762779,True,33,0.24166789879958422,96.79496237043108
33,2020-02-24,0,68.79464529768231,48.39852439762779,True,34,0.2855627546698569,96.79496237043108
34,2020-02-25,0,68.79464529768231,48.39852439762779,True,35,0.3374025032185631,96.79496237043108
35,2020-02-26,0,68.79464529768231,48.39852439762779,True,36,0.39861413268263535,96.79496237043108
36,2020-02-27,0,68.79464529768231,48.39852439762779,True,37,0.47087657797976235,96.79496237043108
37,2020-02-28,0,68.79464529768231,48.39852439762779,True,38,0.5561634833806647,96.79496237043108
38,2020-02-29,1,68.79464529768231,48.39852439762779,True,39,0.656792540728902,96.79496237043108
39,2020-03-01,1,68.79464529768231,48.39852439762779,True,40,0.7754821384352112,96.79496237043108
40,2020-03-02,1,68.79464529768231,48.39852439762779,True,41,0.9154160192896675,96.79496237043108
41,2020-03-03,1,68.79464529768231,48.39852439762779,True,42,1.0803165411586826,96.79496237043108
42,2020-03-04,1,68.79464529768231,48.39852439762779,True,43,1.2745269327494484,96.79496237043108
43,2020-03-05,1,68.79464529768231,48.39852439762779,True,44,1.5031025954357675,96.79496237043108
44,2020-03-06,1,68.79464529768231,48.39852439762779,True,45,1.771910967916056,96.79496237043108
45,2020-03-07,1,68.79464529768231,48.39852439762779,True,46,2.0877386755089633,96.79496237043108
46,2020-03-08,1,68.79464529768231,48.39852439762779,True,47,2.458403548030501,96.79496237043108
47,2020-03-09,1,68.79464529768231,48.39852439762779,True,48,2.892867514812957,96.79496237043108
48,2020-03-10,1,68.79464529768231,48.39852439762779,True,49,3.4013442718262317,96.79496237043108
49,2020-03-11,1,68.79464529768231,48.39852439762779,True,50,3.9953928709919837,96.79496237043108
50,2020-03-12,2,68.79464529768231,48.39852439762779,True,51,4.687984945094111,96.79496237043108
51,2020-03-13,2,68.79464529768231,48.39852439762779,True,52,5.493529165759494,96.79496237043108
52,2020-03-14,2,68.79464529768231,48.39852439762779,True,53,6.4278318832759025,96.79496237043108
53,2020-03-15,2,68.79464529768231,48.39852439762779,True,54,7.5079680789903,96.79496237043108
54,2020-03-16,7,68.79464529768231,48.39852439762779,True,55,8.752032455679522,96.79496237043108
55,2020-03-17,7,68.79464529768231,48.39852439762779,True,56,10.178737803061024,96.79496237043108
56,2020-03-18,7,68.79464529768231,48.39852439762779,True,57,11.806828301884927,96.79496237043108
57,2020-03-19,7,68.79464529768231,48.39852439762779,True,58,13.654281235123232,96.79496237043108
58,2020-03-20,11,68.79464529768231,48.39852439762779,True,59,15.737283976896295,96.79496237043108
59,2020-03-21,11,68.79464529768231,48.39852439762779,True,60,18.068996198878917,96.79496237043108
60,2020-03-22,23,68.79464529768231,48.39852439762779,True,61,20.65814093132224,96.79496237043108
61,2020-03-23,23,68.79464529768231,48.39852439762779,True,62,23.507511121724317,96.79496237043108
62,2020-03-24,23,68.79464529768231,48.39852439762779,True,63,26.6125258261515,96.79496237043108
63,2020-03-25,31,68.79464529768231,48.39852439762779,True,64,29.96001309962295,96.79496237043108
64,2020-03-26,33,68.79464529768231,48.39852439762779,True,65,33.52742230048956,96.79496237043108
65,2020-03-27,42,68.79464529768231,48.39852439762779,True,66,37.28266299965315,96.79496237043108
66,2020-03-28,42,68.79464529768231,48.39852439762779,True,67,41.18472047327588,96.79496237043108
67,2020-03-29,46,68.79464529768231,48.39852439762779,True,68,45.18510720645005,96.79496237043108
68,2020-03-30,49,68.79464529768231,48.39852439762779,True,69,49.230087275187834,96.79496237043108
69,2020-03-31,52,68.79464529768231,48.39852439762779,True,70,53.26348021091728,96.79496237043108
70,2020-04-01,55,68.79464529768231,48.39852439762779,True,71,57.22974459448066,96.79496237043108
71,2020-04-02,60,68.79464529768231,48.39852439762779,True,72,61.07698793385612,96.79496237043108
72,2020-04-03,64,68.79464529768231,48.39852439762779,True,73,64.7595636701495,96.79496237043108
73,2020-04-04,66,68.79464529768231,48.39852439762779,True,74,68.23999430512677,96.79496237043108
74,2020-04-05,73,68.79464529768231,48.39852439762779,True,75,71.49007972050057,96.79496237043108
75,2020-04-06,77,68.79464529768231,48.39852439762779,True,76,74.4911804623275,96.79496237043108
76,2020-04-07,79,68.79464529768231,48.39852439762779,True,77,77.23377744522824,96.79496237043108
77,2020-04-08,81,68.79464529768231,48.39852439762779,True,78,79.7164828582418,96.79496237043108
78,2020-04-09,84,68.79464529768231,48.39852439762779,True,79,81.94470631902587,96.79496237043108
79,2020-04-10,90,68.79464529768231,48.39852439762779,True,80,83.92917145758912,96.79496237043108
80,2020-04-11,92,68.79464529768231,48.39852439762779,True,81,85.68444366703807,96.79496237043108
81,2020-04-12,93,68.79464529768231,48.39852439762779,True,82,87.2275835909874,96.79496237043108
82,2020-04-13,93,68.79464529768231,48.39852439762779,True,83,88.57699441872643,96.79496237043108
83,2020-04-14,93,68.79464529768231,48.39852439762779,True,84,89.75149151721644,96.79496237043108
84,2020-04-15,93,68.79464529768231,48.39852439762779,True,85,90.76959359581735,96.79496237043108
85,2020-04-16,93,68.79464529768231,48.39852439762779,True,86,91.64901570401624,96.79496237043108
86,2020-04-17,94,68.79464529768231,48.39852439762779,True,87,92.40633436050447,96.79496237043108
87,2020-04-18,94,68.79464529768231,48.39852439762779,True,88,93.0567917487549,96.79496237043108
88,2020-04-19,94,68.79464529768231,48.39852439762779,True,89,93.61420693373367,96.79496237043108
89,2020-04-20,94,68.79464529768231,48.39852439762779,True,90,94.09096557119692,96.79496237043108
90,2020-04-21,94,68.79464529768231,48.39852439762779,True,91,94.49806420436055,96.79496237043108
91,2020-04-22,94,68.79464529768231,48.39852439762779,True,92,94.84519005318103,96.79496237043108
92,2020-04-23,94,68.79464529768231,48.39852439762779,True,93,95.14082166087545,96.79496237043108
93,2020-04-24,94,68.79464529768231,48.39852439762779,True,94,95.39233960773828,96.79496237043108
94,2020-04-25,94,68.79464529768231,48.39852439762779,True,95,95.60613965108756,96.79496237043108
95,2020-04-26,94,68.79464529768231,48.39852439762779,True,96,95.78774312587477,96.79496237043108
96,2020-04-27,95,68.79464529768231,48.39852439762779,True,97,95.94190132092523,96.79496237043108
97,2020-04-28,95,68.79464529768231,48.39852439762779,True,98,96.07269192941109,96.79496237043108
98,2020-04-29,95,68.79464529768231,48.39852439762779,True,99,96.18360665836362,96.79496237043108
99,2020-04-30,95,68.79464529768231,48.39852439762779,True,100,96.27762976077632,96.79496237043108
100,2020-05-01,95,68.79464529768231,48.39852439762779,True,101,96.35730770142376,96.79496237043108
101,2020-05-02,95,68.79464529768231,48.39852439762779,True,102,96.4248104457391,96.79496237043108
102,2020-05-03,95,68.79464529768231,48.39852439762779,True,103,96.48198501838928,96.79496237043108
103,2020-05-04,95,68.79464529768231,48.39852439762779,True,104,96.5304020514792,96.79496237043108
104,2020-05-05,95,68.79464529768231,48.39852439762779,True,105,96.5713960590979,96.79496237043108
105,2020-05-06,95,68.79464529768231,48.39852439762779,True,106,96.60610015523872,96.79496237043108
106,2020-05-07,95,68.79464529768231,48.39852439762779,True,107,96.63547589029025,96.79496237043108
107,2020-05-08,95,68.79464529768231,48.39852439762779,True,108,96.66033882730244,96.79496237043108
108,2020-05-09,96,68.79464529768231,48.39852439762779,True,109,96.681380419887,96.79496237043108
109,2020-05-10,96,68.79464529768231,48.39852439762779,True,110,96.6991866934098,96.79496237043108
110,2020-05-11,96,68.79464529768231,48.39852439762779,True,111,96.71425417291441,96.79496237043108
111,2020-05-12,96,68.79464529768231,48.39852439762779,True,112,96.72700344666934,96.79496237043108
112,2020-05-13,96,68.79464529768231,48.39852439762779,True,113,96.73779070424668,96.79496237043108
113,2020-05-14,96,68.79464529768231,48.39852439762779,True,114,96.7469175429771,96.79496237043108
114,2020-05-15,96,68.79464529768231,48.39852439762779,True,115,96.75463929649922,96.79496237043108
115,2020-05-16,96,68.79464529768231,48.39852439762779,True,116,96.76117210372914,96.79496237043108
116,2020-05-17,96,68.79464529768231,48.39852439762779,True,117,96.76669890559467,96.79496237043108
117,2020-05-18,97,68.79464529768231,48.39852439762779,True,118,96.77137452992076,96.79496237043108
118,2020-05-19,97,68.79464529768231,48.39852439762779,True,119,96.77533000150862,96.79496237043108
119,2020-05-20,97,68.79464529768231,48.39852439762779,True,120,96.77867619431704,96.79496237043108
120,2020-05-21,97,68.79464529768231,48.39852439762779,True,121,96.78150692534471,96.79496237043108
121,2020-05-22,97,68.79464529768231,48.39852439762779,True,122,96.78390157496942,96.79496237043108
122,2020-05-23,98,68.79464529768231,48.39852439762779,True,123,96.78592730580219,96.79496237043108
