,Report_Date,Lesotho_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,142.41968532493573,2.0370245262478113,False,1,0.004352911147273693,0.007418321991005962
1,2020-01-23,0,0,142.41968532493573,2.0370245262478113,False,2,0.004568395099212668,0.007418321991005962
2,2020-01-24,0,0,142.41968532493573,2.0370245262478113,False,3,0.0047945336748236155,0.007418321991005962
3,2020-01-25,0,0,142.41968532493573,2.0370245262478113,False,4,0.005031852418104382,0.007418321991005962
4,2020-01-26,0,0,142.41968532493573,2.0370245262478113,False,5,0.0052809026664331245,0.007418321991005962
5,2020-01-27,0,0,142.41968532493573,2.0370245262478113,False,6,0.005542262803370242,0.007418321991005962
6,2020-01-28,0,0,142.41968532493573,2.0370245262478113,False,7,0.005816539570975614,0.007418321991005962
7,2020-01-29,0,0,142.41968532493573,2.0370245262478113,False,8,0.006104369444332101,0.007418321991005962
8,2020-01-30,0,0,142.41968532493573,2.0370245262478113,False,9,0.0064064200710736655,0.007418321991005962
9,2020-01-31,0,0,142.41968532493573,2.0370245262478113,False,10,0.006723391778826794,0.007418321991005962
10,2020-02-01,0,0,142.41968532493573,2.0370245262478113,False,11,0.007056019153586805,0.007418321991005962
11,2020-02-02,0,0,142.41968532493573,2.0370245262478113,False,12,0.007405072692166028,0.007418321991005962
12,2020-02-03,0,0,142.41968532493573,2.0370245262478113,False,13,0.007771360531968648,0.007418321991005962
13,2020-02-04,0,0,142.41968532493573,2.0370245262478113,False,14,0.00815573026146682,0.007418321991005962
14,2020-02-05,0,0,142.41968532493573,2.0370245262478113,False,15,0.00855907081487449,0.007418321991005962
15,2020-02-06,0,0,142.41968532493573,2.0370245262478113,False,16,0.008982314454638523,0.007418321991005962
16,2020-02-07,0,0,142.41968532493573,2.0370245262478113,False,17,0.009426438845491434,0.007418321991005962
17,2020-02-08,0,0,142.41968532493573,2.0370245262478113,False,18,0.009892469223935135,0.007418321991005962
18,2020-02-09,0,0,142.41968532493573,2.0370245262478113,False,19,0.010381480667150906,0.007418321991005962
19,2020-02-10,0,0,142.41968532493573,2.0370245262478113,False,20,0.010894600465456067,0.007418321991005962
20,2020-02-11,0,0,142.41968532493573,2.0370245262478113,False,21,0.011433010602552526,0.007418321991005962
21,2020-02-12,0,0,142.41968532493573,2.0370245262478113,False,22,0.011997950347935209,0.007418321991005962
