,Report_Date,Burma_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
39,2020-03-01,0,0,89.2116186121088,97.9814151987405,True,40,0.3414104917225992,195.60228881679092
40,2020-03-02,0,0,89.2116186121088,97.9814151987405,True,41,0.3883462903354047,195.60228881679092
41,2020-03-03,0,0,89.2116186121088,97.9814151987405,True,42,0.4417200715600889,195.60228881679092
42,2020-03-04,0,0,89.2116186121088,97.9814151987405,True,43,0.5024106275852793,195.60228881679092
43,2020-03-05,0,0,89.2116186121088,97.9814151987405,True,44,0.5714154513133585,195.60228881679092
44,2020-03-06,0,0,89.2116186121088,97.9814151987405,True,45,0.6498664011002113,195.60228881679092
45,2020-03-07,0,0,89.2116186121088,97.9814151987405,True,46,0.7390473242704243,195.60228881679092
46,2020-03-08,0,0,89.2116186121088,97.9814151987405,True,47,0.8404138520374522,195.60228881679092
47,2020-03-09,0,0,89.2116186121088,97.9814151987405,True,48,0.9556155915672394,195.60228881679092
48,2020-03-10,0,0,89.2116186121088,97.9814151987405,True,49,1.0865209513791676,195.60228881679092
49,2020-03-11,0,0,89.2116186121088,97.9814151987405,True,50,1.2352448425411047,195.60228881679092
50,2020-03-12,0,0,89.2116186121088,97.9814151987405,True,51,1.4041794981525428,195.60228881679092
51,2020-03-13,0,0,89.2116186121088,97.9814151987405,True,52,1.596028644770307,195.60228881679092
52,2020-03-14,0,0,89.2116186121088,97.9814151987405,True,53,1.8138452383015609,195.60228881679092
53,2020-03-15,0,0,89.2116186121088,97.9814151987405,True,54,2.061072939127205,195.60228881679092
54,2020-03-16,0,0,89.2116186121088,97.9814151987405,True,55,2.341591441372674,195.60228881679092
55,2020-03-17,0,0,89.2116186121088,97.9814151987405,True,56,2.659765682557,195.60228881679092
56,2020-03-18,0,0,89.2116186121088,97.9814151987405,True,57,3.020498834080164,195.60228881679092
57,2020-03-19,0,0,89.2116186121088,97.9814151987405,True,58,3.4292888002652475,195.60228881679092
58,2020-03-20,0,0,89.2116186121088,97.9814151987405,True,59,3.8922877223425565,195.60228881679092
59,2020-03-21,0,0,89.2116186121088,97.9814151987405,True,60,4.416363680560901,195.60228881679092
60,2020-03-22,0,0,89.2116186121088,97.9814151987405,True,61,5.009163397849134,195.60228881679092
61,2020-03-23,0,0,89.2116186121088,97.9814151987405,True,62,5.679174256656937,195.60228881679092
62,2020-03-24,0,0,89.2116186121088,97.9814151987405,True,63,6.435783331642648,195.60228881679092
63,2020-03-25,0,0,89.2116186121088,97.9814151987405,True,64,7.289330401780557,195.60228881679092
64,2020-03-26,0,0,89.2116186121088,97.9814151987405,True,65,8.251151028215364,195.60228881679092
65,2020-03-27,8,8,89.2116186121088,97.9814151987405,True,66,9.333604769737848,195.60228881679092
66,2020-03-28,8,8,89.2116186121088,97.9814151987405,True,67,10.550082471454095,195.60228881679092
67,2020-03-29,10,10,89.2116186121088,97.9814151987405,True,68,11.914985340943302,195.60228881679092
68,2020-03-30,14,14,89.2116186121088,97.9814151987405,True,69,13.443667286979943,195.60228881679092
69,2020-03-31,15,14,89.2116186121088,97.9814151987405,True,70,15.152330845706429,195.60228881679092
70,2020-04-01,15,14,89.2116186121088,97.9814151987405,True,71,17.057866114719744,195.60228881679092
71,2020-04-02,20,19,89.2116186121088,97.9814151987405,True,72,19.177621671296404,195.60228881679092
72,2020-04-03,20,19,89.2116186121088,97.9814151987405,True,73,21.52909674187519,195.60228881679092
73,2020-04-04,21,20,89.2116186121088,97.9814151987405,True,74,24.129545244782875,195.60228881679092
74,2020-04-05,21,20,89.2116186121088,97.9814151987405,True,75,26.995485108014815,195.60228881679092
75,2020-04-06,22,21,89.2116186121088,97.9814151987405,True,76,30.142110819026033,195.60228881679092
76,2020-04-07,22,21,89.2116186121088,97.9814151987405,True,77,33.58261376505366,195.60228881679092
77,2020-04-08,22,19,89.2116186121088,97.9814151987405,True,78,37.32742366693736,195.60228881679092
78,2020-04-09,23,18,89.2116186121088,97.9814151987405,True,79,41.38339510277019,195.60228881679092
79,2020-04-10,27,22,89.2116186121088,97.9814151987405,True,80,45.75297515690975,195.60228881679092
80,2020-04-11,38,33,89.2116186121088,97.9814151987405,True,81,50.4334005118833,195.60228881679092
81,2020-04-12,41,35,89.2116186121088,97.9814151987405,True,82,55.41598320253475,195.60228881679092
82,2020-04-13,62,56,89.2116186121088,97.9814151987405,True,83,60.685551728392774,195.60228881679092
83,2020-04-14,63,57,89.2116186121088,97.9814151987405,True,84,66.22011605704888,195.60228881679092
84,2020-04-15,74,68,89.2116186121088,97.9814151987405,True,85,71.99081927486299,195.60228881679092
85,2020-04-16,85,79,89.2116186121088,97.9814151987405,True,86,77.9622240397939,195.60228881679092
86,2020-04-17,88,79,89.2116186121088,97.9814151987405,True,87,84.09295863343269,195.60228881679092
87,2020-04-18,98,88,89.2116186121088,97.9814151987405,True,88,90.33671700268509,195.60228881679092
88,2020-04-19,111,99,89.2116186121088,97.9814151987405,True,89,96.64357310359877,195.60228881679092
89,2020-04-20,119,107,89.2116186121088,97.9814151987405,True,90,102.96153675910367,195.60228881679092
90,2020-04-21,121,109,89.2116186121088,97.9814151987405,True,91,109.23825122416667,195.60228881679092
91,2020-04-22,123,111,89.2116186121088,97.9814151987405,True,92,115.42271621420224,195.60228881679092
92,2020-04-23,139,125,89.2116186121088,97.9814151987405,True,93,121.46691715525068,195.60228881679092
93,2020-04-24,144,130,89.2116186121088,97.9814151987405,True,94,127.32725238809077,195.60228881679092
94,2020-04-25,146,131,89.2116186121088,97.9814151987405,True,95,132.96567307390362,195.60228881679092
95,2020-04-26,146,131,89.2116186121088,97.9814151987405,True,96,138.3504816889094,195.60228881679092
96,2020-04-27,146,125,89.2116186121088,97.9814151987405,True,97,143.45676927603944,195.60228881679092
97,2020-04-28,150,129,89.2116186121088,97.9814151987405,True,98,148.26650408214425,195.60228881679092
98,2020-04-29,150,117,89.2116186121088,97.9814151987405,True,99,152.76831085918815,195.60228881679092
99,2020-04-30,151,118,89.2116186121088,97.9814151987405,True,100,156.95699851334504,195.60228881679092
100,2020-05-01,151,114,89.2116186121088,97.9814151987405,True,101,160.83290321283144,195.60228881679092
101,2020-05-02,151,108,89.2116186121088,97.9814151987405,True,102,164.4011152414316,195.60228881679092
102,2020-05-03,155,106,89.2116186121088,97.9814151987405,True,103,167.6706525277115,195.60228881679092
103,2020-05-04,161,106,89.2116186121088,97.9814151987405,True,104,170.65363406075014,195.60228881679092
104,2020-05-05,161,106,89.2116186121088,97.9814151987405,True,105,173.36449447901143,195.60228881679092
105,2020-05-06,161,105,89.2116186121088,97.9814151987405,True,106,175.81926881165043,195.60228881679092
106,2020-05-07,176,108,89.2116186121088,97.9814151987405,True,107,178.03496498753472,195.60228881679092
107,2020-05-08,177,104,89.2116186121088,97.9814151987405,True,108,180.02903211317536,195.60228881679092
108,2020-05-09,178,104,89.2116186121088,97.9814151987405,True,109,181.81892500999524,195.60228881679092
109,2020-05-10,180,102,89.2116186121088,97.9814151987405,True,110,183.4217601055293,195.60228881679092
110,2020-05-11,180,100,89.2116186121088,97.9814151987405,True,111,184.85405428198703,195.60228881679092
111,2020-05-12,180,98,89.2116186121088,97.9814151987405,True,112,186.1315363723366,195.60228881679092
112,2020-05-13,181,96,89.2116186121088,97.9814151987405,True,113,187.26902029556106,195.60228881679092
113,2020-05-14,181,91,89.2116186121088,97.9814151987405,True,114,188.28032899280873,195.60228881679092
114,2020-05-15,182,87,89.2116186121088,97.9814151987405,True,115,189.17825906550814,195.60228881679092
115,2020-05-16,182,80,89.2116186121088,97.9814151987405,True,116,189.97457708501557,195.60228881679092
116,2020-05-17,184,81,89.2116186121088,97.9814151987405,True,117,190.6800397606267,195.60228881679092
117,2020-05-18,191,84,89.2116186121088,97.9814151987405,True,118,191.3044313919174,195.60228881679092
118,2020-05-19,193,83,89.2116186121088,97.9814151987405,True,119,191.8566132096795,195.60228881679092
119,2020-05-20,199,85,89.2116186121088,97.9814151987405,True,120,192.34458027868132,195.60228881679092
120,2020-05-21,199,85,89.2116186121088,97.9814151987405,True,121,192.77552257160804,195.60228881679092
121,2020-05-22,199,77,89.2116186121088,97.9814151987405,True,122,193.1558876205345,195.60228881679092
122,2020-05-23,201,75,89.2116186121088,97.9814151987405,True,123,193.49144281495225,195.60228881679092
123,2020-05-24,201,73,89.2116186121088,97.9814151987405,True,124,193.7873359549813,195.60228881679092
124,2020-05-25,203,74,89.2116186121088,97.9814151987405,True,125,194.04815309944215,195.60228881679092
125,2020-05-26,206,76,89.2116186121088,97.9814151987405,True,126,194.27797308644617,195.60228881679092
126,2020-05-27,206,74,89.2116186121088,97.9814151987405,True,127,194.4804183641951,195.60228881679092
127,2020-05-28,206,74,89.2116186121088,97.9814151987405,True,128,194.65870196570583,195.60228881679092
