,Report_Date,Burma_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,89.2116186121088,97.9814151987405,True,1,0.002229540027894079,195.60228881679092
1,2020-01-23,0,0,89.2116186121088,97.9814151987405,True,2,0.0025366532475516084,195.60228881679092
2,2020-01-24,0,0,89.2116186121088,97.9814151987405,True,3,0.0028860698748193686,195.60228881679092
3,2020-01-25,0,0,89.2116186121088,97.9814151987405,True,4,0.003283616822496385,195.60228881679092
4,2020-01-26,0,0,89.2116186121088,97.9814151987405,True,5,0.0037359235540331062,195.60228881679092
5,2020-01-27,0,0,89.2116186121088,97.9814151987405,True,6,0.004250532604294783,195.60228881679092
6,2020-01-28,0,0,89.2116186121088,97.9814151987405,True,7,0.00483602531566295,195.60228881679092
7,2020-01-29,0,0,89.2116186121088,97.9814151987405,True,8,0.005502164882783399,195.60228881679092
8,2020-01-30,0,0,89.2116186121088,97.9814151987405,True,9,0.006260059086857622,195.60228881679092
9,2020-01-31,0,0,89.2116186121088,97.9814151987405,True,10,0.00712234542735379,195.60228881679092
10,2020-02-01,0,0,89.2116186121088,97.9814151987405,True,11,0.008103401730742896,195.60228881679092
11,2020-02-02,0,0,89.2116186121088,97.9814151987405,True,12,0.009219585738424563,195.60228881679092
12,2020-02-03,0,0,89.2116186121088,97.9814151987405,True,13,0.010489507656286149,195.60228881679092
13,2020-02-04,0,0,89.2116186121088,97.9814151987405,True,14,0.011934340194145967,195.60228881679092
14,2020-02-05,0,0,89.2116186121088,97.9814151987405,True,15,0.013578171243507698,195.60228881679092
15,2020-02-06,0,0,89.2116186121088,97.9814151987405,True,16,0.01544840504660298,195.60228881679092
16,2020-02-07,0,0,89.2116186121088,97.9814151987405,True,17,0.017576218509934693,195.60228881679092
17,2020-02-08,0,0,89.2116186121088,97.9814151987405,True,18,0.019997080224234,195.60228881679092
18,2020-02-09,0,0,89.2116186121088,97.9814151987405,True,19,0.022751340784331164,195.60228881679092
19,2020-02-10,0,0,89.2116186121088,97.9814151987405,True,20,0.02588490417316934,195.60228881679092
20,2020-02-11,0,0,89.2116186121088,97.9814151987405,True,21,0.02944999130235966,195.60228881679092
21,2020-02-12,0,0,89.2116186121088,97.9814151987405,True,22,0.03350600830784822,195.60228881679092
22,2020-02-13,0,0,89.2116186121088,97.9814151987405,True,23,0.03812053390650744,195.60228881679092
23,2020-02-14,0,0,89.2116186121088,97.9814151987405,True,24,0.04337044205359335,195.60228881679092
24,2020-02-15,0,0,89.2116186121088,97.9814151987405,True,25,0.04934317833085126,195.60228881679092
25,2020-02-16,0,0,89.2116186121088,97.9814151987405,True,26,0.056138210972686745,195.60228881679092
26,2020-02-17,0,0,89.2116186121088,97.9814151987405,True,27,0.06386868023883442,195.60228881679092
27,2020-02-18,0,0,89.2116186121088,97.9814151987405,True,28,0.07266327300565208,195.60228881679092
28,2020-02-19,0,0,89.2116186121088,97.9814151987405,True,29,0.08266835301773022,195.60228881679092
29,2020-02-20,0,0,89.2116186121088,97.9814151987405,True,30,0.0940503812640967,195.60228881679092
30,2020-02-21,0,0,89.2116186121088,97.9814151987405,True,31,0.10699866547002612,195.60228881679092
31,2020-02-22,0,0,89.2116186121088,97.9814151987405,True,32,0.12172848278121103,195.60228881679092
32,2020-02-23,0,0,89.2116186121088,97.9814151987405,True,33,0.1384846254200269,195.60228881679092
33,2020-02-24,0,0,89.2116186121088,97.9814151987405,True,34,0.15754542547462475,195.60228881679092
34,2020-02-25,0,0,89.2116186121088,97.9814151987405,True,35,0.17922732210279946,195.60228881679092
35,2020-02-26,0,0,89.2116186121088,97.9814151987405,True,36,0.2038900423557851,195.60228881679092
36,2020-02-27,0,0,89.2116186121088,97.9814151987405,True,37,0.23194247561109063,195.60228881679092
37,2020-02-28,0,0,89.2116186121088,97.9814151987405,True,38,0.26384933130031785,195.60228881679092
38,2020-02-29,0,0,89.2116186121088,97.9814151987405,True,39,0.30013868026798995,195.60228881679092
