,ds,yhat,yhat_lower,yhat_upper,y,y_hill,y_hill_b1,yhat_b1,yhat_b1_lower,yhat_b1_upper,current_date,active_patients,fastest_growth_day,growth_stabilized,current_day,cap
0,2020-01-22,-20.4975874374369,-785.3729070075493,815.6073485837077,0.0,7.590930430203554e-14,5.920559922602354e-14,-33.80010721812282,-787.1866605156667,773.6714238000204,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
1,2020-01-23,7.492448791699117,-780.9823711885196,778.8529794243166,0.0,5.8027725149085616e-11,4.718006467498919e-11,-5.785307672560242,-773.5741376332257,703.5603348161455,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
2,2020-01-24,4.255082494134944,-800.3754912883346,833.164177616629,0.0,2.8202112104907513e-09,2.34945021050794e-09,34.25981379800318,-825.3327376381638,827.6085890971922,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
3,2020-01-25,40.587200076746335,-769.9358714995238,768.0023756043294,0.0,4.435842110441588e-08,3.759709439365002e-08,71.58165772816328,-745.332869747617,883.8824671784373,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
4,2020-01-26,32.74502200067462,-741.4277002738753,799.70619260792,0.0,3.760143370998954e-07,3.2299447187709365e-07,22.09681867250694,-779.1951524694716,794.9785860790389,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
5,2020-01-27,2.4284979153503126,-739.1639252714764,855.2975340386027,0.0,2.155868012200836e-06,1.8722420569116994e-06,-9.630339384296178,-753.8838013637569,807.2536814351853,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
6,2020-01-28,-37.66429563264928,-793.9749034889991,779.0632570394824,0.0,9.437462772914544e-06,8.271998041880822e-06,-52.07332669464705,-877.7999270942406,741.0689319649321,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
7,2020-01-29,-16.18889779829092,-869.0174663392307,741.8416103734996,0.0,3.390912732904648e-05,2.996056735390762e-05,-29.83729974390014,-769.9941613526771,825.6253067140306,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
8,2020-01-30,12.433623941359258,-735.5180425456466,797.313151378934,0.0,0.00010477755418249018,9.323301084532467e-05,-1.233326576520608,-763.1980825484289,794.156164115573,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
9,2020-01-31,9.921548364475468,-836.3929288517036,833.1144488518079,0.0,0.00028743849783175715,0.0002573895061159516,39.48853043061554,-780.0675854708884,844.7107455941201,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
10,2020-02-01,47.08536690992783,-730.5376429474193,864.3681872816422,0.0,0.0007161671758352169,0.0006449751327210936,77.58767425962603,-699.0521246202451,889.080598969446,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
11,2020-02-02,40.19689563990557,-725.2498660810462,805.8806774899989,0.0,0.0016480207646560733,0.0014919618779551107,28.995629235589842,-760.4050849882769,827.915884826434,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
12,2020-02-03,10.97396038861228,-752.0191854972114,814.5147107430402,0.0,0.003547503185551828,0.003227028563693452,-1.7060989854853563,-802.237224807802,735.4923885952885,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
13,2020-02-04,-27.86487364474828,-835.8457263898183,736.4129073867675,0.0,0.0072143246679480496,0.006591831233362652,-42.9713408427535,-792.9538476927322,748.195798411652,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
14,2020-02-05,-4.951664836281086,-812.7391402784792,818.2958724101884,0.0,0.013969820603009626,0.012817353767602428,-19.382660976256602,-785.0343987744154,809.0992758056734,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
15,2020-02-06,25.319426423075193,-792.0428190043116,899.7133300393657,0.0,0.025921300017730273,0.02387511343913833,10.774804800995168,-773.8868370578516,756.7564130588027,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
16,2020-02-07,24.697508597413744,-820.87334731142,834.3152291079754,0.0,0.04632779643040049,0.04282619491092103,53.28075728142457,-771.4365828355088,845.4092218300212,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
17,2020-02-08,64.02839243321854,-714.9620569913146,827.9113130781826,0.0,0.08009541425042066,0.07429582357800704,93.42875507291417,-668.1155017956248,888.4170483814986,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
18,2020-02-09,59.62435038559012,-748.3852544701895,861.8164586404373,0.0,0.13443572167594584,0.1251064880695087,47.18951298122187,-740.1608372297105,883.2381790029826,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
19,2020-02-10,33.249540600512226,-814.382568815233,876.7783003060874,0.0,0.21972645282602313,0.20510850242539377,19.18949650035352,-771.288331235881,783.7088006167585,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
20,2020-02-11,-2.3244210344267273,-810.2257584772588,813.336402524671,0.0,0.3506201599513596,0.32825337717008807,-18.973556148419412,-892.8948838059473,789.1858492476749,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
21,2020-02-12,24.331135973287456,-815.2674231744718,868.3674136934319,0.0,0.5474534067272309,0.5139624551837291,8.176925097293434,-832.9087912527218,736.8619639715611,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
22,2020-02-13,58.89155060323984,-743.7780759726144,864.0766258657115,0.0,0.8380166113722312,0.7888509631661852,42.42359846738578,-797.5769316268872,823.2197075313225,2020-05-28,0.0,69.02912594803102,True,128,30087.02923031471
