,Report_Date,China_shandong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,18.494573623129398,389.4457307033105,True,1,52.69703764186617,778.8912393579731
1,2020-01-23,6,18.494573623129398,389.4457307033105,True,2,60.55915910688785,778.8912393579731
2,2020-01-24,15,18.494573623129398,389.4457307033105,True,3,69.48203681002164,778.8912393579731
3,2020-01-25,27,18.494573623129398,389.4457307033105,True,4,79.57398639684331,778.8912393579731
4,2020-01-26,46,18.494573623129398,389.4457307033105,True,5,90.94383398795993,778.8912393579731
5,2020-01-27,75,18.494573623129398,389.4457307033105,True,6,103.6973535737533,778.8912393579731
6,2020-01-28,95,18.494573623129398,389.4457307033105,True,7,117.93276889114482,778.8912393579731
7,2020-01-29,130,18.494573623129398,389.4457307033105,True,8,133.73532987598497,778.8912393579731
8,2020-01-30,158,18.494573623129398,389.4457307033105,True,9,151.17107599387288,778.8912393579731
9,2020-01-31,184,18.494573623129398,389.4457307033105,True,10,170.28003192501697,778.8912393579731
10,2020-02-01,206,18.494573623129398,389.4457307033105,True,11,191.0692366325396,778.8912393579731
11,2020-02-02,230,18.494573623129398,389.4457307033105,True,12,213.5061663714182,778.8912393579731
12,2020-02-03,259,18.494573623129398,389.4457307033105,True,13,237.51324686783389,778.8912393579731
13,2020-02-04,275,18.494573623129398,389.4457307033105,True,14,262.9642230355362,778.8912393579731
14,2020-02-05,307,18.494573623129398,389.4457307033105,True,15,289.6831284315134,778.8912393579731
15,2020-02-06,347,18.494573623129398,389.4457307033105,True,16,317.44644303851334,778.8912393579731
16,2020-02-07,386,18.494573623129398,389.4457307033105,True,17,345.988740706186,778.8912393579731
17,2020-02-08,416,18.494573623129398,389.4457307033105,True,18,375.01173210749675,778.8912393579731
18,2020-02-09,444,18.494573623129398,389.4457307033105,True,19,404.19616425784324,778.8912393579731
19,2020-02-10,466,18.494573623129398,389.4457307033105,True,20,433.21562641452607,778.8912393579731
20,2020-02-11,487,18.494573623129398,389.4457307033105,True,21,461.7510214104983,778.8912393579731
21,2020-02-12,497,18.494573623129398,389.4457307033105,True,22,489.50435714932485,778.8912393579731
22,2020-02-13,509,18.494573623129398,389.4457307033105,True,23,516.2106195578306,778.8912393579731
23,2020-02-14,523,18.494573623129398,389.4457307033105,True,24,541.6467807777825,778.8912393579731
24,2020-02-15,532,18.494573623129398,389.4457307033105,True,25,565.6374084534932,778.8912393579731
25,2020-02-16,537,18.494573623129398,389.4457307033105,True,26,588.0567866624821,778.8912393579731
26,2020-02-17,541,18.494573623129398,389.4457307033105,True,27,608.8278535966348,778.8912393579731
27,2020-02-18,543,18.494573623129398,389.4457307033105,True,28,627.9185469806358,778.8912393579731
28,2020-02-19,544,18.494573623129398,389.4457307033105,True,29,645.3363003624654,778.8912393579731
29,2020-02-20,546,18.494573623129398,389.4457307033105,True,30,661.1214583177447,778.8912393579731
30,2020-02-21,749,18.494573623129398,389.4457307033105,True,31,675.3403045958651,778.8912393579731
31,2020-02-22,750,18.494573623129398,389.4457307033105,True,32,688.0782621063432,778.8912393579731
32,2020-02-23,754,18.494573623129398,389.4457307033105,True,33,699.4336640223815,778.8912393579731
33,2020-02-24,755,18.494573623129398,389.4457307033105,True,34,709.512339888105,778.8912393579731
34,2020-02-25,756,18.494573623129398,389.4457307033105,True,35,718.423127749136,778.8912393579731
35,2020-02-26,756,18.494573623129398,389.4457307033105,True,36,726.2743214699528,778.8912393579731
36,2020-02-27,756,18.494573623129398,389.4457307033105,True,37,733.1709925694988,778.8912393579731
37,2020-02-28,756,18.494573623129398,389.4457307033105,True,38,739.2130844320452,778.8912393579731
38,2020-02-29,756,18.494573623129398,389.4457307033105,True,39,744.4941577451922,778.8912393579731
39,2020-03-01,758,18.494573623129398,389.4457307033105,True,40,749.100663150884,778.8912393579731
40,2020-03-02,758,18.494573623129398,389.4457307033105,True,41,753.1116246650637,778.8912393579731
41,2020-03-03,758,18.494573623129398,389.4457307033105,True,42,756.5986308443544,778.8912393579731
42,2020-03-04,758,18.494573623129398,389.4457307033105,True,43,759.6260465949892,778.8912393579731
43,2020-03-05,758,18.494573623129398,389.4457307033105,True,44,762.2513746760778,778.8912393579731
44,2020-03-06,758,18.494573623129398,389.4457307033105,True,45,764.5257109814355,778.8912393579731
45,2020-03-07,758,18.494573623129398,389.4457307033105,True,46,766.4942508828846,778.8912393579731
46,2020-03-08,758,18.494573623129398,389.4457307033105,True,47,768.1968150221114,778.8912393579731
47,2020-03-09,758,18.494573623129398,389.4457307033105,True,48,769.6683719679954,778.8912393579731
48,2020-03-10,758,18.494573623129398,389.4457307033105,True,49,770.9395422904006,778.8912393579731
49,2020-03-11,760,18.494573623129398,389.4457307033105,True,50,772.0370740926919,778.8912393579731
50,2020-03-12,760,18.494573623129398,389.4457307033105,True,51,772.9842841669548,778.8912393579731
51,2020-03-13,760,18.494573623129398,389.4457307033105,True,52,773.8014619500259,778.8912393579731
52,2020-03-14,760,18.494573623129398,389.4457307033105,True,53,774.5062355991641,778.8912393579731
53,2020-03-15,760,18.494573623129398,389.4457307033105,True,54,775.113900973277,778.8912393579731
54,2020-03-16,760,18.494573623129398,389.4457307033105,True,55,775.637715263809,778.8912393579731
55,2020-03-17,761,18.494573623129398,389.4457307033105,True,56,776.0891576009454,778.8912393579731
56,2020-03-18,761,18.494573623129398,389.4457307033105,True,57,776.478159269563,778.8912393579731
57,2020-03-19,761,18.494573623129398,389.4457307033105,True,58,776.8133062854362,778.8912393579731
58,2020-03-20,762,18.494573623129398,389.4457307033105,True,59,777.1020170662119,778.8912393579731
59,2020-03-21,764,18.494573623129398,389.4457307033105,True,60,777.3506978287795,778.8912393579731
60,2020-03-22,767,18.494573623129398,389.4457307033105,True,61,777.5648781879544,778.8912393579731
61,2020-03-23,768,18.494573623129398,389.4457307033105,True,62,777.7493292446535,778.8912393579731
62,2020-03-24,768,18.494573623129398,389.4457307033105,True,63,777.9081662516944,778.8912393579731
63,2020-03-25,769,18.494573623129398,389.4457307033105,True,64,778.0449377434659,778.8912393579731
64,2020-03-26,771,18.494573623129398,389.4457307033105,True,65,778.162702819583,778.8912393579731
65,2020-03-27,772,18.494573623129398,389.4457307033105,True,66,778.2640980869926,778.8912393579731
66,2020-03-28,772,18.494573623129398,389.4457307033105,True,67,778.3513955926117,778.8912393579731
67,2020-03-29,772,18.494573623129398,389.4457307033105,True,68,778.4265529207453,778.8912393579731
68,2020-03-30,773,18.494573623129398,389.4457307033105,True,69,778.4912564866283,778.8912393579731
69,2020-03-31,774,18.494573623129398,389.4457307033105,True,70,778.5469589291635,778.8912393579731
70,2020-04-01,774,18.494573623129398,389.4457307033105,True,71,778.5949113915834,778.8912393579731
71,2020-04-02,775,18.494573623129398,389.4457307033105,True,72,778.6361913774251,778.8912393579731
72,2020-04-03,778,18.494573623129398,389.4457307033105,True,73,778.6717267797825,778.8912393579731
73,2020-04-04,778,18.494573623129398,389.4457307033105,True,74,778.7023166032318,778.8912393579731
74,2020-04-05,779,18.494573623129398,389.4457307033105,True,75,778.7286488289654,778.8912393579731
75,2020-04-06,780,18.494573623129398,389.4457307033105,True,76,778.7513158135258,778.8912393579731
76,2020-04-07,781,18.494573623129398,389.4457307033105,True,77,778.7708275590728,778.8912393579731
77,2020-04-08,783,18.494573623129398,389.4457307033105,True,78,778.7876231474975,778.8912393579731
78,2020-04-09,783,18.494573623129398,389.4457307033105,True,79,778.8020805910305,778.8912393579731
79,2020-04-10,783,18.494573623129398,389.4457307033105,True,80,778.8145253176084,778.8912393579731
80,2020-04-11,784,18.494573623129398,389.4457307033105,True,81,778.8252374794362,778.8912393579731
81,2020-04-12,784,18.494573623129398,389.4457307033105,True,82,778.8344582473853,778.8912393579731
82,2020-04-13,784,18.494573623129398,389.4457307033105,True,83,778.842395231531,778.8912393579731
83,2020-04-14,784,18.494573623129398,389.4457307033105,True,84,778.8492271488335,778.8912393579731
84,2020-04-15,784,18.494573623129398,389.4457307033105,True,85,778.8551078422977,778.8912393579731
85,2020-04-16,784,18.494573623129398,389.4457307033105,True,86,778.8601697415407,778.8912393579731
86,2020-04-17,787,18.494573623129398,389.4457307033105,True,87,778.8645268422772,778.8912393579731
87,2020-04-18,787,18.494573623129398,389.4457307033105,True,88,778.8682772715027,778.8912393579731
88,2020-04-19,787,18.494573623129398,389.4457307033105,True,89,778.871505495921,778.8912393579731
89,2020-04-20,787,18.494573623129398,389.4457307033105,True,90,778.874284223172,778.8912393579731
90,2020-04-21,787,18.494573623129398,389.4457307033105,True,91,778.8766760385613,778.8912393579731
91,2020-04-22,787,18.494573623129398,389.4457307033105,True,92,778.8787348140551,778.8912393579731
92,2020-04-23,787,18.494573623129398,389.4457307033105,True,93,778.8805069212087,778.8912393579731
93,2020-04-24,787,18.494573623129398,389.4457307033105,True,94,778.8820322752955,778.8912393579731
94,2020-04-25,787,18.494573623129398,389.4457307033105,True,95,778.8833452341161,778.8912393579731
95,2020-04-26,787,18.494573623129398,389.4457307033105,True,96,778.8844753717049,778.8912393579731
96,2020-04-27,787,18.494573623129398,389.4457307033105,True,97,778.8854481443403,778.8912393579731
97,2020-04-28,787,18.494573623129398,389.4457307033105,True,98,778.8862854638433,778.8912393579731
98,2020-04-29,787,18.494573623129398,389.4457307033105,True,99,778.8870061910696,778.8912393579731
99,2020-04-30,787,18.494573623129398,389.4457307033105,True,100,778.8876265606992,778.8912393579731
100,2020-05-01,787,18.494573623129398,389.4457307033105,True,101,778.8881605468887,778.8912393579731
101,2020-05-02,787,18.494573623129398,389.4457307033105,True,102,778.8886201780151,778.8912393579731
102,2020-05-03,788,18.494573623129398,389.4457307033105,True,103,778.8890158076007,778.8912393579731
103,2020-05-04,788,18.494573623129398,389.4457307033105,True,104,778.8893563475162,778.8912393579731
104,2020-05-05,788,18.494573623129398,389.4457307033105,True,105,778.8896494687164,778.8912393579731
105,2020-05-06,788,18.494573623129398,389.4457307033105,True,106,778.889901774024,778.8912393579731
106,2020-05-07,788,18.494573623129398,389.4457307033105,True,107,778.8901189468594,778.8912393579731
107,2020-05-08,788,18.494573623129398,389.4457307033105,True,108,778.8903058792581,778.8912393579731
108,2020-05-09,788,18.494573623129398,389.4457307033105,True,109,778.890466782067,778.8912393579731
