,Report_Date,Mongolia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,97.48587990499773,45.39005834066435,False,1,0.08293085562638264,4.09372876023142
1,2020-01-23,0,97.48587990499773,45.39005834066435,False,2,0.08916242560422215,4.09372876023142
2,2020-01-24,0,97.48587990499773,45.39005834066435,False,3,0.09586175176757285,4.09372876023142
3,2020-01-25,0,97.48587990499773,45.39005834066435,False,4,0.10306386783018459,4.09372876023142
4,2020-01-26,0,97.48587990499773,45.39005834066435,False,5,0.11080641941242657,4.09372876023142
5,2020-01-27,0,97.48587990499773,45.39005834066435,False,6,0.11912985689437065,4.09372876023142
6,2020-01-28,0,97.48587990499773,45.39005834066435,False,7,0.12807764221553083,4.09372876023142
7,2020-01-29,0,97.48587990499773,45.39005834066435,False,8,0.13769647058387205,4.09372876023142
8,2020-01-30,0,97.48587990499773,45.39005834066435,False,9,0.14803650811582447,4.09372876023142
9,2020-01-31,0,97.48587990499773,45.39005834066435,False,10,0.15915164649058525,4.09372876023142
10,2020-02-01,0,97.48587990499773,45.39005834066435,False,11,0.1710997757658386,4.09372876023142
11,2020-02-02,0,97.48587990499773,45.39005834066435,False,12,0.18394307656799827,4.09372876023142
12,2020-02-03,0,97.48587990499773,45.39005834066435,False,13,0.19774833293793584,4.09372876023142
13,2020-02-04,0,97.48587990499773,45.39005834066435,False,14,0.21258726718259174,4.09372876023142
14,2020-02-05,0,97.48587990499773,45.39005834066435,False,15,0.2285368981534594,4.09372876023142
15,2020-02-06,0,97.48587990499773,45.39005834066435,False,16,0.24567992444418515,4.09372876023142
16,2020-02-07,0,97.48587990499773,45.39005834066435,False,17,0.264105134070795,4.09372876023142
17,2020-02-08,0,97.48587990499773,45.39005834066435,False,18,0.2839078422685704,4.09372876023142
18,2020-02-09,0,97.48587990499773,45.39005834066435,False,19,0.30519035910839737,4.09372876023142
19,2020-02-10,0,97.48587990499773,45.39005834066435,False,20,0.32806248870136834,4.09372876023142
20,2020-02-11,0,97.48587990499773,45.39005834066435,False,21,0.35264206182215624,4.09372876023142
21,2020-02-12,0,97.48587990499773,45.39005834066435,False,22,0.3790555038375773,4.09372876023142
22,2020-02-13,0,97.48587990499773,45.39005834066435,False,23,0.4074384398748936,4.09372876023142
23,2020-02-14,0,97.48587990499773,45.39005834066435,False,24,0.437936339202512,4.09372876023142
24,2020-02-15,0,97.48587990499773,45.39005834066435,False,25,0.4707052008211582,4.09372876023142
25,2020-02-16,0,97.48587990499773,45.39005834066435,False,26,0.5059122822732532,4.09372876023142
26,2020-02-17,0,97.48587990499773,45.39005834066435,False,27,0.5437368736684942,4.09372876023142
27,2020-02-18,0,97.48587990499773,45.39005834066435,False,28,0.5843711188903833,4.09372876023142
28,2020-02-19,0,97.48587990499773,45.39005834066435,False,29,0.6280208858868659,4.09372876023142
29,2020-02-20,0,97.48587990499773,45.39005834066435,False,30,0.6749066878528163,4.09372876023142
30,2020-02-21,0,97.48587990499773,45.39005834066435,False,31,0.7252646569765545,4.09372876023142
31,2020-02-22,0,97.48587990499773,45.39005834066435,False,32,0.779347572239715,4.09372876023142
32,2020-02-23,0,97.48587990499773,45.39005834066435,False,33,0.8374259425214685,4.09372876023142
33,2020-02-24,0,97.48587990499773,45.39005834066435,False,34,0.8997891459551283,4.09372876023142
34,2020-02-25,0,97.48587990499773,45.39005834066435,False,35,0.9667466261072011,4.09372876023142
35,2020-02-26,0,97.48587990499773,45.39005834066435,False,36,1.038629145084388,4.09372876023142
36,2020-02-27,0,97.48587990499773,45.39005834066435,False,37,1.115790093110009,4.09372876023142
37,2020-02-28,0,97.48587990499773,45.39005834066435,False,38,1.198606853433524,4.09372876023142
38,2020-02-29,0,97.48587990499773,45.39005834066435,False,39,1.2874822206295686,4.09372876023142
39,2020-03-01,0,97.48587990499773,45.39005834066435,False,40,1.3828458693890175,4.09372876023142
40,2020-03-02,0,97.48587990499773,45.39005834066435,False,41,1.4851558697854863,4.09372876023142
41,2020-03-03,0,97.48587990499773,45.39005834066435,False,42,1.5949002436963757,4.09372876023142
42,2020-03-04,0,97.48587990499773,45.39005834066435,False,43,1.7125985555469003,4.09372876023142
43,2020-03-05,0,97.48587990499773,45.39005834066435,False,44,1.8388035288063285,4.09372876023142
44,2020-03-06,0,97.48587990499773,45.39005834066435,False,45,1.974102677674971,4.09372876023142
45,2020-03-07,0,97.48587990499773,45.39005834066435,False,46,2.119119941135235,4.09372876023142
46,2020-03-08,0,97.48587990499773,45.39005834066435,False,47,2.2745173039775683,4.09372876023142
47,2020-03-09,0,97.48587990499773,45.39005834066435,False,48,2.440996386530842,4.09372876023142
48,2020-03-10,1,97.48587990499773,45.39005834066435,False,49,2.619299981607425,4.09372876023142
49,2020-03-11,1,97.48587990499773,45.39005834066435,False,50,2.8102135136002095,4.09372876023142
50,2020-03-12,1,97.48587990499773,45.39005834066435,False,51,3.014566390731605,4.09372876023142
51,2020-03-13,1,97.48587990499773,45.39005834066435,False,52,3.233233217149802,4.09372876023142
52,2020-03-14,1,97.48587990499773,45.39005834066435,False,53,3.467134826901518,4.09372876023142
53,2020-03-15,1,97.48587990499773,45.39005834066435,False,54,3.7172390968015985,4.09372876023142
54,2020-03-16,1,97.48587990499773,45.39005834066435,False,55,3.984561489902287,4.09372876023142
55,2020-03-17,5,97.48587990499773,45.39005834066435,False,56,4.270165275692018,4.09372876023142
56,2020-03-18,6,97.48587990499773,45.39005834066435,False,57,4.575161367401937,4.09372876023142
57,2020-03-19,6,97.48587990499773,45.39005834066435,False,58,4.900707710972261,4.09372876023142
58,2020-03-20,6,97.48587990499773,45.39005834066435,False,59,5.248008154467326,4.09372876023142
59,2020-03-21,10,97.48587990499773,45.39005834066435,False,60,5.618310721201653,4.09372876023142
60,2020-03-22,10,97.48587990499773,45.39005834066435,False,61,6.0129052047663825,4.09372876023142
61,2020-03-23,10,97.48587990499773,45.39005834066435,False,62,6.433119999788243,4.09372876023142
62,2020-03-24,10,97.48587990499773,45.39005834066435,False,63,6.880318078924653,4.09372876023142
63,2020-03-25,10,97.48587990499773,45.39005834066435,False,64,7.355892024662057,4.09372876023142
64,2020-03-26,11,97.48587990499773,45.39005834066435,False,65,7.861258024356098,4.09372876023142
65,2020-03-27,11,97.48587990499773,45.39005834066435,False,66,8.397848739095354,4.09372876023142
66,2020-03-28,12,97.48587990499773,45.39005834066435,False,67,8.967104961891232,4.09372876023142
67,2020-03-29,12,97.48587990499773,45.39005834066435,False,68,9.570465988931184,4.09372876023142
68,2020-03-30,12,97.48587990499773,45.39005834066435,False,69,10.209358639730958,4.09372876023142
69,2020-03-31,12,97.48587990499773,45.39005834066435,False,70,10.885184878523756,4.09372876023142
70,2020-04-01,14,97.48587990499773,45.39005834066435,False,71,11.599308010629558,4.09372876023142
71,2020-04-02,14,97.48587990499773,45.39005834066435,False,72,12.353037454277251,4.09372876023142
72,2020-04-03,14,97.48587990499773,45.39005834066435,False,73,13.147612120701531,4.09372876023142
73,2020-04-04,14,97.48587990499773,45.39005834066435,False,74,13.984182473425765,4.09372876023142
74,2020-04-05,14,97.48587990499773,45.39005834066435,False,75,14.863791381355874,4.09372876023142
75,2020-04-06,15,97.48587990499773,45.39005834066435,False,76,15.787353929240652,4.09372876023142
76,2020-04-07,15,97.48587990499773,45.39005834066435,False,77,16.755636402440604,4.09372876023142
77,2020-04-08,16,97.48587990499773,45.39005834066435,False,78,17.769234719627708,4.09372876023142
78,2020-04-09,16,97.48587990499773,45.39005834066435,False,79,18.82855264541025,4.09372876023142
79,2020-04-10,16,97.48587990499773,45.39005834066435,False,80,19.93378017288084,4.09372876023142
80,2020-04-11,16,97.48587990499773,45.39005834066435,False,81,21.084872521218287,4.09372876023142
81,2020-04-12,16,97.48587990499773,45.39005834066435,False,82,22.281530242834492,4.09372876023142
82,2020-04-13,17,97.48587990499773,45.39005834066435,False,83,23.523180974937702,4.09372876023142
83,2020-04-14,30,97.48587990499773,45.39005834066435,False,84,24.80896339840605,4.09372876023142
84,2020-04-15,30,97.48587990499773,45.39005834066435,False,85,26.137713979160416,4.09372876023142
85,2020-04-16,31,97.48587990499773,45.39005834066435,False,86,27.507957060662697,4.09372876023142
86,2020-04-17,31,97.48587990499773,45.39005834066435,False,87,28.91789884809967,4.09372876023142
87,2020-04-18,31,97.48587990499773,45.39005834066435,False,88,30.36542577336077,4.09372876023142
88,2020-04-19,32,97.48587990499773,45.39005834066435,False,89,31.848107654219316,4.09372876023142
89,2020-04-20,33,97.48587990499773,45.39005834066435,False,90,33.363205961572646,4.09372876023142
