,Report_Date,Canada_nova scotia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,81.75756814849167,442.28756005104816,False,1,0.013888215091064195,884.575120102096
1,2020-01-23,0,81.75756814849167,442.28756005104816,False,2,0.015926968698462055,884.575120102096
2,2020-01-24,0,81.75756814849167,442.28756005104816,False,3,0.01826499981689739,884.575120102096
3,2020-01-25,0,81.75756814849167,442.28756005104816,False,4,0.02094623874661925,884.575120102096
4,2020-01-26,0,81.75756814849167,442.28756005104816,False,5,0.024021063608144377,884.575120102096
5,2020-01-27,0,81.75756814849167,442.28756005104816,False,6,0.027547246520389996,884.575120102096
6,2020-01-28,0,81.75756814849167,442.28756005104816,False,7,0.031591038563698375,884.575120102096
7,2020-01-29,0,81.75756814849167,442.28756005104816,False,8,0.03622841386543405,884.575120102096
8,2020-01-30,0,81.75756814849167,442.28756005104816,False,9,0.04154649612008276,884.575120102096
9,2020-01-31,0,81.75756814849167,442.28756005104816,False,10,0.04764519426308231,884.575120102096
10,2020-02-01,0,81.75756814849167,442.28756005104816,False,11,0.05463907792041946,884.575120102096
11,2020-02-02,0,81.75756814849167,442.28756005104816,False,12,0.06265952772559581,884.575120102096
12,2020-02-03,0,81.75756814849167,442.28756005104816,False,13,0.07185720071316187,884.575120102096
13,2020-02-04,0,81.75756814849167,442.28756005104816,False,14,0.08240485685621848,884.575120102096
14,2020-02-05,0,81.75756814849167,442.28756005104816,False,15,0.0945005995194592,884.575120102096
15,2020-02-06,0,81.75756814849167,442.28756005104816,False,16,0.1083715902692548,884.575120102096
16,2020-02-07,0,81.75756814849167,442.28756005104816,False,17,0.12427830725394379,884.575120102096
17,2020-02-08,0,81.75756814849167,442.28756005104816,False,18,0.14251942639501453,884.575120102096
18,2020-02-09,0,81.75756814849167,442.28756005104816,False,19,0.16343741608760365,884.575120102096
19,2020-02-10,0,81.75756814849167,442.28756005104816,False,20,0.18742494919351205,884.575120102096
20,2020-02-11,0,81.75756814849167,442.28756005104816,False,21,0.21493225104334562,884.575120102096
21,2020-02-12,0,81.75756814849167,442.28756005104816,False,22,0.24647551919514066,884.575120102096
22,2020-02-13,0,81.75756814849167,442.28756005104816,False,23,0.28264657010307176,884.575120102096
23,2020-02-14,0,81.75756814849167,442.28756005104816,False,24,0.32412388994122254,884.575120102096
24,2020-02-15,0,81.75756814849167,442.28756005104816,False,25,0.3716852919468606,884.575120102096
25,2020-02-16,0,81.75756814849167,442.28756005104816,False,26,0.4262224111724721,884.575120102096
26,2020-02-17,0,81.75756814849167,442.28756005104816,False,27,0.48875729987771954,884.575120102096
27,2020-02-18,0,81.75756814849167,442.28756005104816,False,28,0.5604614233962565,884.575120102096
28,2020-02-19,0,81.75756814849167,442.28756005104816,False,29,0.6426773976521708,884.575120102096
29,2020-02-20,0,81.75756814849167,442.28756005104816,False,30,0.7369438560737214,884.575120102096
30,2020-02-21,0,81.75756814849167,442.28756005104816,False,31,0.8450238859667033,884.575120102096
31,2020-02-22,0,81.75756814849167,442.28756005104816,False,32,0.9689375329698608,884.575120102096
32,2020-02-23,0,81.75756814849167,442.28756005104816,False,33,1.1109989374937925,884.575120102096
33,2020-02-24,0,81.75756814849167,442.28756005104816,False,34,1.273858739450648,884.575120102096
34,2020-02-25,0,81.75756814849167,442.28756005104816,False,35,1.4605524674065398,884.575120102096
35,2020-02-26,0,81.75756814849167,442.28756005104816,False,36,1.6745557156392286,884.575120102096
36,2020-02-27,0,81.75756814849167,442.28756005104816,False,37,1.9198470072887501,884.575120102096
37,2020-02-28,0,81.75756814849167,442.28756005104816,False,38,2.200979343271639,884.575120102096
38,2020-02-29,0,81.75756814849167,442.28756005104816,False,39,2.523161543740828,884.575120102096
39,2020-03-01,0,81.75756814849167,442.28756005104816,False,40,2.892350599669175,884.575120102096
40,2020-03-02,0,81.75756814849167,442.28756005104816,False,41,3.3153563635878287,884.575120102096
41,2020-03-03,0,81.75756814849167,442.28756005104816,False,42,3.799960016136964,884.575120102096
42,2020-03-04,0,81.75756814849167,442.28756005104816,False,43,4.355047842466443,884.575120102096
43,2020-03-05,0,81.75756814849167,442.28756005104816,False,44,4.990761930697367,884.575120102096
44,2020-03-06,0,81.75756814849167,442.28756005104816,False,45,5.718669451364122,884.575120102096
45,2020-03-07,0,81.75756814849167,442.28756005104816,False,46,6.551952175510755,884.575120102096
46,2020-03-08,0,81.75756814849167,442.28756005104816,False,47,7.505617818064646,884.575120102096
47,2020-03-09,0,81.75756814849167,442.28756005104816,False,48,8.596734623704526,884.575120102096
48,2020-03-10,0,81.75756814849167,442.28756005104816,False,49,9.844690307890692,884.575120102096
49,2020-03-11,0,81.75756814849167,442.28756005104816,False,50,11.271475979306544,884.575120102096
50,2020-03-12,0,81.75756814849167,442.28756005104816,False,51,12.901994943243261,884.575120102096
51,2020-03-13,0,81.75756814849167,442.28756005104816,False,52,14.764395246659513,884.575120102096
52,2020-03-14,0,81.75756814849167,442.28756005104816,False,53,16.89042338839596,884.575120102096
53,2020-03-15,0,81.75756814849167,442.28756005104816,False,54,19.315794681039453,884.575120102096
54,2020-03-16,5,81.75756814849167,442.28756005104816,False,55,22.08057319934739,884.575120102096
55,2020-03-17,7,81.75756814849167,442.28756005104816,False,56,25.229550959539615,884.575120102096
56,2020-03-18,12,81.75756814849167,442.28756005104816,False,57,28.81261181839619,884.575120102096
57,2020-03-19,14,81.75756814849167,442.28756005104816,False,58,32.88506044822982,884.575120102096
58,2020-03-20,15,81.75756814849167,442.28756005104816,False,59,37.50789055655955,884.575120102096
59,2020-03-21,21,81.75756814849167,442.28756005104816,False,60,42.747959270732544,884.575120102096
60,2020-03-22,28,81.75756814849167,442.28756005104816,False,61,48.67802640862823,884.575120102096
61,2020-03-23,41,81.75756814849167,442.28756005104816,False,62,55.37660849897318,884.575120102096
62,2020-03-24,51,81.75756814849167,442.28756005104816,False,63,62.927588450714914,884.575120102096
63,2020-03-25,68,81.75756814849167,442.28756005104816,False,64,71.41951360190113,884.575120102096
64,2020-03-26,73,81.75756814849167,442.28756005104816,False,65,80.94450884478637,884.575120102096
65,2020-03-27,90,81.75756814849167,442.28756005104816,False,66,91.59672947158413,884.575120102096
66,2020-03-28,110,81.75756814849167,442.28756005104816,False,67,103.47028267776058,884.575120102096
67,2020-03-29,122,81.75756814849167,442.28756005104816,False,68,116.6565600842781,884.575120102096
68,2020-03-30,127,81.75756814849167,442.28756005104816,False,69,131.24094915081628,884.575120102096
69,2020-03-31,147,81.75756814849167,442.28756005104816,False,70,147.2989315896259,884.575120102096
70,2020-04-01,173,81.75756814849167,442.28756005104816,False,71,164.8916334425424,884.575120102096
71,2020-04-02,193,81.75756814849167,442.28756005104816,False,72,184.06096390917722,884.575120102096
72,2020-04-03,207,81.75756814849167,442.28756005104816,False,73,204.824564742446,884.575120102096
73,2020-04-04,236,81.75756814849167,442.28756005104816,False,74,227.17088140347172,884.575120102096
74,2020-04-05,262,81.75756814849167,442.28756005104816,False,75,251.054749031491,884.575120102096
