,Report_Date,Canada_yukon_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,0,74.2272372206778,5.506757868951518,True,29,0.010189670133486317,11.012934034199775
29,2020-02-20,0,0,74.2272372206778,5.506757868951518,True,30,0.011889468321875311,11.012934034199775
30,2020-02-21,0,0,74.2272372206778,5.506757868951518,True,31,0.013872462250264353,11.012934034199775
31,2020-02-22,0,0,74.2272372206778,5.506757868951518,True,32,0.01618570473354985,11.012934034199775
32,2020-02-23,0,0,74.2272372206778,5.506757868951518,True,33,0.018884019745351956,11.012934034199775
33,2020-02-24,0,0,74.2272372206778,5.506757868951518,True,34,0.02203126904684667,11.012934034199775
34,2020-02-25,0,0,74.2272372206778,5.506757868951518,True,35,0.02570181917425529,11.012934034199775
35,2020-02-26,0,0,74.2272372206778,5.506757868951518,True,36,0.02998223826275686,11.012934034199775
36,2020-02-27,0,0,74.2272372206778,5.506757868951518,True,37,0.03497325570062254,11.012934034199775
37,2020-02-28,0,0,74.2272372206778,5.506757868951518,True,38,0.04079202122136929,11.012934034199775
38,2020-02-29,0,0,74.2272372206778,5.506757868951518,True,39,0.047574703604484556,11.012934034199775
39,2020-03-01,0,0,74.2272372206778,5.506757868951518,True,40,0.05547947243928987,11.012934034199775
40,2020-03-02,0,0,74.2272372206778,5.506757868951518,True,41,0.06468990907733195,11.012934034199775
41,2020-03-03,0,0,74.2272372206778,5.506757868951518,True,42,0.07541889447782207,11.012934034199775
42,2020-03-04,0,0,74.2272372206778,5.506757868951518,True,43,0.08791302146845076,11.012934034199775
43,2020-03-05,0,0,74.2272372206778,5.506757868951518,True,44,0.102457576081115,11.012934034199775
44,2020-03-06,0,0,74.2272372206778,5.506757868951518,True,45,0.11938212583911685,11.012934034199775
45,2020-03-07,0,0,74.2272372206778,5.506757868951518,True,46,0.13906674052719006,11.012934034199775
46,2020-03-08,0,0,74.2272372206778,5.506757868951518,True,47,0.16194885093366504,11.012934034199775
47,2020-03-09,0,0,74.2272372206778,5.506757868951518,True,48,0.18853072059790557,11.012934034199775
48,2020-03-10,0,0,74.2272372206778,5.506757868951518,True,49,0.21938746135159337,11.012934034199775
49,2020-03-11,0,0,74.2272372206778,5.506757868951518,True,50,0.25517546134701746,11.012934034199775
50,2020-03-12,0,0,74.2272372206778,5.506757868951518,True,51,0.2966410096244202,11.012934034199775
51,2020-03-13,0,0,74.2272372206778,5.506757868951518,True,52,0.3446287889670167,11.012934034199775
52,2020-03-14,0,0,74.2272372206778,5.506757868951518,True,53,0.4000897637501579,11.012934034199775
53,2020-03-15,0,0,74.2272372206778,5.506757868951518,True,54,0.46408780751860984,11.012934034199775
54,2020-03-16,0,0,74.2272372206778,5.506757868951518,True,55,0.5378041942056403,11.012934034199775
55,2020-03-17,0,0,74.2272372206778,5.506757868951518,True,56,0.6225388197069551,11.012934034199775
56,2020-03-18,0,0,74.2272372206778,5.506757868951518,True,57,0.7197067367748825,11.012934034199775
57,2020-03-19,0,0,74.2272372206778,5.506757868951518,True,58,0.8308282969876692,11.012934034199775
58,2020-03-20,0,0,74.2272372206778,5.506757868951518,True,59,0.9575109357758526,11.012934034199775
59,2020-03-21,0,0,74.2272372206778,5.506757868951518,True,60,1.101420467424064,11.012934034199775
60,2020-03-22,0,0,74.2272372206778,5.506757868951518,True,61,1.2642397573799413,11.012934034199775
61,2020-03-23,0,0,74.2272372206778,5.506757868951518,True,62,1.447612912674915,11.012934034199775
62,2020-03-24,0,0,74.2272372206778,5.506757868951518,True,63,1.6530737963389779,11.012934034199775
63,2020-03-25,0,0,74.2272372206778,5.506757868951518,True,64,1.8819588429346412,11.012934034199775
64,2020-03-26,3,3,74.2272372206778,5.506757868951518,True,65,2.135305907098216,11.012934034199775
65,2020-03-27,3,3,74.2272372206778,5.506757868951518,True,66,2.413743207817769,11.012934034199775
66,2020-03-28,4,4,74.2272372206778,5.506757868951518,True,67,2.7173751902076946,11.012934034199775
67,2020-03-29,4,4,74.2272372206778,5.506757868951518,True,68,3.045674977496909,11.012934034199775
68,2020-03-30,4,4,74.2272372206778,5.506757868951518,True,69,3.3973954897523075,11.012934034199775
69,2020-03-31,5,5,74.2272372206778,5.506757868951518,True,70,3.7705125701355158,11.012934034199775
70,2020-04-01,5,5,74.2272372206778,5.506757868951518,True,71,4.1622128739780395,11.012934034199775
71,2020-04-02,6,6,74.2272372206778,5.506757868951518,True,72,4.568936327949301,11.012934034199775
72,2020-04-03,6,6,74.2272372206778,5.506757868951518,True,73,4.986477586384306,11.012934034199775
73,2020-04-04,6,6,74.2272372206778,5.506757868951518,True,74,5.410143654945321,11.012934034199775
74,2020-04-05,6,6,74.2272372206778,5.506757868951518,True,75,5.834956911266945,11.012934034199775
75,2020-04-06,6,6,74.2272372206778,5.506757868951518,True,76,6.255885736108107,11.012934034199775
76,2020-04-07,7,7,74.2272372206778,5.506757868951518,True,77,6.66808047250928,11.012934034199775
77,2020-04-08,7,7,74.2272372206778,5.506757868951518,True,78,7.067091544299624,11.012934034199775
78,2020-04-09,7,7,74.2272372206778,5.506757868951518,True,79,7.449049509256826,11.012934034199775
79,2020-04-10,8,8,74.2272372206778,5.506757868951518,True,80,7.810792871380139,11.012934034199775
80,2020-04-11,8,8,74.2272372206778,5.506757868951518,True,81,8.149937207316052,11.012934034199775
81,2020-04-12,8,8,74.2272372206778,5.506757868951518,True,82,8.464886910322331,11.012934034199775
82,2020-04-13,8,8,74.2272372206778,5.506757868951518,True,83,8.754797197708237,11.012934034199775
83,2020-04-14,8,8,74.2272372206778,5.506757868951518,True,84,9.019498107228845,11.012934034199775
84,2020-04-15,8,8,74.2272372206778,5.506757868951518,True,85,9.259393824677092,11.012934034199775
85,2020-04-16,8,8,74.2272372206778,5.506757868951518,True,86,9.475350179444453,11.012934034199775
86,2020-04-17,8,8,74.2272372206778,5.506757868951518,True,87,9.668581167820156,11.012934034199775
87,2020-04-18,9,9,74.2272372206778,5.506757868951518,True,88,9.840542637954275,11.012934034199775
88,2020-04-19,9,9,74.2272372206778,5.506757868951518,True,89,9.992838415478882,11.012934034199775
89,2020-04-20,11,11,74.2272372206778,5.506757868951518,True,90,10.127141594561587,11.012934034199775
90,2020-04-21,11,11,74.2272372206778,5.506757868951518,True,91,10.245131694532583,11.012934034199775
91,2020-04-22,11,11,74.2272372206778,5.506757868951518,True,92,10.348446951528672,11.012934034199775
92,2020-04-23,11,11,74.2272372206778,5.506757868951518,True,93,10.438650132392679,11.012934034199775
93,2020-04-24,11,11,74.2272372206778,5.506757868951518,True,94,10.517205821666801,11.012934034199775
94,2020-04-25,11,11,74.2272372206778,5.506757868951518,True,95,10.585467022035841,11.012934034199775
95,2020-04-26,11,11,74.2272372206778,5.506757868951518,True,96,10.644669012079673,11.012934034199775
96,2020-04-27,11,11,74.2272372206778,5.506757868951518,True,97,10.695928631119488,11.012934034199775
97,2020-04-28,11,11,74.2272372206778,5.506757868951518,True,98,10.7402474415657,11.012934034199775
98,2020-04-29,11,11,74.2272372206778,5.506757868951518,True,99,10.778517508859167,11.012934034199775
99,2020-04-30,11,11,74.2272372206778,5.506757868951518,True,100,10.811528810158324,11.012934034199775
100,2020-05-01,11,11,74.2272372206778,5.506757868951518,True,101,10.839977520947775,11.012934034199775
101,2020-05-02,11,11,74.2272372206778,5.506757868951518,True,102,10.86447462833919,11.012934034199775
102,2020-05-03,11,11,74.2272372206778,5.506757868951518,True,103,10.88555448123881,11.012934034199775
103,2020-05-04,11,11,74.2272372206778,5.506757868951518,True,104,10.90368301413721,11.012934034199775
104,2020-05-05,11,11,74.2272372206778,5.506757868951518,True,105,10.919265477843535,11.012934034199775
105,2020-05-06,11,11,74.2272372206778,5.506757868951518,True,106,10.932653582213813,11.012934034199775
106,2020-05-07,11,11,74.2272372206778,5.506757868951518,True,107,10.944152007736001,11.012934034199775
107,2020-05-08,11,11,74.2272372206778,5.506757868951518,True,108,10.954024279097348,11.012934034199775
108,2020-05-09,11,11,74.2272372206778,5.506757868951518,True,109,10.9624980182598,11.012934034199775
109,2020-05-10,11,11,74.2272372206778,5.506757868951518,True,110,10.969769610114714,11.012934034199775
110,2020-05-11,11,11,74.2272372206778,5.506757868951518,True,111,10.97600832286806,11.012934034199775
111,2020-05-12,11,11,74.2272372206778,5.506757868951518,True,112,10.981359929775808,11.012934034199775
112,2020-05-13,11,11,74.2272372206778,5.506757868951518,True,113,10.98594988011829,11.012934034199775
113,2020-05-14,11,11,74.2272372206778,5.506757868951518,True,114,10.989886066427147,11.012934034199775
114,2020-05-15,11,11,74.2272372206778,5.506757868951518,True,115,10.993261232734113,11.012934034199775
115,2020-05-16,11,11,74.2272372206778,5.506757868951518,True,116,10.996155065556602,11.012934034199775
116,2020-05-17,11,11,74.2272372206778,5.506757868951518,True,117,10.99863600586488,11.012934034199775
117,2020-05-18,11,11,74.2272372206778,5.506757868951518,True,118,11.000762816662434,11.012934034199775
118,2020-05-19,11,11,74.2272372206778,5.506757868951518,True,119,11.00258593723612,11.012934034199775
119,2020-05-20,11,11,74.2272372206778,5.506757868951518,True,120,11.004148651711962,11.012934034199775
120,2020-05-21,11,11,74.2272372206778,5.506757868951518,True,121,11.005488096355723,11.012934034199775
121,2020-05-22,11,11,74.2272372206778,5.506757868951518,True,122,11.006636127120272,11.012934034199775
122,2020-05-23,11,11,74.2272372206778,5.506757868951518,True,123,11.007620066278863,11.012934034199775
123,2020-05-24,11,11,74.2272372206778,5.506757868951518,True,124,11.00846334459293,11.012934034199775
124,2020-05-25,11,11,74.2272372206778,5.506757868951518,True,125,11.009186053334533,11.012934034199775
125,2020-05-26,11,11,74.2272372206778,5.506757868951518,True,126,11.009805418600441,11.012934034199775
126,2020-05-27,11,11,74.2272372206778,5.506757868951518,True,127,11.010336208697337,11.012934034199775
127,2020-05-28,11,11,74.2272372206778,5.506757868951518,True,128,11.010791083925243,11.012934034199775
