,Report_Date,Bolivia_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,146.4725476961169,20217.17610080927,False,1,0.7947443088737619,40434.352201618545
1,2020-01-23,0,0,146.4725476961169,20217.17610080927,False,2,0.8562095145751518,40434.352201618545
2,2020-01-24,0,0,146.4725476961169,20217.17610080927,False,3,0.9224283061547007,40434.352201618545
3,2020-01-25,0,0,146.4725476961169,20217.17610080927,False,4,0.9937682982249156,40434.352201618545
4,2020-01-26,0,0,146.4725476961169,20217.17610080927,False,5,1.0706255317695756,40434.352201618545
5,2020-01-27,0,0,146.4725476961169,20217.17610080927,False,6,1.1534266718073496,40434.352201618545
6,2020-01-28,0,0,146.4725476961169,20217.17610080927,False,7,1.2426313748861446,40434.352201618545
7,2020-01-29,0,0,146.4725476961169,20217.17610080927,False,8,1.3387348395207341,40434.352201618545
8,2020-01-30,0,0,146.4725476961169,20217.17610080927,False,9,1.4422705536967495,40434.352201618545
9,2020-01-31,0,0,146.4725476961169,20217.17610080927,False,10,1.5538132546522605,40434.352201618545
10,2020-02-01,0,0,146.4725476961169,20217.17610080927,False,11,1.6739821173197738,40434.352201618545
11,2020-02-02,0,0,146.4725476961169,20217.17610080927,False,12,1.8034441890729334,40434.352201618545
12,2020-02-03,0,0,146.4725476961169,20217.17610080927,False,13,1.9429180897803167,40434.352201618545
13,2020-02-04,0,0,146.4725476961169,20217.17610080927,False,14,2.0931779976308262,40434.352201618545
14,2020-02-05,0,0,146.4725476961169,20217.17610080927,False,15,2.2550579427691404,40434.352201618545
15,2020-02-06,0,0,146.4725476961169,20217.17610080927,False,16,2.42945643247398,40434.352201618545
16,2020-02-07,0,0,146.4725476961169,20217.17610080927,False,17,2.617341433435645,40434.352201618545
17,2020-02-08,0,0,146.4725476961169,20217.17610080927,False,18,2.819755738652118,40434.352201618545
18,2020-02-09,0,0,146.4725476961169,20217.17610080927,False,19,3.037822748575468,40434.352201618545
19,2020-02-10,0,0,146.4725476961169,20217.17610080927,False,20,3.2727526984135897,40434.352201618545
20,2020-02-11,0,0,146.4725476961169,20217.17610080927,False,21,3.525849365938386,40434.352201618545
21,2020-02-12,0,0,146.4725476961169,20217.17610080927,False,22,3.7985172967834413,40434.352201618545
22,2020-02-13,0,0,146.4725476961169,20217.17610080927,False,23,4.092269587045578,40434.352201618545
23,2020-02-14,0,0,146.4725476961169,20217.17610080927,False,24,4.408736266050526,40434.352201618545
24,2020-02-15,0,0,146.4725476961169,20217.17610080927,False,25,4.749673325418884,40434.352201618545
25,2020-02-16,0,0,146.4725476961169,20217.17610080927,False,26,5.116972444091618,40434.352201618545
26,2020-02-17,0,0,146.4725476961169,20217.17610080927,False,27,5.512671462762723,40434.352201618545
27,2020-02-18,0,0,146.4725476961169,20217.17610080927,False,28,5.938965665239552,40434.352201618545
28,2020-02-19,0,0,146.4725476961169,20217.17610080927,False,29,6.39821992862958,40434.352201618545
29,2020-02-20,0,0,146.4725476961169,20217.17610080927,False,30,6.892981808957763,40434.352201618545
30,2020-02-21,0,0,146.4725476961169,20217.17610080927,False,31,7.425995633875108,40434.352201618545
31,2020-02-22,0,0,146.4725476961169,20217.17610080927,False,32,8.00021767955115,40434.352201618545
32,2020-02-23,0,0,146.4725476961169,20217.17610080927,False,33,8.618832514677678,40434.352201618545
33,2020-02-24,0,0,146.4725476961169,20217.17610080927,False,34,9.285270600776538,40434.352201618545
34,2020-02-25,0,0,146.4725476961169,20217.17610080927,False,35,10.003227244730684,40434.352201618545
35,2020-02-26,0,0,146.4725476961169,20217.17610080927,False,36,10.776683006676373,40434.352201618545
36,2020-02-27,0,0,146.4725476961169,20217.17610080927,False,37,11.609925674140076,40434.352201618545
37,2020-02-28,0,0,146.4725476961169,20217.17610080927,False,38,12.507573921610769,40434.352201618545
38,2020-02-29,0,0,146.4725476961169,20217.17610080927,False,39,13.474602783645235,40434.352201618545
39,2020-03-01,0,0,146.4725476961169,20217.17610080927,False,40,14.516371079150067,40434.352201618545
40,2020-03-02,0,0,146.4725476961169,20217.17610080927,False,41,15.638650934710455,40434.352201618545
41,2020-03-03,0,0,146.4725476961169,20217.17610080927,False,42,16.847659565786422,40434.352201618545
42,2020-03-04,0,0,146.4725476961169,20217.17610080927,False,43,18.150093486316933,40434.352201618545
43,2020-03-05,0,0,146.4725476961169,20217.17610080927,False,44,19.553165329808724,40434.352201618545
44,2020-03-06,0,0,146.4725476961169,20217.17610080927,False,45,21.064643478388096,40434.352201618545
45,2020-03-07,0,0,146.4725476961169,20217.17610080927,False,46,22.69289471061134,40434.352201618545
46,2020-03-08,0,0,146.4725476961169,20217.17610080927,False,47,24.44693009411389,40434.352201618545
47,2020-03-09,0,0,146.4725476961169,20217.17610080927,False,48,26.33645436548283,40434.352201618545
48,2020-03-10,0,0,146.4725476961169,20217.17610080927,False,49,28.37191905711464,40434.352201618545
49,2020-03-11,2,2,146.4725476961169,20217.17610080927,False,50,30.564579649324195,40434.352201618545
50,2020-03-12,2,2,146.4725476961169,20217.17610080927,False,51,32.92655704565348,40434.352201618545
51,2020-03-13,3,3,146.4725476961169,20217.17610080927,False,52,35.470903690241556,40434.352201618545
52,2020-03-14,10,10,146.4725476961169,20217.17610080927,False,53,38.21167466831017,40434.352201618545
53,2020-03-15,10,10,146.4725476961169,20217.17610080927,False,54,41.16400415433697,40434.352201618545
54,2020-03-16,11,11,146.4725476961169,20217.17610080927,False,55,44.34418759737178,40434.352201618545
55,2020-03-17,11,11,146.4725476961169,20217.17610080927,False,56,47.76977005923725,40434.352201618545
56,2020-03-18,12,12,146.4725476961169,20217.17610080927,False,57,51.459641149065305,40434.352201618545
57,2020-03-19,12,12,146.4725476961169,20217.17610080927,False,58,55.43413702677667,40434.352201618545
58,2020-03-20,15,15,146.4725476961169,20217.17610080927,False,59,59.71514997870973,40434.352201618545
59,2020-03-21,19,19,146.4725476961169,20217.17610080927,False,60,64.32624610063469,40434.352201618545
60,2020-03-22,24,24,146.4725476961169,20217.17610080927,False,61,69.29279165681592,40434.352201618545
61,2020-03-23,27,27,146.4725476961169,20217.17610080927,False,62,74.64208871854822,40434.352201618545
62,2020-03-24,29,29,146.4725476961169,20217.17610080927,False,63,80.40352072160171,40434.352201618545
63,2020-03-25,32,32,146.4725476961169,20217.17610080927,False,64,86.60870861914503,40434.352201618545
64,2020-03-26,43,43,146.4725476961169,20217.17610080927,False,65,93.2916783447997,40434.352201618545
65,2020-03-27,61,61,146.4725476961169,20217.17610080927,False,66,100.48904033930201,40434.352201618545
66,2020-03-28,74,74,146.4725476961169,20217.17610080927,False,67,108.2401819335237,40434.352201618545
67,2020-03-29,81,80,146.4725476961169,20217.17610080927,False,68,116.58747341998584,40434.352201618545
68,2020-03-30,97,93,146.4725476961169,20217.17610080927,False,69,125.57648868405269,40434.352201618545
