,Report_Date,El Salvador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,127.03167327077966,2190.7370310894516,False,1,0.12709138130484407,4381.474062178903
1,2020-01-23,0,127.03167327077966,2190.7370310894516,False,2,0.1380758732436797,4381.474062178903
2,2020-01-24,0,127.03167327077966,2190.7370310894516,False,3,0.15000972091976944,4381.474062178903
3,2020-01-25,0,127.03167327077966,2190.7370310894516,False,4,0.16297496835786957,4381.474062178903
4,2020-01-26,0,127.03167327077966,2190.7370310894516,False,5,0.17706074883100095,4381.474062178903
5,2020-01-27,0,127.03167327077966,2190.7370310894516,False,6,0.1923638972365803,4381.474062178903
6,2020-01-28,0,127.03167327077966,2190.7370310894516,False,7,0.2089896153358205,4381.474062178903
7,2020-01-29,0,127.03167327077966,2190.7370310894516,False,8,0.22705219441361307,4381.474062178903
8,2020-01-30,0,127.03167327077966,2190.7370310894516,False,9,0.2466758003078525,4381.474062178903
9,2020-01-31,0,127.03167327077966,2190.7370310894516,False,10,0.2679953261823854,4381.474062178903
10,2020-02-01,0,127.03167327077966,2190.7370310894516,False,11,0.2911573188792819,4381.474062178903
11,2020-02-02,0,127.03167327077966,2190.7370310894516,False,12,0.31632098518699914,4381.474062178903
12,2020-02-03,0,127.03167327077966,2190.7370310894516,False,13,0.343659284904532,4381.474062178903
13,2020-02-04,0,127.03167327077966,2190.7370310894516,False,14,0.3733601181714019,4381.474062178903
14,2020-02-05,0,127.03167327077966,2190.7370310894516,False,15,0.40562761517317975,4381.474062178903
15,2020-02-06,0,127.03167327077966,2190.7370310894516,False,16,0.44068353702634394,4381.474062178903
16,2020-02-07,0,127.03167327077966,2190.7370310894516,False,17,0.4787687973991432,4381.474062178903
17,2020-02-08,0,127.03167327077966,2190.7370310894516,False,18,0.5201451152416201,4381.474062178903
18,2020-02-09,0,127.03167327077966,2190.7370310894516,False,19,0.5650968098832948,4381.474062178903
19,2020-02-10,0,127.03167327077966,2190.7370310894516,False,20,0.6139327507168555,4381.474062178903
20,2020-02-11,0,127.03167327077966,2190.7370310894516,False,21,0.6669884747266195,4381.474062178903
21,2020-02-12,0,127.03167327077966,2190.7370310894516,False,22,0.7246284862480633,4381.474062178903
22,2020-02-13,0,127.03167327077966,2190.7370310894516,False,23,0.7872487545663832,4381.474062178903
23,2020-02-14,0,127.03167327077966,2190.7370310894516,False,24,0.8552794262853906,4381.474062178903
24,2020-02-15,0,127.03167327077966,2190.7370310894516,False,25,0.9291877708311463,4381.474062178903
25,2020-02-16,0,127.03167327077966,2190.7370310894516,False,26,1.0094813790062513,4381.474062178903
26,2020-02-17,0,127.03167327077966,2190.7370310894516,False,27,1.096711636189892,4381.474062178903
27,2020-02-18,0,127.03167327077966,2190.7370310894516,False,28,1.191477493595491,4381.474062178903
28,2020-02-19,0,127.03167327077966,2190.7370310894516,False,29,1.2944295629626277,4381.474062178903
29,2020-02-20,0,127.03167327077966,2190.7370310894516,False,30,1.4062745621839872,4381.474062178903
30,2020-02-21,0,127.03167327077966,2190.7370310894516,False,31,1.5277801416633738,4381.474062178903
31,2020-02-22,0,127.03167327077966,2190.7370310894516,False,32,1.659780123679787,4381.474062178903
32,2020-02-23,0,127.03167327077966,2190.7370310894516,False,33,1.8031801897085167,4381.474062178903
33,2020-02-24,0,127.03167327077966,2190.7370310894516,False,34,1.9589640535371027,4381.474062178903
34,2020-02-25,0,127.03167327077966,2190.7370310894516,False,35,2.1282001611263643,4381.474062178903
35,2020-02-26,0,127.03167327077966,2190.7370310894516,False,36,2.3120489615197726,4381.474062178903
36,2020-02-27,0,127.03167327077966,2190.7370310894516,False,37,2.511770796713999,4381.474062178903
37,2020-02-28,0,127.03167327077966,2190.7370310894516,False,38,2.7287344622856726,4381.474062178903
38,2020-02-29,0,127.03167327077966,2190.7370310894516,False,39,2.9644264947408354,4381.474062178903
39,2020-03-01,0,127.03167327077966,2190.7370310894516,False,40,3.2204612460310895,4381.474062178903
40,2020-03-02,0,127.03167327077966,2190.7370310894516,False,41,3.4985918104806806,4381.474062178903
41,2020-03-03,0,127.03167327077966,2190.7370310894516,False,42,3.800721874508317,4381.474062178903
42,2020-03-04,0,127.03167327077966,2190.7370310894516,False,43,4.128918565022272,4381.474062178903
43,2020-03-05,0,127.03167327077966,2190.7370310894516,False,44,4.485426378232319,4381.474062178903
44,2020-03-06,0,127.03167327077966,2190.7370310894516,False,45,4.872682276870641,4381.474062178903
45,2020-03-07,0,127.03167327077966,2190.7370310894516,False,46,5.293332050457621,4381.474062178903
46,2020-03-08,0,127.03167327077966,2190.7370310894516,False,47,5.75024804029603,4381.474062178903
47,2020-03-09,0,127.03167327077966,2190.7370310894516,False,48,6.246548338333437,4381.474062178903
48,2020-03-10,0,127.03167327077966,2190.7370310894516,False,49,6.785617576898058,4381.474062178903
49,2020-03-11,0,127.03167327077966,2190.7370310894516,False,50,7.371129434582066,4381.474062178903
50,2020-03-12,0,127.03167327077966,2190.7370310894516,False,51,8.007070992205039,4381.474062178903
51,2020-03-13,0,127.03167327077966,2190.7370310894516,False,52,8.69776908181657,4381.474062178903
52,2020-03-14,0,127.03167327077966,2190.7370310894516,False,53,9.447918781056575,4381.474062178903
53,2020-03-15,0,127.03167327077966,2190.7370310894516,False,54,10.26261421483659,4381.474062178903
54,2020-03-16,0,127.03167327077966,2190.7370310894516,False,55,11.14738183617029,4381.474062178903
55,2020-03-17,0,127.03167327077966,2190.7370310894516,False,56,12.108216367980608,4381.474062178903
56,2020-03-18,0,127.03167327077966,2190.7370310894516,False,57,13.151619597733868,4381.474062178903
57,2020-03-19,1,127.03167327077966,2190.7370310894516,False,58,14.28464222665893,4381.474062178903
58,2020-03-20,1,127.03167327077966,2190.7370310894516,False,59,15.51492898492564,4381.474062178903
59,2020-03-21,3,127.03167327077966,2190.7370310894516,False,60,16.850767233266687,4381.474062178903
60,2020-03-22,3,127.03167327077966,2190.7370310894516,False,61,18.301139279864085,4381.474062178903
61,2020-03-23,3,127.03167327077966,2190.7370310894516,False,62,19.875778648564307,4381.474062178903
62,2020-03-24,5,127.03167327077966,2190.7370310894516,False,63,21.585230540243302,4381.474062178903
63,2020-03-25,9,127.03167327077966,2190.7370310894516,False,64,23.440916732948846,4381.474062178903
64,2020-03-26,13,127.03167327077966,2190.7370310894516,False,65,25.455205167741102,4381.474062178903
65,2020-03-27,13,127.03167327077966,2190.7370310894516,False,66,27.641484465273066,4381.474062178903
66,2020-03-28,19,127.03167327077966,2190.7370310894516,False,67,30.014243612315262,4381.474062178903
67,2020-03-29,24,127.03167327077966,2190.7370310894516,False,68,32.589157046715144,4381.474062178903
68,2020-03-30,30,127.03167327077966,2190.7370310894516,False,69,35.38317535261416,4381.474062178903
69,2020-03-31,32,127.03167327077966,2190.7370310894516,False,70,38.414621753873504,4381.474062178903
70,2020-04-01,32,127.03167327077966,2190.7370310894516,False,71,41.703294561136175,4381.474062178903
71,2020-04-02,41,127.03167327077966,2190.7370310894516,False,72,45.27057568511016,4381.474062178903
72,2020-04-03,46,127.03167327077966,2190.7370310894516,False,73,49.13954527359075,4381.474062178903
73,2020-04-04,56,127.03167327077966,2190.7370310894516,False,74,53.33510246028261,4381.474062178903
74,2020-04-05,62,127.03167327077966,2190.7370310894516,False,75,57.88409212718702,4381.474062178903
75,2020-04-06,69,127.03167327077966,2190.7370310894516,False,76,62.8154374764468,4381.474062178903
76,2020-04-07,78,127.03167327077966,2190.7370310894516,False,77,68.16027807905088,4381.474062178903
77,2020-04-08,93,127.03167327077966,2190.7370310894516,False,78,73.95211291334165,4381.474062178903
78,2020-04-09,103,127.03167327077966,2190.7370310894516,False,79,80.22694772221371,4381.474062178903
79,2020-04-10,117,127.03167327077966,2190.7370310894516,False,80,87.0234458003455,4381.474062178903
80,2020-04-11,118,127.03167327077966,2190.7370310894516,False,81,94.38308106767163,4381.474062178903
81,2020-04-12,125,127.03167327077966,2190.7370310894516,False,82,102.35029198836499,4381.474062178903
82,2020-04-13,137,127.03167327077966,2190.7370310894516,False,83,110.97263455163602,4381.474062178903
83,2020-04-14,149,127.03167327077966,2190.7370310894516,False,84,120.30093213763017,4381.474062178903
84,2020-04-15,159,127.03167327077966,2190.7370310894516,False,85,130.3894196449609,4381.474062178903
85,2020-04-16,164,127.03167327077966,2190.7370310894516,False,86,141.29587875300737,4381.474062178903
86,2020-04-17,177,127.03167327077966,2190.7370310894516,False,87,153.08176063016197,4381.474062178903
87,2020-04-18,190,127.03167327077966,2190.7370310894516,False,88,165.81229177841564,4381.474062178903
88,2020-04-19,201,127.03167327077966,2190.7370310894516,False,89,179.55655802684018,4381.474062178903
89,2020-04-20,218,127.03167327077966,2190.7370310894516,False,90,194.38756095634142,4381.474062178903
90,2020-04-21,225,127.03167327077966,2190.7370310894516,False,91,210.38224026383304,4381.474062178903
91,2020-04-22,237,127.03167327077966,2190.7370310894516,False,92,227.6214547686654,4381.474062178903
92,2020-04-23,250,127.03167327077966,2190.7370310894516,False,93,246.18991394632553,4381.474062178903
93,2020-04-24,274,127.03167327077966,2190.7370310894516,False,94,266.1760510694708,4381.474062178903
94,2020-04-25,274,127.03167327077966,2190.7370310894516,False,95,287.67182827757205,4381.474062178903
95,2020-04-26,298,127.03167327077966,2190.7370310894516,False,96,310.7724632261684,4381.474062178903
