,Report_Date,China_beijing_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,14,23.87006184977938,297.457982771809,True,1,121.361363687663,592.8580287858846
1,2020-01-23,22,23.87006184977938,297.457982771809,True,2,127.2137652808417,592.8580287858846
2,2020-01-24,36,23.87006184977938,297.457982771809,True,3,133.26896379199675,592.8580287858846
3,2020-01-25,41,23.87006184977938,297.457982771809,True,4,139.52639892636947,592.8580287858846
4,2020-01-26,68,23.87006184977938,297.457982771809,True,5,145.9847324000857,592.8580287858846
5,2020-01-27,80,23.87006184977938,297.457982771809,True,6,152.64180455858215,592.8580287858846
6,2020-01-28,91,23.87006184977938,297.457982771809,True,7,159.49459562046133,592.8580287858846
7,2020-01-29,111,23.87006184977938,297.457982771809,True,8,166.5391924969415,592.8580287858846
8,2020-01-30,114,23.87006184977938,297.457982771809,True,9,173.77076212870892,592.8580287858846
9,2020-01-31,139,23.87006184977938,297.457982771809,True,10,181.18353224991958,592.8580287858846
10,2020-02-01,168,23.87006184977938,297.457982771809,True,11,188.77078043143425,592.8580287858846
11,2020-02-02,191,23.87006184977938,297.457982771809,True,12,196.52483217092941,592.8580287858846
12,2020-02-03,212,23.87006184977938,297.457982771809,True,13,204.43706868599477,592.8580287858846
13,2020-02-04,228,23.87006184977938,297.457982771809,True,14,212.4979449283954,592.8580287858846
14,2020-02-05,253,23.87006184977938,297.457982771809,True,15,220.6970181751179,592.8580287858846
15,2020-02-06,274,23.87006184977938,297.457982771809,True,16,229.02298736754753,592.8580287858846
16,2020-02-07,297,23.87006184977938,297.457982771809,True,17,237.4637431681768,592.8580287858846
17,2020-02-08,315,23.87006184977938,297.457982771809,True,18,246.00642848970196,592.8580287858846
18,2020-02-09,326,23.87006184977938,297.457982771809,True,19,254.63750903021932,592.8580287858846
19,2020-02-10,337,23.87006184977938,297.457982771809,True,20,263.3428531271709,592.8580287858846
20,2020-02-11,342,23.87006184977938,297.457982771809,True,21,272.1078200288448,592.8580287858846
21,2020-02-12,352,23.87006184977938,297.457982771809,True,22,280.91735548285715,592.8580287858846
22,2020-02-13,366,23.87006184977938,297.457982771809,True,23,289.7560933631924,592.8580287858846
23,2020-02-14,372,23.87006184977938,297.457982771809,True,24,298.60846190754745,592.8580287858846
24,2020-02-15,375,23.87006184977938,297.457982771809,True,25,307.45879302053595,592.8580287858846
25,2020-02-16,380,23.87006184977938,297.457982771809,True,26,316.291433020205,592.8580287858846
26,2020-02-17,381,23.87006184977938,297.457982771809,True,27,325.09085316831647,592.8580287858846
27,2020-02-18,387,23.87006184977938,297.457982771809,True,28,333.8417583303971,592.8580287858846
28,2020-02-19,393,23.87006184977938,297.457982771809,True,29,342.52919215944945,592.8580287858846
29,2020-02-20,395,23.87006184977938,297.457982771809,True,30,351.1386372855685,592.8580287858846
