,Report_Date,China_sichuan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,541,14.345129852826574,270.90133727831744,True,59,541.7426907078395,541.8023761090544
59,2020-03-21,542,14.345129852826574,270.90133727831744,True,60,541.7537577562746,541.8023761090544
60,2020-03-22,543,14.345129852826574,270.90133727831744,True,61,541.7627830794004,541.8023761090544
61,2020-03-23,543,14.345129852826574,270.90133727831744,True,62,541.7701432983979,541.8023761090544
62,2020-03-24,545,14.345129852826574,270.90133727831744,True,63,541.7761455789405,541.8023761090544
63,2020-03-25,547,14.345129852826574,270.90133727831744,True,64,541.7810404343477,541.8023761090544
64,2020-03-26,547,14.345129852826574,270.90133727831744,True,65,541.7850321705503,541.8023761090544
65,2020-03-27,548,14.345129852826574,270.90133727831744,True,66,541.7882874065809,541.8023761090544
66,2020-03-28,548,14.345129852826574,270.90133727831744,True,67,541.7909420247536,541.8023761090544
67,2020-03-29,550,14.345129852826574,270.90133727831744,True,68,541.7931068396524,541.8023761090544
68,2020-03-30,550,14.345129852826574,270.90133727831744,True,69,541.7948722219221,541.8023761090544
69,2020-03-31,550,14.345129852826574,270.90133727831744,True,70,541.7963118694356,541.8023761090544
70,2020-04-01,552,14.345129852826574,270.90133727831744,True,71,541.7974858829831,541.8023761090544
71,2020-04-02,554,14.345129852826574,270.90133727831744,True,72,541.7984432746846,541.8023761090544
72,2020-04-03,555,14.345129852826574,270.90133727831744,True,73,541.7992240137204,541.8023761090544
73,2020-04-04,557,14.345129852826574,270.90133727831744,True,74,541.7998606946945,541.8023761090544
74,2020-04-05,558,14.345129852826574,270.90133727831744,True,75,541.8003798982293,541.8023761090544
