,Report_Date,China_anhui_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,1,14.325633710573321,495.58192755294294,True,1,22.354963494290324,991.1638551058852
1,2020-01-23,9,9,14.325633710573321,495.58192755294294,True,2,29.445537243904443,991.1638551058852
2,2020-01-24,15,15,14.325633710573321,495.58192755294294,True,3,38.69528019067867,991.1638551058852
3,2020-01-25,39,39,14.325633710573321,495.58192755294294,True,4,50.69747839631264,991.1638551058852
4,2020-01-26,60,60,14.325633710573321,495.58192755294294,True,5,66.16382123468547,991.1638551058852
5,2020-01-27,70,70,14.325633710573321,495.58192755294294,True,6,85.91745116052032,991.1638551058852
6,2020-01-28,106,106,14.325633710573321,495.58192755294294,True,7,110.86182538260675,991.1638551058852
7,2020-01-29,152,150,14.325633710573321,495.58192755294294,True,8,141.91296619087186,991.1638551058852
8,2020-01-30,200,198,14.325633710573321,495.58192755294294,True,9,179.88398943830984,991.1638551058852
9,2020-01-31,237,234,14.325633710573321,495.58192755294294,True,10,225.31921745676092,991.1638551058852
10,2020-02-01,297,292,14.325633710573321,495.58192755294294,True,11,278.29386683915425,991.1638551058852
11,2020-02-02,340,333,14.325633710573321,495.58192755294294,True,12,338.2228746666972,991.1638551058852
12,2020-02-03,408,394,14.325633710573321,495.58192755294294,True,13,403.74804153480983,991.1638551058852
13,2020-02-04,480,460,14.325633710573321,495.58192755294294,True,14,472.77596398185864,991.1638551058852
14,2020-02-05,530,507,14.325633710573321,495.58192755294294,True,15,542.7022108501837,991.1638551058852
15,2020-02-06,591,557,14.325633710573321,495.58192755294294,True,16,610.7850191347511,991.1638551058852
16,2020-02-07,665,618,14.325633710573321,495.58192755294294,True,17,674.5616822947252,991.1638551058852
17,2020-02-08,733,674,14.325633710573321,495.58192755294294,True,18,732.179274034498,991.1638551058852
18,2020-02-09,779,706,14.325633710573321,495.58192755294294,True,19,782.5539141581368,991.1638551058852
19,2020-02-10,830,739,14.325633710573321,495.58192755294294,True,20,825.3492606097159,991.1638551058852
20,2020-02-11,860,751,14.325633710573321,495.58192755294294,True,21,860.8275516132709,991.1638551058852
21,2020-02-12,889,758,14.325633710573321,495.58192755294294,True,22,889.6484562925767,991.1638551058852
22,2020-02-13,910,748,14.325633710573321,495.58192755294294,True,23,912.6773446958243,991.1638551058852
23,2020-02-14,934,735,14.325633710573321,495.58192755294294,True,24,930.8363533802775,991.1638551058852
24,2020-02-15,950,723,14.325633710573321,495.58192755294294,True,25,945.0064858351925,991.1638551058852
25,2020-02-16,962,701,14.325633710573321,495.58192755294294,True,26,955.9740691038658,991.1638551058852
26,2020-02-17,973,687,14.325633710573321,495.58192755294294,True,27,964.4093944530499,991.1638551058852
27,2020-02-18,982,615,14.325633710573321,495.58192755294294,True,28,970.865626114228,991.1638551058852
28,2020-02-19,986,567,14.325633710573321,495.58192755294294,True,29,975.788715475334,991.1638551058852
29,2020-02-20,987,507,14.325633710573321,495.58192755294294,True,30,979.5320747391945,991.1638551058852
30,2020-02-21,988,443,14.325633710573321,495.58192755294294,True,31,982.3722560266855,991.1638551058852
31,2020-02-22,989,386,14.325633710573321,495.58192755294294,True,32,984.5236393765086,991.1638551058852
32,2020-02-23,989,346,14.325633710573321,495.58192755294294,True,33,986.1512461810248,991.1638551058852
33,2020-02-24,989,320,14.325633710573321,495.58192755294294,True,34,987.3814372254891,991.1638551058852
34,2020-02-25,989,271,14.325633710573321,495.58192755294294,True,35,988.3105891619657,991.1638551058852
35,2020-02-26,989,239,14.325633710573321,495.58192755294294,True,36,989.0119921153769,991.1638551058852
36,2020-02-27,989,191,14.325633710573321,495.58192755294294,True,37,989.5412560507735,991.1638551058852
37,2020-02-28,990,163,14.325633710573321,495.58192755294294,True,38,989.9405052862802,991.1638551058852
38,2020-02-29,990,116,14.325633710573321,495.58192755294294,True,39,990.2416086540435,991.1638551058852
39,2020-03-01,990,111,14.325633710573321,495.58192755294294,True,40,990.4686534271955,991.1638551058852
40,2020-03-02,990,67,14.325633710573321,495.58192755294294,True,41,990.6398323852048,991.1638551058852
41,2020-03-03,990,48,14.325633710573321,495.58192755294294,True,42,990.7688788922972,991.1638551058852
42,2020-03-04,990,28,14.325633710573321,495.58192755294294,True,43,990.8661557911144,991.1638551058852
43,2020-03-05,990,14,14.325633710573321,495.58192755294294,True,44,990.9394802297013,991.1638551058852
44,2020-03-06,990,5,14.325633710573321,495.58192755294294,True,45,990.9947476710273,991.1638551058852
45,2020-03-07,990,5,14.325633710573321,495.58192755294294,True,46,991.0364035295257,991.1638551058852
46,2020-03-08,990,0,14.325633710573321,495.58192755294294,True,47,991.0677993875861,991.1638551058852
47,2020-03-09,990,0,14.325633710573321,495.58192755294294,True,48,991.0914618936697,991.1638551058852
48,2020-03-10,990,0,14.325633710573321,495.58192755294294,True,49,991.1092956643057,991.1638551058852
49,2020-03-11,990,0,14.325633710573321,495.58192755294294,True,50,991.1227363410277,991.1638551058852
50,2020-03-12,990,0,14.325633710573321,495.58192755294294,True,51,991.132866020843,991.1638551058852
51,2020-03-13,990,0,14.325633710573321,495.58192755294294,True,52,991.1405002950789,991.1638551058852
52,2020-03-14,990,0,14.325633710573321,495.58192755294294,True,53,991.1462538713847,991.1638551058852
53,2020-03-15,990,0,14.325633710573321,495.58192755294294,True,54,991.1505900439047,991.1638551058852
54,2020-03-16,990,0,14.325633710573321,495.58192755294294,True,55,991.1538579843938,991.1638551058852
55,2020-03-17,990,0,14.325633710573321,495.58192755294294,True,56,991.1563208510828,991.1638551058852
56,2020-03-18,990,0,14.325633710573321,495.58192755294294,True,57,991.1581769753624,991.1638551058852
57,2020-03-19,990,0,14.325633710573321,495.58192755294294,True,58,991.1595758304685,991.1638551058852
58,2020-03-20,990,0,14.325633710573321,495.58192755294294,True,59,991.1606300670014,991.1638551058852
59,2020-03-21,990,0,14.325633710573321,495.58192755294294,True,60,991.1614245838775,991.1638551058852
60,2020-03-22,990,0,14.325633710573321,495.58192755294294,True,61,991.1620233648501,991.1638551058852
61,2020-03-23,990,0,14.325633710573321,495.58192755294294,True,62,991.1624746309463,991.1638551058852
62,2020-03-24,990,0,14.325633710573321,495.58192755294294,True,63,991.1628147236441,991.1638551058852
63,2020-03-25,990,0,14.325633710573321,495.58192755294294,True,64,991.1630710314442,991.1638551058852
64,2020-03-26,990,0,14.325633710573321,495.58192755294294,True,65,991.1632641954818,991.1638551058852
65,2020-03-27,990,0,14.325633710573321,495.58192755294294,True,66,991.163409771782,991.1638551058852
66,2020-03-28,990,0,14.325633710573321,495.58192755294294,True,67,991.1635194840125,991.1638551058852
67,2020-03-29,990,0,14.325633710573321,495.58192755294294,True,68,991.1636021676135,991.1638551058852
68,2020-03-30,990,0,14.325633710573321,495.58192755294294,True,69,991.1636644813367,991.1638551058852
69,2020-03-31,990,0,14.325633710573321,495.58192755294294,True,70,991.16371144349,991.1638551058852
70,2020-04-01,990,0,14.325633710573321,495.58192755294294,True,71,991.1637468360758,991.1638551058852
71,2020-04-02,990,0,14.325633710573321,495.58192755294294,True,72,991.1637735093651,991.1638551058852
72,2020-04-03,990,0,14.325633710573321,495.58192755294294,True,73,991.1637936114382,991.1638551058852
73,2020-04-04,990,0,14.325633710573321,495.58192755294294,True,74,991.1638087611763,991.1638551058852
74,2020-04-05,990,0,14.325633710573321,495.58192755294294,True,75,991.1638201786334,991.1638551058852
75,2020-04-06,990,0,14.325633710573321,495.58192755294294,True,76,991.1638287832919,991.1638551058852
76,2020-04-07,990,0,14.325633710573321,495.58192755294294,True,77,991.1638352681118,991.1638551058852
77,2020-04-08,990,0,14.325633710573321,495.58192755294294,True,78,991.1638401553349,991.1638551058852
78,2020-04-09,991,1,14.325633710573321,495.58192755294294,True,79,991.1638438385445,991.1638551058852
79,2020-04-10,991,1,14.325633710573321,495.58192755294294,True,80,991.1638466143605,991.1638551058852
80,2020-04-11,991,1,14.325633710573321,495.58192755294294,True,81,991.1638487063279,991.1638551058852
81,2020-04-12,991,1,14.325633710573321,495.58192755294294,True,82,991.1638502829197,991.1638551058852
82,2020-04-13,991,1,14.325633710573321,495.58192755294294,True,83,991.1638514711029,991.1638551058852
83,2020-04-14,991,1,14.325633710573321,495.58192755294294,True,84,991.1638523665662,991.1638551058852
84,2020-04-15,991,1,14.325633710573321,495.58192755294294,True,85,991.1638530414234,991.1638551058852
85,2020-04-16,991,1,14.325633710573321,495.58192755294294,True,86,991.1638535500233,991.1638551058852
86,2020-04-17,991,1,14.325633710573321,495.58192755294294,True,87,991.1638539333248,991.1638551058852
87,2020-04-18,991,1,14.325633710573321,495.58192755294294,True,88,991.1638542221962,991.1638551058852
88,2020-04-19,991,1,14.325633710573321,495.58192755294294,True,89,991.1638544399017,991.1638551058852
89,2020-04-20,991,1,14.325633710573321,495.58192755294294,True,90,991.163854603973,991.1638551058852
90,2020-04-21,991,1,14.325633710573321,495.58192755294294,True,91,991.163854727624,991.1638551058852
91,2020-04-22,991,1,14.325633710573321,495.58192755294294,True,92,991.1638548208125,991.1638551058852
92,2020-04-23,991,1,14.325633710573321,495.58192755294294,True,93,991.163854891043,991.1638551058852
93,2020-04-24,991,0,14.325633710573321,495.58192755294294,True,94,991.1638549439716,991.1638551058852
94,2020-04-25,991,0,14.325633710573321,495.58192755294294,True,95,991.1638549838607,991.1638551058852
95,2020-04-26,991,0,14.325633710573321,495.58192755294294,True,96,991.1638550139228,991.1638551058852
96,2020-04-27,991,0,14.325633710573321,495.58192755294294,True,97,991.1638550365788,991.1638551058852
97,2020-04-28,991,0,14.325633710573321,495.58192755294294,True,98,991.1638550536533,991.1638551058852
98,2020-04-29,991,0,14.325633710573321,495.58192755294294,True,99,991.1638550665213,991.1638551058852
99,2020-04-30,991,0,14.325633710573321,495.58192755294294,True,100,991.163855076219,991.1638551058852
100,2020-05-01,991,0,14.325633710573321,495.58192755294294,True,101,991.1638550835277,991.1638551058852
101,2020-05-02,991,0,14.325633710573321,495.58192755294294,True,102,991.1638550890359,991.1638551058852
102,2020-05-03,991,0,14.325633710573321,495.58192755294294,True,103,991.1638550931871,991.1638551058852
103,2020-05-04,991,0,14.325633710573321,495.58192755294294,True,104,991.1638550963156,991.1638551058852
104,2020-05-05,991,0,14.325633710573321,495.58192755294294,True,105,991.1638550986734,991.1638551058852
105,2020-05-06,991,0,14.325633710573321,495.58192755294294,True,106,991.1638551004501,991.1638551058852
106,2020-05-07,991,0,14.325633710573321,495.58192755294294,True,107,991.1638551017893,991.1638551058852
107,2020-05-08,991,0,14.325633710573321,495.58192755294294,True,108,991.1638551027986,991.1638551058852
108,2020-05-09,991,0,14.325633710573321,495.58192755294294,True,109,991.1638551035592,991.1638551058852
109,2020-05-10,991,0,14.325633710573321,495.58192755294294,True,110,991.1638551041323,991.1638551058852
110,2020-05-11,991,0,14.325633710573321,495.58192755294294,True,111,991.1638551045643,991.1638551058852
111,2020-05-12,991,0,14.325633710573321,495.58192755294294,True,112,991.16385510489,991.1638551058852
112,2020-05-13,991,0,14.325633710573321,495.58192755294294,True,113,991.1638551051352,991.1638551058852
113,2020-05-14,991,0,14.325633710573321,495.58192755294294,True,114,991.1638551053203,991.1638551058852
114,2020-05-15,991,0,14.325633710573321,495.58192755294294,True,115,991.1638551054596,991.1638551058852
115,2020-05-16,991,0,14.325633710573321,495.58192755294294,True,116,991.1638551055646,991.1638551058852
116,2020-05-17,991,0,14.325633710573321,495.58192755294294,True,117,991.1638551056438,991.1638551058852
117,2020-05-18,991,0,14.325633710573321,495.58192755294294,True,118,991.1638551057034,991.1638551058852
118,2020-05-19,991,0,14.325633710573321,495.58192755294294,True,119,991.1638551057483,991.1638551058852
119,2020-05-20,991,0,14.325633710573321,495.58192755294294,True,120,991.1638551057822,991.1638551058852
120,2020-05-21,991,0,14.325633710573321,495.58192755294294,True,121,991.1638551058078,991.1638551058852
121,2020-05-22,991,0,14.325633710573321,495.58192755294294,True,122,991.1638551058271,991.1638551058852
122,2020-05-23,991,0,14.325633710573321,495.58192755294294,True,123,991.1638551058414,991.1638551058852
123,2020-05-24,991,0,14.325633710573321,495.58192755294294,True,124,991.1638551058525,991.1638551058852
124,2020-05-25,991,0,14.325633710573321,495.58192755294294,True,125,991.1638551058608,991.1638551058852
125,2020-05-26,991,0,14.325633710573321,495.58192755294294,True,126,991.163855105867,991.1638551058852
126,2020-05-27,991,0,14.325633710573321,495.58192755294294,True,127,991.1638551058716,991.1638551058852
127,2020-05-28,991,0,14.325633710573321,495.58192755294294,True,128,991.1638551058751,991.1638551058852
