,Report_Date,Bhutan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
81,2020-04-12,5,3,248.1555357208825,3916.643817693683,False,82,3.515108851312757,7833.28763538737
82,2020-04-13,5,3,248.1555357208825,3916.643817693683,False,83,3.6819524672388346,7833.28763538737
83,2020-04-14,5,3,248.1555357208825,3916.643817693683,False,84,3.856711365957666,7833.28763538737
84,2020-04-15,5,3,248.1555357208825,3916.643817693683,False,85,4.039760679937955,7833.28763538737
85,2020-04-16,5,3,248.1555357208825,3916.643817693683,False,86,4.231493283631692,7833.28763538737
86,2020-04-17,5,3,248.1555357208825,3916.643817693683,False,87,4.432320629005758,7833.28763538737
87,2020-04-18,5,3,248.1555357208825,3916.643817693683,False,88,4.642673620073388,7833.28763538737
88,2020-04-19,5,3,248.1555357208825,3916.643817693683,False,89,4.8630035282119355,7833.28763538737
89,2020-04-20,5,3,248.1555357208825,3916.643817693683,False,90,5.093782950131934,7833.28763538737
90,2020-04-21,6,4,248.1555357208825,3916.643817693683,False,91,5.335506810443897,7833.28763538737
91,2020-04-22,6,4,248.1555357208825,3916.643817693683,False,92,5.5886934108543596,7833.28763538737
92,2020-04-23,7,4,248.1555357208825,3916.643817693683,False,93,5.853885528110617,7833.28763538737
93,2020-04-24,7,4,248.1555357208825,3916.643817693683,False,94,6.13165156290513,7833.28763538737
94,2020-04-25,7,4,248.1555357208825,3916.643817693683,False,95,6.422586742045686,7833.28763538737
95,2020-04-26,7,3,248.1555357208825,3916.643817693683,False,96,6.727314376295719,7833.28763538737
96,2020-04-27,7,3,248.1555357208825,3916.643817693683,False,97,7.046487176391532,7833.28763538737
97,2020-04-28,7,2,248.1555357208825,3916.643817693683,False,98,7.3807886298488325,7833.28763538737
98,2020-04-29,7,2,248.1555357208825,3916.643817693683,False,99,7.730934441280742,7833.28763538737
99,2020-04-30,7,2,248.1555357208825,3916.643817693683,False,100,8.097674039062827,7833.28763538737
100,2020-05-01,7,2,248.1555357208825,3916.643817693683,False,101,8.481792151297858,7833.28763538737
101,2020-05-02,7,2,248.1555357208825,3916.643817693683,False,102,8.884110454154483,7833.28763538737
102,2020-05-03,7,2,248.1555357208825,3916.643817693683,False,103,9.305489295778862,7833.28763538737
103,2020-05-04,7,2,248.1555357208825,3916.643817693683,False,104,9.746829499107648,7833.28763538737
104,2020-05-05,7,2,248.1555357208825,3916.643817693683,False,105,10.20907424704351,7833.28763538737
105,2020-05-06,7,2,248.1555357208825,3916.643817693683,False,106,10.693211053591689,7833.28763538737
106,2020-05-07,7,2,248.1555357208825,3916.643817693683,False,107,11.200273824696723,7833.28763538737
107,2020-05-08,7,2,248.1555357208825,3916.643817693683,False,108,11.731345012663223,7833.28763538737
108,2020-05-09,7,2,248.1555357208825,3916.643817693683,False,109,12.287557868193304,7833.28763538737
109,2020-05-10,7,2,248.1555357208825,3916.643817693683,False,110,12.870098794225173,7833.28763538737
110,2020-05-11,9,4,248.1555357208825,3916.643817693683,False,111,13.480209805912954,7833.28763538737
111,2020-05-12,11,6,248.1555357208825,3916.643817693683,False,112,14.119191101247104,7833.28763538737
112,2020-05-13,15,10,248.1555357208825,3916.643817693683,False,113,14.788403746976416,7833.28763538737
113,2020-05-14,20,15,248.1555357208825,3916.643817693683,False,114,15.489272484657722,7833.28763538737
114,2020-05-15,21,16,248.1555357208825,3916.643817693683,False,115,16.223288661826526,7833.28763538737
115,2020-05-16,21,16,248.1555357208825,3916.643817693683,False,116,16.992013293451603,7833.28763538737
116,2020-05-17,21,16,248.1555357208825,3916.643817693683,False,117,17.797080259007526,7833.28763538737
117,2020-05-18,21,16,248.1555357208825,3916.643817693683,False,118,18.640199640671366,7833.28763538737
118,2020-05-19,21,16,248.1555357208825,3916.643817693683,False,119,19.52316120832325,7833.28763538737
119,2020-05-20,21,16,248.1555357208825,3916.643817693683,False,120,20.447838057202834,7833.28763538737
120,2020-05-21,21,15,248.1555357208825,3916.643817693683,False,121,21.416190404246322,7833.28763538737
121,2020-05-22,21,15,248.1555357208825,3916.643817693683,False,122,22.430269549298618,7833.28763538737
122,2020-05-23,24,18,248.1555357208825,3916.643817693683,False,123,23.492222007563623,7833.28763538737
123,2020-05-24,24,18,248.1555357208825,3916.643817693683,False,124,24.60429381981927,7833.28763538737
124,2020-05-25,27,21,248.1555357208825,3916.643817693683,False,125,25.768835047082895,7833.28763538737
125,2020-05-26,27,21,248.1555357208825,3916.643817693683,False,126,26.988304456566002,7833.28763538737
126,2020-05-27,28,22,248.1555357208825,3916.643817693683,False,127,28.265274405901348,7833.28763538737
127,2020-05-28,31,25,248.1555357208825,3916.643817693683,False,128,29.602435932761477,7833.28763538737
