,Report_Date,Ghana_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,110.38363286959746,4274.574410885011,True,1,0.09488872853608267,8094.9089528915065
1,2020-01-23,0,0,110.38363286959746,4274.574410885011,True,2,0.10531995572169327,8094.9089528915065
2,2020-01-24,0,0,110.38363286959746,4274.574410885011,True,3,0.11689788404268246,8094.9089528915065
3,2020-01-25,0,0,110.38363286959746,4274.574410885011,True,4,0.1297485663146079,8094.9089528915065
4,2020-01-26,0,0,110.38363286959746,4274.574410885011,True,5,0.14401191105134578,8094.9089528915065
5,2020-01-27,0,0,110.38363286959746,4274.574410885011,True,6,0.15984320528480228,8094.9089528915065
6,2020-01-28,0,0,110.38363286959746,4274.574410885011,True,7,0.17741480470575116,8094.9089528915065
7,2020-01-29,0,0,110.38363286959746,4274.574410885011,True,8,0.19691800949982355,8094.9089528915065
8,2020-01-30,0,0,110.38363286959746,4274.574410885011,True,9,0.21856514626793735,8094.9089528915065
9,2020-01-31,0,0,110.38363286959746,4274.574410885011,True,10,0.24259187865618745,8094.9089528915065
10,2020-02-01,0,0,110.38363286959746,4274.574410885011,True,11,0.26925977180039934,8094.9089528915065
11,2020-02-02,0,0,110.38363286959746,4274.574410885011,True,12,0.2988591384417575,8094.9089528915065
12,2020-02-03,0,0,110.38363286959746,4274.574410885011,True,13,0.3317121976215607,8094.9089528915065
13,2020-02-04,0,0,110.38363286959746,4274.574410885011,True,14,0.3681765802477956,8094.9089528915065
14,2020-02-05,0,0,110.38363286959746,4274.574410885011,True,15,0.40864921957989475,8094.9089528915065
15,2020-02-06,0,0,110.38363286959746,4274.574410885011,True,16,0.4535706688406047,8094.9089528915065
16,2020-02-07,0,0,110.38363286959746,4274.574410885011,True,17,0.503429892779433,8094.9089528915065
17,2020-02-08,0,0,110.38363286959746,4274.574410885011,True,18,0.5587695851293722,8094.9089528915065
18,2020-02-09,0,0,110.38363286959746,4274.574410885011,True,19,0.6201920695713676,8094.9089528915065
19,2020-02-10,0,0,110.38363286959746,4274.574410885011,True,20,0.6883658481087291,8094.9089528915065
20,2020-02-11,0,0,110.38363286959746,4274.574410885011,True,21,0.7640328677220056,8094.9089528915065
21,2020-02-12,0,0,110.38363286959746,4274.574410885011,True,22,0.8480165838960774,8094.9089528915065
22,2020-02-13,0,0,110.38363286959746,4274.574410885011,True,23,0.9412309081651397,8094.9089528915065
23,2020-02-14,0,0,110.38363286959746,4274.574410885011,True,24,1.0446901362955965,8094.9089528915065
24,2020-02-15,0,0,110.38363286959746,4274.574410885011,True,25,1.159519964218321,8094.9089528915065
25,2020-02-16,0,0,110.38363286959746,4274.574410885011,True,26,1.2869697104363171,8094.9089528915065
26,2020-02-17,0,0,110.38363286959746,4274.574410885011,True,27,1.4284258764881148,8094.9089528915065
27,2020-02-18,0,0,110.38363286959746,4274.574410885011,True,28,1.5854271912688906,8094.9089528915065
