,Report_Date,Denmark_greenland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,63.254982027970236,5.671496231375204,True,1,0.00013607163113894146,11.34254748643481
1,2020-01-23,0,63.254982027970236,5.671496231375204,True,2,0.00016323440783579015,11.34254748643481
2,2020-01-24,0,63.254982027970236,5.671496231375204,True,3,0.00019581935588669781,11.34254748643481
3,2020-01-25,0,63.254982027970236,5.671496231375204,True,4,0.00023490879563289077,11.34254748643481
4,2020-01-26,0,63.254982027970236,5.671496231375204,True,5,0.000281801071474757,11.34254748643481
5,2020-01-27,0,63.254982027970236,5.671496231375204,True,6,0.00033805366093647737,11.34254748643481
6,2020-01-28,0,63.254982027970236,5.671496231375204,True,7,0.00040553488295711794,11.34254748643481
7,2020-01-29,0,63.254982027970236,5.671496231375204,True,8,0.00048648591922010866,11.34254748643481
8,2020-01-30,0,63.254982027970236,5.671496231375204,True,9,0.0005835952032219042,11.34254748643481
9,2020-01-31,0,63.254982027970236,5.671496231375204,True,10,0.0007000876401796738,11.34254748643481
10,2020-02-01,0,63.254982027970236,5.671496231375204,True,11,0.0008398316100271519,11.34254748643481
11,2020-02-02,0,63.254982027970236,5.671496231375204,True,12,0.0010074672914266163,11.34254748643481
12,2020-02-03,0,63.254982027970236,5.671496231375204,True,13,0.0012085605457134172,11.34254748643481
13,2020-02-04,0,63.254982027970236,5.671496231375204,True,14,0.0014497874383021896,11.34254748643481
14,2020-02-05,0,63.254982027970236,5.671496231375204,True,15,0.0017391554777816652,11.34254748643481
15,2020-02-06,0,63.254982027970236,5.671496231375204,True,16,0.0020862688510079794,11.34254748643481
16,2020-02-07,0,63.254982027970236,5.671496231375204,True,17,0.0025026463628864113,11.34254748643481
17,2020-02-08,0,63.254982027970236,5.671496231375204,True,18,0.003002102495574979,11.34254748643481
18,2020-02-09,0,63.254982027970236,5.671496231375204,True,19,0.003601204034261297,11.34254748643481
19,2020-02-10,0,63.254982027970236,5.671496231375204,True,20,0.004319817124407846,11.34254748643481
20,2020-02-11,0,63.254982027970236,5.671496231375204,True,21,0.005181762496449615,11.34254748643481
21,2020-02-12,0,63.254982027970236,5.671496231375204,True,22,0.00621559999608955,11.34254748643481
22,2020-02-13,0,63.254982027970236,5.671496231375204,True,23,0.0074555675792751215,11.34254748643481
23,2020-02-14,0,63.254982027970236,5.671496231375204,True,24,0.00894270466793997,11.34254748643481
24,2020-02-15,0,63.254982027970236,5.671496231375204,True,25,0.010726195321042936,11.34254748643481
25,2020-02-16,0,63.254982027970236,5.671496231375204,True,26,0.012864973165606836,11.34254748643481
26,2020-02-17,0,63.254982027970236,5.671496231375204,True,27,0.01542963756364271,11.34254748643481
27,2020-02-18,0,63.254982027970236,5.671496231375204,True,28,0.018504739161482927,11.34254748643481
28,2020-02-19,0,63.254982027970236,5.671496231375204,True,29,0.02219150284994368,11.34254748643481
29,2020-02-20,0,63.254982027970236,5.671496231375204,True,30,0.026611067277662312,11.34254748643481
30,2020-02-21,0,63.254982027970236,5.671496231375204,True,31,0.031908332338871886,11.34254748643481
31,2020-02-22,0,63.254982027970236,5.671496231375204,True,32,0.03825651929167118,11.34254748643481
32,2020-02-23,0,63.254982027970236,5.671496231375204,True,33,0.045862561923628434,11.34254748643481
33,2020-02-24,0,63.254982027970236,5.671496231375204,True,34,0.05497346070544828,11.34254748643481
34,2020-02-25,0,63.254982027970236,5.671496231375204,True,35,0.06588374390732672,11.34254748643481
35,2020-02-26,0,63.254982027970236,5.671496231375204,True,36,0.07894418823682442,11.34254748643481
36,2020-02-27,0,63.254982027970236,5.671496231375204,True,37,0.0945719537339939,11.34254748643481
37,2020-02-28,0,63.254982027970236,5.671496231375204,True,38,0.11326227909153862,11.34254748643481
38,2020-02-29,0,63.254982027970236,5.671496231375204,True,39,0.13560185805349112,11.34254748643481
39,2020-03-01,0,63.254982027970236,5.671496231375204,True,40,0.16228396643609502,11.34254748643481
40,2020-03-02,0,63.254982027970236,5.671496231375204,True,41,0.1941253208594698,11.34254748643481
41,2020-03-03,0,63.254982027970236,5.671496231375204,True,42,0.2320845089912407,11.34254748643481
42,2020-03-04,0,63.254982027970236,5.671496231375204,True,43,0.27728161732042067,11.34254748643481
43,2020-03-05,0,63.254982027970236,5.671496231375204,True,44,0.33101837245700644,11.34254748643481
44,2020-03-06,0,63.254982027970236,5.671496231375204,True,45,0.3947976790642342,11.34254748643481
45,2020-03-07,0,63.254982027970236,5.671496231375204,True,46,0.4703408554670117,11.34254748643481
46,2020-03-08,0,63.254982027970236,5.671496231375204,True,47,0.5596001172238089,11.34254748643481
47,2020-03-09,0,63.254982027970236,5.671496231375204,True,48,0.6647629381526816,11.34254748643481
48,2020-03-10,0,63.254982027970236,5.671496231375204,True,49,0.788243862263014,11.34254748643481
49,2020-03-11,0,63.254982027970236,5.671496231375204,True,50,0.9326582452688831,11.34254748643481
50,2020-03-12,0,63.254982027970236,5.671496231375204,True,51,1.1007714609583779,11.34254748643481
51,2020-03-13,0,63.254982027970236,5.671496231375204,True,52,1.295416631566115,11.34254748643481
52,2020-03-14,0,63.254982027970236,5.671496231375204,True,53,1.5193743924202137,11.34254748643481
53,2020-03-15,0,63.254982027970236,5.671496231375204,True,54,1.7752101627860377,11.34254748643481
54,2020-03-16,1,63.254982027970236,5.671496231375204,True,55,2.0650684784901117,11.34254748643481
55,2020-03-17,1,63.254982027970236,5.671496231375204,True,56,2.3904305826213923,11.34254748643481
56,2020-03-18,1,63.254982027970236,5.671496231375204,True,57,2.7518506026402134,11.34254748643481
57,2020-03-19,2,63.254982027970236,5.671496231375204,True,58,3.1486963102139582,11.34254748643481
58,2020-03-20,2,63.254982027970236,5.671496231375204,True,59,3.5789305252719843,11.34254748643481
59,2020-03-21,2,63.254982027970236,5.671496231375204,True,60,4.038975429041747,11.34254748643481
60,2020-03-22,4,63.254982027970236,5.671496231375204,True,61,4.523700700033067,11.34254748643481
61,2020-03-23,4,63.254982027970236,5.671496231375204,True,62,5.026564732323789,11.34254748643481
62,2020-03-24,5,63.254982027970236,5.671496231375204,True,63,5.539916122509291,11.34254748643481
63,2020-03-25,6,63.254982027970236,5.671496231375204,True,64,6.055433805078556,11.34254748643481
64,2020-03-26,6,63.254982027970236,5.671496231375204,True,65,6.564655832936179,11.34254748643481
65,2020-03-27,10,63.254982027970236,5.671496231375204,True,66,7.059527265121386,11.34254748643481
66,2020-03-28,10,63.254982027970236,5.671496231375204,True,67,7.532893285049658,11.34254748643481
67,2020-03-29,10,63.254982027970236,5.671496231375204,True,68,7.978875990187264,11.34254748643481
68,2020-03-30,10,63.254982027970236,5.671496231375204,True,69,8.393098168266413,11.34254748643481
69,2020-03-31,10,63.254982027970236,5.671496231375204,True,70,8.772747011437058,11.34254748643481
70,2020-04-01,10,63.254982027970236,5.671496231375204,True,71,9.11649693573081,11.34254748643481
71,2020-04-02,10,63.254982027970236,5.671496231375204,True,72,9.42432785160312,11.34254748643481
72,2020-04-03,10,63.254982027970236,5.671496231375204,True,73,9.69728162035549,11.34254748643481
73,2020-04-04,11,63.254982027970236,5.671496231375204,True,74,9.937196639136909,11.34254748643481
74,2020-04-05,11,63.254982027970236,5.671496231375204,True,75,10.146451942284775,11.34254748643481
75,2020-04-06,11,63.254982027970236,5.671496231375204,True,76,10.32774150075621,11.34254748643481
76,2020-04-07,11,63.254982027970236,5.671496231375204,True,77,10.483889296432434,11.34254748643481
77,2020-04-08,11,63.254982027970236,5.671496231375204,True,78,10.61770778178047,11.34254748643481
78,2020-04-09,11,63.254982027970236,5.671496231375204,True,79,10.731896979404745,11.34254748643481
79,2020-04-10,11,63.254982027970236,5.671496231375204,True,80,10.8289785037932,11.34254748643481
80,2020-04-11,11,63.254982027970236,5.671496231375204,True,81,10.911257644147964,11.34254748643481
81,2020-04-12,11,63.254982027970236,5.671496231375204,True,82,10.980806716852584,11.34254748643481
82,2020-04-13,11,63.254982027970236,5.671496231375204,True,83,11.039463649648253,11.34254748643481
83,2020-04-14,11,63.254982027970236,5.671496231375204,True,84,11.088840808152504,11.34254748643481
84,2020-04-15,11,63.254982027970236,5.671496231375204,True,85,11.130340168296298,11.34254748643481
85,2020-04-16,11,63.254982027970236,5.671496231375204,True,86,11.165171935561663,11.34254748643481
86,2020-04-17,11,63.254982027970236,5.671496231375204,True,87,11.194374550968796,11.34254748643481
87,2020-04-18,11,63.254982027970236,5.671496231375204,True,88,11.218834690219786,11.34254748643481
88,2020-04-19,11,63.254982027970236,5.671496231375204,True,89,11.239306368307352,11.34254748643481
89,2020-04-20,11,63.254982027970236,5.671496231375204,True,90,11.256428631163839,11.34254748643481
90,2020-04-21,11,63.254982027970236,5.671496231375204,True,91,11.27074157559291,11.34254748643481
91,2020-04-22,11,63.254982027970236,5.671496231375204,True,92,11.282700614258735,11.34254748643481
92,2020-04-23,11,63.254982027970236,5.671496231375204,True,93,11.292689015713314,11.34254748643481
93,2020-04-24,11,63.254982027970236,5.671496231375204,True,94,11.301028817907975,11.34254748643481
94,2020-04-25,11,63.254982027970236,5.671496231375204,True,95,11.307990250941915,11.34254748643481
95,2020-04-26,11,63.254982027970236,5.671496231375204,True,96,11.31379982109677,11.34254748643481
96,2020-04-27,11,63.254982027970236,5.671496231375204,True,97,11.31864721086203,11.34254748643481
97,2020-04-28,11,63.254982027970236,5.671496231375204,True,98,11.32269114389319,11.34254748643481
98,2020-04-29,11,63.254982027970236,5.671496231375204,True,99,11.32606435327013,11.34254748643481
99,2020-04-30,11,63.254982027970236,5.671496231375204,True,100,11.328877778463877,11.34254748643481
100,2020-05-01,11,63.254982027970236,5.671496231375204,True,101,11.331224102658258,11.34254748643481
101,2020-05-02,11,63.254982027970236,5.671496231375204,True,102,11.333180728498215,11.34254748643481
102,2020-05-03,11,63.254982027970236,5.671496231375204,True,103,11.334812277532418,11.34254748643481
103,2020-05-04,11,63.254982027970236,5.671496231375204,True,104,11.336172686893981,11.34254748643481
104,2020-05-05,11,63.254982027970236,5.671496231375204,True,105,11.337306966251003,11.34254748643481
105,2020-05-06,11,63.254982027970236,5.671496231375204,True,106,11.338252668776795,11.34254748643481
106,2020-05-07,11,63.254982027970236,5.671496231375204,True,107,11.339041121788417,11.34254748643481
107,2020-05-08,11,63.254982027970236,5.671496231375204,True,108,11.339698455694464,11.34254748643481
