,Report_Date,Djibouti_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,101.58322975576633,1724.909473128111,False,1,0.044879521678460994,3449.818946256222
1,2020-01-23,0,101.58322975576633,1724.909473128111,False,2,0.05019051784549585,3449.818946256222
2,2020-01-24,0,101.58322975576633,1724.909473128111,False,3,0.05613000157859368,3449.818946256222
3,2020-01-25,0,101.58322975576633,1724.909473128111,False,4,0.06277234367254654,3449.818946256222
4,2020-01-26,0,101.58322975576633,1724.909473128111,False,5,0.07020071479591164,3449.818946256222
5,2020-01-27,0,101.58322975576633,1724.909473128111,False,6,0.0785081265690055,3449.818946256222
6,2020-01-28,0,101.58322975576633,1724.909473128111,False,7,0.0877985957673037,3449.818946256222
7,2020-01-29,0,101.58322975576633,1724.909473128111,False,8,0.09818844620182152,3449.818946256222
8,2020-01-30,0,101.58322975576633,1724.909473128111,False,9,0.10980776454529102,3449.818946256222
9,2020-01-31,0,101.58322975576633,1724.909473128111,False,10,0.12280202829220435,3449.818946256222
10,2020-02-01,0,101.58322975576633,1724.909473128111,False,11,0.13733392618566798,3449.818946256222
11,2020-02-02,0,101.58322975576633,1724.909473128111,False,12,0.15358539384083195,3449.818946256222
12,2020-02-03,0,101.58322975576633,1724.909473128111,False,13,0.17175988997276379,3449.818946256222
13,2020-02-04,0,101.58322975576633,1724.909473128111,False,14,0.192084941628727,3449.818946256222
14,2020-02-05,0,101.58322975576633,1724.909473128111,False,15,0.21481499016732222,3449.818946256222
15,2020-02-06,0,101.58322975576633,1724.909473128111,False,16,0.24023457346039387,3449.818946256222
16,2020-02-07,0,101.58322975576633,1724.909473128111,False,17,0.26866188396311863,3449.818946256222
17,2020-02-08,0,101.58322975576633,1724.909473128111,False,18,0.3004527469534294,3449.818946256222
18,2020-02-09,0,101.58322975576633,1724.909473128111,False,19,0.33600506843963546,3449.818946256222
19,2020-02-10,0,101.58322975576633,1724.909473128111,False,20,0.3757638080366564,3449.818946256222
20,2020-02-11,0,101.58322975576633,1724.909473128111,False,21,0.4202265385853507,3449.818946256222
21,2020-02-12,0,101.58322975576633,1724.909473128111,False,22,0.46994966151203915,3449.818946256222
22,2020-02-13,0,101.58322975576633,1724.909473128111,False,23,0.5255553549807117,3449.818946256222
23,2020-02-14,0,101.58322975576633,1724.909473128111,False,24,0.5877393408716015,3449.818946256222
24,2020-02-15,0,101.58322975576633,1724.909473128111,False,25,0.6572795666295184,3449.818946256222
25,2020-02-16,0,101.58322975576633,1724.909473128111,False,26,0.7350459091766992,3449.818946256222
26,2020-02-17,0,101.58322975576633,1724.909473128111,False,27,0.8220110205023359,3449.818946256222
27,2020-02-18,0,101.58322975576633,1724.909473128111,False,28,0.9192624483608325,3449.818946256222
28,2020-02-19,0,101.58322975576633,1724.909473128111,False,29,1.0280161808824972,3449.818946256222
29,2020-02-20,0,101.58322975576633,1724.909473128111,False,30,1.149631780986511,3449.818946256222
30,2020-02-21,0,101.58322975576633,1724.909473128111,False,31,1.2856292954635595,3449.818946256222
31,2020-02-22,0,101.58322975576633,1724.909473128111,False,32,1.4377081446556772,3449.818946256222
32,2020-02-23,0,101.58322975576633,1724.909473128111,False,33,1.6077682220096337,3449.818946256222
33,2020-02-24,0,101.58322975576633,1724.909473128111,False,34,1.7979334586376663,3449.818946256222
34,2020-02-25,0,101.58322975576633,1724.909473128111,False,35,2.0105781366194284,3449.818946256222
