,Report_Date,Guinea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,85.99787586709962,209.55222099929435,False,1,0.00493079697721602,419.10443446643166
1,2020-01-23,0,85.99787586709962,209.55222099929435,False,2,0.005635218784124118,419.10443446643166
2,2020-01-24,0,85.99787586709962,209.55222099929435,False,3,0.006440273908346568,419.10443446643166
3,2020-01-25,0,85.99787586709962,209.55222099929435,False,4,0.007360338297603337,419.10443446643166
4,2020-01-26,0,85.99787586709962,209.55222099929435,False,5,0.008411841427152749,419.10443446643166
5,2020-01-27,0,85.99787586709962,209.55222099929435,False,6,0.009613559590892938,419.10443446643166
6,2020-01-28,0,85.99787586709962,209.55222099929435,False,7,0.010986951067615816,419.10443446643166
7,2020-01-29,0,85.99787586709962,209.55222099929435,False,8,0.012556539137053832,419.10443446643166
8,2020-01-30,0,85.99787586709962,209.55222099929435,False,9,0.014350349771532867,419.10443446643166
9,2020-01-31,0,85.99787586709962,209.55222099929435,False,10,0.016400411801089594,419.10443446643166
10,2020-02-01,0,85.99787586709962,209.55222099929435,False,11,0.018743328459872994,419.10443446643166
11,2020-02-02,0,85.99787586709962,209.55222099929435,False,12,0.021420930488939564,419.10443446643166
12,2020-02-03,0,85.99787586709962,209.55222099929435,False,13,0.024481022417265273,419.10443446643166
13,2020-02-04,0,85.99787586709962,209.55222099929435,False,14,0.027978235294071462,419.10443446643166
14,2020-02-05,0,85.99787586709962,209.55222099929435,False,15,0.03197500102997028,419.10443446643166
15,2020-02-06,0,85.99787586709962,209.55222099929435,False,16,0.0365426656544391,419.10443446643166
16,2020-02-07,0,85.99787586709962,209.55222099929435,False,17,0.04176276124956776,419.10443446643166
17,2020-02-08,0,85.99787586709962,209.55222099929435,False,18,0.047728459116652376,419.10443446643166
18,2020-02-09,0,85.99787586709962,209.55222099929435,False,19,0.05454622992032075,419.10443446643166
19,2020-02-10,0,85.99787586709962,209.55222099929435,False,20,0.06233774018793651,419.10443446643166
20,2020-02-11,0,85.99787586709962,209.55222099929435,False,21,0.07124201868039985,419.10443446643166
21,2020-02-12,0,85.99787586709962,209.55222099929435,False,22,0.08141793086214064,419.10443446643166
22,2020-02-13,0,85.99787586709962,209.55222099929435,False,23,0.09304700505952837,419.10443446643166
23,2020-02-14,0,85.99787586709962,209.55222099929435,False,24,0.1063366599937948,419.10443446643166
24,2020-02-15,0,85.99787586709962,209.55222099929435,False,25,0.12152389030265576,419.10443446643166
25,2020-02-16,0,85.99787586709962,209.55222099929435,False,26,0.13887947453074934,419.10443446643166
26,2020-02-17,0,85.99787586709962,209.55222099929435,False,27,0.1587127789909645,419.10443446643166
27,2020-02-18,0,85.99787586709962,209.55222099929435,False,28,0.18137724100698654,419.10443446643166
28,2020-02-19,0,85.99787586709962,209.55222099929435,False,29,0.2072766264845762,419.10443446643166
29,2020-02-20,0,85.99787586709962,209.55222099929435,False,30,0.2368721696801504,419.10443446643166
30,2020-02-21,0,85.99787586709962,209.55222099929435,False,31,0.27069071760662866,419.10443446643166
31,2020-02-22,0,85.99787586709962,209.55222099929435,False,32,0.3093340179148524,419.10443446643166
32,2020-02-23,0,85.99787586709962,209.55222099929435,False,33,0.353489307498194,419.10443446643166
33,2020-02-24,0,85.99787586709962,209.55222099929435,False,34,0.4039413796755143,419.10443446643166
34,2020-02-25,0,85.99787586709962,209.55222099929435,False,35,0.4615863307975411,419.10443446643166
35,2020-02-26,0,85.99787586709962,209.55222099929435,False,36,0.5274472126658325,419.10443446643166
36,2020-02-27,0,85.99787586709962,209.55222099929435,False,37,0.6026918453981045,419.10443446643166
37,2020-02-28,0,85.99787586709962,209.55222099929435,False,38,0.6886530764217843,419.10443446643166
38,2020-02-29,0,85.99787586709962,209.55222099929435,False,39,0.786851805163726,419.10443446643166
39,2020-03-01,0,85.99787586709962,209.55222099929435,False,40,0.8990231296611555,419.10443446643166
40,2020-03-02,0,85.99787586709962,209.55222099929435,False,41,1.0271460105338197,419.10443446643166
41,2020-03-03,0,85.99787586709962,209.55222099929435,False,42,1.173476889111931,419.10443446643166
42,2020-03-04,0,85.99787586709962,209.55222099929435,False,43,1.340587739308685,419.10443446643166
43,2020-03-05,0,85.99787586709962,209.55222099929435,False,44,1.5314090759780024,419.10443446643166
44,2020-03-06,0,85.99787586709962,209.55222099929435,False,45,1.7492784844158185,419.10443446643166
45,2020-03-07,0,85.99787586709962,209.55222099929435,False,46,1.997995274081141,419.10443446643166
46,2020-03-08,0,85.99787586709962,209.55222099929435,False,47,2.281881891386432,419.10443446643166
47,2020-03-09,0,85.99787586709962,209.55222099929435,False,48,2.6058527472546373,419.10443446643166
48,2020-03-10,0,85.99787586709962,209.55222099929435,False,49,2.975491119330527,419.10443446643166
49,2020-03-11,0,85.99787586709962,209.55222099929435,False,50,3.397134768702275,419.10443446643166
50,2020-03-12,0,85.99787586709962,209.55222099929435,False,51,3.877970856886479,419.10443446643166
51,2020-03-13,1,85.99787586709962,209.55222099929435,False,52,4.426140648001333,419.10443446643166
52,2020-03-14,1,85.99787586709962,209.55222099929435,False,53,5.050854317455004,419.10443446643166
53,2020-03-15,1,85.99787586709962,209.55222099929435,False,54,5.7625159420628425,419.10443446643166
54,2020-03-16,1,85.99787586709962,209.55222099929435,False,55,6.572858392626111,419.10443446643166
55,2020-03-17,1,85.99787586709962,209.55222099929435,False,56,7.495087358902599,419.10443446643166
56,2020-03-18,1,85.99787586709962,209.55222099929435,False,57,8.544033073460616,419.10443446643166
57,2020-03-19,1,85.99787586709962,209.55222099929435,False,58,9.736307424851473,419.10443446643166
58,2020-03-20,1,85.99787586709962,209.55222099929435,False,59,11.09046301736768,419.10443446643166
59,2020-03-21,2,85.99787586709962,209.55222099929435,False,60,12.627149297813647,419.10443446643166
60,2020-03-22,2,85.99787586709962,209.55222099929435,False,61,14.369259084480133,419.10443446643166
61,2020-03-23,4,85.99787586709962,209.55222099929435,False,62,16.34205666339581,419.10443446643166
62,2020-03-24,4,85.99787586709962,209.55222099929435,False,63,18.573276043422112,419.10443446643166
63,2020-03-25,4,85.99787586709962,209.55222099929435,False,64,21.093174998319927,419.10443446643166
64,2020-03-26,4,85.99787586709962,209.55222099929435,False,65,23.93452723502974,419.10443446643166
65,2020-03-27,8,85.99787586709962,209.55222099929435,False,66,27.13253155300992,419.10443446643166
66,2020-03-28,8,85.99787586709962,209.55222099929435,False,67,30.724613444291435,419.10443446643166
67,2020-03-29,16,85.99787586709962,209.55222099929435,False,68,34.75009160937622,419.10443446643166
68,2020-03-30,22,85.99787586709962,209.55222099929435,False,69,39.2496798782154,419.10443446643166
69,2020-03-31,22,85.99787586709962,209.55222099929435,False,70,44.26479476203105,419.10443446643166
70,2020-04-01,30,85.99787586709962,209.55222099929435,False,71,49.83664123610323,419.10443446643166
71,2020-04-02,52,85.99787586709962,209.55222099929435,False,72,56.00505541798055,419.10443446643166
72,2020-04-03,73,85.99787586709962,209.55222099929435,False,73,62.8070936427891,419.10443446643166
73,2020-04-04,111,85.99787586709962,209.55222099929435,False,74,70.27537397518638,419.10443446643166
74,2020-04-05,121,85.99787586709962,209.55222099929435,False,75,78.43619893323742,419.10443446643166
