,Report_Date,Diamond Princess_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,175,25.47740298563651,355.680846889197,True,23,197.3097130874261,711.3616937783944
23,2020-02-14,218,25.47740298563651,355.680846889197,True,24,256.7999744276527,711.3616937783944
24,2020-02-15,285,25.47740298563651,355.680846889197,True,25,322.9580448613528,711.3616937783944
25,2020-02-16,355,25.47740298563651,355.680846889197,True,26,391.48133850285535,711.3616937783944
26,2020-02-17,454,25.47740298563651,355.680846889197,True,27,457.421145314728,711.3616937783944
27,2020-02-18,542,25.47740298563651,355.680846889197,True,28,516.5329083671837,711.3616937783944
28,2020-02-19,621,25.47740298563651,355.680846889197,True,29,566.24993557812,711.3616937783944
29,2020-02-20,634,25.47740298563651,355.680846889197,True,30,605.8710482891917,711.3616937783944
30,2020-02-21,634,25.47740298563651,355.680846889197,True,31,636.1117037147213,711.3616937783944
31,2020-02-22,634,25.47740298563651,355.680846889197,True,32,658.440581703361,711.3616937783944
32,2020-02-23,691,25.47740298563651,355.680846889197,True,33,674.5274859487952,711.3616937783944
33,2020-02-24,691,25.47740298563651,355.680846889197,True,34,685.913308934987,711.3616937783944
34,2020-02-25,691,25.47740298563651,355.680846889197,True,35,693.8709212120359,711.3616937783944
35,2020-02-26,705,25.47740298563651,355.680846889197,True,36,699.3836718127383,711.3616937783944
36,2020-02-27,705,25.47740298563651,355.680846889197,True,37,703.1794000293701,711.3616937783944
37,2020-02-28,705,25.47740298563651,355.680846889197,True,38,705.7818922645248,711.3616937783944
38,2020-02-29,705,25.47740298563651,355.680846889197,True,39,707.5610996077054,711.3616937783944
39,2020-03-01,705,25.47740298563651,355.680846889197,True,40,708.7750579609598,711.3616937783944
40,2020-03-02,705,25.47740298563651,355.680846889197,True,41,709.602226714306,711.3616937783944
41,2020-03-03,706,25.47740298563651,355.680846889197,True,42,710.165325341932,711.3616937783944
42,2020-03-04,706,25.47740298563651,355.680846889197,True,43,710.5484168159091,711.3616937783944
43,2020-03-05,706,25.47740298563651,355.680846889197,True,44,710.8089333018178,711.3616937783944
44,2020-03-06,706,25.47740298563651,355.680846889197,True,45,710.9860428281887,711.3616937783944
45,2020-03-07,706,25.47740298563651,355.680846889197,True,46,711.1064252173361,711.3616937783944
46,2020-03-08,706,25.47740298563651,355.680846889197,True,47,711.1882388657309,711.3616937783944
47,2020-03-09,706,25.47740298563651,355.680846889197,True,48,711.2438355618111,711.3616937783944
48,2020-03-10,706,25.47740298563651,355.680846889197,True,49,711.2816141141305,711.3616937783944
49,2020-03-11,706,25.47740298563651,355.680846889197,True,50,711.3072839660541,711.3616937783944
50,2020-03-12,706,25.47740298563651,355.680846889197,True,51,711.3247256734662,711.3616937783944
51,2020-03-13,706,25.47740298563651,355.680846889197,True,52,711.3365764331771,711.3616937783944
52,2020-03-14,706,25.47740298563651,355.680846889197,True,53,711.3446283198683,711.3616937783944
53,2020-03-15,706,25.47740298563651,355.680846889197,True,54,711.3500990491181,711.3616937783944
54,2020-03-16,706,25.47740298563651,355.680846889197,True,55,711.3538160284153,711.3616937783944
55,2020-03-17,706,25.47740298563651,355.680846889197,True,56,711.3563414463736,711.3616937783944
56,2020-03-18,712,25.47740298563651,355.680846889197,True,57,711.358057279961,711.3616937783944
57,2020-03-19,712,25.47740298563651,355.680846889197,True,58,711.3592230589811,711.3616937783944
58,2020-03-20,712,25.47740298563651,355.680846889197,True,59,711.3600151165376,711.3616937783944
59,2020-03-21,712,25.47740298563651,355.680846889197,True,60,711.3605532585084,711.3616937783944
60,2020-03-22,712,25.47740298563651,355.680846889197,True,61,711.3609188842194,711.3616937783944
61,2020-03-23,712,25.47740298563651,355.680846889197,True,62,711.3611672984171,711.3616937783944
62,2020-03-24,712,25.47740298563651,355.680846889197,True,63,711.3613360764728,711.3616937783944
63,2020-03-25,712,25.47740298563651,355.680846889197,True,64,711.361450747965,711.3616937783944
64,2020-03-26,712,25.47740298563651,355.680846889197,True,65,711.3615286582678,711.3616937783944
65,2020-03-27,712,25.47740298563651,355.680846889197,True,66,711.3615815922154,711.3616937783944
66,2020-03-28,712,25.47740298563651,355.680846889197,True,67,711.361617556684,711.3616937783944
67,2020-03-29,712,25.47740298563651,355.680846889197,True,68,711.3616419917208,711.3616937783944
68,2020-03-30,712,25.47740298563651,355.680846889197,True,69,711.3616585934121,711.3616937783944
69,2020-03-31,712,25.47740298563651,355.680846889197,True,70,711.3616698729592,711.3616937783944
70,2020-04-01,712,25.47740298563651,355.680846889197,True,71,711.3616775365266,711.3616937783944
71,2020-04-02,712,25.47740298563651,355.680846889197,True,72,711.3616827433195,711.3616937783944
72,2020-04-03,712,25.47740298563651,355.680846889197,True,73,711.3616862809267,711.3616937783944
73,2020-04-04,712,25.47740298563651,355.680846889197,True,74,711.3616886844534,711.3616937783944
74,2020-04-05,712,25.47740298563651,355.680846889197,True,75,711.3616903174612,711.3616937783944
75,2020-04-06,712,25.47740298563651,355.680846889197,True,76,711.3616914269617,711.3616937783944
76,2020-04-07,712,25.47740298563651,355.680846889197,True,77,711.3616921807804,711.3616937783944
77,2020-04-08,712,25.47740298563651,355.680846889197,True,78,711.3616926929411,711.3616937783944
78,2020-04-09,712,25.47740298563651,355.680846889197,True,79,711.361693040914,711.3616937783944
79,2020-04-10,712,25.47740298563651,355.680846889197,True,80,711.3616932773343,711.3616937783944
80,2020-04-11,712,25.47740298563651,355.680846889197,True,81,711.3616934379634,711.3616937783944
81,2020-04-12,712,25.47740298563651,355.680846889197,True,82,711.3616935470982,711.3616937783944
82,2020-04-13,712,25.47740298563651,355.680846889197,True,83,711.3616936212469,711.3616937783944
83,2020-04-14,712,25.47740298563651,355.680846889197,True,84,711.361693671625,711.3616937783944
84,2020-04-15,712,25.47740298563651,355.680846889197,True,85,711.3616937058529,711.3616937783944
85,2020-04-16,712,25.47740298563651,355.680846889197,True,86,711.3616937291082,711.3616937783944
86,2020-04-17,712,25.47740298563651,355.680846889197,True,87,711.3616937449083,711.3616937783944
87,2020-04-18,712,25.47740298563651,355.680846889197,True,88,711.3616937556432,711.3616937783944
88,2020-04-19,712,25.47740298563651,355.680846889197,True,89,711.3616937629367,711.3616937783944
89,2020-04-20,712,25.47740298563651,355.680846889197,True,90,711.3616937678922,711.3616937783944
90,2020-04-21,712,25.47740298563651,355.680846889197,True,91,711.361693771259,711.3616937783944
91,2020-04-22,712,25.47740298563651,355.680846889197,True,92,711.3616937735464,711.3616937783944
92,2020-04-23,712,25.47740298563651,355.680846889197,True,93,711.3616937751005,711.3616937783944
93,2020-04-24,712,25.47740298563651,355.680846889197,True,94,711.3616937761565,711.3616937783944
94,2020-04-25,712,25.47740298563651,355.680846889197,True,95,711.361693776874,711.3616937783944
95,2020-04-26,712,25.47740298563651,355.680846889197,True,96,711.3616937773613,711.3616937783944
96,2020-04-27,712,25.47740298563651,355.680846889197,True,97,711.3616937776925,711.3616937783944
97,2020-04-28,712,25.47740298563651,355.680846889197,True,98,711.3616937779175,711.3616937783944
98,2020-04-29,712,25.47740298563651,355.680846889197,True,99,711.3616937780704,711.3616937783944
99,2020-04-30,712,25.47740298563651,355.680846889197,True,100,711.3616937781742,711.3616937783944
100,2020-05-01,712,25.47740298563651,355.680846889197,True,101,711.3616937782448,711.3616937783944
101,2020-05-02,712,25.47740298563651,355.680846889197,True,102,711.3616937782929,711.3616937783944
102,2020-05-03,712,25.47740298563651,355.680846889197,True,103,711.3616937783254,711.3616937783944
103,2020-05-04,712,25.47740298563651,355.680846889197,True,104,711.3616937783474,711.3616937783944
104,2020-05-05,712,25.47740298563651,355.680846889197,True,105,711.3616937783625,711.3616937783944
105,2020-05-06,712,25.47740298563651,355.680846889197,True,106,711.3616937783728,711.3616937783944
106,2020-05-07,712,25.47740298563651,355.680846889197,True,107,711.3616937783797,711.3616937783944
107,2020-05-08,712,25.47740298563651,355.680846889197,True,108,711.3616937783844,711.3616937783944
108,2020-05-09,712,25.47740298563651,355.680846889197,True,109,711.3616937783876,711.3616937783944
109,2020-05-10,712,25.47740298563651,355.680846889197,True,110,711.3616937783898,711.3616937783944
110,2020-05-11,712,25.47740298563651,355.680846889197,True,111,711.3616937783912,711.3616937783944
111,2020-05-12,712,25.47740298563651,355.680846889197,True,112,711.3616937783924,711.3616937783944
112,2020-05-13,712,25.47740298563651,355.680846889197,True,113,711.3616937783929,711.3616937783944
113,2020-05-14,712,25.47740298563651,355.680846889197,True,114,711.3616937783935,711.3616937783944
114,2020-05-15,712,25.47740298563651,355.680846889197,True,115,711.3616937783937,711.3616937783944
115,2020-05-16,712,25.47740298563651,355.680846889197,True,116,711.3616937783939,711.3616937783944
116,2020-05-17,712,25.47740298563651,355.680846889197,True,117,711.361693778394,711.3616937783944
117,2020-05-18,712,25.47740298563651,355.680846889197,True,118,711.3616937783943,711.3616937783944
118,2020-05-19,712,25.47740298563651,355.680846889197,True,119,711.3616937783943,711.3616937783944
119,2020-05-20,712,25.47740298563651,355.680846889197,True,120,711.3616937783943,711.3616937783944
120,2020-05-21,712,25.47740298563651,355.680846889197,True,121,711.3616937783944,711.3616937783944
121,2020-05-22,712,25.47740298563651,355.680846889197,True,122,711.3616937783944,711.3616937783944
122,2020-05-23,712,25.47740298563651,355.680846889197,True,123,711.3616937783944,711.3616937783944
