,Report_Date,"Tanzania, United Republic of_cases",fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.15223371165293,15.213689875094202,True,1,0.00036117450532927687,27.835982974585416
1,2020-01-23,0,67.15223371165293,15.213689875094202,True,2,0.00042872006467990163,27.835982974585416
2,2020-01-24,0,67.15223371165293,15.213689875094202,True,3,0.0005088975407733711,27.835982974585416
3,2020-01-25,0,67.15223371165293,15.213689875094202,True,4,0.0006040691834060856,27.835982974585416
4,2020-01-26,0,67.15223371165293,15.213689875094202,True,5,0.0007170389629593769,27.835982974585416
5,2020-01-27,0,67.15223371165293,15.213689875094202,True,6,0.0008511351539300333,27.835982974585416
6,2020-01-28,0,67.15223371165293,15.213689875094202,True,7,0.001010308352262536,27.835982974585416
7,2020-01-29,0,67.15223371165293,15.213689875094202,True,8,0.001199247808444055,27.835982974585416
8,2020-01-30,0,67.15223371165293,15.213689875094202,True,9,0.0014235194954838,27.835982974585416
9,2020-01-31,0,67.15223371165293,15.213689875094202,True,10,0.0016897299677736677,27.835982974585416
10,2020-02-01,0,67.15223371165293,15.213689875094202,True,11,0.00200572082176164,27.835982974585416
11,2020-02-02,0,67.15223371165293,15.213689875094202,True,12,0.002380799464013957,27.835982974585416
12,2020-02-03,0,67.15223371165293,15.213689875094202,True,13,0.0028260129521216547,27.835982974585416
13,2020-02-04,0,67.15223371165293,15.213689875094202,True,14,0.0033544729290741994,27.835982974585416
14,2020-02-05,0,67.15223371165293,15.213689875094202,True,15,0.003981741157503608,27.835982974585416
15,2020-02-06,0,67.15223371165293,15.213689875094202,True,16,0.004726286918041613,27.835982974585416
16,2020-02-07,0,67.15223371165293,15.213689875094202,True,17,0.0056100296144394905,27.835982974585416
17,2020-02-08,0,67.15223371165293,15.213689875094202,True,18,0.006658982383690813,27.835982974585416
18,2020-02-09,0,67.15223371165293,15.213689875094202,True,19,0.007904015408017995,27.835982974585416
19,2020-02-10,0,67.15223371165293,15.213689875094202,True,20,0.009381761043485613,27.835982974585416
20,2020-02-11,0,67.15223371165293,15.213689875094202,True,21,0.011135686905017064,27.835982974585416
21,2020-02-12,0,67.15223371165293,15.213689875094202,True,22,0.01321736778020568,27.835982974585416
22,2020-02-13,0,67.15223371165293,15.213689875094202,True,23,0.015687992798522503,27.835982974585416
23,2020-02-14,0,67.15223371165293,15.213689875094202,True,24,0.018620150786232328,27.835982974585416
24,2020-02-15,0,67.15223371165293,15.213689875094202,True,25,0.02209994433197123,27.835982974585416
25,2020-02-16,0,67.15223371165293,15.213689875094202,True,26,0.026229491926854805,27.835982974585416
26,2020-02-17,0,67.15223371165293,15.213689875094202,True,27,0.03112988778787667,27.835982974585416
27,2020-02-18,0,67.15223371165293,15.213689875094202,True,28,0.03694470078778473,27.835982974585416
28,2020-02-19,0,67.15223371165293,15.213689875094202,True,29,0.043844107453224736,27.835982974585416
29,2020-02-20,0,67.15223371165293,15.213689875094202,True,30,0.05202976938431957,27.835982974585416
30,2020-02-21,0,67.15223371165293,15.213689875094202,True,31,0.0617405827694866,27.835982974585416
31,2020-02-22,0,67.15223371165293,15.213689875094202,True,32,0.07325944690467721,27.835982974585416
32,2020-02-23,0,67.15223371165293,15.213689875094202,True,33,0.08692121961418367,27.835982974585416
33,2020-02-24,0,67.15223371165293,15.213689875094202,True,34,0.10312204981960585,27.835982974585416
34,2020-02-25,0,67.15223371165293,15.213689875094202,True,35,0.12233030047970835,27.835982974585416
35,2020-02-26,0,67.15223371165293,15.213689875094202,True,36,0.14509929748858955,27.835982974585416
36,2020-02-27,0,67.15223371165293,15.213689875094202,True,37,0.17208215991259848,27.835982974585416
37,2020-02-28,0,67.15223371165293,15.213689875094202,True,38,0.20404898119072068,27.835982974585416
38,2020-02-29,0,67.15223371165293,15.213689875094202,True,39,0.2419066352353972,27.835982974585416
39,2020-03-01,0,67.15223371165293,15.213689875094202,True,40,0.28672146945867566,27.835982974585416
40,2020-03-02,0,67.15223371165293,15.213689875094202,True,41,0.33974510978183825,27.835982974585416
41,2020-03-03,0,67.15223371165293,15.213689875094202,True,42,0.40244352854148413,27.835982974585416
42,2020-03-04,0,67.15223371165293,15.213689875094202,True,43,0.4765293986129854,27.835982974585416
43,2020-03-05,0,67.15223371165293,15.213689875094202,True,44,0.5639975547571229,27.835982974585416
44,2020-03-06,0,67.15223371165293,15.213689875094202,True,45,0.6671630791773931,27.835982974585416
45,2020-03-07,0,67.15223371165293,15.213689875094202,True,46,0.7887010896701043,27.835982974585416
46,2020-03-08,0,67.15223371165293,15.213689875094202,True,47,0.9316866976235342,27.835982974585416
47,2020-03-09,0,67.15223371165293,15.213689875094202,True,48,1.0996327792785316,27.835982974585416
48,2020-03-10,0,67.15223371165293,15.213689875094202,True,49,1.2965221306380599,27.835982974585416
49,2020-03-11,0,67.15223371165293,15.213689875094202,True,50,1.5268292324081796,27.835982974585416
50,2020-03-12,0,67.15223371165293,15.213689875094202,True,51,1.7955252471140837,27.835982974585416
51,2020-03-13,0,67.15223371165293,15.213689875094202,True,52,2.1080580760604146,27.835982974585416
52,2020-03-14,0,67.15223371165293,15.213689875094202,True,53,2.4702974845601995,27.835982974585416
53,2020-03-15,0,67.15223371165293,15.213689875094202,True,54,2.8884337640846107,27.835982974585416
54,2020-03-16,1,67.15223371165293,15.213689875094202,True,55,3.368817624687381,27.835982974585416
55,2020-03-17,1,67.15223371165293,15.213689875094202,True,56,3.917729688560723,27.835982974585416
56,2020-03-18,3,67.15223371165293,15.213689875094202,True,57,4.5410709500979465,27.835982974585416
57,2020-03-19,6,67.15223371165293,15.213689875094202,True,58,5.243971800014976,27.835982974585416
58,2020-03-20,6,67.15223371165293,15.213689875094202,True,59,6.030327403514988,27.835982974585416
59,2020-03-21,6,67.15223371165293,15.213689875094202,True,60,6.902281491642585,27.835982974585416
60,2020-03-22,12,67.15223371165293,15.213689875094202,True,61,7.859697966936856,27.835982974585416
61,2020-03-23,12,67.15223371165293,15.213689875094202,True,62,8.899677553017954,27.835982974585416
62,2020-03-24,12,67.15223371165293,15.213689875094202,True,63,10.016190739231599,27.835982974585416
63,2020-03-25,12,67.15223371165293,15.213689875094202,True,64,11.199903039577467,27.835982974585416
64,2020-03-26,13,67.15223371165293,15.213689875094202,True,65,12.438258950155044,27.835982974585416
65,2020-03-27,13,67.15223371165293,15.213689875094202,True,66,13.715864265771465,27.835982974585416
66,2020-03-28,14,67.15223371165293,15.213689875094202,True,67,15.015164522082305,27.835982974585416
67,2020-03-29,14,67.15223371165293,15.213689875094202,True,68,16.317367725318476,27.835982974585416
68,2020-03-30,19,67.15223371165293,15.213689875094202,True,69,17.60351394572931,27.835982974585416
69,2020-03-31,19,67.15223371165293,15.213689875094202,True,70,18.855565216557345,27.835982974585416
70,2020-04-01,20,67.15223371165293,15.213689875094202,True,71,20.057385058169004,27.835982974585416
