,Report_Date,Belarus_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.47692711200779,1224.4317633626924,False,1,0.034670459846759025,2448.863526725386
1,2020-01-23,0,87.47692711200779,1224.4317633626924,False,2,0.039448591479206235,2448.863526725386
2,2020-01-24,0,87.47692711200779,1224.4317633626924,False,3,0.044885212313441974,2448.863526725386
3,2020-01-25,0,87.47692711200779,1224.4317633626924,False,4,0.05107106724118517,2448.863526725386
4,2020-01-26,0,87.47692711200779,1224.4317633626924,False,5,0.058109405452570324,2448.863526725386
5,2020-01-27,0,87.47692711200779,1224.4317633626924,False,6,0.0661177031718916,2448.863526725386
6,2020-01-28,0,87.47692711200779,1224.4317633626924,False,7,0.07522962364626289,2448.863526725386
7,2020-01-29,0,87.47692711200779,1224.4317633626924,False,8,0.08559724703455934,2448.863526725386
8,2020-01-30,0,87.47692711200779,1224.4317633626924,False,9,0.09739360732857281,2448.863526725386
9,2020-01-31,0,87.47692711200779,1224.4317633626924,False,10,0.11081557853657044,2448.863526725386
10,2020-02-01,0,87.47692711200779,1224.4317633626924,False,11,0.12608715815468252,2448.863526725386
11,2020-02-02,0,87.47692711200779,1224.4317633626924,False,12,0.14346320253815745,2448.863526725386
12,2020-02-03,0,87.47692711200779,1224.4317633626924,False,13,0.1632336762694201,2448.863526725386
13,2020-02-04,0,87.47692711200779,1224.4317633626924,False,14,0.1857284861240704,2448.863526725386
14,2020-02-05,0,87.47692711200779,1224.4317633626924,False,15,0.21132297989633633,2448.863526725386
15,2020-02-06,0,87.47692711200779,1224.4317633626924,False,16,0.24044420131672245,2448.863526725386
16,2020-02-07,0,87.47692711200779,1224.4317633626924,False,17,0.2735780047513034,2448.863526725386
17,2020-02-08,0,87.47692711200779,1224.4317633626924,False,18,0.3112771475112081,2448.863526725386
18,2020-02-09,0,87.47692711200779,1224.4317633626924,False,19,0.35417049364410247,2448.863526725386
19,2020-02-10,0,87.47692711200779,1224.4317633626924,False,20,0.40297348127624283,2448.863526725386
20,2020-02-11,0,87.47692711200779,1224.4317633626924,False,21,0.45850002620386476,2448.863526725386
21,2020-02-12,0,87.47692711200779,1224.4317633626924,False,22,0.5216760578097726,2448.863526725386
22,2020-02-13,0,87.47692711200779,1224.4317633626924,False,23,0.5935549098553318,2448.863526725386
23,2020-02-14,0,87.47692711200779,1224.4317633626924,False,24,0.6753348186599719,2448.863526725386
24,2020-02-15,0,87.47692711200779,1224.4317633626924,False,25,0.7683788150631726,2448.863526725386
25,2020-02-16,0,87.47692711200779,1224.4317633626924,False,26,0.8742373348471127,2448.863526725386
26,2020-02-17,0,87.47692711200779,1224.4317633626924,False,27,0.994673915509299,2448.863526725386
27,2020-02-18,0,87.47692711200779,1224.4317633626924,False,28,1.1316943959908747,2448.863526725386
28,2020-02-19,0,87.47692711200779,1224.4317633626924,False,29,1.2875800908151886,2448.863526725386
29,2020-02-20,0,87.47692711200779,1224.4317633626924,False,30,1.4649254717480211,2448.863526725386
30,2020-02-21,0,87.47692711200779,1224.4317633626924,False,31,1.6666809592749694,2448.863526725386
31,2020-02-22,0,87.47692711200779,1224.4317633626924,False,32,1.8962015036579072,2448.863526725386
32,2020-02-23,0,87.47692711200779,1224.4317633626924,False,33,2.1573017218587816,2448.863526725386
33,2020-02-24,0,87.47692711200779,1224.4317633626924,False,34,2.4543184529852886,2448.863526725386
34,2020-02-25,0,87.47692711200779,1224.4317633626924,False,35,2.792181701872112,2448.863526725386
35,2020-02-26,0,87.47692711200779,1224.4317633626924,False,36,3.176495058647705,2448.863526725386
36,2020-02-27,0,87.47692711200779,1224.4317633626924,False,37,3.61362681220782,2448.863526725386
37,2020-02-28,1,87.47692711200779,1224.4317633626924,False,38,4.110813117775255,2448.863526725386
38,2020-02-29,1,87.47692711200779,1224.4317633626924,False,39,4.676274733211421,2448.863526725386
39,2020-03-01,1,87.47692711200779,1224.4317633626924,False,40,5.319349005046389,2448.863526725386
40,2020-03-02,1,87.47692711200779,1224.4317633626924,False,41,6.050638962258199,2448.863526725386
41,2020-03-03,1,87.47692711200779,1224.4317633626924,False,42,6.882181561724176,2448.863526725386
42,2020-03-04,6,87.47692711200779,1224.4317633626924,False,43,7.827637320853446,2448.863526725386
43,2020-03-05,6,87.47692711200779,1224.4317633626924,False,44,8.902503765454275,2448.863526725386
44,2020-03-06,6,87.47692711200779,1224.4317633626924,False,45,10.124355307537675,2448.863526725386
45,2020-03-07,6,87.47692711200779,1224.4317633626924,False,46,11.513112338885055,2448.863526725386
46,2020-03-08,6,87.47692711200779,1224.4317633626924,False,47,13.091342468606937,2448.863526725386
47,2020-03-09,6,87.47692711200779,1224.4317633626924,False,48,14.884596928797366,2448.863526725386
48,2020-03-10,9,87.47692711200779,1224.4317633626924,False,49,16.921785198136373,2448.863526725386
49,2020-03-11,9,87.47692711200779,1224.4317633626924,False,50,19.23559081801105,2448.863526725386
50,2020-03-12,12,87.47692711200779,1224.4317633626924,False,51,21.862931159483743,2448.863526725386
51,2020-03-13,27,87.47692711200779,1224.4317633626924,False,52,24.84546349125852,2448.863526725386
52,2020-03-14,27,87.47692711200779,1224.4317633626924,False,53,28.230139034428415,2448.863526725386
53,2020-03-15,27,87.47692711200779,1224.4317633626924,False,54,32.069805689285886,2448.863526725386
54,2020-03-16,36,87.47692711200779,1224.4317633626924,False,55,36.42385868484328,2448.863526725386
55,2020-03-17,36,87.47692711200779,1224.4317633626924,False,56,41.35893641477533,2448.863526725386
