,Report_Date,Thailand_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
33,2020-02-24,35,14,69.45176931372109,1490.8493336856327,True,34,9.50240894186118,2981.654025114865
34,2020-02-25,37,15,69.45176931372109,1490.8493336856327,True,35,11.167975663387598,2981.654025114865
35,2020-02-26,40,18,69.45176931372109,1490.8493336856327,True,36,13.124191103468194,2981.654025114865
36,2020-02-27,40,18,69.45176931372109,1490.8493336856327,True,37,15.421284114513394,2981.654025114865
37,2020-02-28,41,13,69.45176931372109,1490.8493336856327,True,38,18.11797749593782,2981.654025114865
38,2020-02-29,42,14,69.45176931372109,1490.8493336856327,True,39,21.282853545158144,2981.654025114865
39,2020-03-01,42,13,69.45176931372109,1490.8493336856327,True,40,24.995912090228515,2981.654025114865
40,2020-03-02,43,11,69.45176931372109,1490.8493336856327,True,41,29.350337534138383,2981.654025114865
41,2020-03-03,43,11,69.45176931372109,1490.8493336856327,True,42,34.454488289231435,2981.654025114865
42,2020-03-04,43,11,69.45176931372109,1490.8493336856327,True,43,40.43411629723621,2981.654025114865
43,2020-03-05,47,15,69.45176931372109,1490.8493336856327,True,44,47.434815112839416,2981.654025114865
44,2020-03-06,48,16,69.45176931372109,1490.8493336856327,True,45,55.62468099439333,2981.654025114865
45,2020-03-07,50,18,69.45176931372109,1490.8493336856327,True,46,65.19715100280138,2981.654025114865
46,2020-03-08,50,18,69.45176931372109,1490.8493336856327,True,47,76.373953356896,2981.654025114865
47,2020-03-09,50,18,69.45176931372109,1490.8493336856327,True,48,89.40806607366831,2981.654025114865
48,2020-03-10,53,19,69.45176931372109,1490.8493336856327,True,49,104.58652797691758,2981.654025114865
49,2020-03-11,59,24,69.45176931372109,1490.8493336856327,True,50,122.23287944356134,2981.654025114865
50,2020-03-12,70,35,69.45176931372109,1490.8493336856327,True,51,142.70892749224453,2981.654025114865
51,2020-03-13,75,39,69.45176931372109,1490.8493336856327,True,52,166.41543136739944,2981.654025114865
52,2020-03-14,82,46,69.45176931372109,1490.8493336856327,True,53,193.79119393700287,2981.654025114865
53,2020-03-15,114,78,69.45176931372109,1490.8493336856327,True,54,225.3099290006319,2981.654025114865
54,2020-03-16,147,111,69.45176931372109,1490.8493336856327,True,55,261.4741698203482,2981.654025114865
55,2020-03-17,177,135,69.45176931372109,1490.8493336856327,True,56,302.805413702359,2981.654025114865
56,2020-03-18,212,169,69.45176931372109,1490.8493336856327,True,57,349.82969577742114,2981.654025114865
57,2020-03-19,272,229,69.45176931372109,1490.8493336856327,True,58,403.0578972093159,2981.654025114865
58,2020-03-20,322,279,69.45176931372109,1490.8493336856327,True,59,462.9603705847945,2981.654025114865
59,2020-03-21,411,368,69.45176931372109,1490.8493336856327,True,60,529.9359573049483,2981.654025114865
60,2020-03-22,599,554,69.45176931372109,1490.8493336856327,True,61,604.276208430388,2981.654025114865
61,2020-03-23,721,676,69.45176931372109,1490.8493336856327,True,62,686.1265891095774,2981.654025114865
62,2020-03-24,827,771,69.45176931372109,1490.8493336856327,True,63,775.4475658746319,2981.654025114865
63,2020-03-25,934,860,69.45176931372109,1490.8493336856327,True,64,871.9795748640337,2981.654025114865
64,2020-03-26,1045,953,69.45176931372109,1490.8493336856327,True,65,975.2166876712779,2981.654025114865
65,2020-03-27,1136,1034,69.45176931372109,1490.8493336856327,True,66,1084.3940177963232,2981.654025114865
66,2020-03-28,1245,1142,69.45176931372109,1490.8493336856327,True,67,1198.493259972358,2981.654025114865
67,2020-03-29,1388,1284,69.45176931372109,1490.8493336856327,True,68,1316.2690824297922,2981.654025114865
68,2020-03-30,1524,1286,69.45176931372109,1490.8493336856327,True,69,1436.2965024559226,2981.654025114865
69,2020-03-31,1651,1299,69.45176931372109,1490.8493336856327,True,70,1557.0362709279566,2981.654025114865
70,2020-04-01,1771,1254,69.45176931372109,1490.8493336856327,True,71,1676.9123166929808,2981.654025114865
71,2020-04-02,1875,1355,69.45176931372109,1490.8493336856327,True,72,1794.3931737767707,2981.654025114865
72,2020-04-03,1978,1347,69.45176931372109,1490.8493336856327,True,73,1908.0685898622721,2981.654025114865
73,2020-04-04,2067,1373,69.45176931372109,1490.8493336856327,True,74,2016.7133897483238,2981.654025114865
74,2020-04-05,2169,1353,69.45176931372109,1490.8493336856327,True,75,2119.3329056737202,2981.654025114865
75,2020-04-06,2220,1401,69.45176931372109,1490.8493336856327,True,76,2215.1873055162064,2981.654025114865
76,2020-04-07,2258,1343,69.45176931372109,1490.8493336856327,True,77,2303.7952300880547,2981.654025114865
77,2020-04-08,2369,1451,69.45176931372109,1490.8493336856327,True,78,2384.9196647761364,2981.654025114865
78,2020-04-09,2423,1451,69.45176931372109,1490.8493336856327,True,79,2458.540544369845,2981.654025114865
79,2020-04-10,2473,1427,69.45176931372109,1490.8493336856327,True,80,2524.8191465882283,2981.654025114865
80,2020-04-11,2518,1348,69.45176931372109,1490.8493336856327,True,81,2584.059032768532,2981.654025114865
81,2020-04-12,2551,1295,69.45176931372109,1490.8493336856327,True,82,2636.667435276867,2981.654025114865
82,2020-04-13,2579,1251,69.45176931372109,1490.8493336856327,True,83,2683.119880415953,2981.654025114865
83,2020-04-14,2613,1167,69.45176931372109,1490.8493336856327,True,84,2723.929725029572,2981.654025114865
84,2020-04-15,2643,1103,69.45176931372109,1490.8493336856327,True,85,2759.623336447549,2981.654025114865
85,2020-04-16,2672,1033,69.45176931372109,1490.8493336856327,True,86,2790.7209327072887,2981.654025114865
86,2020-04-17,2700,964,69.45176931372109,1490.8493336856327,True,87,2817.7226303871657,2981.654025114865
87,2020-04-18,2733,899,69.45176931372109,1490.8493336856327,True,88,2841.0989881033342,2981.654025114865
88,2020-04-19,2765,790,69.45176931372109,1490.8493336856327,True,89,2861.285234808488,2981.654025114865
89,2020-04-20,2792,746,69.45176931372109,1490.8493336856327,True,90,2878.678382154639,2981.654025114865
90,2020-04-21,2811,655,69.45176931372109,1490.8493336856327,True,91,2893.63649530276,2981.654025114865
91,2020-04-22,2826,425,69.45176931372109,1490.8493336856327,True,92,2906.479503233363,2981.654025114865
92,2020-04-23,2839,359,69.45176931372109,1490.8493336856327,True,93,2917.4910449306335,2981.654025114865
93,2020-04-24,2907,309,69.45176931372109,1490.8493336856327,True,94,2926.920957711598,2981.654025114865
94,2020-04-25,2907,309,69.45176931372109,1490.8493336856327,True,95,2934.988110995421,2981.654025114865
95,2020-04-26,2922,277,69.45176931372109,1490.8493336856327,True,96,2941.883370005543,2981.654025114865
96,2020-04-27,2931,270,69.45176931372109,1490.8493336856327,True,97,2947.77253911356,2981.654025114865
97,2020-04-28,2938,232,69.45176931372109,1490.8493336856327,True,98,2952.7991851552897,2981.654025114865
98,2020-04-29,2947,228,69.45176931372109,1490.8493336856327,True,99,2957.0872791612096,2981.654025114865
99,2020-04-30,2954,216,69.45176931372109,1490.8493336856327,True,100,2960.7436228038478,2981.654025114865
100,2020-05-01,2960,187,69.45176931372109,1490.8493336856327,True,101,2963.860045610983,2981.654025114865
101,2020-05-02,2966,180,69.45176931372109,1490.8493336856327,True,102,2966.515372498938,2981.654025114865
102,2020-05-03,2969,176,69.45176931372109,1490.8493336856327,True,103,2968.777170005702,2981.654025114865
103,2020-05-04,2987,193,69.45176931372109,1490.8493336856327,True,104,2970.7032850028,2981.654025114865
104,2020-05-05,2988,187,69.45176931372109,1490.8493336856327,True,105,2972.343192616137,2981.654025114865
105,2020-05-06,2989,173,69.45176931372109,1490.8493336856327,True,106,2973.7391713350644,2981.654025114865
106,2020-05-07,2992,165,69.45176931372109,1490.8493336856327,True,107,2974.9273233920508,2981.654025114865
107,2020-05-08,3000,161,69.45176931372109,1490.8493336856327,True,108,2975.93845785967,2981.654025114865
108,2020-05-09,3004,161,69.45176931372109,1490.8493336856327,True,109,2976.798852829182,2981.654025114865
109,2020-05-10,3009,159,69.45176931372109,1490.8493336856327,True,110,2977.530911710899,2981.654025114865
110,2020-05-11,3015,163,69.45176931372109,1490.8493336856327,True,111,2978.153727271348,2981.654025114865
111,2020-05-12,3017,163,69.45176931372109,1490.8493336856327,True,112,2978.683565589335,2981.654025114865
112,2020-05-13,3017,117,69.45176931372109,1490.8493336856327,True,113,2979.134280731913,2981.654025114865
113,2020-05-14,3018,112,69.45176931372109,1490.8493336856327,True,114,2979.5176696573644,2981.654025114865
114,2020-05-15,3025,115,69.45176931372109,1490.8493336856327,True,115,2979.8437756646804,2981.654025114865
115,2020-05-16,3025,114,69.45176931372109,1490.8493336856327,True,116,2980.1211476350923,2981.654025114865
116,2020-05-17,3028,116,69.45176931372109,1490.8493336856327,True,117,2980.357061351424,2981.654025114865
117,2020-05-18,3031,118,69.45176931372109,1490.8493336856327,True,118,2980.5577083308103,2981.654025114865
118,2020-05-19,3033,120,69.45176931372109,1490.8493336856327,True,119,2980.7283568586317,2981.654025114865
119,2020-05-20,3034,90,69.45176931372109,1490.8493336856327,True,120,2980.8734892576676,2981.654025114865
120,2020-05-21,3037,84,69.45176931372109,1490.8493336856327,True,121,2980.996918857396,2981.654025114865
121,2020-05-22,3037,71,69.45176931372109,1490.8493336856327,True,122,2981.101889634983,2981.654025114865
122,2020-05-23,3040,68,69.45176931372109,1490.8493336856327,True,123,2981.191161072993,2981.654025114865
123,2020-05-24,3040,63,69.45176931372109,1490.8493336856327,True,124,2981.2670804112236,2981.654025114865
124,2020-05-25,3042,57,69.45176931372109,1490.8493336856327,True,125,2981.3316441537786,2981.654025114865
125,2020-05-26,3045,59,69.45176931372109,1490.8493336856327,True,126,2981.3865504209475,2981.654025114865
126,2020-05-27,3054,66,69.45176931372109,1490.8493336856327,True,127,2981.433243502584,2981.654025114865
127,2020-05-28,3065,63,69.45176931372109,1490.8493336856327,True,128,2981.472951770329,2981.654025114865
