,Report_Date,Thailand_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,2,69.45176931372109,1490.8493336856327,True,1,0.04534562475291544,2981.654025114865
1,2020-01-23,3,3,69.45176931372109,1490.8493336856327,True,2,0.05332347075231176,2981.654025114865
2,2020-01-24,5,5,69.45176931372109,1490.8493336856327,True,3,0.06270486314997971,2981.654025114865
3,2020-01-25,7,7,69.45176931372109,1490.8493336856327,True,4,0.07373671725913387,2981.654025114865
4,2020-01-26,8,6,69.45176931372109,1490.8493336856327,True,5,0.08670938201270288,2981.654025114865
5,2020-01-27,8,6,69.45176931372109,1490.8493336856327,True,6,0.10196427849500118,2981.654025114865
6,2020-01-28,14,9,69.45176931372109,1490.8493336856327,True,7,0.11990288120357799,2981.654025114865
7,2020-01-29,14,9,69.45176931372109,1490.8493336856327,True,8,0.14099727782875834,2981.654025114865
8,2020-01-30,14,9,69.45176931372109,1490.8493336856327,True,9,0.1658025846504507,2981.654025114865
9,2020-01-31,19,14,69.45176931372109,1490.8493336856327,True,10,0.1949715431664767,2981.654025114865
10,2020-02-01,19,14,69.45176931372109,1490.8493336856327,True,11,0.22927168052605507,2981.654025114865
11,2020-02-02,19,14,69.45176931372109,1490.8493336856327,True,12,0.2696054831971545,2981.654025114865
12,2020-02-03,19,14,69.45176931372109,1490.8493336856327,True,13,0.3170341117402333,2981.654025114865
13,2020-02-04,25,20,69.45176931372109,1490.8493336856327,True,14,0.3728052765659652,2981.654025114865
14,2020-02-05,25,20,69.45176931372109,1490.8493336856327,True,15,0.4383860024151808,2981.654025114865
15,2020-02-06,25,20,69.45176931372109,1490.8493336856327,True,16,0.5155011356783963,2981.654025114865
16,2020-02-07,25,20,69.45176931372109,1490.8493336856327,True,17,0.6061785966531326,2981.654025114865
17,2020-02-08,32,22,69.45176931372109,1490.8493336856327,True,18,0.7128025519787216,2981.654025114865
18,2020-02-09,32,22,69.45176931372109,1490.8493336856327,True,19,0.8381758848836437,2981.654025114865
19,2020-02-10,32,22,69.45176931372109,1490.8493336856327,True,20,0.9855935772160634,2981.654025114865
20,2020-02-11,33,23,69.45176931372109,1490.8493336856327,True,21,1.1589288928402108,2981.654025114865
21,2020-02-12,33,23,69.45176931372109,1490.8493336856327,True,22,1.3627345729034155,2981.654025114865
22,2020-02-13,33,21,69.45176931372109,1490.8493336856327,True,23,1.6023616264744418,2981.654025114865
23,2020-02-14,33,21,69.45176931372109,1490.8493336856327,True,24,1.8840987326198133,2981.654025114865
24,2020-02-15,33,21,69.45176931372109,1490.8493336856327,True,25,2.2153357703085423,2981.654025114865
25,2020-02-16,34,20,69.45176931372109,1490.8493336856327,True,26,2.604755569382064,2981.654025114865
26,2020-02-17,35,20,69.45176931372109,1490.8493336856327,True,27,3.0625586383186514,2981.654025114865
27,2020-02-18,35,20,69.45176931372109,1490.8493336856327,True,28,3.6007263817672928,2981.654025114865
28,2020-02-19,35,20,69.45176931372109,1490.8493336856327,True,29,4.2333291813160505,2981.654025114865
29,2020-02-20,35,20,69.45176931372109,1490.8493336856327,True,30,4.976886683652959,2981.654025114865
30,2020-02-21,35,18,69.45176931372109,1490.8493336856327,True,31,5.850788725234553,2981.654025114865
31,2020-02-22,35,18,69.45176931372109,1490.8493336856327,True,32,6.877786520978403,2981.654025114865
32,2020-02-23,35,14,69.45176931372109,1490.8493336856327,True,33,8.084565047807413,2981.654025114865
