,Report_Date,Estonia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.26482324345099,789.9610620125567,True,1,0.06549931779798993,1556.2623801271297
1,2020-01-23,0,70.26482324345099,789.9610620125567,True,2,0.07577115170428213,1556.2623801271297
2,2020-01-24,0,70.26482324345099,789.9610620125567,True,3,0.08765376143843671,1556.2623801271297
3,2020-01-25,0,70.26482324345099,789.9610620125567,True,4,0.10139971029929758,1556.2623801271297
4,2020-01-26,0,70.26482324345099,789.9610620125567,True,5,0.11730115229075742,1556.2623801271297
5,2020-01-27,0,70.26482324345099,789.9610620125567,True,6,0.1356960347273071,1556.2623801271297
6,2020-01-28,0,70.26482324345099,789.9610620125567,True,7,0.1569752714210741,1556.2623801271297
7,2020-01-29,0,70.26482324345099,789.9610620125567,True,8,0.18159103793084178,1556.2623801271297
8,2020-01-30,0,70.26482324345099,789.9610620125567,True,9,0.21006636386139732,1556.2623801271297
9,2020-01-31,0,70.26482324345099,789.9610620125567,True,10,0.2430062243120962,1556.2623801271297
10,2020-02-01,0,70.26482324345099,789.9610620125567,True,11,0.28111036382338933,1556.2623801271297
11,2020-02-02,0,70.26482324345099,789.9610620125567,True,12,0.3251881221704962,1556.2623801271297
12,2020-02-03,0,70.26482324345099,789.9610620125567,True,13,0.3761755727987725,1556.2623801271297
13,2020-02-04,0,70.26482324345099,789.9610620125567,True,14,0.43515533237182197,1556.2623801271297
14,2020-02-05,0,70.26482324345099,789.9610620125567,True,15,0.5033794546977763,1556.2623801271297
15,2020-02-06,0,70.26482324345099,789.9610620125567,True,16,0.582295885206873,1556.2623801271297
16,2020-02-07,0,70.26482324345099,789.9610620125567,True,17,0.6735790242855192,1556.2623801271297
17,2020-02-08,0,70.26482324345099,789.9610620125567,True,18,0.7791650303597233,1556.2623801271297
18,2020-02-09,0,70.26482324345099,789.9610620125567,True,19,0.9012925880164617,1556.2623801271297
19,2020-02-10,0,70.26482324345099,789.9610620125567,True,20,1.0425499741238247,1556.2623801271297
20,2020-02-11,0,70.26482324345099,789.9610620125567,True,21,1.2059293774310147,1556.2623801271297
21,2020-02-12,0,70.26482324345099,789.9610620125567,True,22,1.3948895661456633,1556.2623801271297
22,2020-02-13,0,70.26482324345099,789.9610620125567,True,23,1.6134281551799898,1556.2623801271297
23,2020-02-14,0,70.26482324345099,789.9610620125567,True,24,1.866164901775616,1556.2623801271297
24,2020-02-15,0,70.26482324345099,789.9610620125567,True,25,2.1584376565685908,1556.2623801271297
25,2020-02-16,0,70.26482324345099,789.9610620125567,True,26,2.4964128180643805,1556.2623801271297
26,2020-02-17,0,70.26482324345099,789.9610620125567,True,27,2.887212382681968,1556.2623801271297
27,2020-02-18,0,70.26482324345099,789.9610620125567,True,28,3.3390599499270643,1556.2623801271297
28,2020-02-19,0,70.26482324345099,789.9610620125567,True,29,3.861448331593711,1556.2623801271297
29,2020-02-20,0,70.26482324345099,789.9610620125567,True,30,4.4653317221387825,1556.2623801271297
30,2020-02-21,0,70.26482324345099,789.9610620125567,True,31,5.163345708984001,1556.2623801271297
31,2020-02-22,0,70.26482324345099,789.9610620125567,True,32,5.970058727428153,1556.2623801271297
32,2020-02-23,0,70.26482324345099,789.9610620125567,True,33,6.902258881230063,1556.2623801271297
33,2020-02-24,0,70.26482324345099,789.9610620125567,True,34,7.979280336350012,1556.2623801271297
34,2020-02-25,0,70.26482324345099,789.9610620125567,True,35,9.223373722673488,1556.2623801271297
35,2020-02-26,0,70.26482324345099,789.9610620125567,True,36,10.660125106110527,1556.2623801271297
36,2020-02-27,1,70.26482324345099,789.9610620125567,True,37,12.318928065558415,1556.2623801271297
37,2020-02-28,1,70.26482324345099,789.9610620125567,True,38,14.233513150816613,1556.2623801271297
38,2020-02-29,1,70.26482324345099,789.9610620125567,True,39,16.442538409224007,1556.2623801271297
39,2020-03-01,1,70.26482324345099,789.9610620125567,True,40,18.990243620831905,1556.2623801271297
40,2020-03-02,1,70.26482324345099,789.9610620125567,True,41,21.927169207893368,1556.2623801271297
41,2020-03-03,2,70.26482324345099,789.9610620125567,True,42,25.310938274658454,1556.2623801271297
42,2020-03-04,2,70.26482324345099,789.9610620125567,True,43,29.20709662933935,1556.2623801271297
43,2020-03-05,3,70.26482324345099,789.9610620125567,True,44,33.69000063092285,1556.2623801271297
44,2020-03-06,10,70.26482324345099,789.9610620125567,True,45,38.84373592810363,1556.2623801271297
45,2020-03-07,10,70.26482324345099,789.9610620125567,True,46,44.76304121483993,1556.2623801271297
46,2020-03-08,10,70.26482324345099,789.9610620125567,True,47,51.554199600463,1556.2623801271297
47,2020-03-09,10,70.26482324345099,789.9610620125567,True,48,59.33584569655405,1556.2623801271297
48,2020-03-10,12,70.26482324345099,789.9610620125567,True,49,68.23961878130454,1556.2623801271297
49,2020-03-11,16,70.26482324345099,789.9610620125567,True,50,78.41057136674858,1556.2623801271297
50,2020-03-12,16,70.26482324345099,789.9610620125567,True,51,90.00721851897566,1556.2623801271297
51,2020-03-13,79,70.26482324345099,789.9610620125567,True,52,103.20108735650027,1556.2623801271297
52,2020-03-14,115,70.26482324345099,789.9610620125567,True,53,118.17560019842564,1556.2623801271297
53,2020-03-15,171,70.26482324345099,789.9610620125567,True,54,135.12410203776224,1556.2623801271297
54,2020-03-16,205,70.26482324345099,789.9610620125567,True,55,154.24682814912532,1556.2623801271297
55,2020-03-17,225,70.26482324345099,789.9610620125567,True,56,175.7466072760967,1556.2623801271297
56,2020-03-18,258,70.26482324345099,789.9610620125567,True,57,199.8231182972687,1556.2623801271297
57,2020-03-19,267,70.26482324345099,789.9610620125567,True,58,226.66557305858933,1556.2623801271297
58,2020-03-20,283,70.26482324345099,789.9610620125567,True,59,256.4437946208128,1556.2623801271297
59,2020-03-21,306,70.26482324345099,789.9610620125567,True,60,289.29780562435144,1556.2623801271297
60,2020-03-22,326,70.26482324345099,789.9610620125567,True,61,325.32623737378583,1556.2623801271297
61,2020-03-23,352,70.26482324345099,789.9610620125567,True,62,364.5741086219009,1556.2623801271297
62,2020-03-24,369,70.26482324345099,789.9610620125567,True,63,407.0207825733734,1556.2623801271297
63,2020-03-25,404,70.26482324345099,789.9610620125567,True,64,452.56915445878093,1556.2623801271297
64,2020-03-26,538,70.26482324345099,789.9610620125567,True,65,501.03729906289226,1556.2623801271297
65,2020-03-27,575,70.26482324345099,789.9610620125567,True,66,552.1538592327943,1556.2623801271297
66,2020-03-28,645,70.26482324345099,789.9610620125567,True,67,605.558329291122,1556.2623801271297
67,2020-03-29,679,70.26482324345099,789.9610620125567,True,68,660.8070505226809,1556.2623801271297
68,2020-03-30,715,70.26482324345099,789.9610620125567,True,69,717.3851981384219,1556.2623801271297
69,2020-03-31,745,70.26482324345099,789.9610620125567,True,70,774.7243588983732,1556.2623801271297
70,2020-04-01,779,70.26482324345099,789.9610620125567,True,71,832.2245812866707,1556.2623801271297
71,2020-04-02,858,70.26482324345099,789.9610620125567,True,72,889.2791585326636,1556.2623801271297
72,2020-04-03,961,70.26482324345099,789.9610620125567,True,73,945.3000064316323,1556.2623801271297
73,2020-04-04,1039,70.26482324345099,789.9610620125567,True,74,999.7414094755106,1556.2623801271297
74,2020-04-05,1097,70.26482324345099,789.9610620125567,True,75,1052.120149954866,1556.2623801271297
75,2020-04-06,1108,70.26482324345099,789.9610620125567,True,76,1102.0305521172374,1556.2623801271297
76,2020-04-07,1149,70.26482324345099,789.9610620125567,True,77,1149.1536571392737,1556.2623801271297
77,2020-04-08,1185,70.26482324345099,789.9610620125567,True,78,1193.2604600332088,1556.2623801271297
78,2020-04-09,1207,70.26482324345099,789.9610620125567,True,79,1234.209763357158,1556.2623801271297
79,2020-04-10,1258,70.26482324345099,789.9610620125567,True,80,1271.9416499548029,1556.2623801271297
80,2020-04-11,1304,70.26482324345099,789.9610620125567,True,81,1306.4678134008138,1556.2623801271297
81,2020-04-12,1309,70.26482324345099,789.9610620125567,True,82,1337.8600222067664,1556.2623801271297
82,2020-04-13,1332,70.26482324345099,789.9610620125567,True,83,1366.2378758919085,1556.2623801271297
83,2020-04-14,1373,70.26482324345099,789.9610620125567,True,84,1391.7567955020895,1556.2623801271297
84,2020-04-15,1400,70.26482324345099,789.9610620125567,True,85,1414.5969343574225,1556.2623801271297
85,2020-04-16,1434,70.26482324345099,789.9610620125567,True,86,1434.9534415994985,1556.2623801271297
86,2020-04-17,1459,70.26482324345099,789.9610620125567,True,87,1453.028290949552,1556.2623801271297
87,2020-04-18,1512,70.26482324345099,789.9610620125567,True,88,1469.0237146019256,1556.2623801271297
88,2020-04-19,1528,70.26482324345099,789.9610620125567,True,89,1483.137160340538,1556.2623801271297
