,Report_Date,Eritrea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.37199186250376,20.051052826460865,True,1,0.0004701642302483668,40.09123640664609
1,2020-01-23,0,72.37199186250376,20.051052826460865,True,2,0.0005512342671925346,40.09123640664609
2,2020-01-24,0,72.37199186250376,20.051052826460865,True,3,0.0006462829195788784,40.09123640664609
3,2020-01-25,0,72.37199186250376,20.051052826460865,True,4,0.0007577203854982515,40.09123640664609
4,2020-01-26,0,72.37199186250376,20.051052826460865,True,5,0.0008883723986848666,40.09123640664609
5,2020-01-27,0,72.37199186250376,20.051052826460865,True,6,0.0010415518580360844,40.09123640664609
6,2020-01-28,0,72.37199186250376,20.051052826460865,True,7,0.0012211428001046296,40.09123640664609
7,2020-01-29,0,72.37199186250376,20.051052826460865,True,8,0.0014316988398035975,40.09123640664609
8,2020-01-30,0,72.37199186250376,20.051052826460865,True,9,0.0016785585698706265,40.09123640664609
9,2020-01-31,0,72.37199186250376,20.051052826460865,True,10,0.001967980837502378,40.09123640664609
10,2020-02-01,0,72.37199186250376,20.051052826460865,True,11,0.002307303317619618,40.09123640664609
11,2020-02-02,0,72.37199186250376,20.051052826460865,True,12,0.0027051283888540716,40.09123640664609
12,2020-02-03,0,72.37199186250376,20.051052826460865,True,13,0.0031715410050129076,40.09123640664609
13,2020-02-04,0,72.37199186250376,20.051052826460865,True,14,0.003718364058305175,40.09123640664609
14,2020-02-05,0,72.37199186250376,20.051052826460865,True,15,0.00435945767058234,40.09123640664609
15,2020-02-06,0,72.37199186250376,20.051052826460865,True,16,0.00511106994798788,40.09123640664609
16,2020-02-07,0,72.37199186250376,20.051052826460865,True,17,0.0059922480190898455,40.09123640664609
17,2020-02-08,0,72.37199186250376,20.051052826460865,True,18,0.007025319677286141,40.09123640664609
18,2020-02-09,0,72.37199186250376,20.051052826460865,True,19,0.008236457700229186,40.09123640664609
19,2020-02-10,0,72.37199186250376,20.051052826460865,True,20,0.00965634096272537,40.09123640664609
20,2020-02-11,0,72.37199186250376,20.051052826460865,True,21,0.011320928841474412,40.09123640664609
21,2020-02-12,0,72.37199186250376,20.051052826460865,True,22,0.013272368183147108,40.09123640664609
22,2020-02-13,0,72.37199186250376,20.051052826460865,True,23,0.015560055331854544,40.09123640664609
23,2020-02-14,0,72.37199186250376,20.051052826460865,True,24,0.018241879455919523,40.09123640664609
24,2020-02-15,0,72.37199186250376,20.051052826460865,True,25,0.02138567775291842,40.09123640664609
25,2020-02-16,0,72.37199186250376,20.051052826460865,True,26,0.025070938130152525,40.09123640664609
26,2020-02-17,0,72.37199186250376,20.051052826460865,True,27,0.029390790746539674,40.09123640664609
27,2020-02-18,0,72.37199186250376,20.051052826460865,True,28,0.03445433645924673,40.09123640664609
28,2020-02-19,0,72.37199186250376,20.051052826460865,True,29,0.04038936784609288,40.09123640664609
29,2020-02-20,0,72.37199186250376,20.051052826460865,True,30,0.04734554717477364,40.09123640664609
30,2020-02-21,0,72.37199186250376,20.051052826460865,True,31,0.055498115557989475,40.09123640664609
31,2020-02-22,0,72.37199186250376,20.051052826460865,True,32,0.06505221864948234,40.09123640664609
32,2020-02-23,0,72.37199186250376,20.051052826460865,True,33,0.07624794664968047,40.09123640664609
33,2020-02-24,0,72.37199186250376,20.051052826460865,True,34,0.08936620010049118,40.09123640664609
34,2020-02-25,0,72.37199186250376,20.051052826460865,True,35,0.1047355078764733,40.09123640664609
35,2020-02-26,0,72.37199186250376,20.051052826460865,True,36,0.12273993972334003,40.09123640664609
36,2020-02-27,0,72.37199186250376,20.051052826460865,True,37,0.14382827227667075,40.09123640664609
37,2020-02-28,0,72.37199186250376,20.051052826460865,True,38,0.16852458408202767,40.09123640664609
38,2020-02-29,0,72.37199186250376,20.051052826460865,True,39,0.19744047074272605,40.09123640664609
39,2020-03-01,0,72.37199186250376,20.051052826460865,True,40,0.23128908445803137,40.09123640664609
40,2020-03-02,0,72.37199186250376,20.051052826460865,True,41,0.27090121072119683,40.09123640664609
41,2020-03-03,0,72.37199186250376,20.051052826460865,True,42,0.31724359575439676,40.09123640664609
42,2020-03-04,0,72.37199186250376,20.051052826460865,True,43,0.3714397270979072,40.09123640664609
43,2020-03-05,0,72.37199186250376,20.051052826460865,True,44,0.4347932408205196,40.09123640664609
44,2020-03-06,0,72.37199186250376,20.051052826460865,True,45,0.5088140742804746,40.09123640664609
45,2020-03-07,0,72.37199186250376,20.051052826460865,True,46,0.5952473930073525,40.09123640664609
46,2020-03-08,0,72.37199186250376,20.051052826460865,True,47,0.6961051809557641,40.09123640664609
47,2020-03-09,0,72.37199186250376,20.051052826460865,True,48,0.81370017866621,40.09123640664609
48,2020-03-10,0,72.37199186250376,20.051052826460865,True,49,0.9506815638613545,40.09123640664609
49,2020-03-11,0,72.37199186250376,20.051052826460865,True,50,1.1100713706532173,40.09123640664609
50,2020-03-12,0,72.37199186250376,20.051052826460865,True,51,1.2953001117681922,40.09123640664609
51,2020-03-13,0,72.37199186250376,20.051052826460865,True,52,1.5102393784495693,40.09123640664609
52,2020-03-14,0,72.37199186250376,20.051052826460865,True,53,1.7592283255541694,40.09123640664609
53,2020-03-15,0,72.37199186250376,20.051052826460865,True,54,2.047089898205686,40.09123640664609
54,2020-03-16,0,72.37199186250376,20.051052826460865,True,55,2.379131439028439,40.09123640664609
55,2020-03-17,0,72.37199186250376,20.051052826460865,True,56,2.761122990091342,40.09123640664609
56,2020-03-18,0,72.37199186250376,20.051052826460865,True,57,3.199245291731974,40.09123640664609
57,2020-03-19,0,72.37199186250376,20.051052826460865,True,58,3.6999983877870455,40.09123640664609
58,2020-03-20,0,72.37199186250376,20.051052826460865,True,59,4.2700611880098,40.09123640664609
59,2020-03-21,1,72.37199186250376,20.051052826460865,True,60,4.91609274777138,40.09123640664609
60,2020-03-22,1,72.37199186250376,20.051052826460865,True,61,5.6444679419125015,40.09123640664609
61,2020-03-23,1,72.37199186250376,20.051052826460865,True,62,6.460944218454428,40.09123640664609
62,2020-03-24,1,72.37199186250376,20.051052826460865,True,63,7.37026272206263,40.09123640664609
63,2020-03-25,4,72.37199186250376,20.051052826460865,True,64,8.375696493229098,40.09123640664609
64,2020-03-26,6,72.37199186250376,20.051052826460865,True,65,9.478570335512115,40.09123640664609
65,2020-03-27,6,72.37199186250376,20.051052826460865,True,66,10.677790119980388,40.09123640664609
