,Report_Date,China_yunnan_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,1,11.742100242627119,90.13745604586502,True,1,13.437820427970514,180.27491209170503
1,2020-01-23,2,2,11.742100242627119,90.13745604586502,True,2,16.660801436711765,180.27491209170503
2,2020-01-24,5,5,11.742100242627119,90.13745604586502,True,3,20.5615266824568,180.27491209170503
3,2020-01-25,11,11,11.742100242627119,90.13745604586502,True,4,25.234658012566726,180.27491209170503
4,2020-01-26,16,16,11.742100242627119,90.13745604586502,True,5,30.76528954837457,180.27491209170503
5,2020-01-27,26,26,11.742100242627119,90.13745604586502,True,6,37.217087817972875,180.27491209170503
6,2020-01-28,44,44,11.742100242627119,90.13745604586502,True,7,44.61811668303129,180.27491209170503
7,2020-01-29,55,55,11.742100242627119,90.13745604586502,True,8,52.94621218567621,180.27491209170503
8,2020-01-30,70,70,11.742100242627119,90.13745604586502,True,9,62.116984635359195,180.27491209170503
9,2020-01-31,83,82,11.742100242627119,90.13745604586502,True,10,71.97826972886618,180.27491209170503
10,2020-02-01,93,91,11.742100242627119,90.13745604586502,True,11,82.31445666609378,180.27491209170503
11,2020-02-02,105,102,11.742100242627119,90.13745604586502,True,12,92.86218515087519,180.27491209170503
12,2020-02-03,117,112,11.742100242627119,90.13745604586502,True,13,103.33574962439748,180.27491209170503
13,2020-02-04,122,117,11.742100242627119,90.13745604586502,True,14,113.45735386685566,180.27491209170503
14,2020-02-05,128,123,11.742100242627119,90.13745604586502,True,15,122.98562723386839,180.27491209170503
15,2020-02-06,133,126,11.742100242627119,90.13745604586502,True,16,131.73644387960653,180.27491209170503
16,2020-02-07,138,126,11.742100242627119,90.13745604586502,True,17,139.59274577764953,180.27491209170503
17,2020-02-08,138,121,11.742100242627119,90.13745604586502,True,18,146.50343104097055,180.27491209170503
18,2020-02-09,141,123,11.742100242627119,90.13745604586502,True,19,152.47399183707347,180.27491209170503
19,2020-02-10,149,130,11.742100242627119,90.13745604586502,True,20,157.55271222638999,180.27491209170503
20,2020-02-11,153,133,11.742100242627119,90.13745604586502,True,21,161.8159640650268,180.27491209170503
21,2020-02-12,154,128,11.742100242627119,90.13745604586502,True,22,165.35507122810893,180.27491209170503
22,2020-02-13,156,129,11.742100242627119,90.13745604586502,True,23,168.2659879308069,180.27491209170503
23,2020-02-14,162,126,11.742100242627119,90.13745604586502,True,24,170.6420590329042,180.27491209170503
24,2020-02-15,168,126,11.742100242627119,90.13745604586502,True,25,172.5695320382351,180.27491209170503
25,2020-02-16,171,129,11.742100242627119,90.13745604586502,True,26,174.1252290318874,180.27491209170503
26,2020-02-17,171,124,11.742100242627119,90.13745604586502,True,27,175.37575157888176,180.27491209170503
27,2020-02-18,172,115,11.742100242627119,90.13745604586502,True,28,176.37767500152043,180.27491209170503
28,2020-02-19,172,111,11.742100242627119,90.13745604586502,True,29,177.17831381259396,180.27491209170503
29,2020-02-20,174,93,11.742100242627119,90.13745604586502,True,30,177.81676370377195,180.27491209170503
30,2020-02-21,174,76,11.742100242627119,90.13745604586502,True,31,178.32502804817153,180.27491209170503
31,2020-02-22,174,65,11.742100242627119,90.13745604586502,True,32,178.7291136110532,180.27491209170503
32,2020-02-23,174,57,11.742100242627119,90.13745604586502,True,33,179.0500334236732,180.27491209170503
33,2020-02-24,174,48,11.742100242627119,90.13745604586502,True,34,179.304689455092,180.27491209170503
34,2020-02-25,174,43,11.742100242627119,90.13745604586502,True,35,179.50662889228298,180.27491209170503
35,2020-02-26,174,28,11.742100242627119,90.13745604586502,True,36,179.6666797942364,180.27491209170503
36,2020-02-27,174,22,11.742100242627119,90.13745604586502,True,37,179.7934778687088,180.27491209170503
37,2020-02-28,174,16,11.742100242627119,90.13745604586502,True,38,179.89389842893698,180.27491209170503
38,2020-02-29,174,15,11.742100242627119,90.13745604586502,True,39,179.9734077668084,180.27491209170503
39,2020-03-01,174,9,11.742100242627119,90.13745604586502,True,40,180.03634722305424,180.27491209170503
40,2020-03-02,174,4,11.742100242627119,90.13745604586502,True,41,180.08616175782367,180.27491209170503
41,2020-03-03,174,3,11.742100242627119,90.13745604586502,True,42,180.12558318798858,180.27491209170503
42,2020-03-04,174,3,11.742100242627119,90.13745604586502,True,43,180.15677666073861,180.27491209170503
43,2020-03-05,174,3,11.742100242627119,90.13745604586502,True,44,180.1814574766691,180.27491209170503
44,2020-03-06,174,2,11.742100242627119,90.13745604586502,True,45,180.20098410044943,180.27491209170503
45,2020-03-07,174,2,11.742100242627119,90.13745604586502,True,46,180.21643211041027,180.27491209170503
46,2020-03-08,174,2,11.742100242627119,90.13745604586502,True,47,180.22865292933844,180.27491209170503
47,2020-03-09,174,2,11.742100242627119,90.13745604586502,True,48,180.23832042851905,180.27491209170503
48,2020-03-10,174,2,11.742100242627119,90.13745604586502,True,49,180.24596788397034,180.27491209170503
49,2020-03-11,174,2,11.742100242627119,90.13745604586502,True,50,180.25201726650408,180.27491209170503
50,2020-03-12,174,2,11.742100242627119,90.13745604586502,True,51,180.25680244610737,180.27491209170503
51,2020-03-13,174,2,11.742100242627119,90.13745604586502,True,52,180.2605875689763,180.27491209170503
52,2020-03-14,174,0,11.742100242627119,90.13745604586502,True,53,180.26358160764272,180.27491209170503
53,2020-03-15,174,0,11.742100242627119,90.13745604586502,True,54,180.26594987873537,180.27491209170503
54,2020-03-16,176,2,11.742100242627119,90.13745604586502,True,55,180.26782315884964,180.27491209170503
55,2020-03-17,176,2,11.742100242627119,90.13745604586502,True,56,180.26930489847774,180.27491209170503
56,2020-03-18,176,2,11.742100242627119,90.13745604586502,True,57,180.27047693023513,180.27491209170503
57,2020-03-19,176,2,11.742100242627119,90.13745604586502,True,58,180.2714039852909,180.27491209170503
58,2020-03-20,176,2,11.742100242627119,90.13745604586502,True,59,180.27213726660275,180.27491209170503
59,2020-03-21,176,2,11.742100242627119,90.13745604586502,True,60,180.27271727578758,180.27491209170503
60,2020-03-22,176,2,11.742100242627119,90.13745604586502,True,61,180.27317604943528,180.27491209170503
61,2020-03-23,176,2,11.742100242627119,90.13745604586502,True,62,180.2735389281824,180.27491209170503
62,2020-03-24,176,2,11.742100242627119,90.13745604586502,True,63,180.27382595613244,180.27491209170503
63,2020-03-25,176,2,11.742100242627119,90.13745604586502,True,64,180.27405298784126,180.27491209170503
64,2020-03-26,178,4,11.742100242627119,90.13745604586502,True,65,180.2742325639629,180.27491209170503
65,2020-03-27,180,6,11.742100242627119,90.13745604586502,True,66,180.27437460389396,180.27491209170503
66,2020-03-28,180,6,11.742100242627119,90.13745604586502,True,67,180.2744869536557,180.27491209170503
67,2020-03-29,180,6,11.742100242627119,90.13745604586502,True,68,180.27457581926666,180.27491209170503
68,2020-03-30,180,6,11.742100242627119,90.13745604586502,True,69,180.2746461095355,180.27491209170503
69,2020-03-31,182,8,11.742100242627119,90.13745604586502,True,70,180.27470170720633,180.27491209170503
70,2020-04-01,182,8,11.742100242627119,90.13745604586502,True,71,180.2747456834295,180.27491209170503
71,2020-04-02,183,9,11.742100242627119,90.13745604586502,True,72,180.27478046740436,180.27491209170503
72,2020-04-03,184,10,11.742100242627119,90.13745604586502,True,73,180.27480798056277,180.27491209170503
73,2020-04-04,184,10,11.742100242627119,90.13745604586502,True,74,180.27482974270563,180.27491209170503
74,2020-04-05,184,10,11.742100242627119,90.13745604586502,True,75,180.27484695595425,180.27491209170503
75,2020-04-06,184,10,11.742100242627119,90.13745604586502,True,76,180.27486057115362,180.27491209170503
76,2020-04-07,184,9,11.742100242627119,90.13745604586502,True,77,180.27487134039612,180.27491209170503
