,Report_Date,Canada_manitoba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
65,2020-03-27,39,73.70108553286448,157.13271784932084,True,66,72.57736609067133,303.37543638429156
66,2020-03-28,64,73.70108553286448,157.13271784932084,True,67,81.659732784078,303.37543638429156
67,2020-03-29,72,73.70108553286448,157.13271784932084,True,68,91.448621377617,303.37543638429156
68,2020-03-30,96,73.70108553286448,157.13271784932084,True,69,101.89690139077341,303.37543638429156
69,2020-03-31,103,73.70108553286448,157.13271784932084,True,70,112.93388233407151,303.37543638429156
70,2020-04-01,127,73.70108553286448,157.13271784932084,True,71,124.46568911709402,303.37543638429156
71,2020-04-02,167,73.70108553286448,157.13271784932084,True,72,136.3773926580109,303.37543638429156
72,2020-04-03,182,73.70108553286448,157.13271784932084,True,73,148.53693045816007,303.37543638429156
73,2020-04-04,182,73.70108553286448,157.13271784932084,True,74,160.80060928089145,303.37543638429156
74,2020-04-05,203,73.70108553286448,157.13271784932084,True,75,173.01974186177668,303.37543638429156
75,2020-04-06,203,73.70108553286448,157.13271784932084,True,76,185.04778485626645,303.37543638429156
76,2020-04-07,217,73.70108553286448,157.13271784932084,True,77,196.74726057234332,303.37543638429156
77,2020-04-08,217,73.70108553286448,157.13271784932084,True,78,207.9957817716085,303.37543638429156
78,2020-04-09,221,73.70108553286448,157.13271784932084,True,79,218.6906476311017,303.37543638429156
79,2020-04-10,230,73.70108553286448,157.13271784932084,True,80,228.75170313062452,303.37543638429156
80,2020-04-11,243,73.70108553286448,157.13271784932084,True,81,238.12240202051404,303.37543638429156
81,2020-04-12,242,73.70108553286448,157.13271784932084,True,82,246.76923469394717,303.37543638429156
82,2020-04-13,246,73.70108553286448,157.13271784932084,True,83,254.6798408714731,303.37543638429156
83,2020-04-14,246,73.70108553286448,157.13271784932084,True,84,261.860208040905,303.37543638429156
84,2020-04-15,246,73.70108553286448,157.13271784932084,True,85,268.33136473830893,303.37543638429156
