,Report_Date,UK_montserrat_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0,71.33625729499369,5.590239770005179,True,1,0.0001313850384733684,11.180241883081711
1,2020-01-23,0,0,71.33625729499369,5.590239770005179,True,2,0.00015439584320254825,11.180241883081711
2,2020-01-24,0,0,71.33625729499369,5.590239770005179,True,3,0.00018143669996552244,11.180241883081711
3,2020-01-25,0,0,71.33625729499369,5.590239770005179,True,4,0.00021321339659874855,11.180241883081711
4,2020-01-26,0,0,71.33625729499369,5.590239770005179,True,5,0.00025055531691598295,11.180241883081711
5,2020-01-27,0,0,71.33625729499369,5.590239770005179,True,6,0.0002944370809419292,11.180241883081711
6,2020-01-28,0,0,71.33625729499369,5.590239770005179,True,7,0.0003460039727244045,11.180241883081711
7,2020-01-29,0,0,71.33625729499369,5.590239770005179,True,8,0.00040660181812059176,11.180241883081711
8,2020-01-30,0,0,71.33625729499369,5.590239770005179,True,9,0.00047781209059687867,11.180241883081711
9,2020-01-31,0,0,71.33625729499369,5.590239770005179,True,10,0.0005614931588391093,11.180241883081711
10,2020-02-01,0,0,71.33625729499369,5.590239770005179,True,11,0.0006598287493098991,11.180241883081711
11,2020-02-02,0,0,71.33625729499369,5.590239770005179,True,12,0.0007753848838683155,11.180241883081711
12,2020-02-03,0,0,71.33625729499369,5.590239770005179,True,13,0.0009111767719233172,11.180241883081711
13,2020-02-04,0,0,71.33625729499369,5.590239770005179,True,14,0.0010707473938555822,11.180241883081711
14,2020-02-05,0,0,71.33625729499369,5.590239770005179,True,15,0.0012582598140573717,11.180241883081711
15,2020-02-06,0,0,71.33625729499369,5.590239770005179,True,16,0.0014786056154063153,11.180241883081711
16,2020-02-07,0,0,71.33625729499369,5.590239770005179,True,17,0.0017375322610173663,11.180241883081711
17,2020-02-08,0,0,71.33625729499369,5.590239770005179,True,18,0.0020417926738037382,11.180241883081711
18,2020-02-09,0,0,71.33625729499369,5.590239770005179,True,19,0.0023993208913926775,11.180241883081711
19,2020-02-10,0,0,71.33625729499369,5.590239770005179,True,20,0.002819438316732672,11.180241883081711
20,2020-02-11,0,0,71.33625729499369,5.590239770005179,True,21,0.0033130958587292932,11.180241883081711
21,2020-02-12,0,0,71.33625729499369,5.590239770005179,True,22,0.003893158160087433,11.180241883081711
22,2020-02-13,0,0,71.33625729499369,5.590239770005179,True,23,0.004574737161238342,11.180241883081711
23,2020-02-14,0,0,71.33625729499369,5.590239770005179,True,24,0.005375583472356089,11.180241883081711
24,2020-02-15,0,0,71.33625729499369,5.590239770005179,True,25,0.0063165454452171295,11.180241883081711
25,2020-02-16,0,0,71.33625729499369,5.590239770005179,True,26,0.00742210748082385,11.180241883081711
26,2020-02-17,0,0,71.33625729499369,5.590239770005179,True,27,0.008721021007470802,11.180241883081711
27,2020-02-18,0,0,71.33625729499369,5.590239770005179,True,28,0.010247043749321215,11.180241883081711
28,2020-02-19,0,0,71.33625729499369,5.590239770005179,True,29,0.012039805410555436,11.180241883081711
29,2020-02-20,0,0,71.33625729499369,5.590239770005179,True,30,0.014145820757102311,11.180241883081711
30,2020-02-21,0,0,71.33625729499369,5.590239770005179,True,31,0.016619674316153438,11.180241883081711
31,2020-02-22,0,0,71.33625729499369,5.590239770005179,True,32,0.019525404555603025,11.180241883081711
32,2020-02-23,0,0,71.33625729499369,5.590239770005179,True,33,0.02293811946154846,11.180241883081711
33,2020-02-24,0,0,71.33625729499369,5.590239770005179,True,34,0.026945879892229713,11.180241883081711
34,2020-02-25,0,0,71.33625729499369,5.590239770005179,True,35,0.03165189191021253,11.180241883081711
35,2020-02-26,0,0,71.33625729499369,5.590239770005179,True,36,0.03717705439325943,11.180241883081711
36,2020-02-27,0,0,71.33625729499369,5.590239770005179,True,37,0.043662913441722066,11.180241883081711
37,2020-02-28,0,0,71.33625729499369,5.590239770005179,True,38,0.05127508018207592,11.180241883081711
38,2020-02-29,0,0,71.33625729499369,5.590239770005179,True,39,0.06020717312063535,11.180241883081711
39,2020-03-01,0,0,71.33625729499369,5.590239770005179,True,40,0.07068534964702862,11.180241883081711
40,2020-03-02,0,0,71.33625729499369,5.590239770005179,True,41,0.08297349278430541,11.180241883081711
41,2020-03-03,0,0,71.33625729499369,5.590239770005179,True,42,0.0973791176474849,11.180241883081711
42,2020-03-04,0,0,71.33625729499369,5.590239770005179,True,43,0.11426005566809298,11.180241883081711
43,2020-03-05,0,0,71.33625729499369,5.590239770005179,True,44,0.13403196124958985,11.180241883081711
44,2020-03-06,0,0,71.33625729499369,5.590239770005179,True,45,0.1571766621878228,11.180241883081711
45,2020-03-07,0,0,71.33625729499369,5.590239770005179,True,46,0.1842513380847409,11.180241883081711
46,2020-03-08,0,0,71.33625729499369,5.590239770005179,True,47,0.21589845523459528,11.180241883081711
47,2020-03-09,0,0,71.33625729499369,5.590239770005179,True,48,0.25285630608041937,11.180241883081711
48,2020-03-10,0,0,71.33625729499369,5.590239770005179,True,49,0.2959698892457734,11.180241883081711
49,2020-03-11,0,0,71.33625729499369,5.590239770005179,True,50,0.34620171443668557,11.180241883081711
50,2020-03-12,0,0,71.33625729499369,5.590239770005179,True,51,0.404641917105407,11.180241883081711
51,2020-03-13,0,0,71.33625729499369,5.590239770005179,True,52,0.47251681370264786,11.180241883081711
52,2020-03-14,0,0,71.33625729499369,5.590239770005179,True,53,0.5511947159476795,11.180241883081711
53,2020-03-15,0,0,71.33625729499369,5.590239770005179,True,54,0.6421874548728946,11.180241883081711
54,2020-03-16,0,0,71.33625729499369,5.590239770005179,True,55,0.7471456571941161,11.180241883081711
55,2020-03-17,0,0,71.33625729499369,5.590239770005179,True,56,0.867845400822833,11.180241883081711
56,2020-03-18,1,1,71.33625729499369,5.590239770005179,True,57,1.0061635121272368,11.180241883081711
57,2020-03-19,1,1,71.33625729499369,5.590239770005179,True,58,1.1640385476867345,11.180241883081711
58,2020-03-20,1,1,71.33625729499369,5.590239770005179,True,59,1.3434145592627231,11.180241883081711
59,2020-03-21,1,1,71.33625729499369,5.590239770005179,True,60,1.546165240194562,11.180241883081711
60,2020-03-22,1,1,71.33625729499369,5.590239770005179,True,61,1.7739971819002556,11.180241883081711
61,2020-03-23,1,1,71.33625729499369,5.590239770005179,True,62,2.0283329004488744,11.180241883081711
62,2020-03-24,1,1,71.33625729499369,5.590239770005179,True,63,2.310177113933318,11.180241883081711
63,2020-03-25,1,1,71.33625729499369,5.590239770005179,True,64,2.619973382006493,11.180241883081711
64,2020-03-26,5,5,71.33625729499369,5.590239770005179,True,65,2.9574623177937753,11.180241883081711
65,2020-03-27,5,5,71.33625729499369,5.590239770005179,True,66,3.321556481439422,11.180241883081711
66,2020-03-28,5,5,71.33625729499369,5.590239770005179,True,67,3.7102497875533302,11.180241883081711
67,2020-03-29,5,5,71.33625729499369,5.590239770005179,True,68,4.12057967467589,11.180241883081711
68,2020-03-30,5,5,71.33625729499369,5.590239770005179,True,69,4.548657415385113,11.180241883081711
69,2020-03-31,5,5,71.33625729499369,5.590239770005179,True,70,4.989775375472153,11.180241883081711
70,2020-04-01,5,5,71.33625729499369,5.590239770005179,True,71,5.438590277642018,11.180241883081711
71,2020-04-02,5,5,71.33625729499369,5.590239770005179,True,72,5.889370175544153,11.180241883081711
72,2020-04-03,6,6,71.33625729499369,5.590239770005179,True,73,6.336282294571582,11.180241883081711
73,2020-04-04,6,6,71.33625729499369,5.590239770005179,True,74,6.773691703186273,11.180241883081711
74,2020-04-05,6,6,71.33625729499369,5.590239770005179,True,75,7.196438821074269,11.180241883081711
75,2020-04-06,6,6,71.33625729499369,5.590239770005179,True,76,7.600067575758567,11.180241883081711
76,2020-04-07,9,9,71.33625729499369,5.590239770005179,True,77,7.980984568001693,11.180241883081711
77,2020-04-08,9,9,71.33625729499369,5.590239770005179,True,78,8.336540708139273,11.180241883081711
78,2020-04-09,9,9,71.33625729499369,5.590239770005179,True,79,8.665037846681258,11.180241883081711
79,2020-04-10,9,9,71.33625729499369,5.590239770005179,True,80,8.96567175689379,11.180241883081711
80,2020-04-11,9,9,71.33625729499369,5.590239770005179,True,81,9.238428191069934,11.180241883081711
81,2020-04-12,9,9,71.33625729499369,5.590239770005179,True,82,9.483950443920488,11.180241883081711
82,2020-04-13,11,10,71.33625729499369,5.590239770005179,True,83,9.703395562129398,11.180241883081711
83,2020-04-14,11,10,71.33625729499369,5.590239770005179,True,84,9.898293109112522,11.180241883081711
84,2020-04-15,11,10,71.33625729499369,5.590239770005179,True,85,10.070416335400628,11.180241883081711
85,2020-04-16,11,10,71.33625729499369,5.590239770005179,True,86,10.221671602551648,11.180241883081711
86,2020-04-17,11,10,71.33625729499369,5.590239770005179,True,87,10.354008520018676,11.180241883081711
87,2020-04-18,11,9,71.33625729499369,5.590239770005179,True,88,10.469350726320274,11.180241883081711
88,2020-04-19,11,9,71.33625729499369,5.590239770005179,True,89,10.569545592133412,11.180241883081711
89,2020-04-20,11,9,71.33625729499369,5.590239770005179,True,90,10.656330219695066,11.180241883081711
90,2020-04-21,11,9,71.33625729499369,5.590239770005179,True,91,10.731310778868114,11.180241883081711
91,2020-04-22,11,9,71.33625729499369,5.590239770005179,True,92,10.795952271454603,11.180241883081711
92,2020-04-23,11,9,71.33625729499369,5.590239770005179,True,93,10.851576095025598,11.180241883081711
93,2020-04-24,11,8,71.33625729499369,5.590239770005179,True,94,10.899363167054188,11.180241883081711
94,2020-04-25,11,8,71.33625729499369,5.590239770005179,True,95,10.940360788475093,11.180241883081711
95,2020-04-26,11,8,71.33625729499369,5.590239770005179,True,96,10.975491823319864,11.180241883081711
96,2020-04-27,11,8,71.33625729499369,5.590239770005179,True,97,11.0055651215826,11.180241883081711
97,2020-04-28,11,8,71.33625729499369,5.590239770005179,True,98,11.03128640568862,11.180241883081711
98,2020-04-29,11,8,71.33625729499369,5.590239770005179,True,99,11.05326907648099,11.180241883081711
99,2020-04-30,11,8,71.33625729499369,5.590239770005179,True,100,11.072044577568361,11.180241883081711
100,2020-05-01,11,8,71.33625729499369,5.590239770005179,True,101,11.088072094713402,11.180241883081711
101,2020-05-02,11,8,71.33625729499369,5.590239770005179,True,102,11.101747467809885,11.180241883081711
102,2020-05-03,11,3,71.33625729499369,5.590239770005179,True,103,11.113411264582075,11.180241883081711
103,2020-05-04,11,3,71.33625729499369,5.590239770005179,True,104,11.123356014179707,11.180241883081711
104,2020-05-05,11,3,71.33625729499369,5.590239770005179,True,105,11.1318326309534,11.180241883081711
105,2020-05-06,11,3,71.33625729499369,5.590239770005179,True,106,11.139056078395287,11.180241883081711
106,2020-05-07,11,3,71.33625729499369,5.590239770005179,True,107,11.145210334047785,11.180241883081711
107,2020-05-08,11,2,71.33625729499369,5.590239770005179,True,108,11.150452720812629,11.180241883081711
108,2020-05-09,11,2,71.33625729499369,5.590239770005179,True,109,11.154917670545803,11.180241883081711
109,2020-05-10,11,2,71.33625729499369,5.590239770005179,True,110,11.158719983577145,11.180241883081711
110,2020-05-11,11,2,71.33625729499369,5.590239770005179,True,111,11.161957643906373,11.180241883081711
111,2020-05-12,11,2,71.33625729499369,5.590239770005179,True,112,11.164714245046632,11.180241883081711
112,2020-05-13,11,2,71.33625729499369,5.590239770005179,True,113,11.167061076324922,11.180241883081711
113,2020-05-14,11,2,71.33625729499369,5.590239770005179,True,114,11.169058914247756,11.180241883081711
114,2020-05-15,11,2,71.33625729499369,5.590239770005179,True,115,11.170759558518506,11.180241883081711
115,2020-05-16,11,0,71.33625729499369,5.590239770005179,True,116,11.17220714758134,11.180241883081711
116,2020-05-17,11,0,71.33625729499369,5.590239770005179,True,117,11.17343928423611,11.180241883081711
117,2020-05-18,11,0,71.33625729499369,5.590239770005179,True,118,11.174487997948276,11.180241883081711
118,2020-05-19,11,0,71.33625729499369,5.590239770005179,True,119,11.175380566969968,11.180241883081711
119,2020-05-20,11,0,71.33625729499369,5.590239770005179,True,120,11.176140220278038,11.180241883081711
120,2020-05-21,11,0,71.33625729499369,5.590239770005179,True,121,11.176786736596503,11.180241883081711
