,Report_Date,Barbados_cases,active_patients,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
46,2020-03-08,0,0,71.98353514974654,42.40333546664978,True,47,1.5316176416888443,84.80446854748945
47,2020-03-09,0,0,71.98353514974654,42.40333546664978,True,48,1.791647080911474,84.80446854748945
48,2020-03-10,0,0,71.98353514974654,42.40333546664978,True,49,2.0947123944124626,84.80446854748945
49,2020-03-11,0,0,71.98353514974654,42.40333546664978,True,50,2.44753115225441,84.80446854748945
50,2020-03-12,0,0,71.98353514974654,42.40333546664978,True,51,2.857723045230824,84.80446854748945
51,2020-03-13,0,0,71.98353514974654,42.40333546664978,True,52,3.3338778865654204,84.80446854748945
52,2020-03-14,0,0,71.98353514974654,42.40333546664978,True,53,3.885608051878701,84.80446854748945
53,2020-03-15,0,0,71.98353514974654,42.40333546664978,True,54,4.523575561278319,84.80446854748945
54,2020-03-16,0,0,71.98353514974654,42.40333546664978,True,55,5.259481237217275,84.80446854748945
55,2020-03-17,2,2,71.98353514974654,42.40333546664978,True,56,6.106000421759543,84.80446854748945
56,2020-03-18,2,2,71.98353514974654,42.40333546664978,True,57,7.0766469245185135,84.80446854748945
57,2020-03-19,5,5,71.98353514974654,42.40333546664978,True,58,8.18554472314904,84.80446854748945
58,2020-03-20,5,5,71.98353514974654,42.40333546664978,True,59,9.447086230963118,84.80446854748945
59,2020-03-21,6,6,71.98353514974654,42.40333546664978,True,60,10.875457726400148,84.80446854748945
60,2020-03-22,14,14,71.98353514974654,42.40333546664978,True,61,12.484018060283457,84.80446854748945
61,2020-03-23,17,17,71.98353514974654,42.40333546664978,True,62,14.284527304425165,84.80446854748945
62,2020-03-24,18,18,71.98353514974654,42.40333546664978,True,63,16.286238557255217,84.80446854748945
63,2020-03-25,18,18,71.98353514974654,42.40333546664978,True,64,18.494888832859644,84.80446854748945
64,2020-03-26,18,18,71.98353514974654,42.40333546664978,True,65,20.911652521735196,84.80446854748945
65,2020-03-27,24,24,71.98353514974654,42.40333546664978,True,66,23.53214996821236,84.80446854748945
66,2020-03-28,26,26,71.98353514974654,42.40333546664978,True,67,26.34562861885641,84.80446854748945
67,2020-03-29,33,33,71.98353514974654,42.40333546664978,True,68,29.33444752143996,84.80446854748945
68,2020-03-30,33,33,71.98353514974654,42.40333546664978,True,69,32.47398997034403,84.80446854748945
69,2020-03-31,34,34,71.98353514974654,42.40333546664978,True,70,35.73309826294555,84.80446854748945
70,2020-04-01,34,34,71.98353514974654,42.40333546664978,True,71,39.07506833808692,84.80446854748945
71,2020-04-02,46,46,71.98353514974654,42.40333546664978,True,72,42.45916706744575,84.80446854748945
72,2020-04-03,51,51,71.98353514974654,42.40333546664978,True,73,45.842554737905104,84.80446854748945
73,2020-04-04,52,52,71.98353514974654,42.40333546664978,True,74,49.18242751678538,84.80446854748945
74,2020-04-05,56,49,71.98353514974654,42.40333546664978,True,75,52.43815612461734,84.80446854748945
75,2020-04-06,60,52,71.98353514974654,42.40333546664978,True,76,55.57319761505019,84.80446854748945
76,2020-04-07,63,54,71.98353514974654,42.40333546664978,True,77,58.55659689926851,84.80446854748945
77,2020-04-08,63,52,71.98353514974654,42.40333546664978,True,78,61.363963097082326,84.80446854748945
78,2020-04-09,66,52,71.98353514974654,42.40333546664978,True,79,63.97788612884429,84.80446854748945
79,2020-04-10,67,52,71.98353514974654,42.40333546664978,True,80,66.38783352557716,84.80446854748945
80,2020-04-11,68,53,71.98353514974654,42.40333546664978,True,81,68.58962285581853,84.80446854748945
81,2020-04-12,71,56,71.98353514974654,42.40333546664978,True,82,70.58459513790143,84.80446854748945
82,2020-04-13,72,55,71.98353514974654,42.40333546664978,True,83,72.37861984633615,84.80446854748945
83,2020-04-14,72,55,71.98353514974654,42.40333546664978,True,84,73.98104828700279,84.80446854748945
84,2020-04-15,73,53,71.98353514974654,42.40333546664978,True,85,75.40370695850041,84.80446854748945
85,2020-04-16,75,55,71.98353514974654,42.40333546664978,True,86,76.65999343194486,84.80446854748945
86,2020-04-17,75,55,71.98353514974654,42.40333546664978,True,87,77.76410983834622,84.80446854748945
87,2020-04-18,75,53,71.98353514974654,42.40333546664978,True,88,78.73044653375649,84.80446854748945
88,2020-04-19,75,53,71.98353514974654,42.40333546664978,True,89,79.57311216660872,84.80446854748945
89,2020-04-20,75,51,71.98353514974654,42.40333546664978,True,90,80.3055960080227,84.80446854748945
90,2020-04-21,75,45,71.98353514974654,42.40333546664978,True,91,80.94054302885125,84.80446854748945
91,2020-04-22,75,45,71.98353514974654,42.40333546664978,True,92,81.48962052813047,84.80446854748945
92,2020-04-23,76,40,71.98353514974654,42.40333546664978,True,93,81.96345588763437,84.80446854748945
93,2020-04-24,77,40,71.98353514974654,42.40333546664978,True,94,82.37162720937887,84.80446854748945
94,2020-04-25,79,42,71.98353514974654,42.40333546664978,True,95,82.7226914169072,84.80446854748945
95,2020-04-26,79,34,71.98353514974654,42.40333546664978,True,96,83.02423734933916,84.80446854748945
96,2020-04-27,80,35,71.98353514974654,42.40333546664978,True,97,83.2829541379778,84.80446854748945
97,2020-04-28,80,35,71.98353514974654,42.40333546664978,True,98,83.50470756891147,84.80446854748945
98,2020-04-29,80,34,71.98353514974654,42.40333546664978,True,99,83.69461914372549,84.80446854748945
99,2020-04-30,81,35,71.98353514974654,42.40333546664978,True,100,83.85714415883442,84.80446854748945
100,2020-05-01,81,35,71.98353514974654,42.40333546664978,True,101,83.99614637063925,84.80446854748945
101,2020-05-02,81,30,71.98353514974654,42.40333546664978,True,102,84.1149677520272,84.80446854748945
102,2020-05-03,82,31,71.98353514974654,42.40333546664978,True,103,84.21649253194916,84.80446854748945
103,2020-05-04,82,29,71.98353514974654,42.40333546664978,True,104,84.30320519660978,84.80446854748945
104,2020-05-05,82,28,71.98353514974654,42.40333546664978,True,105,84.37724246412041,84.80446854748945
105,2020-05-06,82,28,71.98353514974654,42.40333546664978,True,106,84.44043946251246,84.80446854748945
106,2020-05-07,82,22,71.98353514974654,42.40333546664978,True,107,84.49437047447577,84.80446854748945
107,2020-05-08,83,23,71.98353514974654,42.40333546664978,True,108,84.54038468506339,84.80446854748945
108,2020-05-09,84,20,71.98353514974654,42.40333546664978,True,109,84.57963739920734,84.80446854748945
109,2020-05-10,84,20,71.98353514974654,42.40333546664978,True,110,84.6131171979301,84.80446854748945
110,2020-05-11,84,20,71.98353514974654,42.40333546664978,True,111,84.6416694856796,84.80446854748945
111,2020-05-12,85,21,71.98353514974654,42.40333546664978,True,112,84.66601685350957,84.80446854748945
112,2020-05-13,85,13,71.98353514974654,42.40333546664978,True,113,84.68677664898718,84.80446854748945
113,2020-05-14,85,13,71.98353514974654,42.40333546664978,True,114,84.70447610725869,84.80446854748945
114,2020-05-15,85,13,71.98353514974654,42.40333546664978,True,115,84.71956536099424,84.80446854748945
115,2020-05-16,86,12,71.98353514974654,42.40333546664978,True,116,84.73242861147902,84.80446854748945
116,2020-05-17,88,13,71.98353514974654,42.40333546664978,True,117,84.74339370982686,84.80446854748945
117,2020-05-18,88,13,71.98353514974654,42.40333546664978,True,118,84.75274036666333,84.80446854748945
118,2020-05-19,90,15,71.98353514974654,42.40333546664978,True,119,84.76070718086034,84.80446854748945
119,2020-05-20,90,13,71.98353514974654,42.40333546664978,True,120,84.76749765302925,84.80446854748945
120,2020-05-21,90,13,71.98353514974654,42.40333546664978,True,121,84.7732853273892,84.80446854748945
121,2020-05-22,90,13,71.98353514974654,42.40333546664978,True,122,84.77821818615223,84.80446854748945
122,2020-05-23,92,15,71.98353514974654,42.40333546664978,True,123,84.78242240349391,84.80446854748945
123,2020-05-24,92,15,71.98353514974654,42.40333546664978,True,124,84.78600555128364,84.80446854748945
124,2020-05-25,92,14,71.98353514974654,42.40333546664978,True,125,84.78905933580104,84.80446854748945
125,2020-05-26,92,14,71.98353514974654,42.40333546664978,True,126,84.79166193344787,84.80446854748945
126,2020-05-27,92,9,71.98353514974654,42.40333546664978,True,127,84.79387998377094,84.80446854748945
127,2020-05-28,92,9,71.98353514974654,42.40333546664978,True,128,84.79577028975318,84.80446854748945
